seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,event
0,1778389317819,0,host,0.00,0.00,1778389317392,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,host_play
1,1778389318473,1778389318456,192.168.0.56:43784,0.00,0.00,1778389318285,-203.3,21024,0,0,0.00,0.00,0.00,0.00,-215.0,-203.0,52,13,guest_start
2,1778389318512,1778389318675,192.168.0.56:43784,-643.84,-643.84,1778389318285,-203.3,21024,512,0,7.98,0.00,-7.98,0.00,-215.0,-203.0,52,13,fallback
3,1778389318604,1778389318789,192.168.0.56:43784,0.00,0.00,1778389318285,-203.3,21024,32073,0,0.00,0.00,0.00,0.00,-215.0,-203.0,52,13,anchor_set
4,1778389319060,1778389319253,192.168.0.56:43784,0.36,-16.14,1778389318788,-203.3,43200,54705,0,8.24,23.57,15.33,16.05,-215.0,-203.0,52,13,drift
5,1778389319561,1778389319754,192.168.0.56:43784,0.87,-26.40,1778389319273,-203.3,65184,76977,0,8.85,24.94,16.09,16.05,-199.0,-203.0,20,13,drift
6,1778389320160,1778389320352,192.168.0.56:43784,1.15,-19.66,1778389319777,-203.3,87168,103345,0,7.37,22.13,14.76,16.05,-199.0,-203.0,20,13,drift
7,1778389320658,1778389320853,192.168.0.56:43784,1.46,-17.65,1778389320282,-203.3,109248,125361,0,8.21,23.51,15.30,16.05,-199.0,-203.0,20,13,drift
8,1778389321161,1778389321354,192.168.0.56:43784,-16.53,-16.53,1778389320787,-202.8,131328,147377,0,8.88,25.18,16.30,0.00,-351.0,-199.0,329,20,fallback
9,1778389321761,1778389321952,192.168.0.56:43784,-19.19,-19.19,1778389321244,-202.5,153312,175374,0,8.21,22.14,13.92,0.00,-198.0,-199.0,25,20,fallback
10,1778389322261,1778389322453,192.168.0.56:43784,-15.89,-15.89,1778389321748,-202.5,175488,197646,0,7.72,23.52,15.80,0.00,-198.0,-199.0,25,20,fallback
11,1778389322759,1778389322955,192.168.0.56:43784,-15.17,-15.17,1778389322253,-202.1,197568,219662,0,8.39,24.67,16.28,0.00,-192.0,-199.0,33,20,fallback
12,1778389323367,1778389323552,192.168.0.56:43784,-4.24,-4.24,1778389322757,-202.1,219456,246030,0,8.62,22.55,13.94,0.00,-192.0,-199.0,33,20,fallback
13,1778389323886,1778389324053,192.168.0.56:43784,1.82,1.82,1778389323768,-201.8,263616,268046,0,8.16,23.60,15.44,0.00,-216.0,-199.0,60,20,fallback
14,1778389324362,1778389324556,192.168.0.56:43784,7.19,7.19,1778389324273,-201.8,285696,290062,0,8.65,19.27,10.62,0.00,-216.0,-199.0,60,20,fallback
15,1778389324858,1778389325056,192.168.0.56:43784,8.10,8.10,1778389324777,-201.5,307776,312078,0,8.72,20.70,11.97,0.00,-206.0,-199.0,34,20,fallback
16,1778389325461,1778389325653,192.168.0.56:43784,18.31,18.31,1778389325283,-201.5,329760,338702,0,7.46,23.43,15.98,0.00,-206.0,-199.0,34,20,fallback
