seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,event
0,1778381182240,0,host,0.00,0.00,1778381181801,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,host_play
1,1778381184003,1778381184179,192.168.0.56:43610,0.00,0.00,1778381183690,-193.1,70272,0,0,0.00,0.00,0.00,0.00,-192.0,-192.0,14,14,guest_start
2,1778381184041,1778381184188,192.168.0.56:43610,0.00,0.00,1778381183690,-193.1,70272,0,0,0.00,0.00,0.00,0.00,-192.0,-192.0,14,14,guest_start
3,1778381184125,1778381184288,192.168.0.56:43610,0.00,0.00,1778381183690,-193.1,70272,2560,0,0.00,0.00,0.00,0.00,-192.0,-192.0,14,14,anchor_set
4,1778381184160,1778381184315,192.168.0.56:43610,1.02,-1829.48,1778381183690,-193.1,70272,3840,0,8.38,21.94,13.56,14.70,-192.0,-192.0,14,14,drift
5,1778381184674,1778381184853,192.168.0.56:43610,1.03,-89.97,1778381184195,-193.0,94272,112942,0,8.06,21.96,13.90,14.70,-204.0,-192.0,41,14,drift
6,1778381185173,1778381185355,192.168.0.56:43610,0.20,-99.33,1778381184699,-193.0,118848,137006,0,9.28,23.87,14.59,14.70,-204.0,-192.0,41,14,drift
7,1778381185672,1778381185856,192.168.0.56:43610,-3.53,-93.98,1778381185205,-192.8,142752,161070,0,8.01,25.39,17.38,14.70,-191.0,-191.0,8,8,drift
8,1778381186272,1778381186453,192.168.0.56:43610,0.43,-120.61,1778381186165,-192.8,190272,189742,0,8.34,22.68,14.34,14.70,-191.0,-191.0,8,8,drift
9,1778381186773,1778381186955,192.168.0.56:43610,-1.24,-122.70,1778381186165,-192.6,190272,213806,0,8.34,23.92,15.59,14.70,-192.0,-191.0,13,8,drift
10,1778381187271,1778381187456,192.168.0.56:43610,-2.75,-114.12,1778381187175,-192.6,238272,237870,0,8.18,25.52,17.34,14.70,-192.0,-191.0,13,8,drift
11,1778381187881,1778381188053,192.168.0.56:43610,0.02,-107.02,1778381187679,-192.4,262272,266542,0,8.30,22.71,14.41,14.70,-190.0,-191.0,9,8,drift
12,1778381188374,1778381188555,192.168.0.56:43610,-4.08,-106.41,1778381188183,-192.4,286272,290606,0,7.23,24.37,17.14,14.70,-190.0,-191.0,9,8,drift
13,1778381188873,1778381189056,192.168.0.56:43610,-3.54,-100.57,1778381188689,-192.3,310272,314670,0,7.86,25.35,17.49,14.70,-190.0,-191.0,11,8,drift
14,1778381189481,1778381189653,192.168.0.56:43610,-0.33,-92.37,1778381189194,-192.3,334272,343342,0,8.17,22.79,14.62,14.70,-190.0,-191.0,11,8,drift
15,1778381189971,1778381190155,192.168.0.56:43610,-1.92,-94.37,1778381189194,-192.2,334272,367406,0,8.17,23.99,15.82,14.70,-185.0,-191.0,20,8,drift
16,1778381190473,1778381190657,192.168.0.56:43610,1.26,-88.78,1778381190203,-192.2,382368,391214,0,8.64,19.87,11.23,14.70,-185.0,-191.0,20,8,drift
17,1778381191073,1778381191253,192.168.0.56:43610,-2.33,-131.37,1778381190656,-192.0,406272,420142,0,7.44,22.81,15.37,14.70,-191.0,-191.0,8,8,drift
18,1778381191574,1778381191755,192.168.0.56:43610,-2.38,-126.54,1778381191161,-191.9,430272,444206,0,8.20,22.97,14.77,14.70,-185.0,-191.0,20,8,drift
19,1778381192077,1778381192256,192.168.0.56:43610,-3.12,-125.16,1778381191666,-191.9,454368,468270,0,8.58,25.31,16.73,14.70,-185.0,-191.0,20,8,drift
