seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775793960455,1775793960339,1775793960687,232,-232,,init
1,1775793960558,1775793960343,1775793960693,135,-282,,init
2,1775793960659,1775793960430,1775793960697,38,-248,,init
3,1775793960761,1775793960527,1775793960798,37,-252,,init
4,1775793960864,1775793960626,1775793960899,35,-255,,init
5,1775793960967,1775793960728,1775793961002,35,-256,,init
6,1775793961069,1775793960831,1775793961103,34,-255,,init
7,1775793961173,1775793960931,1775793961201,28,-256,,init
8,1775793961276,1775793961029,1775793961299,23,-258,,init
9,1775793961379,1775793961138,1775793961403,24,-253,,init
10,1775793962990,1775793962740,1775793963082,92,-296,-261.800,steady
11,1775793963990,1775793963756,1775793964092,102,-285,-265.220,steady
12,1775793964990,1775793964796,1775793965092,102,-245,-268.298,steady
13,1775793966006,1775793965820,1775793966096,90,-231,-264.568,steady
14,1775793966990,1775793966808,1775793967225,235,-299,-261.211,steady
15,1775793967995,1775793967870,1775793968234,239,-244,-258.190,steady
16,1775793968991,1775793968895,1775793969255,264,-228,-255.471,steady
17,1775793969989,1775793969814,1775793970173,184,-267,-253.024,steady
18,1775793970989,1775793970751,1775793971033,44,-260,-253.722,steady
19,1775793971990,1775793971863,1775793972221,231,-242,-254.350,steady
20,1775793972991,1775793972806,1775793973092,101,-235,-254.915,steady
21,1775793973989,1775793973738,1775793974005,16,-259,-255.323,steady
22,1775793974991,1775793974743,1775793975033,42,-269,-255.691,steady
23,1775793975990,1775793975756,1775793976094,104,-286,-256.022,steady
24,1775793976991,1775793976756,1775793977096,105,-287,-256.320,steady
25,1775793977991,1775793977800,1775793978096,105,-243,-256.588,steady
26,1775793978991,1775793978804,1775793979101,110,-242,-257.829,steady
27,1775793979991,1775793979845,1775793980296,305,-298,-260.646,steady
28,1775793980991,1775793980872,1775793981236,245,-241,-258.881,steady
29,1775793981991,1775793981807,1775793982171,180,-274,-257.293,steady
30,1775793982991,1775793982804,1775793983101,110,-242,-255.764,steady
31,1775793983990,1775793983847,1775793984205,215,-250,-254.388,steady
32,1775793984991,1775793984797,1775793985098,107,-247,-253.649,steady
33,1775793985991,1775793985773,1775793986097,106,-271,-255.384,steady
34,1775793986991,1775793986814,1775793987097,106,-230,-252.845,steady
35,1775793987991,1775793987747,1775793988092,101,-294,-256.961,steady
36,1775793988991,1775793988771,1775793989113,122,-281,-260.665,steady
37,1775793989991,1775793989796,1775793990092,101,-245,-259.098,steady
38,1775793990991,1775793990745,1775793991165,174,-333,-257.689,steady
39,1775793991991,1775793991830,1775793992178,187,-254,-256.420,steady
40,1775793992991,1775793992855,1775793993214,223,-247,-255.278,steady
41,1775793993991,1775793993776,1775793994095,104,-267,-254.250,steady
42,1775793994991,1775793994800,1775793995093,102,-242,-253.025,steady
