wallMs,framePos,timeNs,ok
1775783364261,3552,9922666612254,1
1775783364366,8592,9922771948087,1
1775783364458,13008,9922864059546,1
1775783364563,18048,9922968769077,1
1775783364668,23088,9923074167098,1
1775783364762,27600,9923167948973,1
1775783364866,32592,9923272170483,1
1775783364960,37104,9923365990639,1
1775783365067,42240,9923472500535,1
1775783365160,46704,9923566140691,1
1775783365262,51600,9923667751212,1
1775783365362,56400,9923768028191,1
1775783365464,61296,9923869381212,1
1775783365564,66096,9923969635275,1
1775783365665,70944,9924070998972,1
1775783365766,75792,9924171940691,1
1775783365817,78240,9924222774910,1
1775783365969,85536,9924374318816,1
1775783366019,87936,9924424896212,1
1775783366120,92784,9924525856368,1
1775783366223,97680,9924628221576,1
1775783366323,102528,9924729165691,1
1775783366423,107280,9924828306003,1
1775783366524,112176,9924930182097,1
1775783366625,117024,9925030633764,1
1775783366726,121872,9925132041993,1
1775783366827,126720,9925232958451,1
1775783366928,131568,9925334201212,1
1775783367029,136416,9925434892982,1
1775783367130,141264,9925535549805,1
1775783367230,146064,9925636198920,1
1775783367332,150960,9925737489909,1
1775783367432,155760,9925838022513,1
1775783367534,160656,9925940003399,1
1775783367636,165504,9926041229649,1
1775783367737,170352,9926142290326,1
1775783367839,175296,9926244422878,1
1775783367939,180096,9926344675951,1
1775783368040,184944,9926445711159,1
1775783368142,189840,9926547459909,1
1775783368243,194688,9926648877930,1
1775783368343,199488,9926748985638,1
1775783368444,204336,9926849456784,1
1775783368545,209184,9926950419336,1
1775783368646,214032,9927051968346,1
1775783368748,218928,9927153459127,1
1775783368849,223776,9927254969544,1
1775783368951,228672,9927356509857,1
1775783369052,233520,9927457606784,1
1775783369153,238368,9927558361940,1
1775783369254,243216,9927659667981,1
1775783369355,248064,9927760500013,1
1775783369456,252864,9927861258763,1
1775783369556,257712,9927961766783,1
1775783369657,262560,9928062943763,1
1775783369759,267408,9928164224856,1
1775783369859,272256,9928265174023,1
1775783369961,277152,9928366542252,1
1775783370062,282000,9928467708867,1
1775783370162,286800,9928568142669,1
1775783370262,291600,9928668206471,1
1775783370363,296448,9928769003710,1
1775783370463,301248,9928868909960,1
1775783370564,306096,9928969493866,1
1775783370666,310992,9929071395325,1
1775783370716,313392,9929121646314,1
1775783370868,320688,9929273507408,1
1775783370968,325488,9929373947668,1
1775783371019,327888,9929424290741,1
1775783371119,332736,9929525173293,1
1775783371221,337632,9929626608033,1
1775783371322,342480,9929727705793,1
1775783371423,347328,9929828313970,1
1775783371525,352176,9929930221991,1
1775783371625,357024,9930030658710,1
1775783371726,361872,9930131413762,1
1775783371826,366672,9930231837147,1
1775783371928,371520,9930333250480,1
1775783372029,376416,9930434420949,1
1775783372130,381264,9930535704699,1
1775783372231,386112,9930636804907,1
1775783372332,390960,9930737653397,1
1775783372433,395760,9930838220949,1
1775783372534,400656,9930939419699,1
1775783372634,405456,9931039831991,1
1775783372736,410304,9931141233605,1
1775783372836,415152,9931241334647,1
1775783372937,420000,9931342757407,1
1775783373039,424896,9931444523553,1
1775783373139,429696,9931544849907,1
1775783373240,434544,9931646187876,1
1775783373342,439440,9931747342615,1
1775783373443,444288,9931848513501,1
1775783373544,449136,9931949624594,1
1775783373645,453984,9932050878501,1
1775783373746,458832,9932151680011,1
1775783373847,463680,9932252824698,1
1775783373948,468528,9932353986886,1
1775783374049,473376,9932454737303,1
1775783374150,478224,9932555739438,1
1775783374251,483072,9932657028292,1
1775783374352,487920,9932757917355,1
1775783374453,492768,9932858548657,1
1775783374554,497616,9932959518657,1
1775783374655,502464,9933060598448,1
1775783374755,507264,9933160943656,1
1775783374856,512112,9933261323448,1
1775783374957,516960,9933362883031,1
1775783375059,521856,9933464596990,1
1775783375160,526704,9933565887354,1
1775783375261,531552,9933666775062,1
1775783375362,536400,9933767630427,1
1775783375463,541248,9933868780948,1
1775783375564,546096,9933969457250,1
1775783375666,550944,9934071229489,1
1775783375766,555792,9934171830010,1
1775783375867,560640,9934272889073,1
1775783375918,563088,9934323369854,1
1775783376019,567936,9934425002354,1
