seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
100,1775746403935,1775746403130,1775746403947,12,-811,-809.184,steady
101,1775746404926,1775746404122,1775746404941,15,-811,-809.365,steady
102,1775746405926,1775746405199,1775746406017,91,-772,-809.529,steady
103,1775746406925,1775746406224,1775746407045,120,-761,-809.676,steady
104,1775746407926,1775746407123,1775746407941,15,-810,-809.808,steady
105,1775746408926,1775746408168,1775746409011,85,-800,-809.827,steady
106,1775746409926,1775746409193,1775746410013,87,-776,-809.845,steady
107,1775746410926,1775746410119,1775746410937,11,-812,-810.060,steady
108,1775746411926,1775746411137,1775746411954,28,-803,-810.254,steady
109,1775746412926,1775746412123,1775746412940,14,-810,-810.429,steady
110,1775746413933,1775746413130,1775746413947,14,-810,-810.586,steady
111,1775746414926,1775746414124,1775746414943,17,-810,-810.727,steady
112,1775746415926,1775746415122,1775746415943,17,-812,-810.655,steady
113,1775746416926,1775746416122,1775746416943,17,-812,-810.589,steady
114,1775746417951,1775746417144,1775746417963,12,-813,-810.830,steady
115,1775746418926,1775746418123,1775746418941,15,-810,-811.047,steady
116,1775746419925,1775746419122,1775746419940,15,-810,-811.242,steady
117,1775746420926,1775746420151,1775746420968,42,-796,-811.418,steady
118,1775746421926,1775746421122,1775746421942,16,-812,-811.576,steady
119,1775746422934,1775746422131,1775746422949,15,-810,-811.419,steady
120,1775746423926,1775746423123,1775746423942,16,-811,-811.277,steady
121,1775746424926,1775746424122,1775746424939,13,-810,-811.149,steady
122,1775746425940,1775746425138,1775746425955,15,-809,-811.034,steady
123,1775746426955,1775746426172,1775746426994,39,-802,-810.931,steady
124,1775746427926,1775746427122,1775746427949,23,-815,-810.838,steady
125,1775746428926,1775746428123,1775746428943,17,-811,-810.754,steady
126,1775746429948,1775746429144,1775746429961,13,-810,-810.679,steady
127,1775746430926,1775746430186,1775746431014,88,-784,-810.611,steady
128,1775746431926,1775746431211,1775746432030,104,-767,-810.550,steady
129,1775746432926,1775746432131,1775746432951,25,-807,-810.495,steady
130,1775746433944,1775746433136,1775746433954,10,-813,-810.745,steady
131,1775746434925,1775746434187,1775746435014,89,-782,-810.971,steady
132,1775746435926,1775746435202,1775746436026,100,-774,-811.174,steady
133,1775746436926,1775746436224,1775746437043,117,-760,-811.356,steady
134,1775746437937,1775746437148,1775746437966,29,-803,-811.521,steady
135,1775746438926,1775746438149,1775746438972,46,-800,-810.669,steady
136,1775746439945,1775746439183,1775746440021,76,-800,-809.902,steady
137,1775746440926,1775746440220,1775746441037,111,-761,-809.212,steady
138,1775746441926,1775746441139,1775746441959,33,-803,-808.590,steady
139,1775746442926,1775746442123,1775746442942,16,-811,-808.831,steady
140,1775746443926,1775746443188,1775746444020,94,-785,-809.048,steady
141,1775746444926,1775746444215,1775746445036,110,-766,-809.243,steady
142,1775746445926,1775746445135,1775746445954,28,-805,-809.419,steady
143,1775746446926,1775746446122,1775746446944,18,-813,-809.577,steady
144,1775746447926,1775746447182,1775746448007,81,-784,-809.919,steady
145,1775746448926,1775746448206,1775746449025,99,-769,-810.227,steady
146,1775746449926,1775746449119,1775746449936,10,-812,-810.405,steady
147,1775746450926,1775746450120,1775746450938,12,-812,-810.564,steady
148,1775746451926,1775746451157,1775746452012,86,-812,-810.708,steady
149,1775746452926,1775746452204,1775746453022,96,-770,-810.837,steady
150,1775746453927,1775746453131,1775746453950,23,-807,-810.953,steady
151,1775746454956,1775746454261,1775746455078,122,-756,-811.058,steady
152,1775746455925,1775746455168,1775746455985,60,-787,-810.652,steady
153,1775746456957,1775746456193,1775746457011,54,-791,-810.287,steady
154,1775746457926,1775746457131,1775746457948,22,-806,-809.858,steady
155,1775746458925,1775746458125,1775746458962,37,-818,-809.472,steady
156,1775746459925,1775746459163,1775746459984,59,-791,-809.125,steady
157,1775746460926,1775746460187,1775746461007,81,-779,-808.813,steady
158,1775746461926,1775746461200,1775746462019,93,-772,-808.531,steady
159,1775746462926,1775746462126,1775746462944,18,-809,-808.578,steady
160,1775746463926,1775746463128,1775746463947,21,-808,-808.620,steady
161,1775746464926,1775746464178,1775746464995,69,-782,-808.658,steady
162,1775746465926,1775746465127,1775746465946,20,-809,-808.693,steady
163,1775746466925,1775746466131,1775746466953,28,-808,-808.723,steady
164,1775746467925,1775746467118,1775746467936,11,-812,-809.051,steady
165,1775746468925,1775746468173,1775746468989,64,-784,-809.346,steady
166,1775746469926,1775746469202,1775746470022,96,-772,-809.611,steady
167,1775746470926,1775746470122,1775746470941,15,-811,-809.850,steady
168,1775746471926,1775746471122,1775746471940,14,-811,-810.065,steady
169,1775746472925,1775746472128,1775746472949,24,-809,-810.159,steady
