wallMs,obsHostFrame,obsHostTimeMs,guestFrame,seekAccum,filteredOffsetMs,expectedHostFrame,driftMs
1775793075857,18576,1775793074947,8784,41184,-256.000,49968.0,0.000
1775793075962,42576,1775793075448,13824,41184,-256.000,54960.0,1.000
1775793076067,42576,1775793075448,18864,41184,-256.200,59990.4,1.200
1775793076160,42576,1775793075448,23376,41184,-256.200,64454.4,2.200
1775793076265,42576,1775793075448,28416,41184,-256.200,69494.4,2.200
1775793076359,42576,1775793075448,32880,41184,-256.200,74006.4,1.200
1775793076465,64608,1775793075906,37968,41184,-256.200,79142.4,0.200
1775793076558,64608,1775793075906,42480,41184,-256.200,83606.4,1.200
1775793076664,64608,1775793075906,47520,41184,-256.200,88694.4,0.200
1775793076766,64608,1775793075906,52416,41184,-256.200,93590.4,0.200
1775793076816,64608,1775793075906,54816,41184,-256.200,95990.4,0.200
1775793076967,88896,1775793076412,62064,41184,-256.200,103238.4,0.200
1775793077018,88896,1775793076412,64512,41184,-256.200,105686.4,0.200
1775793077119,88896,1775793076412,69360,41184,-256.380,110525.8,0.380
1775793077220,88896,1775793076412,74208,41184,-256.380,115373.8,0.380
1775793077320,88896,1775793076412,79056,41184,-256.380,120173.8,1.380
1775793077422,113136,1775793076918,83952,41184,-256.380,125021.8,2.380
1775793077523,113136,1775793076918,88752,41184,-256.380,129869.8,1.380
1775793077623,113136,1775793076918,93552,41184,-256.380,134669.8,1.380
1775793077724,113136,1775793076918,98400,41184,-256.380,139517.8,1.380
1775793077874,137424,1775793077423,105648,41184,-256.380,146765.8,1.380
1775793077925,137424,1775793077423,108048,41184,-256.380,149213.8,0.380
1775793078026,137424,1775793077423,112896,41184,-256.380,154061.8,0.380
1775793078127,137424,1775793077423,117792,41184,-256.380,158909.8,1.380
1775793078228,137424,1775793077423,122640,41184,-256.542,163750.0,1.542
1775793078329,161664,1775793077929,127440,41184,-256.542,168550.0,1.542
1775793078430,161664,1775793077929,132288,41184,-256.542,173398.0,1.542
1775793078531,161664,1775793077929,137184,41184,-256.542,178246.0,2.542
1775793078633,161664,1775793077929,142032,41184,-256.542,183142.0,1.542
1775793078734,161664,1775793077929,146880,41184,-256.542,187990.0,1.542
1775793078835,161664,1775793077929,151728,41184,-256.542,192838.0,1.542
1775793078936,186000,1775793078435,156576,41184,-256.542,197734.0,0.542
1775793079036,186000,1775793078435,161424,41184,-256.688,202527.0,1.688
1775793079137,186000,1775793078435,166272,41184,-256.688,207375.0,1.688
1775793079238,186000,1775793078435,171120,41184,-256.688,212223.0,1.688
1775793079339,186000,1775793078435,175920,41184,-256.688,217071.0,0.688
1775793079440,210192,1775793078939,180768,41184,-256.688,221919.0,0.688
