eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775784554458,0,-35.446,1361,97655,99016,pre
0,1775784554610,152,-2.092,,,,probe
0,1775784554761,303,-2.092,,,,probe
0,1775784554963,505,-2.092,,,,probe
0,1775784555468,1010,2.600,,,,probe
0,1775784556478,2020,9.324,,,,probe
1,1775784558095,0,28.075,-1078,271528,270450,pre
1,1775784558196,101,5.616,,,,probe
1,1775784558397,302,5.692,,,,probe
1,1775784558597,502,10.692,,,,probe
1,1775784559101,1006,-33.308,,,,probe
2,1775784559101,0,-33.308,1279,319026,320305,pre
2,1775784559202,101,-5.662,,,,probe
2,1775784559456,355,-6.294,,,,probe
2,1775784559658,557,-1.294,,,,probe
2,1775784560163,1062,1.706,,,,probe
3,1775784561074,0,36.038,-1384,415729,414345,pre
3,1775784561175,101,7.204,,,,probe
3,1775784561377,303,7.204,,,,probe
3,1775784561580,506,-21.497,,,,probe
3,1775784562084,1010,-7.497,,,,probe
3,1775784563095,2021,4.771,,,,probe
4,1775784564156,0,-37.987,1459,562953,564412,pre
4,1775784564256,100,-6.591,,,,probe
4,1775784564459,303,-6.674,,,,probe
4,1775784564660,504,0.326,,,,probe
4,1775784565165,1009,1.326,,,,probe
4,1775784566177,2021,12.752,,,,probe
5,1775784567595,0,20.060,-770,728476,727706,pre
5,1775784567696,101,4.018,,,,probe
5,1775784567897,302,5.018,,,,probe
5,1775784568100,505,14.018,,,,probe
5,1775784568656,1061,19.871,,,,probe
6,1775784569161,0,-27.129,1042,803546,804588,pre
7,1775784573967,0,-33.029,1268,88834,90102,pre
7,1775784574068,101,-6.613,,,,probe
7,1775784574269,302,-0.639,,,,probe
7,1775784574522,555,-0.639,,,,probe
7,1775784575027,1060,-0.639,,,,probe
7,1775784576037,2070,9.337,,,,probe
8,1775784577248,0,26.316,-1011,248406,247395,pre
8,1775784577348,100,5.235,,,,probe
8,1775784577550,302,5.235,,,,probe
8,1775784577753,505,7.235,,,,probe
8,1775784578258,1010,10.235,,,,probe
9,1775784578762,0,-32.783,1259,319395,320654,pre
9,1775784578863,101,-6.554,,,,probe
10,1775784581950,0,-33.054,1269,89832,91101,pre
10,1775784582101,151,-5.617,,,,probe
10,1775784582253,303,-2.761,,,,probe
10,1775784582505,555,-2.761,,,,probe
11,1775784584779,0,-39.298,1509,88125,89634,pre
11,1775784584880,101,-7.861,,,,probe
11,1775784585083,304,-2.861,,,,probe
12,1775784594866,0,-32.234,1238,91523,92761,pre
12,1775784595018,152,-0.443,,,,probe
12,1775784595219,353,-0.443,,,,probe
12,1775784595421,555,-1.346,,,,probe
12,1775784595925,1059,3.654,,,,probe
12,1775784596936,2070,12.340,,,,probe
13,1775784601130,0,24.397,-937,-3444400,-3445337,pre
13,1775784601231,101,5.003,,,,probe
13,1775784601433,303,4.003,,,,probe
13,1775784601634,504,9.003,,,,probe
13,1775784602139,1009,16.003,,,,probe
14,1775784602744,0,20.217,-776,-3368537,-3369313,pre
14,1775784602845,101,4.051,,,,probe
14,1775784603048,304,-40.949,,,,probe
14,1775784603250,506,-40.949,,,,probe
14,1775784603755,1011,-35.656,,,,probe
15,1775784603755,0,-35.656,1369,-3321313,-3319944,pre
15,1775784603856,101,-7.135,,,,probe
15,1775784604057,302,30006.865,,,,probe
15,1775784604260,505,0.010,,,,probe
15,1775784604766,1011,-0.001,,,,probe
15,1775784605826,2071,7.026,,,,probe
16,1775784607036,0,21.451,-824,-6524243,-6525067,pre
16,1775784607138,102,3.284,,,,probe
16,1775784607340,304,3.666,,,,probe
16,1775784607543,507,20007.666,,,,probe
16,1775784608048,1012,5.999,,,,probe
17,1775784608653,0,-39.657,1523,-7407339,-7405816,pre
17,1775784608754,101,-6.928,,,,probe
17,1775784608957,304,-7.928,,,,probe
17,1775784609159,506,-1.928,,,,probe
17,1775784609665,1012,6.982,,,,probe
17,1775784610727,2074,15.800,,,,probe
18,1775784611028,0,20.800,-799,-7290808,-7291607,pre
18,1775784611130,102,3.154,,,,probe
18,1775784611332,304,3.891,,,,probe
18,1775784611533,505,10.891,,,,probe
18,1775784612038,1010,30013.891,,,,probe
18,1775784613048,2020,10004.992,,,,probe
19,1775784614158,0,-41.412,1590,-10023698,-10022108,pre
19,1775784614259,101,-8.287,,,,probe
19,1775784614461,303,-9.450,,,,probe
19,1775784614663,505,-3.450,,,,probe
19,1775784615218,1060,2.550,,,,probe
19,1775784616227,2069,7.903,,,,probe
20,1775784624153,0,22.886,-879,-1863442,-1864321,pre
20,1775784624254,101,4.574,,,,probe
20,1775784624456,303,10.614,,,,probe
20,1775784624759,606,-0.990,,,,probe
20,1775784625262,1109,-0.990,,,,probe
20,1775784626219,2066,0.009,,,,probe
21,1775784627329,0,22.305,-857,3091917,3091060,pre
21,1775784627430,101,4.451,,,,probe
21,1775784627632,303,9.451,,,,probe
21,1775784627833,504,10.451,,,,probe
21,1775784628338,1009,18.415,,,,probe
22,1775784628539,0,23.415,-899,3148660,3147761,pre
22,1775784628640,101,5.685,,,,probe
22,1775784628841,302,5.685,,,,probe
22,1775784629043,504,9.685,,,,probe
22,1775784629549,1010,2.752,,,,probe
23,1775784630054,0,-36.248,1392,3220145,3221537,pre
23,1775784630155,101,-7.248,,,,probe
23,1775784630357,303,-5.288,,,,probe
23,1775784630559,505,-2.288,,,,probe
23,1775784631064,1010,-2.288,,,,probe
