seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775786917536,1775786917903,4464,1013348223733016,23520,1013348621167391,1
1,1775786918040,1775786918412,4464,1013348223733016,47712,1013349125503745,1
2,1775786918393,1775786918811,4464,1013348223733016,64704,1013349478753745,1
3,1775786918898,1775786919338,4464,1013348223733016,88944,1013349983850411,1
4,1775786919405,1775786919815,4464,1013348223733016,113280,1013350490718588,1
5,1775786919911,1775786920364,4464,1013348223733016,137520,1013350995919838,1
6,1775786920414,1775786920900,4464,1013348223733016,161712,1013351499841609,1
7,1775786920919,1775786921383,4464,1013348223733016,185904,1013352004206556,1
8,1775786921523,1775786921813,4464,1013348223733016,214896,1013352608349994,1
9,1775786921927,1775786922407,4464,1013348223733016,234288,1013353012579629,1
10,1775786922432,1775786922815,4464,1013348223733016,258528,1013353516894316,1
11,1775786922936,1775786923329,4464,1013348223733016,282720,1013354020896035,1
12,1775786923439,1775786923857,4464,1013348223733016,306864,1013354524256972,1
13,1775786923893,1775786924359,4464,1013348223733016,328704,1013354978801086,1
14,1775786924398,1775786924898,4464,1013348223733016,352896,1013355483338951,1
15,1775786924902,1775786925375,4464,1013348223733016,377088,1013355987270878,1
16,1775786925408,1775786925838,4464,1013348223733016,401376,1013356493177700,1
17,1775786925912,1775786926401,4464,1013348223733016,425568,1013356997277492,1
18,1775786926419,1775786926809,4464,1013348223733016,449904,1013357504334263,1
19,1775786926924,1775786927424,4464,1013348223733016,474144,1013358009133481,1
20,1775786927125,1775786927629,4464,1013348223733016,483840,1013358210726971,0
0,1775786927563,1775786928045,5088,1013358648680668,5088,1013358648680668,0
0,1775786927973,1775786928555,4752,1013359058126449,4752,1013359058126449,0
0,1775786928411,1775786928921,4704,1013359496687491,4704,1013359496687491,0
0,1775786928827,1775786929273,4800,1013359912166553,4800,1013359912166553,0
0,1775786930311,1775786930755,4512,1013361396188219,4512,1013361396188219,0
0,1775786931018,1775786931482,5136,1013361796744157,19872,1013362103827959,1
1,1775786931514,1775786931937,5136,1013361796744157,43680,1013362599230250,1
2,1775786932012,1775786932454,5136,1013361796744157,67536,1013363096983896,1
3,1775786932517,1775786932955,5136,1013361796744157,91776,1013363601959364,1
4,1775786932971,1775786933466,5136,1013361796744157,113616,1013364056478948,1
5,1775786933476,1775786933903,5136,1013361796744157,137856,1013364561300979,1
6,1775786933982,1775786934490,5136,1013361796744157,162144,1013365067443843,1
7,1775786934486,1775786934901,5136,1013361796744157,186336,1013365571752593,1
8,1775786934992,1775786935514,5136,1013361796744157,210576,1013366077097020,1
9,1775786935497,1775786936012,5136,1013361796744157,234864,1013366582448478,1
10,1775786936003,1775786936381,5136,1013361796744157,259152,1013367088297019,1
11,1775786936508,1775786936975,5136,1013361796744157,283392,1013367593619780,1
12,1775786937013,1775786937459,5136,1013361796744157,307632,1013368098183946,1
13,1775786937517,1775786937971,5136,1013361796744157,331824,1013368602409623,1
14,1775786937971,1775786938484,5136,1013361796744157,353616,1013369056855612,1
15,1775786938475,1775786938917,5136,1013361796744157,377808,1013369560730091,1
16,1775786938981,1775786939504,5136,1013361796744157,402096,1013370066874362,1
17,1775786939487,1775786939941,5136,1013361796744157,426336,1013370571896028,1
18,1775786939990,1775786940429,5136,1013361796744157,450528,1013371075789309,1
19,1775786940494,1775786941029,5136,1013361796744157,474720,1013371579782799,1
20,1775786940999,1775786941557,5136,1013361796744157,498960,1013372084500142,1
21,1775786941504,1775786941905,5136,1013361796744157,523200,1013372589700142,1
22,1775786942008,1775786942477,5136,1013361796744157,547392,1013373093659621,1
23,1775786942514,1775786942991,5136,1013361796744157,571632,1013373599110194,1
24,1775786943018,1775786943524,5136,1013361796744157,595872,1013374103679569,1
25,1775786943473,1775786943912,5136,1013361796744157,617664,1013374558070871,1
26,1775786943977,1775786944632,5136,1013361796744157,641904,1013375062818735,1
27,1775786944483,1775786944897,5136,1013361796744157,666192,1013375568482016,1
28,1775786944987,1775786945460,5136,1013361796744157,690384,1013376072801443,1
29,1775786945491,1775786945992,5136,1013361796744157,714576,1013376576785141,1
30,1775786945997,1775786946474,5136,1013361796744157,738864,1013377082762901,1
31,1775786946503,1775786946900,5136,1013361796744157,763152,1013377588289463,1
32,1775786947008,1775786947498,5136,1013361796744157,787344,1013378092916182,1
33,1775786947513,1775786947903,5136,1013361796744157,811632,1013378598847223,1
34,1775786948018,1775786948422,5136,1013361796744157,835872,1013379103353681,1
35,1775786948523,1775786949018,5136,1013361796744157,860112,1013379608732744,1
36,1775786948977,1775786949412,5136,1013361796744157,881856,1013380062073941,1
37,1775786949483,1775786950054,5136,1013361796744157,906192,1013380568863993,1
38,1775786949987,1775786950464,5136,1013361796744157,930384,1013381072163368,1
39,1775786950493,1775786950904,5136,1013361796744157,954672,1013381578508680,1
40,1775786950998,1775786951490,5136,1013361796744157,978912,1013382083434826,1
41,1775786951503,1775786951896,5136,1013361796744157,1003152,1013382588494149,1
42,1775786952007,1775786952511,5136,1013361796744157,1027344,1013383092744982,1
43,1775786952513,1775786952922,5136,1013361796744157,1051632,1013383598373836,1
44,1775786953019,1775786953434,5136,1013361796744157,1075872,1013384103909148,1
45,1775786953474,1775786954030,5136,1013361796744157,1097712,1013384558995398,1
46,1775786953979,1775786954458,5136,1013361796744157,1122000,1013385064796908,1
47,1775786954484,1775786954902,5136,1013361796744157,1146240,1013385569580241,1
48,1775786954988,1775786955483,5136,1013361796744157,1170432,1013386073367481,1
49,1775786955494,1775786955906,5136,1013361796744157,1194720,1013386579593106,1
50,1775786956000,1775786956405,5136,1013361796744157,1219008,1013387085514772,1
