eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775746314769,0,21.000,-806,60096,59290,pre
0,1775746314869,100,-25.813,,,,probe
0,1775746315084,315,-29.012,,,,probe
0,1775746315269,500,-25.992,,,,probe
0,1775746315869,1100,-65.075,,,,probe
1,1775746315869,0,-65.075,2499,111706,114205,pre
1,1775746316068,199,-14.172,,,,probe
1,1775746316169,300,-15.151,,,,probe
1,1775746316468,599,-15.192,,,,probe
1,1775746316869,1000,-18.109,,,,probe
2,1775746316980,0,-27.171,1043,167485,168528,pre
2,1775746317169,189,7.516,,,,probe
2,1775746317368,388,4.558,,,,probe
2,1775746317569,589,5.558,,,,probe
2,1775746318068,1088,10.619,,,,probe
3,1775746318899,0,-21.340,819,260592,261411,pre
3,1775746319068,169,28.811,,,,probe
3,1775746319269,370,31.915,,,,probe
3,1775746319470,571,19.811,,,,probe
3,1775746319985,1086,4.990,,,,probe
4,1775746320068,0,23.990,-921,317475,316554,pre
4,1775746320169,101,3.803,,,,probe
4,1775746320369,301,51.761,,,,probe
4,1775746320569,501,53.761,,,,probe
4,1775746321099,1031,22.866,,,,probe
5,1775746321099,0,22.866,-878,365898,365020,pre
5,1775746321269,170,34.637,,,,probe
5,1775746321469,370,31.575,,,,probe
5,1775746321669,570,35.616,,,,probe
5,1775746322169,1070,34.648,,,,probe
6,1775746322169,0,34.648,-1331,416380,415049,pre
6,1775746322273,104,-1.997,,,,probe
6,1775746322569,400,6.003,,,,probe
6,1775746322768,599,8.961,,,,probe
6,1775746323169,1000,7.825,,,,probe
6,1775746324269,2100,5.764,,,,probe
7,1775746324869,0,47.014,-1805,544649,542844,pre
7,1775746324980,111,0.316,,,,probe
7,1775746325169,300,13.295,,,,probe
7,1775746325369,500,-89.725,,,,probe
7,1775746325880,1011,3.295,,,,probe
8,1775746326069,0,-85.767,3293,600252,603545,pre
8,1775746326268,199,-12.205,,,,probe
8,1775746326369,300,-18.184,,,,probe
8,1775746326569,500,-16.184,,,,probe
8,1775746327069,1000,-15.218,,,,probe
8,1775746328075,2006,-21.269,,,,probe
9,1775746328075,0,-21.269,817,699833,700650,pre
9,1775746328268,193,26.044,,,,probe
9,1775746328468,393,21.023,,,,probe
9,1775746328669,594,22.065,,,,probe
9,1775746329169,1094,26.114,,,,probe
10,1775746329169,0,26.114,-1003,753066,752063,pre
10,1775746329369,200,1.239,,,,probe
10,1775746329569,400,5.177,,,,probe
10,1775746329669,500,5.239,,,,probe
10,1775746330269,1100,7.161,,,,probe
11,1775746330369,0,53.161,-2041,809567,807526,pre
11,1775746330469,100,10.745,,,,probe
11,1775746330769,400,14.703,,,,probe
11,1775746330885,516,-3.339,,,,probe
11,1775746331468,1099,13.547,,,,probe
11,1775746332369,2000,13.326,,,,probe
12,1775746335068,0,-96.312,3698,1032934,1036632,pre
12,1775746335169,101,-18.312,,,,probe
12,1775746335369,301,24.730,,,,probe
12,1775746335572,504,23.647,,,,probe
12,1775746336068,1000,26.605,,,,probe
13,1775746336068,0,26.605,-1022,1084440,1083418,pre
13,1775746336169,101,6.313,,,,probe
13,1775746336373,305,2.313,,,,probe
13,1775746336568,500,9.334,,,,probe
13,1775746337069,1001,9.236,,,,probe
13,1775746338069,2001,11.283,,,,probe
14,1775746339901,0,-36.962,1419,1267258,1268677,pre
14,1775746340069,168,28.522,,,,probe
14,1775746340269,368,30.543,,,,probe
14,1775746340469,568,77.543,,,,probe
14,1775746340969,1068,79.543,,,,probe
15,1775746340969,0,79.543,-3054,1319845,1316791,pre
15,1775746341069,100,15.822,,,,probe
15,1775746341368,399,11.843,,,,probe
15,1775746341568,599,13.884,,,,probe
15,1775746342068,1099,11.435,,,,probe
15,1775746342969,2000,14.415,,,,probe
16,1775746344389,0,-32.679,1255,1480855,1482110,pre
16,1775746344569,180,17.404,,,,probe
16,1775746344769,380,17.383,,,,probe
16,1775746344969,580,11.446,,,,probe
16,1775746345469,1080,60.432,,,,probe
17,1775746345469,0,60.432,-2321,1533854,1531533,pre
17,1775746345668,199,15.078,,,,probe
17,1775746345868,399,-90.859,,,,probe
17,1775746346069,600,-90.775,,,,probe
17,1775746346568,1099,-88.817,,,,probe
18,1775746346568,0,-88.817,3411,1584141,1587552,pre
18,1775746346668,100,-17.650,,,,probe
18,1775746346868,300,-22.734,,,,probe
18,1775746347068,500,-22.337,,,,probe
18,1775746347569,1001,-24.358,,,,probe
19,1775746347569,0,-24.358,935,1635840,1636775,pre
19,1775746347669,100,-2.858,,,,probe
19,1775746347884,315,-15.900,,,,probe
19,1775746348168,599,2.340,,,,probe
19,1775746348569,1000,0.361,,,,probe
19,1775746349569,2000,-0.207,,,,probe
20,1775746350369,0,48.472,-1861,1770887,1769026,pre
20,1775746350469,100,11.660,,,,probe
20,1775746350773,404,9.681,,,,probe
20,1775746350869,500,9.722,,,,probe
20,1775746351369,1000,10.027,,,,probe
20,1775746352369,2000,3.400,,,,probe
21,1775746355369,0,53.630,-2059,2008930,2006871,pre
21,1775746355469,100,12.651,,,,probe
21,1775746355769,400,12.734,,,,probe
21,1775746355869,500,10.734,,,,probe
21,1775746356369,1000,10.886,,,,probe
22,1775746356869,0,-89.052,3420,2078775,2082195,pre
22,1775746356977,108,76.431,,,,probe
22,1775746357169,300,-15.569,,,,probe
22,1775746357369,500,-16.632,,,,probe
22,1775746357869,1000,-18.590,,,,probe
22,1775746358869,2000,-15.442,,,,probe
23,1775746360369,0,51.300,-1970,2246775,2244805,pre
23,1775746360471,102,8.321,,,,probe
23,1775746360769,400,12.342,,,,probe
23,1775746360879,510,-1.721,,,,probe
23,1775746361369,1000,9.439,,,,probe
23,1775746362369,2000,10.543,,,,probe
24,1775746365469,0,45.926,-1764,2489509,2487745,pre
24,1775746365569,100,9.218,,,,probe
24,1775746365769,300,13.155,,,,probe
24,1775746366069,600,7.179,,,,probe
24,1775746366469,1000,10.096,,,,probe
25,1775746366969,0,-91.862,3528,2559649,2563177,pre
25,1775746367069,100,-16.476,,,,probe
25,1775746367269,300,-14.393,,,,probe
25,1775746367569,600,-16.393,,,,probe
25,1775746367969,1000,-14.435,,,,probe
26,1775746368873,0,-24.499,941,2654473,2655414,pre
26,1775746369092,219,80.025,,,,probe
26,1775746369268,395,4.088,,,,probe
26,1775746369506,633,62.067,,,,probe
26,1775746369898,1025,71.025,,,,probe
27,1775746369898,0,71.025,-2727,2704470,2701743,pre
27,1775746370068,170,-54.581,,,,probe
27,1775746370269,371,-53.498,,,,probe
27,1775746370468,570,-6.498,,,,probe
27,1775746370969,1071,-7.477,,,,probe
27,1775746371969,2071,-7.196,,,,probe
28,1775746373892,0,-21.346,820,2893455,2894275,pre
28,1775746374069,177,20.964,,,,probe
28,1775746374268,376,23.922,,,,probe
28,1775746374399,507,-11.099,,,,probe
28,1775746374969,1077,21.188,,,,probe
29,1775746374969,0,21.188,-814,2946403,2945589,pre
29,1775746375069,100,6.126,,,,probe
29,1775746375368,399,9.188,,,,probe
29,1775746375469,500,52.230,,,,probe
29,1775746375969,1000,56.272,,,,probe
30,1775746375969,0,56.272,-2161,2992917,2990756,pre
30,1775746376168,199,14.188,,,,probe
30,1775746376372,403,8.272,,,,probe
30,1775746376568,599,14.209,,,,probe
30,1775746377068,1099,-84.737,,,,probe
31,1775746377068,0,-84.737,3254,3043364,3046618,pre
31,1775746377168,100,-16.904,,,,probe
31,1775746377371,303,-25.841,,,,probe
31,1775746377569,501,-19.925,,,,probe
31,1775746378068,1000,-15.878,,,,probe
32,1775746378400,0,53.143,-2041,3110554,3108513,pre
32,1775746378569,169,-58.315,,,,probe
32,1775746378768,368,-55.336,,,,probe
32,1775746378903,503,9.601,,,,probe
32,1775746379469,1069,-58.296,,,,probe
33,1775746379469,0,-58.296,2239,3159681,3161920,pre
33,1775746379668,199,-8.609,,,,probe
33,1775746379769,300,-7.671,,,,probe
33,1775746379969,500,-9.692,,,,probe
33,1775746380568,1099,-9.554,,,,probe
34,1775746380869,0,39.425,-1514,3228928,3227414,pre
34,1775746381069,200,9.891,,,,probe
34,1775746381269,400,13.870,,,,probe
34,1775746381370,501,8.891,,,,probe
34,1775746381869,1000,9.933,,,,probe
34,1775746382890,2021,-11.982,,,,probe
35,1775746382969,0,20.977,-806,3328214,3327408,pre
35,1775746383169,200,8.104,,,,probe
35,1775746383269,300,10.083,,,,probe
35,1775746383469,500,8.062,,,,probe
35,1775746383977,1008,4.208,,,,probe
35,1775746384969,2000,12.229,,,,probe
36,1775746386369,0,-102.688,3943,3490512,3494455,pre
36,1775746386469,100,-18.584,,,,probe
36,1775746386773,404,-18.647,,,,probe
36,1775746386886,517,114.416,,,,probe
36,1775746387469,1100,34.481,,,,probe
37,1775746387469,0,34.481,-1324,3547159,3545835,pre
37,1775746387569,100,6.939,,,,probe
37,1775746387868,399,11.918,,,,probe
37,1775746387972,503,2.076,,,,probe
37,1775746388469,1000,8.972,,,,probe
37,1775746389469,2000,9.162,,,,probe
38,1775746391869,0,45.953,-1765,3757131,3755366,pre
38,1775746391969,100,11.064,,,,probe
38,1775746392268,399,16.022,,,,probe
38,1775746392468,599,16.960,,,,probe
38,1775746392969,1100,18.022,,,,probe
39,1775746393168,0,22.874,-878,3817382,3816504,pre
39,1775746393269,101,1.666,,,,probe
39,1775746393469,301,-2.417,,,,probe
39,1775746393669,501,-0.417,,,,probe
39,1775746394169,1001,0.466,,,,probe
40,1775746394891,0,-24.513,941,3899064,3900005,pre
40,1775746395069,178,19.026,,,,probe
40,1775746395268,377,20.067,,,,probe
40,1775746395469,578,18.984,,,,probe
40,1775746395969,1078,16.067,,,,probe
41,1775746396068,0,-83.010,3188,3956453,3959641,pre
41,1775746396168,100,-14.656,,,,probe
41,1775746396369,301,-15.573,,,,probe
41,1775746396569,501,-16.594,,,,probe
