eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775785204458,0,-51.300,1970,93648,95618,pre
0,1775785204660,202,-5.258,,,,probe
0,1775785204811,353,-9.128,,,,probe
0,1775785205013,555,-9.128,,,,probe
0,1775785205517,1059,-2.611,,,,probe
0,1775785206527,2069,11.854,,,,probe
1,1775785207638,0,20.473,-786,249218,248432,pre
1,1775785207739,101,5.098,,,,probe
1,1775785207940,302,5.098,,,,probe
1,1775785208142,504,7.098,,,,probe
1,1775785208648,1010,14.098,,,,probe
2,1775785209154,0,-34.145,1311,320432,321743,pre
2,1775785209254,100,-5.833,,,,probe
2,1775785209456,302,-6.833,,,,probe
2,1775785209657,503,-3.952,,,,probe
2,1775785210162,1008,1.048,,,,probe
2,1775785211224,2070,8.841,,,,probe
3,1775785212233,0,20.755,-797,470255,469458,pre
3,1775785212334,101,4.151,,,,probe
3,1775785212537,304,3.151,,,,probe
3,1775785212738,505,7.173,,,,probe
3,1775785213242,1009,12.173,,,,probe
4,1775785214149,0,-28.706,1102,560370,561472,pre
4,1775785214250,101,-6.748,,,,probe
4,1775785214452,303,-6.748,,,,probe
4,1775785214654,505,1.460,,,,probe
4,1775785215160,1011,1.460,,,,probe
4,1775785216219,2070,14.847,,,,probe
5,1775785217132,0,24.196,-929,704224,703295,pre
5,1775785217234,102,4.842,,,,probe
5,1775785217435,303,5.842,,,,probe
5,1775785217636,504,10.155,,,,probe
5,1775785218140,1008,13.155,,,,probe
5,1775785219150,2018,19.138,,,,probe
6,1775785219252,0,24.138,-927,804191,803264,pre
6,1775785219353,101,4.825,,,,probe
6,1775785219555,303,4.825,,,,probe
6,1775785219758,506,-38.290,,,,probe
6,1775785220316,1064,-38.290,,,,probe
7,1775785220316,0,-38.290,1470,855968,857438,pre
7,1775785220416,100,-7.665,,,,probe
7,1775785220617,301,-5.870,,,,probe
7,1775785220819,503,-2.870,,,,probe
7,1775785221325,1009,4.130,,,,probe
8,1775785222131,0,20.546,-789,943934,943145,pre
8,1775785222231,100,5.109,,,,probe
8,1775785222434,303,4.109,,,,probe
8,1775785222635,504,17.184,,,,probe
8,1775785223139,1008,16.184,,,,probe
9,1775785223643,0,26.951,-1035,1014857,1013822,pre
9,1775785223743,100,6.388,,,,probe
9,1775785223946,303,5.388,,,,probe
9,1775785224150,507,7.388,,,,probe
9,1775785224654,1011,-37.122,,,,probe
10,1775785224654,0,-37.122,1425,1061726,1063151,pre
10,1775785224754,100,-6.434,,,,probe
10,1775785224955,301,-6.434,,,,probe
10,1775785225157,503,-3.434,,,,probe
10,1775785225713,1059,1.807,,,,probe
10,1775785226722,2068,15.624,,,,probe
11,1775785227528,0,25.360,-974,1202351,1201377,pre
11,1775785227629,101,5.068,,,,probe
11,1775785227832,304,4.068,,,,probe
11,1775785228034,506,4.068,,,,probe
11,1775785228540,1012,14.730,,,,probe
12,1775785229146,0,20.730,-796,1278081,1277285,pre
12,1775785229247,101,3.147,,,,probe
12,1775785229449,303,4.147,,,,probe
12,1775785229651,505,-39.257,,,,probe
12,1775785230157,1011,-34.257,,,,probe
13,1775785230157,0,-34.257,1315,1324997,1326312,pre
13,1775785230257,100,-5.862,,,,probe
13,1775785230460,303,-6.862,,,,probe
13,1775785230713,556,-1.325,,,,probe
13,1775785231166,1009,2.675,,,,probe
13,1775785232227,2070,10.457,,,,probe
14,1775785233541,0,20.515,-788,1489608,1488820,pre
14,1775785233643,102,8.098,,,,probe
14,1775785233845,304,9.098,,,,probe
14,1775785234046,505,9.098,,,,probe
14,1775785234552,1011,10.897,,,,probe
15,1775785235159,0,-27.103,1041,1566292,1567333,pre
15,1775785235360,201,-4.415,,,,probe
15,1775785235511,352,-4.597,,,,probe
15,1775785235714,555,0.403,,,,probe
15,1775785236219,1060,4.403,,,,probe
15,1775785237228,2069,13.240,,,,probe
16,1775785238135,0,23.093,-887,1710661,1709774,pre
16,1775785238235,100,5.614,,,,probe
16,1775785238437,302,5.614,,,,probe
16,1775785238638,503,10.614,,,,probe
16,1775785239143,1008,13.482,,,,probe
16,1775785240154,2019,-28.137,,,,probe
17,1775785240154,0,-28.137,1080,1805678,1806758,pre
17,1775785240255,101,-5.637,,,,probe
17,1775785240457,303,-5.637,,,,probe
17,1775785240660,506,-2.894,,,,probe
17,1775785241215,1061,1.106,,,,probe
17,1775785242223,2069,14.974,,,,probe
18,1775785242728,0,20.756,-797,1931366,1930569,pre
18,1775785242829,101,4.152,,,,probe
18,1775785243031,303,4.152,,,,probe
18,1775785243233,505,10.152,,,,probe
18,1775785243737,1009,16.955,,,,probe
19,1775785244040,0,20.955,-805,1992777,1991972,pre
19,1775785244141,101,3.184,,,,probe
19,1775785244342,302,4.184,,,,probe
19,1775785244544,504,-40.992,,,,probe
19,1775785245050,1010,-35.992,,,,probe
20,1775785245050,0,-35.992,1382,2040356,2041738,pre
20,1775785245151,101,-7.201,,,,probe
20,1775785245353,303,-7.201,,,,probe
20,1775785245555,505,-3.260,,,,probe
20,1775785246058,1008,-2.260,,,,probe
20,1775785247119,2069,13.787,,,,probe
21,1775785248128,0,22.929,-880,2190922,2190042,pre
21,1775785248229,101,5.596,,,,probe
21,1775785248432,304,4.596,,,,probe
21,1775785248634,506,10.824,,,,probe
21,1775785249140,1012,9.824,,,,probe
22,1775785249241,0,-36.176,1389,2242170,2243559,pre
22,1775785249342,101,-6.239,,,,probe
22,1775785249544,303,-3.934,,,,probe
22,1775785249746,505,-4.934,,,,probe
22,1775785250250,1009,1.066,,,,probe
22,1775785251311,2070,9.641,,,,probe
23,1775785252523,0,20.794,-798,2401767,2400969,pre
23,1775785252625,102,3.169,,,,probe
23,1775785252827,304,4.169,,,,probe
23,1775785253029,506,4.169,,,,probe
23,1775785253533,1010,15.470,,,,probe
24,1775785254140,0,-30.530,1172,2476905,2478077,pre
24,1775785254241,101,-5.113,,,,probe
24,1775785254444,304,-6.113,,,,probe
24,1775785254645,505,-4.841,,,,probe
24,1775785255150,1010,7.159,,,,probe
24,1775785256160,2020,15.403,,,,probe
25,1775785256612,0,21.924,-842,2597981,2597139,pre
25,1775785256713,101,5.382,,,,probe
25,1775785256916,304,5.382,,,,probe
25,1775785257117,505,8.382,,,,probe
25,1775785257623,1011,14.750,,,,probe
26,1775785258431,0,21.081,-810,2683251,2682441,pre
26,1775785258531,100,4.206,,,,probe
26,1775785258734,303,7.206,,,,probe
26,1775785258934,503,8.206,,,,probe
26,1775785259439,1008,-36.794,,,,probe
27,1775785259439,0,-36.794,1413,2730537,2731950,pre
27,1775785259540,101,-7.356,,,,probe
27,1775785259742,303,-0.158,,,,probe
27,1775785259945,506,-0.158,,,,probe
27,1775785260449,1010,6.842,,,,probe
27,1775785261458,2019,16.920,,,,probe
28,1775785261508,0,21.891,-841,2832558,2831717,pre
28,1775785261660,152,4.370,,,,probe
28,1775785261812,304,3.370,,,,probe
28,1775785262012,504,4.370,,,,probe
28,1775785262516,1008,13.243,,,,probe
28,1775785263524,2016,22.929,,,,probe
29,1775785263524,0,22.929,-880,2927813,2926933,pre
29,1775785263625,101,4.596,,,,probe
29,1775785263827,303,4.596,,,,probe
29,1775785264029,505,3.596,,,,probe
29,1775785264534,1010,11.014,,,,probe
30,1775785264635,0,-33.986,1305,2979925,2981230,pre
30,1775785264736,101,-5.799,,,,probe
30,1775785264938,303,-5.799,,,,probe
30,1775785265140,505,-1.799,,,,probe
30,1775785265646,1011,4.477,,,,probe
30,1775785266656,2021,13.625,,,,probe
31,1775785267617,0,24.658,-947,3124942,3123995,pre
31,1775785267718,101,5.929,,,,probe
31,1775785267920,303,5.929,,,,probe
31,1775785268122,505,10.929,,,,probe
31,1775785268626,1009,15.859,,,,probe
32,1775785269129,0,-30.141,1157,3196763,3197920,pre
32,1775785269230,101,-6.037,,,,probe
32,1775785269432,303,-6.037,,,,probe
32,1775785269634,505,2.400,,,,probe
32,1775785270139,1010,2.400,,,,probe
32,1775785271148,2019,12.394,,,,probe
33,1775785272613,0,21.688,-833,3365152,3364319,pre
33,1775785272714,101,2.898,,,,probe
33,1775785272917,304,2.898,,,,probe
33,1775785273119,506,7.898,,,,probe
33,1775785273628,1015,9.706,,,,probe
34,1775785274535,0,-33.267,1277,3455423,3456700,pre
34,1775785274636,101,-5.663,,,,probe
34,1775785274837,302,-5.663,,,,probe
34,1775785275038,503,-5.663,,,,probe
34,1775785275545,1010,-3.138,,,,probe
34,1775785276555,2020,26.534,,,,probe
35,1775785276555,0,26.534,-1019,3552604,3551585,pre
35,1775785276655,100,5.305,,,,probe
35,1775785276857,302,5.305,,,,probe
35,1775785277059,504,5.305,,,,probe
35,1775785277616,1061,8.110,,,,probe
35,1775785278624,2069,7.110,,,,probe
36,1775785278724,0,-35.966,1381,3657185,3658566,pre
36,1775785278825,101,-7.195,,,,probe
36,1775785279028,304,-8.195,,,,probe
36,1775785279229,505,0.805,,,,probe
36,1775785279735,1011,-1.263,,,,probe
36,1775785280745,2021,10.676,,,,probe
37,1775785281149,0,21.676,-832,3773766,3772934,pre
37,1775785281250,101,4.343,,,,probe
37,1775785281452,303,4.343,,,,probe
37,1775785281655,506,11.343,,,,probe
37,1775785282260,1111,21.688,,,,probe
38,1775785282260,0,21.688,-833,3825734,3824901,pre
38,1775785282412,152,4.333,,,,probe
38,1775785282615,355,15.144,,,,probe
38,1775785282817,557,15.144,,,,probe
38,1775785283323,1063,14.144,,,,probe
39,1775785283424,0,23.144,-889,3882309,3881420,pre
39,1775785283525,101,4.623,,,,probe
39,1775785283726,302,-35.048,,,,probe
39,1775785283928,504,-35.048,,,,probe
39,1775785284433,1009,-34.048,,,,probe
40,1775785284433,0,-34.048,1307,3929516,3930823,pre
40,1775785284534,101,3.078,,,,probe
40,1775785284736,303,2.078,,,,probe
40,1775785284938,505,2.078,,,,probe
40,1775785285442,1009,6.078,,,,probe
