seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
110,1775783464472,1775783464274,1775783464514,42,-219,-235.819,steady
111,1775783465472,1775783465257,1775783465513,41,-235,-235.837,steady
112,1775783466471,1775783466254,1775783466559,88,-261,-235.853,steady
113,1775783467472,1775783467279,1775783467578,106,-246,-235.768,steady
114,1775783468472,1775783468276,1775783468576,104,-248,-235.691,steady
115,1775783469472,1775783469257,1775783469509,37,-233,-235.422,steady
116,1775783470484,1775783470333,1775783470667,183,-242,-235.180,steady
117,1775783471472,1775783471356,1775783471693,221,-226,-234.962,steady
118,1775783472473,1775783472261,1775783472579,106,-265,-234.766,steady
119,1775783473472,1775783473259,1775783473576,104,-265,-234.589,steady
120,1775783474471,1775783474255,1775783474508,37,-234,-234.530,steady
121,1775783475472,1775783475278,1775783475566,94,-241,-234.477,steady
122,1775783476472,1775783476373,1775783476711,239,-218,-234.429,steady
123,1775783477472,1775783477294,1775783477575,103,-229,-234.386,steady
124,1775783478478,1775783478324,1775783478565,87,-197,-234.348,steady
125,1775783479472,1775783479255,1775783479558,86,-260,-236.913,steady
126,1775783480473,1775783480277,1775783480580,107,-249,-239.222,steady
127,1775783481474,1775783481268,1775783481575,101,-256,-241.300,steady
128,1775783482475,1775783482318,1775783482600,125,-219,-243.170,steady
