wallMs,obsHostFrame,obsHostTimeMs,guestFrame,filteredOffsetMs,expectedHostFrame,driftMs
1775744178704,1937376,1775744177883,1906659,-803.613,1938210.6,-317.325
1775744178804,1937376,1775744177883,1911460,-803.613,1943010.6,-317.304
1775744178904,1937376,1775744177883,1916355,-803.613,1947810.6,-315.325
1775744179004,1937376,1775744177883,1921157,-803.613,1952610.6,-315.283
1775744179103,1937376,1775744177883,1926053,-803.613,1957362.6,-312.283
1775744179204,1937376,1775744177883,1930949,-803.613,1962210.6,-311.283
1775744179304,1961664,1775744178385,1935841,-803.613,1967202.6,-313.367
1775744179404,1961664,1775744178385,1940643,-803.613,1972002.6,-313.325
1775744179504,1961664,1775744178385,1945536,-803.613,1976802.6,-311.387
1775744179604,1961664,1775744178385,1950338,-803.613,1981602.6,-311.346
1775744179703,1985856,1775744178883,1955140,-803.451,1986650.3,-316.465
1775744179803,1985856,1775744178883,1960033,-803.451,1991450.3,-314.528
1775744179904,1985856,1775744178883,1964837,-803.451,1996298.3,-315.444
1775744180003,1985856,1775744178883,1969731,-803.451,2001050.3,-312.486
1775744180103,1985856,1775744178883,1974531,-803.451,2005850.3,-312.486
1775744180204,1985856,1775744178883,1979425,-803.451,2010698.3,-311.528
1775744180304,1985856,1775744178883,1984320,-803.451,2015498.3,-309.549
1775744180404,2010096,1775744179385,1989125,-803.451,2020442.3,-312.444
1775744180504,2010096,1775744179385,1994019,-803.451,2025242.3,-310.486
1775744180622,2010096,1775744179385,1998821,-803.606,2030898.9,-328.290
1775744180704,2034384,1775744179886,2003712,-803.606,2035074.9,-313.394
1775744180804,2034384,1775744179886,2008514,-803.606,2039874.9,-313.352
1775744180903,2034384,1775744179886,2008514,-803.606,2044626.9,-412.352
1775744181010,2034384,1775744179886,2018213,-803.606,2049762.9,-317.290
1775744181104,2034384,1775744179886,2018213,-803.606,2054274.9,-411.290
1775744181203,2034384,1775744179886,2023108,-803.606,2059026.9,-408.310
1775744181303,2058528,1775744180385,2028000,-803.606,2064018.9,-410.394
1775744181403,2058528,1775744180385,2037603,-803.606,2068818.9,-310.331
1775744181504,2058528,1775744180385,2037603,-803.606,2073666.9,-411.331
1775744181607,2058528,1775744180385,2042404,-803.646,2078609.0,-414.271
1775744181704,2080416,1775744180884,2047205,-803.646,2081201.0,-368.250
1775744181804,2080416,1775744180884,2052098,-803.646,2086001.0,-366.313
1775744181904,2080416,1775744180884,2056898,-803.646,2090801.0,-366.313
1775744182003,2080416,1775744180884,2061701,-803.646,2095553.0,-365.250
1775744182104,2080416,1775744180884,2066595,-803.646,2100401.0,-364.292
1775744182204,2080416,1775744180884,2071396,-803.646,2105201.0,-364.271
1775744182303,2104656,1775744181386,2076289,-803.646,2110097.0,-364.333
1775744182404,2104656,1775744181386,2081090,-803.646,2114945.0,-365.313
1775744182504,2104656,1775744181386,2085985,-803.646,2119745.0,-363.333
1775744182612,2104656,1775744181386,2090789,-803.681,2124927.3,-371.215
1775744182704,2104656,1775744181386,2095776,-803.681,2129343.3,-359.319
1775744182804,2128944,1775744181885,2100580,-803.681,2134479.3,-366.236
1775744182903,2128944,1775744181885,2105472,-803.681,2139231.3,-363.319
1775744183003,2128944,1775744181885,2110274,-803.681,2144031.3,-363.277
1775744183104,2128944,1775744181885,2115077,-803.681,2148879.3,-364.215
1775744183204,2128944,1775744181885,2119972,-803.681,2153679.3,-362.236
1775744183303,2153136,1775744182385,2124867,-803.681,2158623.3,-363.256
1775744183403,2153136,1775744182385,2129762,-803.681,2163423.3,-361.277
1775744183504,2153136,1775744182385,2134657,-803.681,2168271.3,-360.298
1775744183604,2153136,1775744182385,2139459,-803.681,2173071.3,-360.256
1775744183706,2177424,1775744182883,2144352,-803.513,2178359.4,-368.487
1775744183804,2177424,1775744182883,2149153,-803.513,2183063.4,-366.466
1775744183904,2177424,1775744182883,2153957,-803.513,2187863.4,-366.383
1775744184004,2177424,1775744182883,2158756,-803.513,2192663.4,-366.404
1775744184104,2177424,1775744182883,2163557,-803.513,2197463.4,-366.383
1775744184203,2177424,1775744182883,2168357,-803.513,2202215.4,-365.383
1775744184303,2177424,1775744182883,2173344,-803.513,2207015.4,-361.487
1775744184404,2201616,1775744183385,2178145,-803.513,2211959.4,-364.466
1775744184504,2201616,1775744183385,2182947,-803.513,2216759.4,-364.425
1775744184604,2201616,1775744183385,2187840,-803.513,2221559.4,-362.487
1775744184704,2201616,1775744183385,2192640,-803.362,2226366.6,-362.638
1775744184804,2225904,1775744183885,2197445,-803.362,2231454.6,-368.534
1775744184904,2225904,1775744183885,2202339,-803.362,2236254.6,-366.576
1775744185003,2225904,1775744183885,2207140,-803.362,2241006.6,-365.555
1775744185103,2225904,1775744183885,2212032,-803.362,2245806.6,-363.638
1775744185203,2225904,1775744183885,2216832,-803.362,2250606.6,-363.638
1775744185303,2250144,1775744184384,2221636,-803.362,2255694.6,-369.555
1775744185411,2250144,1775744184384,2226529,-803.362,2260878.6,-375.618
1775744185504,2250144,1775744184384,2231333,-803.362,2265342.6,-368.534
1775744185604,2250144,1775744184384,2236225,-803.362,2270142.6,-366.618
1775744185703,2250144,1775744184384,2241027,-803.225,2274901.2,-365.712
1775744185804,2274432,1775744184885,2245829,-803.225,2279989.2,-371.670
1775744185904,2274432,1775744184885,2250721,-803.225,2284789.2,-369.754
1775744186003,2274432,1775744184885,2255525,-803.225,2289541.2,-368.670
1775744186104,2274432,1775744184885,2260421,-803.225,2294389.2,-367.670
1775744186208,2274432,1775744184885,2265314,-803.225,2299381.2,-369.733
1775744186304,2298624,1775744185385,2270117,-803.225,2304181.2,-369.670
1775744186403,2298624,1775744185385,2275010,-803.225,2308933.2,-366.733
1775744186504,2298624,1775744185385,2279904,-803.225,2313781.2,-365.774
1775744186608,2298624,1775744185385,2284706,-803.103,2318779.1,-369.855
1775744186703,2322864,1775744185885,2289600,-803.103,2323579.1,-367.897
1775744186803,2322864,1775744185885,2294404,-803.103,2328379.1,-367.814
1775744186903,2322864,1775744185885,2299296,-803.103,2333179.1,-365.897
1775744187004,2322864,1775744185885,2304097,-803.103,2338027.1,-366.876
1775744187104,2322864,1775744185885,2308899,-803.103,2342827.1,-366.834
1775744187204,2322864,1775744185885,2313793,-803.103,2347627.1,-364.876
1775744187318,2344752,1775744186384,2318594,-803.103,2351035.1,-335.855
1775744187404,2344752,1775744186384,2323397,-803.103,2355163.1,-321.793
1775744187503,2344752,1775744186384,2328291,-803.103,2359915.1,-318.834
1775744187604,2344752,1775744186384,2333187,-803.103,2364763.1,-317.834
1775744187703,2368944,1775744186885,2337988,-802.793,2369673.9,-320.124
1775744187803,2368944,1775744186885,2342883,-802.793,2374473.9,-318.145
1775744187904,2368944,1775744186885,2347777,-802.793,2379321.9,-317.186
1775744188003,2368944,1775744186885,2352578,-802.793,2384073.9,-316.166
1775744188104,2368944,1775744186885,2357380,-802.793,2388921.9,-317.124
1775744188204,2368944,1775744186885,2362274,-802.793,2393721.9,-315.166
1775744188303,2393184,1775744187385,2367076,-802.793,2398713.9,-319.124
1775744188404,2393184,1775744187385,2371971,-802.793,2403561.9,-318.145
1775744188504,2393184,1775744187385,2376772,-802.793,2408361.9,-318.124
1775744188604,2393184,1775744187385,2381668,-802.793,2413161.9,-316.124
1775744188703,2393184,1775744187385,2386658,-802.513,2417927.4,-311.445
1775744188803,2417424,1775744187885,2391363,-802.513,2422967.4,-318.424
1775744188904,2417424,1775744187885,2396256,-802.513,2427815.4,-317.487
1775744189004,2417424,1775744187885,2401059,-802.513,2432615.4,-317.424
1775744189103,2417424,1775744187885,2405860,-802.513,2437367.4,-316.403
1775744189204,2441616,1775744188385,2410753,-802.513,2442407.4,-319.466
1775744189304,2441616,1775744188385,2415557,-802.513,2447207.4,-319.382
1775744189404,2441616,1775744188385,2420448,-802.513,2452007.4,-317.487
1775744189503,2441616,1775744188385,2425252,-802.513,2456759.4,-316.403
1775744189605,2441616,1775744188385,2430147,-802.662,2461648.2,-316.275
1775744189704,2465856,1775744188883,2434947,-802.662,2466736.2,-322.275
1775744189803,2465856,1775744188883,2439841,-802.662,2471488.2,-319.317
1775744189904,2465856,1775744188883,2444642,-802.662,2476336.2,-320.296
1775744190007,2465856,1775744188883,2449445,-802.662,2481280.2,-323.234
1775744190104,2465856,1775744188883,2454340,-802.662,2485936.2,-318.255
1775744190204,2465856,1775744188883,2459234,-802.662,2490736.2,-316.296
1775744190303,2490000,1775744189385,2464033,-802.662,2495536.2,-316.317
1775744190404,2490000,1775744189385,2468930,-802.662,2500384.2,-315.296
1775744190503,2490000,1775744189385,2473825,-802.662,2505136.2,-312.317
1775744190609,2490000,1775744189385,2478629,-802.796,2510217.8,-318.100
1775744190704,2490000,1775744189385,2483525,-802.796,2514777.8,-311.100
1775744190812,2514288,1775744189885,2488416,-802.796,2520249.8,-323.204
1775744190904,2514288,1775744189885,2493221,-802.796,2524665.8,-315.100
1775744191004,2514288,1775744189885,2498114,-802.796,2529465.8,-313.162
1775744191104,2514288,1775744189885,2498114,-802.796,2534265.8,-413.162
1775744191203,2514288,1775744189885,2502917,-802.796,2539017.8,-412.100
1775744191315,2538576,1775744190385,2512613,-802.796,2544681.8,-328.100
1775744191404,2538576,1775744190385,2512613,-802.796,2548953.8,-417.100
1775744191504,2538576,1775744190385,2517509,-802.796,2553753.8,-415.100
1775744191636,2538576,1775744190385,2527205,-802.916,2560084.0,-344.980
1775744191730,2560368,1775744190883,2532101,-802.916,2562484.0,-292.980
1775744191805,2560368,1775744190883,2532101,-802.916,2566084.0,-367.980
1775744191903,2560368,1775744190883,2536992,-802.916,2570788.0,-364.084
1775744192004,2560368,1775744190883,2541796,-802.916,2575636.0,-365.000
1775744192104,2560368,1775744190883,2546688,-802.916,2580436.0,-363.084
1775744192204,2560368,1775744190883,2551584,-802.916,2585236.0,-361.084
1775744192303,2584512,1775744191385,2556388,-802.916,2590036.0,-361.000
1775744192403,2584512,1775744191385,2561282,-802.916,2594836.0,-359.042
1775744192504,2584512,1775744191385,2566083,-802.916,2599684.0,-360.021
1775744192604,2584512,1775744191385,2570977,-802.916,2604484.0,-358.063
1775744192703,2584512,1775744191385,2575778,-803.025,2609230.8,-356.934
1775744192804,2608752,1775744191885,2580578,-803.025,2614318.8,-362.934
1775744192904,2608752,1775744191885,2585381,-803.025,2619118.8,-362.871
1775744193004,2608752,1775744191885,2590277,-803.025,2623918.8,-360.871
1775744193104,2608752,1775744191885,2595169,-803.025,2628718.8,-358.955
1775744193203,2632992,1775744192385,2600064,-803.025,2633710.8,-360.975
1775744193304,2632992,1775744192385,2604961,-803.025,2638558.8,-359.955
1775744193403,2632992,1775744192385,2609668,-803.025,2643310.8,-360.892
1775744193504,2632992,1775744192385,2614467,-803.025,2648158.8,-361.913
1775744193617,2632992,1775744192385,2619360,-803.222,2653573.3,-372.778
1775744193704,2657184,1775744192883,2624257,-803.222,2658037.3,-363.757
1775744193804,2657184,1775744192883,2629061,-803.222,2662837.3,-363.674
1775744193903,2657184,1775744192883,2633954,-803.222,2667589.3,-360.736
1775744194006,2657184,1775744192883,2638755,-803.222,2672533.3,-363.715
1775744194103,2657184,1775744192883,2643648,-803.222,2677189.3,-358.778
1775744194203,2657184,1775744192883,2648544,-803.222,2681989.3,-356.778
1775744194308,2681472,1775744193384,2653349,-803.222,2687269.3,-366.674
1775744194404,2681472,1775744193384,2658241,-803.222,2691877.3,-360.757
1775744194503,2681472,1775744193384,2663045,-803.222,2696629.3,-359.674
1775744194609,2681472,1775744193384,2667941,-803.400,2701708.8,-363.496
1775744194704,2681472,1775744193384,2672833,-803.400,2706268.8,-356.579
1775744194803,2705760,1775744193885,2677729,-803.400,2711260.8,-358.579
1775744194903,2705760,1775744193885,2682624,-803.400,2716060.8,-356.600
1775744195003,2705760,1775744193885,2687428,-803.400,2720860.8,-356.517
1775744195103,2705760,1775744193885,2692321,-803.400,2725660.8,-354.579
1775744195204,2705760,1775744193885,2697121,-803.400,2730508.8,-355.579
1775744195328,2730000,1775744194385,2701925,-803.400,2736700.8,-384.496
1775744195403,2730000,1775744194385,2706816,-803.400,2740300.8,-357.600
1775744195504,2730000,1775744194385,2711621,-803.400,2745148.8,-358.496
1775744195608,2730000,1775744194385,2716517,-803.560,2750133.1,-360.336
1775744195704,2730000,1775744194385,2721410,-803.560,2754741.1,-354.398
1775744195804,2754240,1775744194885,2726210,-803.560,2759781.1,-359.398
1775744195903,2754240,1775744194885,2731010,-803.560,2764533.1,-358.398
1775744196003,2754240,1775744194885,2735811,-803.560,2769333.1,-358.377
1775744196104,2754240,1775744194885,2740707,-803.560,2774181.1,-357.377
1775744196211,2754240,1775744194885,2745509,-803.560,2779317.1,-364.336
1775744196342,2778480,1775744195385,2750400,-803.560,2785845.1,-398.440
1775744196404,2778480,1775744195385,2755201,-803.560,2788821.1,-360.419
1775744196503,2778480,1775744195385,2760005,-803.560,2793573.1,-359.336
1775744196604,2778480,1775744195385,2764896,-803.560,2798421.1,-358.440
1775744196704,2778480,1775744195385,2769700,-803.704,2803214.2,-358.213
1775744196804,2802720,1775744195885,2774593,-803.704,2808254.2,-361.275
1775744196904,2802720,1775744195885,2779490,-803.704,2813054.2,-359.254
1775744197004,2802720,1775744195885,2784289,-803.704,2817854.2,-359.275
1775744197103,2802720,1775744195885,2789381,-803.704,2822606.2,-352.192
1775744197203,2802720,1775744195885,2793987,-803.704,2827406.2,-356.234
1775744197304,2824512,1775744196384,2798881,-803.704,2830094.2,-310.275
1775744197404,2824512,1775744196384,2803685,-803.704,2834894.2,-310.192
1775744197504,2824512,1775744196384,2808581,-803.704,2839694.2,-308.192
1775744197616,2824512,1775744196384,2813378,-803.834,2845064.0,-320.125
1775744197703,2848704,1775744196884,2818181,-803.834,2849432.0,-311.062
1775744197804,2848704,1775744196884,2823075,-803.834,2854280.0,-310.104
1775744197904,2848704,1775744196884,2827877,-803.834,2859080.0,-310.062
1775744198004,2848704,1775744196884,2832773,-803.834,2863880.0,-308.062
1775744198103,2848704,1775744196884,2837569,-803.834,2868632.0,-307.146
1775744198204,2848704,1775744196884,2842465,-803.834,2873480.0,-306.146
1775744198304,2872896,1775744197383,2847266,-803.834,2878520.0,-311.125
1775744198404,2872896,1775744197383,2852163,-803.834,2883320.0,-309.104
1775744198503,2872896,1775744197383,2856963,-803.834,2888072.0,-308.104
1775744198603,2872896,1775744197383,2861859,-803.750,2892876.0,-306.187
1775744198704,2872896,1775744197383,2866754,-803.750,2897724.0,-305.208
1775744198804,2897136,1775744197885,2871649,-803.750,2902668.0,-306.229
1775744198904,2897136,1775744197885,2876450,-803.750,2907468.0,-306.208
1775744199004,2897136,1775744197885,2881345,-803.750,2912268.0,-304.229
1775744199103,2897136,1775744197885,2886240,-803.750,2917020.0,-301.250
1775744199203,2897136,1775744197885,2891136,-803.750,2921820.0,-299.250
1775744199303,2921328,1775744198385,2895938,-803.750,2926812.0,-303.208
1775744199403,2921328,1775744198385,2900833,-803.750,2931612.0,-301.229
1775744199503,2921328,1775744198385,2905634,-803.750,2936412.0,-301.208
1775744199603,2921328,1775744198385,2910530,-803.675,2941215.6,-299.283
1775744199704,2945520,1775744198884,2915426,-803.675,2946303.6,-303.283
1775744199803,2945520,1775744198884,2920226,-803.675,2951055.6,-302.283
1775744199903,2945520,1775744198884,2925122,-803.675,2955855.6,-300.283
1775744200003,2945520,1775744198884,2929924,-803.675,2960655.6,-300.241
1775744200103,2945520,1775744198884,2934725,-803.675,2965455.6,-300.221
1775744200224,2969760,1775744199384,2939616,-803.675,2971503.6,-324.325
1775744200303,2969760,1775744199384,2944419,-803.675,2975295.6,-303.262
1775744200404,2969760,1775744199384,2949317,-803.675,2980143.6,-302.221
1775744200503,2969760,1775744199384,2949317,-803.675,2984895.6,-401.221
1775744200603,2969760,1775744199384,2954209,-803.675,2989695.6,-399.304
1775744200703,2969760,1775744199384,2959012,-803.608,2994498.8,-399.309
1775744200803,2994000,1775744199883,2963909,-803.608,2999586.8,-403.288
1775744200903,2994000,1775744199883,2968706,-803.608,3004386.8,-403.351
1775744201003,2994000,1775744199883,2973506,-803.608,3009186.8,-403.351
1775744201103,2994000,1775744199883,2978400,-803.608,3013986.8,-401.392
1775744201203,2994000,1775744199883,2983203,-803.608,3018786.8,-401.330
1775744201303,3018192,1775744200385,2988096,-803.608,3023682.8,-401.392
1775744201403,3018192,1775744200385,2992899,-803.608,3028482.8,-401.330
1775744201503,3018192,1775744200385,2997794,-803.608,3033282.8,-399.351
1775744201603,3018192,1775744200385,3002596,-803.608,3038082.8,-399.309
1775744201703,3018192,1775744200385,3007490,-803.547,3042885.8,-397.411
1775744201803,3042384,1775744200885,3012385,-803.547,3047877.8,-399.432
1775744201903,3042384,1775744200885,3017186,-803.547,3052677.8,-399.411
1775744202003,3042384,1775744200885,3021989,-803.547,3057477.8,-399.349
1775744202104,3042384,1775744200885,3026884,-803.547,3062325.8,-398.370
1775744202204,3066672,1775744201383,3031777,-803.547,3067509.8,-404.432
1775744202304,3066672,1775744201383,3036578,-803.547,3072309.8,-404.411
1775744202403,3066672,1775744201383,3041473,-803.547,3077061.8,-401.432
1775744202504,3066672,1775744201383,3046368,-803.547,3081909.8,-400.453
1775744202619,3066672,1775744201383,3051168,-803.992,3087408.4,-415.008
1775744202704,3066672,1775744201383,3055877,-803.992,3091488.4,-401.904
1775744202804,3088512,1775744201883,3060771,-803.992,3094128.4,-354.945
1775744202904,3088512,1775744201883,3065668,-803.992,3098928.4,-352.924
1775744203004,3088512,1775744201883,3070467,-803.992,3103728.4,-352.945
1775744203104,3088512,1775744201883,3075360,-803.992,3108528.4,-351.008
1775744203203,3088512,1775744201883,3080163,-803.992,3113280.4,-349.945
1775744203303,3112704,1775744202384,3084965,-803.992,3118224.4,-352.904
1775744203403,3112704,1775744202384,3089857,-803.992,3123024.4,-350.987
1775744203503,3112704,1775744202384,3094659,-803.992,3127824.4,-350.945
1775744203603,3112704,1775744202384,3099461,-804.393,3132605.1,-350.503
1775744203703,3136992,1775744202886,3104261,-804.393,3137597.1,-354.503
1775744203803,3136992,1775744202886,3109156,-804.393,3142397.1,-352.524
1775744203903,3136992,1775744202886,3114049,-804.393,3147197.1,-350.586
1775744204004,3136992,1775744202886,3118852,-804.393,3152045.1,-351.524
1775744204104,3136992,1775744202886,3123747,-804.393,3156845.1,-349.544
1775744204204,3136992,1775744202886,3128738,-804.393,3161645.1,-345.565
1775744204332,3161280,1775744203384,3133445,-804.393,3168173.1,-383.503
1775744204404,3161280,1775744203384,3138338,-804.393,3171629.1,-353.565
1775744204504,3161280,1775744203384,3143139,-804.393,3176429.1,-353.544
1775744204603,3161280,1775744203384,3148034,-804.393,3181181.1,-350.565
1775744204703,3185472,1775744203884,3152928,-804.754,3186155.8,-352.246
1775744204804,3185472,1775744203884,3158112,-804.754,3191003.8,-345.246
1775744204903,3185472,1775744203884,3162533,-804.754,3195755.8,-352.142
1775744205003,3185472,1775744203884,3167428,-804.754,3200555.8,-350.163
1775744205104,3185472,1775744203884,3172325,-804.754,3205403.8,-349.142
1775744205203,3185472,1775744203884,3177125,-804.754,3210155.8,-348.142
1775744205304,3209712,1775744204385,3182017,-804.754,3215195.8,-351.226
1775744205404,3209712,1775744204385,3186913,-804.754,3219995.8,-349.226
1775744205506,3209712,1775744204385,3191713,-804.754,3224891.8,-351.226
1775744205608,3209712,1775744204385,3196708,-805.078,3229772.2,-348.838
1775744205703,3209712,1775744204385,3201409,-805.078,3234332.2,-345.901
1775744205804,3233952,1775744204886,3206210,-805.078,3239372.2,-350.880
1775744205903,3233952,1775744204886,3211105,-805.078,3244124.2,-347.901
1775744206004,3233952,1775744204886,3215904,-805.078,3248972.2,-348.922
1775744206104,3233952,1775744204886,3220705,-805.078,3253772.2,-348.901
1775744206203,3233952,1775744204886,3225602,-805.078,3258524.2,-345.880
1775744206307,3258192,1775744205385,3230405,-805.078,3263804.2,-355.817
1775744206403,3258192,1775744205385,3235298,-805.078,3268412.2,-349.880
1775744206504,3258192,1775744205385,3240100,-805.078,3273260.2,-350.838
1775744206612,3258192,1775744205385,3244901,-805.370,3278430.2,-358.525
1775744206704,3258192,1775744205385,3249794,-805.370,3282846.2,-348.588
1775744206804,3282384,1775744205885,3254596,-805.370,3287838.2,-352.546
1775744206904,3282384,1775744205885,3259492,-805.370,3292638.2,-350.546
1775744207004,3282384,1775744205885,3264384,-805.370,3297438.2,-348.629
1775744207103,3282384,1775744205885,3269187,-805.370,3302190.2,-347.567
1775744207203,3306576,1775744206385,3274082,-805.370,3307182.2,-349.588
1775744207304,3306576,1775744206385,3278885,-805.370,3312030.2,-350.525
1775744207404,3306576,1775744206385,3283778,-805.370,3316830.2,-348.588
1775744207504,3306576,1775744206385,3288579,-805.370,3321630.2,-348.567
1775744207625,3306576,1775744206385,3293381,-805.433,3327435.2,-369.462
1775744207704,3306576,1775744206385,3298272,-805.433,3331227.2,-346.567
1775744207804,3330768,1775744206885,3303077,-805.433,3336219.2,-350.462
1775744207904,3330768,1775744206885,3307970,-805.433,3341019.2,-348.525
1775744208004,3330768,1775744206885,3312864,-805.433,3345819.2,-346.567
1775744208104,3330768,1775744206885,3317669,-805.433,3350619.2,-346.462
1775744208208,3330768,1775744206885,3322561,-805.433,3355611.2,-348.546
1775744208309,3352560,1775744207385,3327457,-805.433,3358251.2,-301.546
1775744208403,3352560,1775744207385,3332356,-805.433,3362763.2,-293.483
1775744208503,3352560,1775744207385,3337157,-805.433,3367563.2,-293.462
1775744208603,3352560,1775744207385,3342048,-805.490,3372360.5,-291.510
1775744208703,3376752,1775744207884,3346852,-805.490,3377400.5,-296.427
1775744208804,3376752,1775744207884,3351745,-805.490,3382248.5,-295.489
1775744208904,3376752,1775744207884,3356546,-805.490,3387048.5,-295.468
1775744209003,3376752,1775744207884,3361349,-805.490,3391800.5,-294.406
1775744209105,3376752,1775744207884,3366243,-805.490,3396696.5,-294.448
1775744209203,3376752,1775744207884,3371045,-805.490,3401400.5,-292.406
1775744209303,3400992,1775744208383,3375937,-805.490,3406488.5,-296.489
1775744209404,3400992,1775744208383,3380741,-805.490,3411336.5,-297.406
1775744209503,3400992,1775744208383,3385541,-805.490,3416088.5,-296.406
1775744209603,3400992,1775744208383,3390433,-805.541,3420886.0,-294.438
1775744209734,3425232,1775744208883,3395237,-805.541,3427414.0,-330.355
1775744209804,3425232,1775744208883,3400131,-805.541,3430774.0,-298.396
1775744209904,3425232,1775744208883,3405026,-805.541,3435574.0,-296.417
1775744210003,3425232,1775744208883,3409828,-805.541,3440326.0,-295.376
1775744210103,3425232,1775744208883,3414628,-805.541,3445126.0,-295.376
1775744210203,3425232,1775744208883,3419522,-805.541,3449926.0,-293.417
1775744210304,3449520,1775744209383,3424323,-805.541,3455062.0,-300.396
1775744210404,3449520,1775744209383,3429216,-805.541,3459862.0,-298.459
1775744210504,3449520,1775744209383,3434020,-805.541,3464662.0,-298.376
1775744210616,3449520,1775744209383,3438914,-805.587,3470035.8,-308.371
1775744210703,3473808,1775744209884,3438914,-805.587,3474451.8,-400.371
1775744210803,3473808,1775744209884,3443810,-805.587,3479251.8,-398.371
1775744210903,3473808,1775744209884,3448704,-805.587,3484051.8,-396.413
1775744211003,3473808,1775744209884,3453507,-805.587,3488851.8,-396.351
1775744211103,3473808,1775744209884,3458309,-805.587,3493651.8,-396.309
1775744211203,3498000,1775744210385,3463201,-805.587,3498595.8,-397.392
1775744211303,3498000,1775744210385,3468004,-805.587,3503395.8,-397.330
1775744211403,3498000,1775744210385,3472803,-805.587,3508195.8,-397.351
1775744211504,3498000,1775744210385,3477696,-805.587,3513043.8,-396.413
1775744211603,3498000,1775744210385,3482498,-805.628,3517793.8,-395.330
1775744211703,3498000,1775744210385,3487299,-805.628,3522593.8,-395.309
1775744211803,3522240,1775744210885,3492101,-805.628,3527633.8,-400.268
1775744211903,3522240,1775744210885,3496992,-805.628,3532433.8,-398.372
1775744212003,3522240,1775744210885,3501888,-805.628,3537233.8,-396.372
1775744212103,3522240,1775744210885,3506691,-805.628,3542033.8,-396.309
1775744212203,3522240,1775744210885,3511586,-805.628,3546833.8,-394.330
1775744212303,3546480,1775744211384,3516389,-805.628,3551921.8,-400.268
1775744212403,3546480,1775744211384,3521189,-805.628,3556721.8,-400.268
1775744212503,3546480,1775744211384,3526080,-805.628,3561521.8,-398.372
1775744212604,3546480,1775744211384,3530885,-805.365,3566382.5,-399.530
1775744212703,3546480,1775744211384,3535685,-805.365,3571134.5,-398.530
1775744212803,3570672,1775744211885,3540580,-805.365,3576078.5,-399.551
1775744212903,3570672,1775744211885,3545472,-805.365,3580878.5,-397.635
1775744213003,3570672,1775744211885,3550276,-805.365,3585678.5,-397.551
1775744213103,3570672,1775744211885,3555168,-805.365,3590478.5,-395.635
1775744213204,3570672,1775744211885,3559973,-805.365,3595326.5,-396.530
1775744213323,3592512,1775744212385,3564960,-805.365,3598878.5,-366.635
1775744213403,3592512,1775744212385,3569762,-805.365,3602718.5,-346.593
1775744213510,3592512,1775744212385,3574565,-805.365,3607854.5,-353.530
1775744213604,3592512,1775744212385,3579458,-805.365,3612366.5,-345.593
1775744213704,3616752,1775744212883,3584259,-805.129,3617513.8,-352.809
1775744213804,3616752,1775744212883,3589157,-805.129,3622313.8,-350.767
1775744213903,3616752,1775744212883,3593957,-805.129,3627065.8,-349.767
1775744214003,3616752,1775744212883,3598853,-805.129,3631865.8,-347.767
1775744214104,3616752,1775744212883,3603744,-805.129,3636713.8,-346.871
1775744214204,3616752,1775744212883,3608545,-805.129,3641513.8,-346.850
1775744214303,3616752,1775744212883,3613347,-805.129,3646265.8,-345.809
1775744214404,3641088,1775744213385,3618240,-805.129,3651353.8,-349.871
1775744214504,3641088,1775744213385,3623041,-805.129,3656153.8,-349.850
1775744214609,3641088,1775744213385,3627845,-804.916,3661204.0,-354.980
1775744214733,3665280,1775744213885,3632740,-804.916,3667348.0,-381.001
1775744214804,3665280,1775744213885,3637636,-804.916,3670756.0,-350.001
1775744214904,3665280,1775744213885,3642433,-804.916,3675556.0,-350.063
1775744215003,3665280,1775744213885,3647237,-804.916,3680308.0,-348.980
1775744215103,3665280,1775744213885,3652130,-804.916,3685108.0,-347.042
1775744215203,3665280,1775744213885,3657025,-804.916,3689908.0,-345.063
1775744215304,3689472,1775744214383,3661828,-804.916,3695044.0,-352.001
1775744215404,3689472,1775744214383,3666627,-804.916,3699844.0,-352.021
1775744215503,3689472,1775744214383,3671522,-804.916,3704596.0,-349.042
1775744215603,3689472,1775744214383,3676416,-804.824,3709400.4,-347.176
1775744215703,3689472,1775744214383,3681220,-804.824,3714200.4,-347.092
1775744215804,3713712,1775744214885,3686116,-804.824,3719192.4,-349.092
1775744215903,3713712,1775744214885,3690917,-804.824,3723944.4,-348.071
1775744216003,3713712,1775744214885,3695809,-804.824,3728744.4,-346.155
1775744216103,3713712,1775744214885,3700704,-804.824,3733544.4,-344.176
1775744216203,3713712,1775744214885,3705506,-804.824,3738344.4,-344.134
1775744216303,3738000,1775744215385,3710305,-804.824,3743432.4,-350.155
1775744216404,3738000,1775744215385,3715200,-804.824,3748280.4,-349.176
1775744216504,3738000,1775744215385,3720096,-804.824,3753080.4,-347.176
1775744216614,3738000,1775744215385,3724898,-804.742,3758364.4,-357.216
1775744216704,3738000,1775744215385,3729792,-804.742,3762684.4,-345.258
1775744216804,3762192,1775744215885,3734501,-804.742,3767676.4,-351.154
1775744216904,3762192,1775744215885,3739301,-804.742,3772476.4,-351.154
1775744217004,3762192,1775744215885,3744197,-804.742,3777276.4,-349.154
1775744217104,3762192,1775744215885,3749093,-804.742,3782076.4,-347.154
1775744217203,3762192,1775744215885,3753985,-804.742,3786828.4,-344.237
1775744217324,3786432,1775744216384,3758789,-804.742,3792924.4,-371.154
