eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775786919284,0,-50.700,1947,97920,99867,pre
0,1775786919385,101,-5.137,,,,probe
0,1775786919587,303,-5.137,,,,probe
0,1775786919839,555,0.433,,,,probe
0,1775786920293,1009,0.433,,,,probe
0,1775786921303,2019,9.146,,,,probe
1,1775786922412,0,20.887,-802,248475,247673,pre
1,1775786922512,100,5.179,,,,probe
1,1775786922715,303,4.179,,,,probe
1,1775786922915,503,8.946,,,,probe
1,1775786923420,1008,13.946,,,,probe
1,1775786924431,2019,-29.663,,,,probe
2,1775786924431,0,-29.663,1139,343481,344620,pre
2,1775786924532,101,-5.934,,,,probe
2,1775786924834,403,-4.582,,,,probe
2,1775786924936,505,-0.582,,,,probe
2,1775786925492,1061,3.418,,,,probe
2,1775786926500,2069,13.935,,,,probe
3,1775786926804,0,21.599,-829,460396,459567,pre
3,1775786926904,100,4.329,,,,probe
3,1775786927106,302,4.329,,,,probe
3,1775786927308,504,4.329,,,,probe
4,1775786932980,0,-20.278,779,104557,105336,pre
4,1775786933080,100,-4.049,,,,probe
4,1775786933283,303,-4.049,,,,probe
4,1775786933484,504,-28.049,,,,probe
4,1775786933986,1006,-24.494,,,,probe
5,1775786933986,0,-24.494,941,153240,154181,pre
5,1775786934087,101,-4.890,,,,probe
5,1775786934289,303,-4.890,,,,probe
5,1775786934492,506,0.110,,,,probe
5,1775786934996,1010,3.810,,,,probe
5,1775786936005,2019,11.639,,,,probe
6,1775786936408,0,21.639,-831,269381,268550,pre
6,1775786936509,101,4.327,,,,probe
6,1775786936711,303,4.327,,,,probe
6,1775786936912,504,4.327,,,,probe
6,1775786937418,1010,1.002,,,,probe
6,1775786938529,2121,-48.008,,,,probe
7,1775786939084,0,-47.662,1830,-3443930,-3442100,pre
7,1775786939184,100,-8.537,,,,probe
7,1775786939386,302,-8.537,,,,probe
7,1775786939589,505,-2.537,,,,probe
7,1775786940094,1010,5.975,,,,probe
7,1775786941205,2121,0.007,,,,probe
8,1775786943026,0,25.642,-985,-3400687,-3401672,pre
8,1775786943127,101,5.121,,,,probe
8,1775786943328,302,8.392,,,,probe
8,1775786943580,554,10.392,,,,probe
8,1775786944084,1058,-33.664,,,,probe
9,1775786944084,0,-33.664,1293,-3348776,-3347483,pre
