seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775745255824,1775745255069,1775745255917,93,-801,,init
1,1775745255929,1775745255162,1775745255987,58,-796,,init
2,1775745256030,1775745255224,1775745256039,9,-810,,init
3,1775745256131,1775745255341,1775745256157,26,-803,,init
4,1775745256233,1775745255429,1775745256243,10,-809,,init
5,1775745256334,1775745255531,1775745256346,12,-809,,init
6,1775745256478,1775745255750,1775745256565,87,-771,,init
7,1775745256579,1775745255784,1775745256600,21,-805,,init
8,1775745256680,1775745255875,1775745256688,8,-809,,init
9,1775745256782,1775745255981,1775745256794,12,-807,,init
10,1775745258395,1775745257590,1775745258403,8,-809,-809.000,steady
11,1775745259393,1775745258591,1775745259404,11,-807,-809.000,steady
12,1775745260394,1775745259592,1775745260409,15,-809,-809.000,steady
13,1775745261393,1775745260589,1775745261405,12,-810,-809.000,steady
14,1775745262409,1775745261655,1775745262471,62,-785,-809.000,steady
15,1775745263396,1775745262594,1775745263409,13,-808,-808.800,steady
16,1775745264395,1775745263592,1775745264407,12,-809,-808.820,steady
17,1775745265393,1775745264591,1775745265407,14,-809,-808.838,steady
18,1775745266394,1775745265592,1775745266411,17,-810,-808.854,steady
19,1775745267394,1775745266623,1775745267461,67,-804,-808.869,steady
20,1775745268393,1775745267632,1775745268472,79,-800,-808.882,steady
21,1775745269395,1775745268653,1775745269469,74,-779,-808.894,steady
22,1775745270395,1775745269624,1775745270453,58,-800,-809.004,steady
23,1775745271398,1775745270597,1775745271412,14,-808,-808.904,steady
24,1775745272394,1775745271601,1775745272417,23,-804,-808.814,steady
25,1775745273394,1775745272646,1775745273470,76,-786,-808.732,steady
26,1775745274394,1775745273594,1775745274408,14,-807,-808.559,steady
27,1775745275394,1775745274594,1775745275412,18,-809,-808.403,steady
28,1775745276394,1775745275635,1775745276462,68,-793,-808.263,steady
29,1775745277394,1775745276594,1775745277411,17,-808,-808.136,steady
30,1775745278393,1775745277592,1775745278411,18,-810,-808.023,steady
31,1775745279393,1775745278589,1775745279405,12,-810,-808.221,steady
32,1775745280394,1775745279593,1775745280413,19,-810,-808.398,steady
33,1775745281394,1775745280634,1775745281465,71,-795,-808.559,steady
34,1775745282394,1775745281594,1775745282411,17,-808,-808.703,steady
35,1775745283393,1775745282591,1775745283405,12,-808,-808.632,steady
36,1775745284394,1775745283592,1775745284409,15,-809,-808.569,steady
37,1775745285410,1775745284629,1775745285448,38,-800,-808.512,steady
38,1775745286394,1775745285652,1775745286469,75,-779,-808.461,steady
39,1775745287394,1775745286592,1775745287408,14,-809,-808.415,steady
40,1775745288394,1775745287589,1775745288403,9,-809,-808.473,steady
41,1775745289399,1775745288601,1775745289415,16,-806,-808.526,steady
42,1775745290394,1775745289646,1775745290462,68,-782,-808.574,steady
43,1775745291394,1775745290592,1775745291409,15,-809,-808.616,steady
44,1775745292394,1775745291596,1775745292412,18,-807,-808.655,steady
45,1775745293394,1775745292594,1775745293416,22,-811,-808.689,steady
46,1775745294394,1775745293594,1775745294409,15,-807,-808.520,steady
47,1775745295394,1775745294590,1775745295402,8,-808,-808.468,steady
48,1775745296394,1775745295688,1775745296502,108,-760,-808.421,steady
49,1775745297394,1775745296626,1775745297445,51,-793,-808.379,steady
50,1775745298394,1775745297594,1775745298411,17,-808,-808.341,steady
51,1775745299393,1775745298595,1775745299411,18,-807,-808.307,steady
52,1775745300393,1775745299590,1775745300404,11,-808,-808.276,steady
53,1775745301394,1775745300596,1775745301411,17,-806,-808.249,steady
54,1775745302399,1775745301599,1775745302412,13,-806,-808.224,steady
55,1775745303394,1775745302595,1775745303411,17,-807,-808.202,steady
56,1775745304416,1775745303661,1775745304485,69,-789,-808.181,steady
57,1775745305394,1775745304589,1775745305408,14,-812,-807.963,steady
58,1775745306394,1775745305593,1775745306407,13,-807,-807.867,steady
59,1775745307393,1775745306588,1775745307404,11,-810,-808.080,steady
60,1775745308394,1775745307590,1775745308403,9,-808,-808.072,steady
61,1775745309394,1775745308589,1775745309406,12,-811,-808.065,steady
62,1775745310394,1775745309623,1775745310457,63,-802,-808.058,steady
63,1775745311394,1775745310637,1775745311455,61,-787,-808.053,steady
64,1775745312393,1775745311589,1775745312406,13,-810,-808.047,steady
65,1775745313394,1775745312594,1775745313411,17,-808,-808.343,steady
66,1775745314394,1775745313593,1775745314411,17,-809,-808.508,steady
67,1775745315393,1775745314632,1775745315450,57,-789,-808.658,steady
68,1775745316394,1775745315589,1775745316404,10,-810,-808.792,steady
69,1775745317394,1775745316594,1775745317409,15,-807,-808.913,steady
70,1775745318394,1775745317590,1775745318407,13,-810,-809.021,steady
71,1775745319394,1775745318604,1775745319418,24,-802,-809.119,steady
72,1775745320395,1775745319595,1775745320412,17,-808,-809.207,steady
73,1775745321394,1775745320591,1775745321404,10,-808,-809.087,steady
74,1775745322394,1775745321595,1775745322410,16,-807,-808.978,steady
75,1775745323393,1775745322623,1775745323436,43,-791,-808.880,steady
76,1775745324393,1775745323592,1775745324408,15,-808,-808.792,steady
77,1775745325394,1775745324594,1775745325408,14,-807,-808.713,steady
78,1775745326393,1775745325590,1775745326404,11,-808,-808.642,steady
79,1775745327394,1775745326593,1775745327411,17,-809,-808.577,steady
80,1775745328394,1775745327635,1775745328456,62,-790,-808.520,steady
81,1775745329393,1775745328592,1775745329407,14,-808,-808.468,steady
82,1775745330394,1775745329593,1775745330410,16,-809,-808.421,steady
83,1775745331395,1775745330604,1775745331419,24,-803,-808.379,steady
84,1775745332393,1775745331623,1775745332454,61,-800,-808.341,steady
85,1775745333394,1775745332593,1775745333420,26,-814,-808.307,steady
86,1775745334394,1775745333594,1775745334411,17,-808,-808.376,steady
87,1775745335394,1775745334602,1775745335415,21,-802,-808.339,steady
88,1775745336394,1775745335601,1775745336419,25,-805,-808.305,steady
89,1775745337394,1775745336594,1775745337409,15,-807,-808.174,steady
90,1775745338394,1775745337595,1775745338410,16,-807,-808.057,steady
