seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
124,1775744225564,1775744224769,1775744225585,21,-805,-803.350,steady
125,1775744226577,1775744225804,1775744226644,67,-806,-803.215,steady
126,1775744227558,1775744226766,1775744227580,22,-803,-803.094,steady
127,1775744228554,1775744227763,1775744228575,21,-801,-802.984,steady
128,1775744229552,1775744228773,1775744229588,36,-797,-802.786,steady
129,1775744230551,1775744229762,1775744230574,23,-800,-802.607,steady
130,1775744231552,1775744230761,1775744231577,25,-803,-802.447,steady
131,1775744232552,1775744231762,1775744232577,25,-802,-802.302,steady
132,1775744233555,1775744232770,1775744233581,26,-798,-802.072,steady
133,1775744234560,1775744233767,1775744234579,19,-802,-802.065,steady
134,1775744235567,1775744234814,1775744235635,68,-787,-802.058,steady
135,1775744236552,1775744235755,1775744236568,16,-805,-802.352,steady
136,1775744237552,1775744236756,1775744237567,15,-803,-802.417,steady
137,1775744238557,1775744237788,1775744238601,44,-791,-802.475,steady
138,1775744239561,1775744238765,1775744239576,15,-803,-802.528,steady
139,1775744240552,1775744239756,1775744240567,15,-803,-802.575,steady
140,1775744241556,1775744240764,1775744241576,20,-802,-802.618,steady
141,1775744242558,1775744241803,1775744242624,66,-788,-802.656,steady
142,1775744243558,1775744242772,1775744243583,25,-798,-802.690,steady
143,1775744244561,1775744243773,1775744244585,24,-800,-802.721,steady
144,1775744245552,1775744244755,1775744245571,19,-806,-803.049,steady
145,1775744246555,1775744245764,1775744246576,21,-801,-803.344,steady
146,1775744247554,1775744246812,1775744247655,101,-792,-803.610,steady
147,1775744248562,1775744247771,1775744248585,23,-802,-803.849,steady
148,1775744249568,1775744248843,1775744249657,89,-769,-804.064,steady
149,1775744250552,1775744249760,1775744250573,21,-802,-803.858,steady
150,1775744251553,1775744250791,1775744251605,52,-788,-803.672,steady
151,1775744252559,1775744251814,1775744252661,102,-796,-803.505,steady
152,1775744253552,1775744252754,1775744253567,15,-805,-803.654,steady
153,1775744254552,1775744253756,1775744254571,19,-805,-803.789,steady
154,1775744255552,1775744254786,1775744255599,47,-789,-803.910,steady
155,1775744256552,1775744255811,1775744256660,108,-795,-804.019,steady
156,1775744257557,1775744256834,1775744257658,101,-773,-804.117,steady
157,1775744258552,1775744257758,1775744258570,18,-803,-804.005,steady
158,1775744259552,1775744258779,1775744259592,40,-793,-803.905,steady
159,1775744260551,1775744259812,1775744260653,102,-790,-803.814,steady
160,1775744261562,1775744260826,1775744261658,96,-784,-803.733,steady
161,1775744262552,1775744261755,1775744262570,18,-806,-803.960,steady
162,1775744263552,1775744262772,1775744263589,37,-798,-804.164,steady
163,1775744264553,1775744263813,1775744264644,91,-785,-804.347,steady
164,1775744265553,1775744264760,1775744265572,19,-802,-804.513,steady
165,1775744266552,1775744265754,1775744266566,14,-805,-804.561,steady
166,1775744267552,1775744266757,1775744267569,17,-803,-804.605,steady
167,1775744268552,1775744267790,1775744268601,49,-786,-804.645,steady
168,1775744269552,1775744268756,1775744269571,19,-805,-804.680,steady
169,1775744270557,1775744269837,1775744270659,102,-771,-804.712,steady
170,1775744271564,1775744270774,1775744271589,25,-802,-804.541,steady
171,1775744272552,1775744271786,1775744272598,46,-789,-804.587,steady
172,1775744273553,1775744272763,1775744273577,24,-802,-804.628,steady
173,1775744274554,1775744273760,1775744274572,18,-803,-804.465,steady
174,1775744275559,1775744274765,1775744275576,17,-802,-804.219,steady
175,1775744276552,1775744275776,1775744276590,38,-795,-803.997,steady
176,1775744277552,1775744276763,1775744277576,24,-801,-803.797,steady
177,1775744278551,1775744277760,1775744278572,21,-801,-803.618,steady
178,1775744279552,1775744278761,1775744279576,24,-803,-803.456,steady
179,1775744280563,1775744279774,1775744280588,25,-801,-803.210,steady
180,1775744281552,1775744280762,1775744281577,25,-802,-802.989,steady
181,1775744282552,1775744281762,1775744282574,22,-801,-802.790,steady
182,1775744283557,1775744282777,1775744283600,43,-801,-802.611,steady
183,1775744284553,1775744283756,1775744284568,15,-804,-802.750,steady
184,1775744285563,1775744284788,1775744285602,39,-794,-802.875,steady
185,1775744286551,1775744285761,1775744286573,22,-801,-802.988,steady
186,1775744287570,1775744286838,1775744287651,81,-772,-803.089,steady
187,1775744288554,1775744287763,1775744288578,24,-803,-803.180,steady
188,1775744289560,1775744288769,1775744289582,22,-802,-803.062,steady
189,1775744290552,1775744289758,1775744290571,19,-803,-803.056,steady
190,1775744291555,1775744290771,1775744291582,27,-797,-803.050,steady
191,1775744292552,1775744291778,1775744292590,38,-793,-803.045,steady
192,1775744293552,1775744292760,1775744293571,19,-801,-802.841,steady
193,1775744294555,1775744293764,1775744294575,20,-801,-802.657,steady
194,1775744295552,1775744294758,1775744295570,18,-803,-802.691,steady
195,1775744296552,1775744295757,1775744296571,19,-804,-802.722,steady
196,1775744297552,1775744296760,1775744297574,22,-803,-802.750,steady
197,1775744298554,1775744297915,1775744298746,192,-735,-802.775,steady
198,1775744299552,1775744298757,1775744299570,18,-804,-802.897,steady
199,1775744300553,1775744299843,1775744300656,103,-761,-803.007,steady
200,1775744301552,1775744300753,1775744301565,13,-805,-803.207,steady
201,1775744302552,1775744301789,1775744302610,58,-792,-803.386,steady
202,1775744303552,1775744302763,1775744303577,25,-801,-803.547,steady
203,1775744304553,1775744303766,1775744304581,28,-801,-803.693,steady
204,1775744305552,1775744304861,1775744305701,149,-765,-803.823,steady
205,1775744306552,1775744305763,1775744306581,29,-803,-803.541,steady
206,1775744307553,1775744306809,1775744307623,70,-779,-803.287,steady
207,1775744308553,1775744307765,1775744308581,28,-802,-803.158,steady
208,1775744309552,1775744308854,1775744309676,124,-760,-803.042,steady
209,1775744310552,1775744309763,1775744310579,27,-802,-802.938,steady
210,1775744311552,1775744310768,1775744311622,70,-819,-802.844,steady
211,1775744312552,1775744311763,1775744312577,25,-801,-802.660,steady
212,1775744313552,1775744312848,1775744313664,112,-760,-802.494,steady
213,1775744314552,1775744313763,1775744314576,24,-801,-802.345,steady
214,1775744315552,1775744314764,1775744315580,28,-802,-802.210,steady
215,1775744316552,1775744315820,1775744316635,83,-773,-802.089,steady
216,1775744317551,1775744316762,1775744317575,24,-801,-801.980,steady
217,1775744318552,1775744317757,1775744318574,22,-806,-802.382,steady
218,1775744319552,1775744318761,1775744319576,24,-803,-802.744,steady
219,1775744320552,1775744319825,1775744320641,89,-771,-803.070,steady
220,1775744321552,1775744320834,1775744321649,97,-766,-803.363,steady
221,1775744322552,1775744321762,1775744322575,23,-801,-803.626,steady
222,1775744323552,1775744322783,1775744323600,48,-793,-803.364,steady
223,1775744324552,1775744323763,1775744324580,28,-803,-803.127,steady
224,1775744325552,1775744324768,1775744325597,45,-806,-802.915,steady
225,1775744326552,1775744325754,1775744326568,16,-806,-803.223,steady
226,1775744327552,1775744326751,1775744327564,12,-807,-803.601,steady
227,1775744328552,1775744327774,1775744328588,36,-796,-803.941,steady
228,1775744329553,1775744328774,1775744329591,38,-798,-804.247,steady
229,1775744330552,1775744329755,1775744330574,22,-808,-804.522,steady
230,1775744331552,1775744330756,1775744331578,26,-809,-804.770,steady
231,1775744332552,1775744331756,1775744332572,20,-806,-804.893,steady
232,1775744333552,1775744332818,1775744333631,79,-773,-805.004,steady
233,1775744334551,1775744333757,1775744334570,19,-803,-804.803,steady
234,1775744335551,1775744334758,1775744335570,19,-802,-804.523,steady
235,1775744336552,1775744335797,1775744336618,66,-788,-804.271,steady
