eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775782936112,0,-39.786,1528,88901,90429,pre
0,1775782936214,102,-7.952,,,,probe
0,1775782936415,303,-0.952,,,,probe
0,1775782936617,505,0.048,,,,probe
0,1775782937173,1061,4.537,,,,probe
0,1775782938181,2069,10.877,,,,probe
1,1775782938785,0,21.877,-840,219645,218805,pre
1,1775782938886,101,1.083,,,,probe
1,1775782939088,303,1.083,,,,probe
1,1775782939289,504,-4.917,,,,probe
1,1775782939794,1009,12.083,,,,probe
2,1775782940400,0,-35.882,1378,295701,297079,pre
2,1775782940501,101,-7.174,,,,probe
2,1775782940704,304,-7.174,,,,probe
2,1775782940906,506,-6.841,,,,probe
2,1775782941411,1011,0.159,,,,probe
2,1775782942470,2070,4.757,,,,probe
3,1775782944793,0,23.121,-888,508855,507967,pre
3,1775782944893,100,3.923,,,,probe
3,1775782945094,301,4.923,,,,probe
3,1775782945297,504,3.923,,,,probe
3,1775782945802,1009,13.923,,,,probe
4,1775782946408,0,-30.704,1179,583999,585178,pre
4,1775782946508,100,-5.142,,,,probe
4,1775782946710,302,-5.142,,,,probe
4,1775782946912,504,1.293,,,,probe
4,1775782947418,1010,3.293,,,,probe
4,1775782948478,2070,19.585,,,,probe
5,1775782948780,0,25.447,-977,700474,699497,pre
5,1775782948882,102,5.093,,,,probe
5,1775782949083,303,6.093,,,,probe
5,1775782949285,505,5.093,,,,probe
5,1775782949789,1009,11.093,,,,probe
6,1775782954280,0,-46.781,1796,92793,94589,pre
6,1775782954381,101,-9.364,,,,probe
6,1775782954583,303,-6.364,,,,probe
6,1775782954784,504,-5.364,,,,probe
6,1775782955340,1060,-7.567,,,,probe
6,1775782956350,2070,-1.250,,,,probe
7,1775782958974,0,24.878,-955,319901,318946,pre
7,1775782959075,101,4.983,,,,probe
7,1775782959277,303,4.983,,,,probe
7,1775782959480,506,10.983,,,,probe
7,1775782960036,1062,-35.545,,,,probe
8,1775782960036,0,-35.545,1365,371842,373207,pre
8,1775782960136,100,-7.108,,,,probe
8,1775782960339,303,-8.108,,,,probe
8,1775782960541,505,-10001.108,,,,probe
8,1775782961046,1010,-9991.482,,,,probe
9,1775782961046,0,-9991.482,383673,421111,804784,pre
9,1775782961147,101,-1998.295,,,,probe
9,1775782961349,303,-1998.295,,,,probe
9,1775782961550,504,-1995.295,,,,probe
9,1775782962055,1009,-1986.932,,,,probe
10,1775782962055,0,-1986.932,76298,852592,928890,pre
10,1775782962156,101,-397.390,,,,probe
10,1775782962357,302,-397.390,,,,probe
10,1775782962559,504,-391.390,,,,probe
10,1775782963064,1009,-387.264,,,,probe
11,1775782963064,0,-387.264,14871,976794,991665,pre
11,1775782963165,101,-77.451,,,,probe
11,1775782963367,303,-76.451,,,,probe
11,1775782963570,506,-67.451,,,,probe
11,1775782964073,1009,-62.537,,,,probe
12,1775782964073,0,-62.537,2401,1039665,1042066,pre
12,1775782964174,101,-12.517,,,,probe
12,1775782964377,304,-12.517,,,,probe
12,1775782964579,506,-56.517,,,,probe
12,1775782965084,1011,-50.794,,,,probe
13,1775782965084,0,-50.794,1950,1089970,1091920,pre
13,1775782965184,100,-9.169,,,,probe
13,1775782965435,351,-4.169,,,,probe
13,1775782965637,553,-4.169,,,,probe
13,1775782966143,1059,-1.819,,,,probe
13,1775782967154,2070,4.796,,,,probe
14,1775782968971,0,-19975.382,767055,1277074,2044129,pre
14,1775782969071,100,-3995.069,,,,probe
14,1775782969273,302,-3995.069,,,,probe
14,1775782969474,503,-3995.069,,,,probe
14,1775782969980,1009,-24040.798,,,,probe
15,1775782969980,0,-24040.798,923167,2092033,3015200,pre
15,1775782970080,100,-4808.152,,,,probe
15,1775782970282,302,-4807.152,,,,probe
15,1775782970534,554,-4802.152,,,,probe
15,1775782971040,1060,-4797.407,,,,probe
16,1775782971040,0,-4797.407,184220,3067904,3252124,pre
16,1775782971141,101,-959.491,,,,probe
16,1775782971343,303,-959.491,,,,probe
16,1775782971546,506,-955.491,,,,probe
16,1775782972051,1011,-949.721,,,,probe
17,1775782972051,0,-949.721,36469,3300124,3336593,pre
17,1775782972152,101,-189.950,,,,probe
17,1775782972354,303,-189.950,,,,probe
17,1775782972554,503,-183.950,,,,probe
17,1775782973060,1009,-178.157,,,,probe
18,1775782973060,0,-178.157,6841,3384401,3391242,pre
18,1775782973160,100,-35.636,,,,probe
18,1775782973364,304,-36.636,,,,probe
18,1775782973566,506,-31.636,,,,probe
18,1775782974072,1012,-27.823,,,,probe
19,1775782974072,0,-27.823,1068,3439242,3440310,pre
19,1775782974173,101,-5.573,,,,probe
19,1775782974375,303,-50.573,,,,probe
19,1775782974577,505,-51.573,,,,probe
19,1775782975081,1009,-44.740,,,,probe
20,1775782975081,0,-44.740,1718,3488214,3489932,pre
20,1775782975182,101,-8.949,,,,probe
20,1775782975384,303,-8.949,,,,probe
20,1775782975636,555,-3.949,,,,probe
20,1775782976142,1061,4.200,,,,probe
20,1775782977153,2072,10.535,,,,probe
21,1775782977961,0,20030.935,-769188,3629036,2859848,pre
21,1775782978061,100,4006.185,,,,probe
21,1775782978263,302,4006.185,,,,probe
