seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775744137885,1775744138720,4512,987647829777143,18528,987648121868757,1
1,1775744138383,1775744139197,4512,987647829777143,42192,987648614205945,1
2,1775744138883,1775744139707,4512,987647829777143,66576,987649122931570,1
3,1775744139383,1775744140279,4512,987647829777143,88320,987649575905528,1
4,1775744139883,1775744140697,4512,987647829777143,112752,987650084301778,1
5,1775744140383,1775744141301,4512,987647829777143,136800,987650586057454,1
6,1775744140884,1775744141703,4512,987647829777143,161040,987651090854902,1
7,1775744141384,1775744142212,4512,987647829777143,185232,987651594132194,1
8,1775744141883,1775744142695,4512,987647829777143,209472,987652099819589,1
9,1775744142383,1775744143196,4512,987647829777143,233712,987652604759485,1
10,1775744142883,1775744143698,4512,987647829777143,257952,987653109808391,1
11,1775744143383,1775744144272,4512,987647829777143,282192,987653614728703,1
12,1775744143884,1775744144697,4512,987647829777143,306384,987654118941984,1
13,1775744144383,1775744145296,4512,987647829777143,330672,987654624653859,1
14,1775744144883,1775744145711,4512,987647829777143,352464,987655078373807,1
15,1775744145384,1775744146199,4512,987647829777143,376752,987655584925317,1
16,1775744145885,1775744146707,4512,987647829777143,401040,987656090774067,1
17,1775744146385,1775744147267,4512,987647829777143,425280,987656595951046,1
18,1775744146885,1775744147706,4512,987647829777143,449616,987657102180264,1
19,1775744147385,1775744148266,4512,987647829777143,473808,987657606530108,1
20,1775744147884,1775744148707,4512,987647829777143,498000,987658110197295,1
21,1775744148385,1775744149290,4512,987647829777143,522192,987658614984691,1
22,1775744148883,1775744149707,4512,987647829777143,546432,987659119597816,1
23,1775744149383,1775744150208,4512,987647829777143,570624,987659623472972,1
24,1775744149883,1775744150705,4512,987647829777143,592464,987660078862815,1
25,1775744150383,1775744151197,4512,987647829777143,616656,987660582792034,1
26,1775744150883,1775744151724,4512,987647829777143,640944,987661088977815,1
27,1775744151383,1775744152260,4512,987647829777143,665232,987661594206200,1
28,1775744151883,1775744152696,4512,987647829777143,689472,987662099574846,1
29,1775744152385,1775744153283,4512,987647829777143,713664,987662603420158,1
30,1775744152883,1775744153697,4512,987647829777143,737904,987663108872554,1
31,1775744153383,1775744154315,4512,987647829777143,762192,987663614272658,1
32,1775744153883,1775744154695,4512,987647829777143,786384,987664118692762,1
33,1775744154383,1775744155268,4512,987647829777143,810672,987664624205887,1
34,1775744154886,1775744155700,4512,987647829777143,834912,987665129353438,1
35,1775744155385,1775744156264,4512,987647829777143,856656,987665582562605,1
36,1775744155885,1775744156711,4512,987647829777143,883344,987666138175886,1
37,1775744156385,1775744157277,4512,987647829777143,905184,987666593802032,1
38,1775744156885,1775744157709,4512,987647829777143,929424,987667098374011,1
39,1775744157385,1775744158302,4512,987647829777143,953664,987667603565885,1
40,1775744157885,1775744158716,4512,987647829777143,978000,987668110377187,1
41,1775744158385,1775744159208,4512,987647829777143,1002240,987668615277916,1
42,1775744158885,1775744159709,4512,987647829777143,1026480,987669120290676,1
43,1775744159385,1775744160259,4512,987647829777143,1050672,987669624964166,1
44,1775744159884,1775744160712,4512,987647829777143,1072608,987670081995937,1
45,1775744160385,1775744161283,4512,987647829777143,1096896,987670587114999,1
46,1775744160885,1775744161706,4512,987647829777143,1121184,987671093346717,1
47,1775744161385,1775744162297,4512,987647829777143,1145424,987671598271248,1
48,1775744161885,1775744162702,4512,987647829777143,1169616,987672102541977,1
49,1775744162385,1775744163218,4512,987647829777143,1193760,987672605362133,1
50,1775744162883,1775744163709,4512,987647829777143,1218048,987673112007446,1
51,1775744163385,1775744164271,4512,987647829777143,1242192,987673614549060,1
52,1775744163885,1775744164697,4512,987647829777143,1266480,987674120569164,1
53,1775744164385,1775744165265,4512,987647829777143,1290672,987674624638331,1
54,1775744164885,1775744165698,4512,987647829777143,1314912,987675129402341,1
55,1775744165385,1775744166288,4512,987647829777143,1336656,987675582205674,1
56,1775744165885,1775744166698,4512,987647829777143,1360896,987676087289268,1
57,1775744166385,1775744167312,4512,987647829777143,1385040,987676590575778,1
58,1775744166884,1775744167695,4512,987647829777143,1409280,987677095847601,1
59,1775744167385,1775744168253,4512,987647829777143,1433472,987677599451142,1
60,1775744167885,1775744168698,4512,987647829777143,1457760,987678105112548,1
61,1775744168385,1775744169270,4512,987647829777143,1482000,987678610778694,1
62,1775744168885,1775744169711,4512,987647829777143,1506288,987679116546662,1
63,1775744169385,1775744170281,4512,987647829777143,1530576,987679622569891,1
64,1775744169885,1775744170696,4512,987647829777143,1554768,987680126762495,1
65,1775744170385,1775744171308,4512,987647829777143,1576560,987680580578433,1
66,1775744170885,1775744171707,4512,987647829777143,1600752,987681084507026,1
67,1775744171385,1775744172206,4512,987647829777143,1624944,987681588435151,1
68,1775744171884,1775744172713,4512,987647829777143,1649088,987682091690515,1
69,1775744172385,1775744173253,4512,987647829777143,1673280,987682595589369,1
70,1775744172885,1775744173709,4512,987647829777143,1697520,987683100969577,1
71,1775744173385,1775744174276,4512,987647829777143,1721760,987683605590619,1
72,1775744173884,1775744174708,4512,987647829777143,1745904,987684108833692,1
73,1775744174386,1775744175299,4512,987647829777143,1770240,987684615384733,1
74,1775744174883,1775744175707,4512,987647829777143,1794480,987685120682858,1
75,1775744175385,1775744176210,4512,987647829777143,1816320,987685575228326,1
76,1775744175883,1775744176708,4512,987647829777143,1840512,987686079462128,1
77,1775744176385,1775744177269,4512,987647829777143,1864752,987686584798430,1
78,1775744176884,1775744177704,4512,987647829777143,1888944,987687088197701,1
79,1775744177385,1775744178270,4512,987647829777143,1913136,987687592741399,1
80,1775744177883,1775744178706,4512,987647829777143,1937376,987688097590617,1
81,1775744178385,1775744179293,4512,987647829777143,1961664,987688603300513,1
82,1775744178883,1775744179698,4512,987647829777143,1985856,987689107593117,1
83,1775744179385,1775744180359,4512,987647829777143,2010096,987689612834471,1
84,1775744179886,1775744180705,4512,987647829777143,2034384,987690118460877,1
85,1775744180385,1775744181256,4512,987647829777143,2058528,987690621664887,1
86,1775744180884,1775744181706,4512,987647829777143,2080416,987691077208116,1
87,1775744181386,1775744182264,4512,987647829777143,2104656,987691582598168,1
88,1775744181885,1775744182711,4512,987647829777143,2128944,987692088615511,1
89,1775744182385,1775744183286,4512,987647829777143,2153136,987692592564782,1
90,1775744182883,1775744183707,4512,987647829777143,2177424,987693098362282,1
91,1775744183385,1775744184346,4512,987647829777143,2201616,987693602239417,1
92,1775744183885,1775744184710,4512,987647829777143,2225904,987694108191084,1
93,1775744184384,1775744185209,4512,987647829777143,2250144,987694613476708,1
94,1775744184885,1775744185740,4512,987647829777143,2274432,987695119245198,1
95,1775744185385,1775744186256,4512,987647829777143,2298624,987695623796291,1
96,1775744185885,1775744186698,4512,987647829777143,2322864,987696128737333,1
97,1775744186384,1775744187280,4512,987647829777143,2344752,987696584647333,1
98,1775744186885,1775744187697,4512,987647829777143,2368944,987697088774885,1
99,1775744187385,1775744188306,4512,987647829777143,2393184,987697593289832,1
100,1775744187885,1775744188709,4512,987647829777143,2417424,987698098430613,1
101,1775744188385,1775744189206,4512,987647829777143,2441616,987698602077696,1
102,1775744188883,1775744189695,4512,987647829777143,2465856,987699107335353,1
103,1775744189385,1775744190253,4512,987647829777143,2490000,987699610942748,1
104,1775744189885,1775744190707,4512,987647829777143,2514288,987700116599154,1
105,1775744190385,1775744191275,4512,987647829777143,2538576,987700622182539,1
106,1775744190883,1775744191695,4512,987647829777143,2560368,987701076324623,1
107,1775744191385,1775744192298,4512,987647829777143,2584512,987701579766237,1
108,1775744191885,1775744192713,4512,987647829777143,2608752,987702084780508,1
109,1775744192385,1775744193197,4512,987647829777143,2632992,987702589989518,1
110,1775744192883,1775744193706,4512,987647829777143,2657184,987703093840091,1
111,1775744193384,1775744194249,4512,987647829777143,2681472,987703599482643,1
112,1775744193885,1775744194708,4512,987647829777143,2705760,987704105186132,1
113,1775744194385,1775744195267,4512,987647829777143,2730000,987704610636965,1
114,1775744194885,1775744195710,4512,987647829777143,2754240,987705115219934,1
115,1775744195385,1775744196292,4512,987647829777143,2778480,987705620839360,1
116,1775744195885,1775744196711,4512,987647829777143,2802720,987706125801079,1
117,1775744196384,1775744197218,4512,987647829777143,2824512,987706579459933,1
118,1775744196884,1775744197707,4512,987647829777143,2848704,987707083901547,1
119,1775744197383,1775744198255,4512,987647829777143,2872896,987707587843839,1
120,1775744197885,1775744198711,4512,987647829777143,2897136,987708092773839,1
121,1775744198385,1775744199263,4512,987647829777143,2921328,987708596108526,1
122,1775744198884,1775744199703,4512,987647829777143,2945520,987709100293682,1
123,1775744199384,1775744200197,4512,987647829777143,2969760,987709606013369,1
124,1775744199883,1775744200708,4512,987647829777143,2994000,987710110682953,1
125,1775744200385,1775744201211,4512,987647829777143,3018192,987710614895921,1
126,1775744200885,1775744201708,4512,987647829777143,3042384,987711118741650,1
127,1775744201383,1775744202206,4512,987647829777143,3066672,987711624560035,1
128,1775744201883,1775744202709,4512,987647829777143,3088512,987712079064618,1
129,1775744202384,1775744203256,4512,987647829777143,3112704,987712583877379,1
130,1775744202886,1775744203698,4512,987647829777143,3136992,987713089379670,1
131,1775744203384,1775744204281,4512,987647829777143,3161280,987713595293472,1
132,1775744203884,1775744204700,4512,987647829777143,3185472,987714099128211,1
133,1775744204385,1775744205306,4512,987647829777143,3209712,987714605056232,1
134,1775744204886,1775744205708,4512,987647829777143,3233952,987715109346128,1
135,1775744205385,1775744206257,4512,987647829777143,3258192,987715614367013,1
136,1775744205885,1775744206710,4512,987647829777143,3282384,987716118232065,1
137,1775744206385,1775744207198,4512,987647829777143,3306576,987716622769408,1
138,1775744206885,1775744207708,4512,987647829777143,3330768,987717126154096,1
139,1775744207385,1775744208274,4512,987647829777143,3352560,987717580519668,1
140,1775744207884,1775744208696,4512,987647829777143,3376752,987718084887637,1
141,1775744208383,1775744209298,4512,987647829777143,3400992,987718589215085,1
142,1775744208883,1775744209697,4512,987647829777143,3425232,987719094275866,1
143,1775744209383,1775744210219,4512,987647829777143,3449520,987719600709616,1
144,1775744209884,1775744210699,4512,987647829777143,3473808,987720106240032,1
145,1775744210385,1775744211200,4512,987647829777143,3498000,987720610991178,1
146,1775744210885,1775744211706,4512,987647829777143,3522240,987721115761334,1
147,1775744211384,1775744212265,4512,987647829777143,3546480,987721620850969,1
148,1775744211885,1775744212707,4512,987647829777143,3570672,987722124918313,1
149,1775744212385,1775744213290,4512,987647829777143,3592512,987722579850135,1
150,1775744212883,1775744213706,4512,987647829777143,3616752,987723085048468,1
151,1775744213385,1775744214314,4512,987647829777143,3641088,987723591473677,1
152,1775744213885,1775744214697,4512,987647829777143,3665280,987724096046958,1
153,1775744214383,1775744215256,4512,987647829777143,3689472,987724599887843,1
154,1775744214885,1775744215709,4512,987647829777143,3713712,987725104391124,1
155,1775744215385,1775744216260,4512,987647829777143,3738000,987725610102530,1
156,1775744215885,1775744216716,4512,987647829777143,3762192,987726114619092,1
157,1775744216384,1775744217285,4512,987647829777143,3786432,987726619620134,1
158,1775744216883,1775744217703,4512,987647829777143,3810720,987727125210550,1
159,1775744217385,1775744218309,4512,987647829777143,3832512,987727579607529,1
160,1775744217885,1775744218709,4512,987647829777143,3856800,987728085342737,1
161,1775744218385,1775744219251,4512,987647829777143,3881088,987728591190966,1
162,1775744218884,1775744219695,4512,987647829777143,3905232,987729094953049,1
163,1775744219385,1775744220253,4512,987647829777143,3929568,987729601290133,1
164,1775744219885,1775744220698,4512,987647829777143,3953760,987730105922268,1
165,1775744220385,1775744221279,4512,987647829777143,3978000,987730610760861,1
166,1775744220885,1775744221709,4512,987647829777143,4002240,987731115911070,1
167,1775744221385,1775744222302,4512,987647829777143,4026528,987731621575548,1
168,1775744221885,1775744222700,4512,987647829777143,4048416,987732077399298,1
169,1775744222385,1775744223254,4512,987647829777143,4072608,987732581663829,1
170,1775744222885,1775744223697,4512,987647829777143,4096992,987733089980392,1
171,1775744223386,1775744224255,4512,987647829777143,4121232,987733594489037,1
172,1775744223885,1775744224707,4512,987647829777143,4145472,987734099391693,1
173,1775744224385,1775744225272,4512,987647829777143,4169712,987734604682891,1
174,1775744224883,1775744225696,4512,987647829777143,4193952,987735109491589,1
175,1775744225385,1775744226297,4512,987647829777143,4218240,987735615341172,1
176,1775744225886,1775744226737,4512,987647829777143,4242480,987736120927005,1
177,1775744226385,1775744227350,4512,987647829777143,4266672,987736624534713,1
178,1775744226885,1775744227712,4512,987647829777143,4290864,987737128318619,1
179,1775744227385,1775744228258,4512,987647829777143,4312656,987737582960077,1
180,1775744227885,1775744228700,4512,987647829777143,4336896,987738087889661,1
181,1775744228386,1775744229266,4512,987647829777143,4361184,987738593231952,1
182,1775744228885,1775744229700,4512,987647829777143,4385424,987739098873410,1
183,1775744229385,1775744230199,4512,987647829777143,4409712,987739604683514,1
184,1775744229885,1775744230706,4512,987647829777143,4433952,987740109879139,1
185,1775744230385,1775744231312,4512,987647829777143,4458192,987740614080701,1
186,1775744230885,1775744231697,4512,987647829777143,4482432,987741119588930,1
187,1775744231385,1775744232249,4512,987647829777143,4506672,987741624133045,1
188,1775744231885,1775744232698,4512,987647829777143,4530960,987742130250961,1
