eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775785923170,0,-45.799,1759,95663,97422,pre
0,1775785923272,102,-8.175,,,,probe
0,1775785923473,303,-2.175,,,,probe
0,1775785923674,504,-3.175,,,,probe
0,1775785924179,1009,4.405,,,,probe
0,1775785925189,2019,13.427,,,,probe
1,1775785925897,0,24.427,-938,226926,225988,pre
1,1775785925998,101,4.885,,,,probe
1,1775785926201,304,1.205,,,,probe
1,1775785926403,506,4.205,,,,probe
2,1775785931268,0,-38.425,1476,98773,100249,pre
2,1775785931368,100,26.325,,,,probe
2,1775785931572,304,25.325,,,,probe
3,1775785935815,0,-42.618,1637,96278,97915,pre
3,1775785935966,151,-0.514,,,,probe
3,1775785936168,353,-0.514,,,,probe
4,1775785940384,0,-43.798,1682,95374,97056,pre
4,1775785940485,101,-8.756,,,,probe
4,1775785940686,302,-4.756,,,,probe
4,1775785940888,504,-4.756,,,,probe
4,1775785941393,1009,-5.181,,,,probe
4,1775785942405,2021,1.737,,,,probe
5,1775785950291,0,-39.487,1516,5850195,5851711,pre
5,1775785950392,101,-7.904,,,,probe
5,1775785950594,303,-6.904,,,,probe
5,1775785950795,504,-6.904,,,,probe
5,1775785951299,1008,0.009,,,,probe
5,1775785952310,2019,-1.006,,,,probe
6,1775785954129,0,22.609,-868,7471787,7470919,pre
6,1775785954230,101,4.525,,,,probe
6,1775785954431,302,4.525,,,,probe
6,1775785954633,504,9.525,,,,probe
6,1775785955189,1060,-36.213,,,,probe
7,1775785955189,0,-36.213,1391,7523719,7525110,pre
7,1775785955291,102,-7.233,,,,probe
7,1775785955492,303,-7.233,,,,probe
7,1775785955694,505,-1.233,,,,probe
7,1775785956198,1009,4.002,,,,probe
7,1775785957308,2119,-0.002,,,,probe
8,1775785965801,0,-41.634,1599,89404,91003,pre
8,1775785966004,203,-8.321,,,,probe
8,1775785966105,304,-2.100,,,,probe
8,1775785966358,557,-2.100,,,,probe
8,1775785966860,1059,0.004,,,,probe
8,1775785967870,2069,5.304,,,,probe
9,1775785969691,0,21.726,-834,2675712,2674878,pre
9,1775785969791,100,4.351,,,,probe
9,1775785969992,301,4.351,,,,probe
9,1775785970194,503,10.679,,,,probe
9,1775785970699,1008,-35.321,,,,probe
10,1775785970699,0,-35.321,1356,2722974,2724330,pre
10,1775785970799,100,-7.071,,,,probe
10,1775785971001,302,-1.071,,,,probe
10,1775785971204,505,-1.677,,,,probe
10,1775785971760,1061,3.323,,,,probe
10,1775785972771,2072,11.678,,,,probe
11,1775785974081,0,23.998,-922,2887434,2886512,pre
11,1775785974183,102,4.790,,,,probe
11,1775785974385,304,4.078,,,,probe
11,1775785974588,507,11.078,,,,probe
11,1775785975093,1012,15.078,,,,probe
12,1775785975699,0,20.336,-781,2963312,2962531,pre
12,1775785975800,101,4.066,,,,probe
12,1775785976003,304,4.066,,,,probe
12,1775785976256,557,-40.701,,,,probe
12,1775785976762,1063,-38.701,,,,probe
13,1775785976762,0,-38.701,1486,3015331,3016817,pre
13,1775785976863,101,-7.743,,,,probe
13,1775785977066,304,-0.433,,,,probe
13,1775785977268,506,-0.433,,,,probe
13,1775785977773,1011,1.567,,,,probe
13,1775785978785,2023,15.845,,,,probe
14,1775785979492,0,26.096,-1002,3146321,3145319,pre
14,1775785979593,101,5.221,,,,probe
14,1775785979794,302,6.221,,,,probe
14,1775785979996,504,5.221,,,,probe
14,1775785980502,1010,10.347,,,,probe
