seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775746312357,1775746313281,5184,989790036783878,19296,989790330516482,1
1,1775746312855,1775746313840,5184,989790036783878,42864,989790822130023,1
2,1775746313363,1775746314278,5184,989790036783878,66912,989791322602367,1
3,1775746313855,1775746314866,5184,989790036783878,91200,989791829116429,1
4,1775746314355,1775746315281,5184,989790036783878,113040,989792283931585,1
5,1775746314855,1775746315890,5184,989790036783878,137232,989792787541950,1
6,1775746315355,1775746316338,5184,989790036783878,161472,989793293250283,1
7,1775746315855,1775746316817,5184,989790036783878,185760,989793798912939,1
8,1775746316355,1775746317319,5184,989790036783878,210048,989794304491532,1
9,1775746316856,1775746317836,5184,989790036783878,234192,989794808295334,1
10,1775746317355,1775746318277,5184,989790036783878,258432,989795312966063,1
11,1775746317857,1775746318859,5184,989790036783878,282672,989795818414084,1
12,1775746318355,1775746319277,5184,989790036783878,307008,989796324524917,1
13,1775746318856,1775746319778,5184,989790036783878,331248,989796829863198,1
14,1775746319355,1775746320285,5184,989790036783878,353088,989797285039188,1
15,1775746319855,1775746320775,5184,989790036783878,377424,989797792238927,1
16,1775746320355,1775746321315,5184,989790036783878,401760,989798298682052,1
17,1775746320855,1775746321774,5184,989790036783878,426000,989798804258302,1
18,1775746321355,1775746322275,5184,989790036783878,450240,989799309107208,1
19,1775746321855,1775746322854,5184,989790036783878,474528,989799815232989,1
20,1775746322355,1775746323273,5184,989790036783878,498816,989800321270697,1
21,1775746322855,1775746323780,5184,989790036783878,523104,989800827117988,1
22,1775746323355,1775746324324,5184,989790036783878,547344,989801332089394,1
23,1775746323855,1775746324785,5184,989790036783878,569136,989801786272728,1
24,1775746324355,1775746325286,5184,989790036783878,593376,989802290990488,1
25,1775746324857,1775746325823,5184,989790036783878,617568,989802794920227,1
26,1775746325357,1775746326309,5184,989790036783878,641808,989803299884081,1
27,1775746325856,1775746326845,5184,989790036783878,666000,989803804399029,1
28,1775746326357,1775746327325,5184,989790036783878,690288,989804310249341,1
29,1775746326857,1775746327873,5184,989790036783878,714528,989804815446372,1
30,1775746327356,1775746328284,5184,989790036783878,738816,989805320604862,1
31,1775746327857,1775746328785,5184,989790036783878,762960,989805823752049,1
32,1775746328356,1775746329320,5184,989790036783878,787200,989806328646372,1
33,1775746328856,1775746329774,5184,989790036783878,811392,989806833355538,1
34,1775746329355,1775746330276,5184,989790036783878,833232,989807287765486,1
35,1775746329857,1775746330839,5184,989790036783878,857424,989807792288715,1
36,1775746330356,1775746331292,5184,989790036783878,881664,989808297123767,1
37,1775746330857,1775746331862,5184,989790036783878,905904,989808801981058,1
38,1775746331356,1775746332275,5184,989790036783878,930096,989809306304860,1
39,1775746331857,1775746332916,5184,989790036783878,954432,989809812485849,1
40,1775746332356,1775746333327,5184,989790036783878,978672,989810317599183,1
41,1775746332856,1775746333786,5184,989790036783878,1002816,989810820748037,1
42,1775746333355,1775746334284,5184,989790036783878,1027008,989811325371630,1
43,1775746333857,1775746334834,5184,989790036783878,1051248,989811830365901,1
44,1775746334356,1775746335282,5184,989790036783878,1073136,989812285831213,1
45,1775746334855,1775746335856,5184,989790036783878,1097328,989812790141473,1
46,1775746335357,1775746336315,5184,989790036783878,1121520,989813294447098,1
47,1775746335857,1775746336881,5184,989790036783878,1145760,989813798884233,1
48,1775746336357,1775746337287,5184,989790036783878,1170048,989814305075327,1
49,1775746336857,1775746337774,5184,989790036783878,1194240,989814809427618,1
50,1775746337357,1775746338322,5184,989790036783878,1218480,989815313820899,1
51,1775746337857,1775746338774,5184,989790036783878,1242768,989815820156576,1
52,1775746338356,1775746339305,5184,989790036783878,1267008,989816325447253,1
53,1775746338856,1775746339850,5184,989790036783878,1291200,989816828919388,1
54,1775746339356,1775746340275,5184,989790036783878,1313040,989817283767617,1
55,1775746339857,1775746340876,5184,989790036783878,1337280,989817789357617,1
56,1775746340357,1775746341302,5184,989790036783878,1361616,989818295474648,1
57,1775746340855,1775746341798,5184,989790036783878,1385808,989818799476419,1
58,1775746341355,1775746342311,5184,989790036783878,1410096,989819305700690,1
59,1775746341862,1775746342818,5184,989790036783878,1434336,989819810839127,1
60,1775746342355,1775746343294,5184,989790036783878,1458624,989820316812460,1
61,1775746342857,1775746343806,5184,989790036783878,1482864,989820822244908,1
62,1775746343356,1775746344356,5184,989790036783878,1507104,989821327107408,1
63,1775746343855,1775746344809,5184,989790036783878,1531344,989821832299022,1
64,1775746344356,1775746345305,5184,989790036783878,1553184,989822286930116,1
65,1775746344855,1775746345815,5184,989790036783878,1577424,989822791867095,1
66,1775746345355,1775746346304,5184,989790036783878,1601664,989823296960323,1
67,1775746345855,1775746346771,5184,989790036783878,1626000,989823803505011,1
68,1775746346355,1775746347283,5184,989790036783878,1650240,989824308944125,1
69,1775746346855,1775746347837,5184,989790036783878,1674336,989824811427979,1
70,1775746347355,1775746348286,5184,989790036783878,1698576,989825316061625,1
71,1775746347855,1775746348787,5184,989790036783878,1722864,989825821788187,1
72,1775746348355,1775746349317,5184,989790036783878,1747104,989826326662979,1
73,1775746348855,1775746349915,5184,989790036783878,1771344,989826831604697,1
74,1775746349355,1775746350321,5184,989790036783878,1793184,989827287314280,1
75,1775746349855,1775746350821,5184,989790036783878,1817376,989827790895947,1
76,1775746350355,1775746351320,5184,989790036783878,1841664,989828296736103,1
77,1775746350855,1775746351773,5184,989790036783878,1865952,989828802543707,1
78,1775746351355,1775746352275,5184,989790036783878,1890192,989829307665998,1
79,1775746351857,1775746352855,5184,989790036783878,1914384,989829811885529,1
80,1775746352355,1775746353273,5184,989790036783878,1938624,989830316731623,1
81,1775746352855,1775746353924,5184,989790036783878,1962768,989830820292716,1
82,1775746353355,1775746354317,5184,989790036783878,1987008,989831324761675,1
83,1775746353855,1775746354775,5184,989790036783878,2011200,989831829318393,1
84,1775746354355,1775746355321,5184,989790036783878,2033088,989832285050945,1
85,1775746354857,1775746355825,5184,989790036783878,2057376,989832791379018,1
86,1775746355357,1775746356275,5184,989790036783878,2081664,989833296590424,1
87,1775746355856,1775746356824,5184,989790036783878,2105808,989833800120059,1
88,1775746356356,1775746357358,5184,989790036783878,2130048,989834304937090,1
89,1775746356855,1775746357813,5184,989790036783878,2154288,989834810282402,1
90,1775746357355,1775746358312,5184,989790036783878,2178576,989835316333913,1
91,1775746357857,1775746358810,5184,989790036783878,2202816,989835820932194,1
92,1775746358355,1775746359319,5184,989790036783878,2227104,989836326634329,1
93,1775746358857,1775746359821,5184,989790036783878,2251344,989836831955579,1
94,1775746359357,1775746360323,5184,989790036783878,2273136,989837285981204,1
95,1775746359856,1775746360845,5184,989790036783878,2297376,989837791417714,1
96,1775746360357,1775746361274,5184,989790036783878,2321568,989838294962922,1
97,1775746360857,1775746361868,5184,989790036783878,2345904,989838801702557,1
98,1775746361356,1775746362275,5184,989790036783878,2370048,989839305157817,1
99,1775746361857,1775746362776,5184,989790036783878,2394336,989839811267973,1
100,1775746362357,1775746363314,5184,989790036783878,2418624,989840316636202,1
101,1775746362857,1775746363788,5184,989790036783878,2442816,989840821261671,1
102,1775746363357,1775746364322,5184,989790036783878,2467056,989841326386150,1
