seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775782932052,1775782931960,1775782932250,198,-191,,init
1,1775782932162,1775782932013,1775782932285,123,-210,,init
2,1775782932280,1775782932101,1775782932370,90,-224,,init
3,1775782932402,1775782932192,1775782932505,103,-261,,init
4,1775782932507,1775782932282,1775782932594,87,-268,,init
5,1775782932613,1775782932386,1775782932643,30,-242,,init
6,1775782932714,1775782932488,1775782932804,90,-271,,init
7,1775782932834,1775782932660,1775782932925,91,-219,,init
8,1775782932964,1775782932750,1775782933065,101,-264,,init
9,1775782933067,1775782932840,1775782933161,94,-274,,init
10,1775782934706,1775782934556,1775782935008,302,-301,-247.900,steady
11,1775782935704,1775782935557,1775782935950,246,-270,-250.110,steady
12,1775782936706,1775782936517,1775782936898,192,-285,-253.599,steady
13,1775782937704,1775782937549,1775782937829,125,-217,-249.939,steady
14,1775782938704,1775782938557,1775782938856,152,-223,-246.645,steady
15,1775782939706,1775782939552,1775782939896,190,-249,-243.681,steady
16,1775782940706,1775782940511,1775782940844,138,-264,-241.013,steady
17,1775782941704,1775782941550,1775782941832,128,-218,-238.611,steady
18,1775782942704,1775782942534,1775782942825,121,-230,-237.750,steady
19,1775782943704,1775782943516,1775782943845,141,-258,-236.975,steady
20,1775782944705,1775782944553,1775782944896,191,-247,-236.278,steady
21,1775782945704,1775782945545,1775782945888,184,-251,-235.650,steady
22,1775782946704,1775782946538,1775782946870,166,-249,-235.085,steady
23,1775782947705,1775782947547,1775782947909,204,-260,-237.376,steady
24,1775782948706,1775782948502,1775782948770,64,-236,-237.239,steady
25,1775782949704,1775782949520,1775782949896,192,-280,-237.115,steady
26,1775782950722,1775782950672,1775782950988,266,-183,-237.003,steady
27,1775782951710,1775782951584,1775782951901,191,-221,-236.903,steady
28,1775782952707,1775782952593,1775782952838,131,-179,-236.813,steady
29,1775782953717,1775782953618,1775782953953,236,-217,-231.031,steady
30,1775782954716,1775782954559,1775782954870,154,-234,-225.828,steady
31,1775782955709,1775782955564,1775782955913,204,-247,-221.146,steady
32,1775782956712,1775782956587,1775782956924,212,-231,-216.931,steady
33,1775782957708,1775782957613,1775782957946,238,-214,-218.638,steady
34,1775782958718,1775782958532,1775782958817,99,-235,-220.274,steady
35,1775782959715,1775782959564,1775782959815,100,-201,-221.747,steady
36,1775782960709,1775782960482,1775782960752,43,-248,-224.372,steady
37,1775782961709,1775782961606,1775782961937,228,-217,-226.735,steady
