seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775740020440,1775740021192,4176,983844470761094,18768,983844774846562,1
1,1775740020937,1775740021764,4176,983844470761094,42528,983845269265885,1
2,1775740021436,1775740022184,4176,983844470761094,64512,983845727316979,1
3,1775740021936,1775740022787,4176,983844470761094,88752,983846232294583,1
4,1775740022437,1775740023204,4176,983844470761094,112992,983846737354270,1
5,1775740022938,1775740023688,4176,983844470761094,137232,983847242345884,1
6,1775740023437,1775740024198,4176,983844470761094,161472,983847747623176,1
7,1775740023936,1775740024734,4176,983844470761094,185712,983848252333488,1
8,1775740024436,1775740025186,4176,983844470761094,210000,983848758253436,1
9,1775740024937,1775740025777,4176,983844470761094,234240,983849263310623,1
10,1775740025437,1775740026188,4176,983844470761094,258480,983849768271821,1
11,1775740025937,1775740026779,4176,983844470761094,282720,983850273974737,1
12,1775740026437,1775740027202,4176,983844470761094,304752,983850732694841,1
13,1775740026937,1775740027695,4176,983844470761094,328848,983851234402914,1
14,1775740027436,1775740028196,4176,983844470761094,353136,983851740410154,1
15,1775740027937,1775740028728,4176,983844470761094,377376,983852245081924,1
16,1775740028437,1775740029186,4176,983844470761094,401568,983852749565986,1
17,1775740028937,1775740029774,4176,983844470761094,425808,983853254338122,1
18,1775740029436,1775740030196,4176,983844470761094,450048,983853759899007,1
19,1775740029936,1775740030772,4176,983844470761094,474336,983854265664892,1
20,1775740030437,1775740031189,4176,983844470761094,498576,983854770983902,1
21,1775740030937,1775740031776,4176,983844470761094,522816,983855275498798,1
22,1775740031437,1775740032197,4176,983844470761094,544608,983855729670881,1
23,1775740031937,1775740032688,4176,983844470761094,568800,983856233076246,1
24,1775740032437,1775740033228,4176,983844470761094,592992,983856737459735,1
25,1775740032937,1775740033698,4176,983844470761094,617232,983857242329474,1
26,1775740033437,1775740034188,4176,983844470761094,641424,983857746508901,1
27,1775740033937,1775740034776,4176,983844470761094,665616,983858250833068,1
28,1775740034437,1775740035186,4176,983844470761094,689904,983858756243432,1
29,1775740034937,1775740035685,4176,983844470761094,714192,983859262265776,1
30,1775740035437,1775740036198,4176,983844470761094,738432,983859767725463,1
31,1775740035937,1775740036701,4176,983844470761094,762672,983860272240775,1
32,1775740036437,1775740037197,4176,983844470761094,786816,983860775583379,1
33,1775740036937,1775740037783,4176,983844470761094,808656,983861230151035,1
34,1775740037437,1775740038188,4176,983844470761094,832848,983861734098796,1
35,1775740037937,1775740038769,4176,983844470761094,857136,983862240289837,1
36,1775740038436,1775740039185,4176,983844470761094,881328,983862744756712,1
37,1775740038937,1775740039787,4176,983844470761094,905520,983863248409107,1
38,1775740039437,1775740040202,4176,983844470761094,929760,983863753139889,1
39,1775740039937,1775740040687,4176,983844470761094,953952,983864257127545,1
40,1775740040436,1775740041193,4176,983844470761094,978144,983864761880565,1
41,1775740040937,1775740041734,4176,983844470761094,1002480,983865268096867,1
42,1775740041437,1775740042187,4176,983844470761094,1026672,983865772647284,1
43,1775740041936,1775740042776,4176,983844470761094,1048464,983866226653690,1
44,1775740042436,1775740043186,4176,983844470761094,1072752,983866732069783,1
45,1775740042937,1775740043781,4176,983844470761094,1096896,983867235985460,1
46,1775740043437,1775740044196,4176,983844470761094,1121136,983867740136814,1
47,1775740043937,1775740044687,4176,983844470761094,1145328,983868244748585,1
48,1775740044437,1775740045187,4176,983844470761094,1169568,983868749382439,1
49,1775740044936,1775740045727,4176,983844470761094,1193760,983869253943428,1
50,1775740045436,1775740046196,4176,983844470761094,1217952,983869757729730,1
51,1775740045937,1775740046773,4176,983844470761094,1242192,983870262446240,1
52,1775740046437,1775740047191,4176,983844470761094,1266432,983870767818219,1
53,1775740046936,1775740047768,4176,983844470761094,1290624,983871271797802,1
54,1775740047437,1775740048286,4176,983844470761094,1312464,983871726751604,1
55,1775740047937,1775740048702,4176,983844470761094,1336704,983872231739052,1
56,1775740048435,1775740049197,4176,983844470761094,1360944,983872736864937,1
57,1775740049023,1775740049774,4176,983844470761094,1385280,983873243093583,1
58,1775740049025,1775740049779,4176,983844470761094,1385280,983873243093583,0
