seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775781652909,1775781652713,1775781653008,99,-245,,init
1,1775781653020,1775781652803,1775781653107,87,-260,,init
2,1775781653137,1775781652914,1775781653253,116,-281,,init
3,1775781653241,1775781653029,1775781653338,97,-260,,init
4,1775781653343,1775781653228,1775781653558,215,-222,,init
5,1775781653445,1775781653432,1775781653763,318,-172,,init
6,1775781653549,1775781653433,1775781653848,299,-265,,init
7,1775781653651,1775781653538,1775781653980,329,-277,,init
8,1775781653756,1775781653538,1775781653981,225,-330,,init
9,1775781653879,1775781653739,1775781654113,234,-257,,init
10,1775781655489,1775781655379,1775781655621,132,-176,-251.600,steady
11,1775781656490,1775781656406,1775781656740,250,-209,-244.040,steady
12,1775781657489,1775781657327,1775781657660,171,-247,-237.236,steady
13,1775781658488,1775781658345,1775781658684,196,-241,-231.112,steady
14,1775781659487,1775781659288,1775781659553,66,-232,-231.201,steady
15,1775781660494,1775781660293,1775781660608,114,-258,-231.281,steady
16,1775781661489,1775781661289,1775781661598,109,-254,-231.353,steady
17,1775781662503,1775781662289,1775781662603,100,-264,-231.418,steady
18,1775781663494,1775781663877,1775781664291,797,-15,-231.476,steady
19,1775781664487,1775781664286,1775781664561,74,-238,-232.128,steady
20,1775781665487,1775781665292,1775781665679,192,-291,-232.715,steady
21,1775781666487,1775781666290,1775781666556,69,-231,-232.544,steady
22,1775781667494,1775781667290,1775781667543,49,-228,-232.090,steady
23,1775781668492,1775781668286,1775781668593,101,-256,-231.681,steady
24,1775781669501,1775781669288,1775781669603,102,-264,-231.313,steady
25,1775781670487,1775781670282,1775781670597,110,-260,-230.981,steady
26,1775781671492,1775781671289,1775781671532,40,-223,-230.183,steady
27,1775781672493,1775781672281,1775781672532,39,-231,-230.265,steady
28,1775781673491,1775781673290,1775781673559,68,-235,-230.338,steady
29,1775781674487,1775781674285,1775781674592,105,-254,-230.405,steady
30,1775781675496,1775781675286,1775781675540,44,-232,-230.464,steady
31,1775781676492,1775781676280,1775781676595,103,-263,-230.518,steady
32,1775781677491,1775781677298,1775781677611,120,-253,-230.666,steady
33,1775781678490,1775781678282,1775781678531,41,-228,-230.399,steady
34,1775781679505,1775781679297,1775781679609,104,-260,-230.159,steady
35,1775781680496,1775781680283,1775781680549,53,-239,-229.943,steady
36,1775781681492,1775781681287,1775781681595,103,-256,-229.749,steady
37,1775781682492,1775781682295,1775781682598,106,-250,-229.574,steady
38,1775781683489,1775781683285,1775781683596,107,-257,-230.517,steady
39,1775781684487,1775781684278,1775781684612,125,-271,-231.365,steady
40,1775781685493,1775781685291,1775781685557,64,-234,-231.629,steady
41,1775781686492,1775781686283,1775781686594,102,-260,-231.866,steady
42,1775781687487,1775781687288,1775781687587,100,-249,-232.079,steady
43,1775781688487,1775781688290,1775781688546,59,-226,-231.471,steady
44,1775781689487,1775781689287,1775781689587,100,-250,-230.924,steady
45,1775781690491,1775781690289,1775781690533,42,-223,-230.132,steady
46,1775781691491,1775781691285,1775781691592,101,-256,-229.419,steady
47,1775781692489,1775781692293,1775781692586,97,-244,-228.777,steady
48,1775781693487,1775781693285,1775781693685,198,-301,-228.199,steady
49,1775781694495,1775781694293,1775781694558,63,-233,-227.679,steady
50,1775781695488,1775781695288,1775781695592,104,-252,-228.211,steady
51,1775781696487,1775781696272,1775781696528,41,-235,-228.890,steady
52,1775781697488,1775781697280,1775781697527,39,-227,-228.701,steady
53,1775781698487,1775781698283,1775781698596,109,-258,-228.531,steady
54,1775781699491,1775781699290,1775781699533,42,-222,-228.378,steady
55,1775781700489,1775781700281,1775781700691,202,-309,-228.240,steady
56,1775781701489,1775781701285,1775781701532,43,-225,-228.116,steady
57,1775781702488,1775781702291,1775781702645,157,-275,-227.504,steady
