seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
58,1775781703487,1775781703284,1775781703552,65,-235,-226.954,steady
59,1775781704491,1775781704290,1775781704532,41,-221,-226.359,steady
60,1775781705490,1775781705285,1775781705534,44,-227,-225.823,steady
61,1775781706489,1775781706290,1775781706603,114,-256,-225.340,steady
62,1775781707487,1775781707285,1775781707528,41,-222,-225.006,steady
63,1775781708487,1775781708290,1775781708545,58,-226,-224.706,steady
64,1775781709487,1775781709285,1775781709537,50,-227,-224.435,steady
65,1775781710489,1775781710279,1775781710531,42,-231,-224.192,steady
66,1775781711488,1775781711284,1775781711607,119,-263,-223.973,steady
67,1775781712487,1775781712278,1775781712593,106,-262,-224.675,steady
68,1775781713487,1775781713387,1775781713651,164,-182,-225.308,steady
69,1775781714490,1775781714277,1775781714558,68,-247,-225.877,steady
70,1775781715489,1775781715284,1775781715610,121,-265,-227.989,steady
71,1775781716488,1775781716283,1775781716593,105,-257,-229.890,steady
72,1775781717487,1775781717285,1775781717554,67,-235,-230.401,steady
73,1775781718487,1775781718277,1775781718667,180,-300,-230.861,steady
74,1775781719492,1775781719285,1775781719552,60,-237,-231.475,steady
75,1775781720489,1775781720289,1775781720609,120,-260,-232.028,steady
76,1775781721489,1775781721282,1775781721596,107,-260,-232.525,steady
77,1775781722487,1775781722293,1775781722532,45,-216,-230.872,steady
78,1775781723496,1775781723287,1775781723597,101,-259,-229.385,steady
79,1775781724491,1775781724289,1775781724532,41,-222,-228.647,steady
80,1775781725487,1775781725282,1775781725529,42,-226,-227.982,steady
81,1775781726487,1775781726291,1775781726601,114,-253,-227.384,steady
82,1775781727487,1775781727282,1775781727523,36,-223,-226.945,steady
83,1775781728492,1775781728284,1775781728596,104,-260,-226.551,steady
84,1775781729489,1775781729282,1775781729592,103,-258,-226.196,steady
85,1775781730489,1775781730289,1775781730595,106,-253,-225.876,steady
86,1775781731488,1775781731282,1775781731536,48,-230,-225.589,steady
87,1775781732487,1775781732290,1775781732593,106,-250,-226.030,steady
88,1775781733495,1775781733284,1775781733598,103,-262,-226.427,steady
89,1775781734492,1775781734291,1775781734659,167,-284,-226.784,steady
90,1775781735487,1775781735282,1775781735533,46,-228,-226.906,steady
91,1775781736487,1775781736289,1775781736590,103,-249,-227.015,steady
92,1775781737487,1775781737282,1775781737588,101,-255,-227.114,steady
93,1775781738493,1775781738286,1775781738599,106,-260,-227.202,steady
94,1775781739488,1775781739275,1775781739527,39,-232,-227.682,steady
95,1775781740489,1775781740280,1775781740596,107,-262,-228.114,steady
96,1775781741487,1775781741276,1775781741525,38,-230,-228.302,steady
97,1775781742491,1775781742276,1775781742512,21,-225,-227.972,steady
98,1775781743490,1775781743280,1775781743532,42,-231,-227.675,steady
99,1775781744487,1775781744274,1775781744589,102,-264,-227.407,steady
100,1775781745487,1775781745274,1775781745588,101,-263,-227.167,steady
101,1775781746487,1775781746300,1775781746953,466,-420,-226.950,steady
102,1775781747487,1775781747279,1775781747518,31,-223,-226.555,steady
103,1775781748487,1775781748283,1775781748535,48,-228,-226.200,steady
104,1775781749487,1775781749280,1775781749536,49,-231,-225.880,steady
105,1775781750487,1775781750275,1775781750593,106,-265,-225.592,steady
106,1775781751487,1775781751281,1775781751588,101,-256,-225.332,steady
107,1775781752488,1775781752274,1775781752530,42,-235,-226.299,steady
108,1775781753487,1775781753280,1775781753587,100,-257,-227.169,steady
109,1775781754487,1775781754274,1775781754589,102,-264,-227.952,steady
110,1775781755490,1775781755282,1775781755593,103,-259,-228.657,steady
111,1775781756489,1775781756276,1775781756530,41,-233,-229.091,steady
112,1775781757488,1775781757280,1775781757531,43,-229,-229.482,steady
113,1775781758487,1775781758275,1775781758591,104,-264,-229.834,steady
114,1775781759495,1775781759283,1775781759532,37,-230,-229.851,steady
115,1775781760493,1775781760281,1775781760532,39,-231,-229.866,steady
116,1775781761490,1775781761277,1775781761593,103,-264,-229.879,steady
117,1775781762488,1775781762280,1775781762688,200,-308,-229.891,steady
118,1775781763487,1775781763282,1775781763600,113,-261,-229.902,steady
119,1775781764486,1775781764274,1775781764527,41,-232,-230.012,steady
120,1775781765491,1775781765280,1775781765533,42,-232,-230.211,steady
121,1775781766489,1775781766274,1775781766562,73,-251,-230.390,steady
122,1775781767487,1775781767281,1775781767594,107,-259,-230.551,steady
123,1775781768487,1775781768274,1775781768531,44,-235,-230.696,steady
124,1775781769487,1775781769280,1775781769529,42,-228,-230.426,steady
125,1775781770494,1775781770283,1775781770600,106,-264,-230.183,steady
126,1775781771490,1775781771284,1775781771595,105,-258,-229.965,steady
127,1775781772488,1775781772276,1775781772530,42,-233,-230.269,steady
128,1775781773487,1775781773279,1775781773514,27,-221,-229.342,steady
129,1775781774487,1775781774274,1775781774582,95,-260,-228.508,steady
130,1775781775495,1775781775287,1775781775608,113,-264,-227.757,steady
131,1775781776489,1775781776274,1775781776591,102,-266,-227.081,steady
132,1775781777488,1775781777281,1775781777529,41,-227,-226.473,steady
133,1775781778487,1775781778297,1775781778543,56,-218,-226.526,steady
134,1775781779488,1775781779281,1775781779595,107,-260,-226.573,steady
135,1775781780487,1775781780275,1775781780589,102,-263,-226.616,steady
136,1775781781487,1775781781281,1775781781588,101,-256,-226.654,steady
137,1775781782487,1775781782290,1775781782526,39,-216,-225.589,steady
138,1775781783487,1775781783280,1775781783589,102,-258,-224.630,steady
139,1775781784488,1775781784277,1775781784588,100,-261,-223.767,steady
140,1775781785488,1775781785284,1775781785589,101,-254,-222.990,steady
141,1775781786487,1775781786277,1775781786527,40,-230,-222.291,steady
142,1775781787487,1775781787280,1775781787528,41,-227,-223.062,steady
143,1775781788487,1775781788276,1775781788591,104,-263,-223.756,steady
144,1775781789488,1775781789281,1775781789604,116,-265,-224.380,steady
145,1775781790487,1775781790274,1775781790532,45,-235,-224.942,steady
146,1775781791487,1775781791280,1775781791592,105,-259,-225.148,steady
147,1775781792487,1775781792275,1775781792527,40,-232,-225.833,steady
148,1775781793487,1775781793281,1775781793588,101,-256,-226.450,steady
149,1775781794487,1775781794273,1775781794523,36,-232,-227.005,steady
150,1775781795490,1775781795280,1775781795537,47,-233,-227.504,steady
151,1775781796491,1775781796383,1775781796720,229,-222,-227.954,steady
152,1775781797487,1775781797274,1775781797524,37,-231,-228.359,steady
153,1775781798491,1775781798338,1775781798663,172,-239,-228.723,steady
