wallMs,obsHostFrame,obsHostTimeMs,guestFrame,seekAccum,filteredOffsetMs,expectedHostFrame,driftMs
1775782381504,19632,1775782380680,9312,39096,-225.150,48376.8,0.650
1775782381589,43296,1775782381173,13392,39096,-225.150,52456.8,0.650
1775782381692,43296,1775782381173,18336,39096,-225.150,57400.8,0.650
1775782381786,43296,1775782381173,22848,39096,-225.150,61912.8,0.650
1775782381892,43296,1775782381173,27936,39096,-225.150,67000.8,0.650
1775782381997,43296,1775782381173,32976,39096,-225.150,72040.8,0.650
1775782382091,43296,1775782381173,37488,39096,-225.150,76552.8,0.650
1775782382195,67248,1775782381672,42480,39096,-225.150,81544.8,0.650
1775782382287,67248,1775782381672,46944,39096,-225.150,85960.8,1.650
1775782382348,67248,1775782381672,49824,39096,-225.150,88888.8,0.650
1775782382450,67248,1775782381672,54720,39096,-225.150,93784.8,0.650
1775782382551,91536,1775782382178,59568,39096,-225.735,98604.7,1.235
1775782382651,91536,1775782382178,64368,39096,-225.735,103404.7,1.235
1775782382753,91536,1775782382178,69264,39096,-225.735,108300.7,1.235
1775782382854,91536,1775782382178,74112,39096,-225.735,113148.7,1.235
1775782382955,91536,1775782382178,79008,39096,-225.735,117996.7,2.235
1775782383056,115728,1775782382682,83808,39096,-225.735,122844.7,1.235
1775782383157,115728,1775782382682,88656,39096,-225.735,127692.7,1.235
1775782383258,115728,1775782382682,93504,39096,-225.735,132540.7,1.235
1775782383358,115728,1775782382682,98304,39096,-225.735,137340.7,1.235
1775782383459,115728,1775782382682,103152,39096,-225.735,142188.7,1.235
1775782383560,115728,1775782382682,108000,39096,-226.262,147011.4,1.761
1775782383660,137520,1775782383136,112800,39096,-226.262,151811.4,1.761
1775782383761,137520,1775782383136,117696,39096,-226.262,156659.4,2.761
1775782383862,137520,1775782383136,122496,39096,-226.262,161507.4,1.761
1775782383964,137520,1775782383136,127392,39096,-226.262,166403.4,1.761
1775782384064,161760,1775782383642,132192,39096,-226.262,171155.4,2.761
1775782384166,161760,1775782383642,137088,39096,-226.262,176051.4,2.761
1775782384266,161760,1775782383642,141888,39096,-226.262,180851.4,2.761
1775782384367,161760,1775782383642,146736,39096,-226.262,185699.4,2.761
1775782384469,161760,1775782383642,151632,39096,-226.262,190595.4,2.761
1775782384570,186000,1775782384146,156480,39096,-226.735,195468.7,2.235
1775782384671,186000,1775782384146,161328,39096,-226.735,200316.7,2.235
1775782384773,186000,1775782384146,166224,39096,-226.735,205212.7,2.235
1775782384874,186000,1775782384146,171072,39096,-226.735,210060.7,2.235
1775782384975,186000,1775782384146,175920,39096,-226.735,214908.7,2.235
1775782385076,186000,1775782384146,180768,39096,-226.735,219756.7,2.235
1775782385178,210288,1775782384652,185664,39096,-226.735,224652.7,2.235
1775782385278,210288,1775782384652,190464,39096,-226.735,229452.7,2.235
1775782385379,210288,1775782384652,195312,39096,-226.735,234300.7,2.235
1775782385480,210288,1775782384652,200208,39096,-226.735,239148.7,3.235
1775782385582,210288,1775782384652,205056,39096,-226.735,244044.7,2.235
1775782385683,234480,1775782385156,209904,39096,-227.162,248872.2,2.662
1775782385784,234480,1775782385156,214752,39096,-227.162,253720.2,2.662
1775782385885,234480,1775782385156,219600,39096,-227.162,258568.2,2.662
1775782385986,234480,1775782385156,224448,39096,-227.162,263416.2,2.662
1775782386087,234480,1775782385156,229296,39096,-227.162,268264.2,2.662
1775782386189,258624,1775782385659,234192,39096,-227.162,273160.2,2.662
1775782386290,258624,1775782385659,239040,39096,-227.162,278008.2,2.662
1775782386391,258624,1775782385659,243888,39096,-227.162,282856.2,2.662
1775782386491,258624,1775782385659,248688,39096,-227.162,287656.2,2.662
1775782386593,258624,1775782385659,253584,39096,-227.162,292552.2,2.662
1775782386694,282864,1775782386164,258432,39096,-227.162,297400.2,2.662
1775782386794,282864,1775782386164,263232,39096,-227.162,302200.2,2.662
1775782386895,282864,1775782386164,268080,39096,-225.246,307140.2,0.746
1775782386945,282864,1775782386164,270480,39096,-225.246,309540.2,0.746
1775782387097,282864,1775782386164,277776,39096,-225.246,316836.2,0.746
1775782387148,307008,1775782386667,280224,39096,-225.246,319284.2,0.746
1775782387249,307008,1775782386667,285072,39096,-225.246,324132.2,0.746
1775782387350,307008,1775782386667,289920,39096,-225.246,328980.2,0.746
