seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775782021181,1775782021065,1775782021382,201,-216,,init
1,1775782021283,1775782021155,1775782021410,127,-191,,init
2,1775782021385,1775782021173,1775782021484,99,-261,,init
3,1775782021486,1775782021260,1775782021519,33,-242,,init
4,1775782021587,1775782021463,1775782021792,205,-226,,init
5,1775782021692,1775782021579,1775782021877,185,-205,,init
6,1775782021794,1775782021669,1775782021909,115,-182,,init
7,1775782021895,1775782021691,1775782021933,38,-223,,init
8,1775782021996,1775782021782,1775782022088,92,-260,,init
9,1775782022112,1775782021888,1775782022146,34,-241,,init
10,1775782023727,1775782023546,1775782023927,200,-281,-245.900,steady
11,1775782024726,1775782024544,1775782024830,104,-234,-244.710,steady
12,1775782025721,1775782025510,1775782025769,48,-235,-243.739,steady
13,1775782026730,1775782026522,1775782026762,32,-224,-241.765,steady
14,1775782027729,1775782027516,1775782027762,33,-229,-239.989,steady
15,1775782028728,1775782028520,1775782028828,100,-258,-238.390,steady
16,1775782029726,1775782029558,1775782029859,133,-234,-236.951,steady
17,1775782030735,1775782030553,1775782030866,131,-247,-235.656,steady
18,1775782031733,1775782031556,1775782031872,139,-246,-234.990,steady
19,1775782032721,1775782032552,1775782032861,140,-239,-237.291,steady
20,1775782033723,1775782033558,1775782033962,239,-284,-238.262,steady
21,1775782034830,1775782034673,1775782034929,99,-206,-235.036,steady
22,1775782035723,1775782035675,1775782035928,205,-150,-232.132,steady
23,1775782036723,1775782036617,1775782036884,161,-186,-229.519,steady
24,1775782037725,1775782037626,1775782037913,188,-193,-227.167,steady
25,1775782038723,1775782038562,1775782038829,106,-214,-225.050,steady
26,1775782039782,1775782039687,1775782040019,237,-213,-223.945,steady
27,1775782040721,1775782040507,1775782040751,30,-229,-224.451,steady
28,1775782041721,1775782041531,1775782041819,98,-239,-224.906,steady
29,1775782042721,1775782042556,1775782042818,97,-213,-225.315,steady
30,1775782043721,1775782043560,1775782043821,100,-211,-225.684,steady
31,1775782044721,1775782044512,1775782044814,93,-255,-226.015,steady
32,1775782045722,1775782045565,1775782045951,229,-271,-228.914,steady
33,1775782046723,1775782046551,1775782046855,132,-238,-231.522,steady
34,1775782047727,1775782047576,1775782047826,99,-200,-233.870,steady
35,1775782048723,1775782048596,1775782048835,112,-183,-235.983,steady
36,1775782049721,1775782049514,1775782049777,56,-235,-235.885,steady
37,1775782050722,1775782050542,1775782050830,108,-234,-235.796,steady
38,1775782051721,1775782051578,1775782051822,101,-193,-235.717,steady
39,1775782052721,1775782052510,1775782052774,53,-237,-235.845,steady
40,1775782053722,1775782053511,1775782053822,100,-261,-235.961,steady
41,1775782054723,1775782054658,1775782054911,188,-159,-236.064,steady
42,1775782055823,1775782055662,1775782055929,106,-214,-236.158,steady
43,1775782056738,1775782056514,1775782056753,15,-231,-235.642,steady
44,1775782057725,1775782057609,1775782057945,220,-226,-235.178,steady
45,1775782058733,1775782058634,1775782058967,234,-216,-234.760,steady
46,1775782059721,1775782059555,1775782059820,99,-215,-234.384,steady
47,1775782060721,1775782060576,1775782060911,190,-240,-234.046,steady
48,1775782061735,1775782061602,1775782061936,201,-233,-232.141,steady
49,1775782062737,1775782062627,1775782062957,220,-220,-230.427,steady
50,1775782063729,1775782063588,1775782063841,112,-197,-228.884,steady
51,1775782064723,1775782064571,1775782064827,104,-204,-226.396,steady
