wallMs,obsHostFrame,obsHostTimeMs,guestFrame,seekAccum,filteredOffsetMs,expectedHostFrame,driftMs
1775785203558,42624,1775785203168,8928,41712,-227.700,51182.4,-11.300
1775785203651,42624,1775785203168,13440,41712,-227.700,55646.4,-10.300
1775785203756,42624,1775785203168,18432,41712,-227.700,60686.4,-11.300
1775785203851,42624,1775785203168,23040,41712,-227.700,65246.4,-10.300
1775785203956,42624,1775785203168,28080,41712,-227.700,70286.4,-10.300
1775785204052,42624,1775785203168,32640,41712,-227.700,74894.4,-11.300
1775785204156,64656,1775785203627,37632,41712,-227.700,81854.4,-52.300
1775785204251,64656,1775785203627,42192,41712,-227.700,86414.4,-52.300
1775785204357,64656,1775785203627,47328,41712,-227.700,91502.4,-51.300
1775785204458,64656,1775785203627,52176,41712,-227.700,96350.4,-51.300
1775785204509,64656,1775785203627,54624,43682,-227.700,98798.4,-10.258
1775785204660,88944,1775785204132,61872,43682,-227.700,105806.4,-5.258
1775785204711,88944,1775785204132,64272,43682,-223.830,108440.2,-10.128
1775785204811,88944,1775785204132,69120,43682,-223.830,113240.2,-9.128
1775785204912,88944,1775785204132,73968,43682,-223.830,118088.2,-9.128
1775785205013,88944,1775785204132,78816,43682,-223.830,122936.2,-9.128
1775785205114,113232,1775785204638,83664,43682,-223.830,127496.2,-3.128
1775785205215,113232,1775785204638,88512,43682,-223.830,132344.2,-3.128
1775785205316,113232,1775785204638,93312,43682,-223.830,137192.2,-4.128
1775785205417,113232,1775785204638,98160,43682,-223.830,142040.2,-4.128
1775785205517,113232,1775785204638,103008,43682,-224.347,146815.3,-2.611
1775785205618,137472,1775785205144,107856,43682,-224.347,151375.3,3.389
1775785205720,137472,1775785205144,112704,43682,-224.347,156271.3,2.389
1775785205821,137472,1775785205144,117600,43682,-224.347,161119.3,3.389
1775785205922,137472,1775785205144,122448,43682,-224.347,165967.3,3.389
1775785206023,137472,1775785205144,127296,43682,-224.347,170815.3,3.389
1775785206124,161760,1775785205649,132096,43682,-224.347,175327.3,9.389
1775785206225,161760,1775785205649,136992,43682,-224.347,180175.3,10.389
1775785206326,161760,1775785205649,141792,43682,-224.347,185023.3,9.389
1775785206426,161760,1775785205649,146640,43682,-224.347,189823.3,10.389
