seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775783882843,1775783882756,1775783883073,230,-202,,init
1,1775783882958,1775783882760,1775783883104,146,-271,,init
2,1775783883065,1775783882848,1775783883168,103,-268,,init
3,1775783883168,1775783882940,1775783883190,22,-239,,init
4,1775783883283,1775783883109,1775783883383,100,-224,,init
5,1775783883385,1775783883198,1775783883473,88,-231,,init
6,1775783883507,1775783883509,1775783883756,249,-122,,init
7,1775783883614,1775783883510,1775783883837,223,-215,,init
8,1775783883719,1775783883510,1775783883838,119,-268,,init
9,1775783883821,1775783883610,1775783883875,54,-238,,init
10,1775783885622,1775783885466,1775783885723,101,-206,-235.700,steady
11,1775783886622,1775783886492,1775783886826,204,-232,-232.730,steady
12,1775783887628,1775783887463,1775783887747,119,-224,-230.057,steady
13,1775783888624,1775783888410,1775783888659,35,-231,-230.151,steady
14,1775783889624,1775783889459,1775783889728,104,-217,-230.236,steady
15,1775783890622,1775783890484,1775783890727,105,-190,-230.313,steady
16,1775783891622,1775783891508,1775783891852,230,-229,-230.381,steady
17,1775783892622,1775783892456,1775783892764,142,-237,-230.443,steady
18,1775783893622,1775783893452,1775783893722,100,-220,-229.399,steady
19,1775783894624,1775783894478,1775783894728,104,-198,-228.459,steady
20,1775783895622,1775783895504,1775783895847,225,-230,-227.613,steady
21,1775783896622,1775783896542,1775783896957,335,-247,-226.852,steady
22,1775783897624,1775783897454,1775783897728,104,-222,-226.167,steady
23,1775783898624,1775783898473,1775783898725,101,-201,-223.650,steady
24,1775783899624,1775783899498,1775783899830,206,-229,-221.385,steady
25,1775783900624,1775783900521,1775783900890,266,-236,-219.346,steady
26,1775783901624,1775783901457,1775783901727,103,-218,-217.512,steady
27,1775783902623,1775783902465,1775783902733,110,-213,-215.861,steady
28,1775783903624,1775783903492,1775783903752,128,-196,-216.075,steady
29,1775783904624,1775783904516,1775783904860,236,-226,-216.267,steady
30,1775783905623,1775783905455,1775783905770,147,-241,-216.440,steady
31,1775783906623,1775783906457,1775783906727,104,-218,-216.596,steady
32,1775783907624,1775783907484,1775783907727,103,-191,-214.037,steady
33,1775783908624,1775783908513,1775783908850,226,-224,-211.733,steady
34,1775783909624,1775783909445,1775783909762,138,-248,-209.660,steady
35,1775783910624,1775783910452,1775783910728,104,-224,-207.794,steady
36,1775783911624,1775783911477,1775783911811,187,-240,-206.114,steady
37,1775783912624,1775783912501,1775783912857,233,-239,-207.903,steady
38,1775783913623,1775783913540,1775783913952,329,-247,-209.513,steady
39,1775783914623,1775783914441,1775783914728,105,-234,-210.961,steady
40,1775783915624,1775783915410,1775783915657,33,-230,-212.865,steady
41,1775783916625,1775783916498,1775783916829,204,-229,-214.579,steady
42,1775783917622,1775783917520,1775783917951,329,-266,-216.121,steady
43,1775783918624,1775783918440,1775783918728,104,-236,-217.509,steady
44,1775783919624,1775783919467,1775783919728,104,-209,-218.758,steady
45,1775783920623,1775783920407,1775783920657,34,-233,-220.182,steady
46,1775783921622,1775783921408,1775783921722,100,-264,-221.464,steady
47,1775783922623,1775783922409,1775783922653,30,-229,-222.218,steady
48,1775783923624,1775783923411,1775783923670,46,-236,-222.896,steady
49,1775783924623,1775783924408,1775783924656,33,-231,-223.506,steady
50,1775783925624,1775783925509,1775783925851,227,-228,-224.056,steady
51,1775783926624,1775783926444,1775783926725,101,-230,-224.550,steady
52,1775783927624,1775783927449,1775783927728,104,-227,-225.195,steady
53,1775783928624,1775783928476,1775783928729,105,-200,-225.776,steady
54,1775783929624,1775783929500,1775783929833,209,-228,-226.198,steady
55,1775783930624,1775783930445,1775783930725,101,-229,-226.478,steady
56,1775783931624,1775783931448,1775783931781,157,-254,-226.730,steady
57,1775783932624,1775783932413,1775783932658,34,-228,-226.857,steady
58,1775783933622,1775783933493,1775783933754,132,-195,-226.972,steady
59,1775783934624,1775783934518,1775783934953,329,-270,-227.074,steady
60,1775783935624,1775783935446,1775783935729,105,-230,-227.167,steady
61,1775783936622,1775783936462,1775783936724,102,-211,-227.250,steady
62,1775783937624,1775783937487,1775783937736,112,-193,-225.625,steady
63,1775783938624,1775783938511,1775783938856,232,-229,-224.163,steady
64,1775783939622,1775783939442,1775783939723,101,-230,-224.746,steady
65,1775783940624,1775783940419,1775783940728,104,-257,-225.272,steady
66,1775783941625,1775783941479,1775783941729,104,-198,-225.745,steady
67,1775783942622,1775783942505,1775783942853,231,-232,-226.170,steady
68,1775783943623,1775783943426,1775783943666,43,-218,-225.353,steady
69,1775783944625,1775783944450,1775783944727,102,-226,-224.618,steady
70,1775783945624,1775783945407,1775783945657,33,-233,-225.456,steady
71,1775783946623,1775783946500,1775783946753,130,-188,-226.210,steady
72,1775783947624,1775783947524,1775783947954,330,-265,-226.889,steady
73,1775783948624,1775783948443,1775783948727,103,-232,-227.500,steady
74,1775783949624,1775783949466,1775783949727,103,-209,-228.050,steady
75,1775783950624,1775783950412,1775783950659,35,-229,-228.145,steady
76,1775783951624,1775783951514,1775783951851,227,-223,-228.231,steady
77,1775783952624,1775783952441,1775783952727,103,-234,-228.308,steady
78,1775783953623,1775783953460,1775783953724,101,-213,-228.377,steady
79,1775783954623,1775783954485,1775783954725,102,-189,-228.439,steady
80,1775783955623,1775783955509,1775783955852,229,-228,-226.895,steady
81,1775783956624,1775783956535,1775783956953,329,-253,-225.506,steady
82,1775783957623,1775783957456,1775783957725,102,-218,-224.255,steady
83,1775783958623,1775783958477,1775783958726,103,-197,-223.630,steady
84,1775783959623,1775783959502,1775783959848,225,-233,-223.067,steady
85,1775783960623,1775783960440,1775783960722,99,-232,-223.960,steady
86,1775783961623,1775783961450,1775783961723,100,-223,-224.764,steady
87,1775783962623,1775783962471,1775783962724,101,-202,-225.488,steady
88,1775783963622,1775783963496,1775783963847,225,-238,-226.139,steady
89,1775783964622,1775783964519,1775783964957,335,-270,-226.725,steady
90,1775783965627,1775783965444,1775783965731,104,-235,-226.352,steady
91,1775783966625,1775783966466,1775783966803,178,-248,-223.917,steady
92,1775783967627,1775783967506,1775783967835,208,-225,-225.026,steady
93,1775783968623,1775783968523,1775783968851,228,-214,-226.023,steady
