seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775747340089,1775747339309,1775747340121,32,-796,,init
1,1775747340190,1775747339390,1775747340202,12,-806,,init
2,1775747340291,1775747339493,1775747340303,12,-804,,init
3,1775747340392,1775747339597,1775747340409,17,-803,,init
4,1775747340493,1775747339698,1775747340507,14,-802,,init
5,1775747340594,1775747339800,1775747340610,16,-802,,init
6,1775747340695,1775747339899,1775747340710,15,-803,,init
7,1775747340798,1775747340003,1775747340819,21,-805,,init
8,1775747340900,1775747340105,1775747340917,17,-803,,init
9,1775747341003,1775747340208,1775747341022,19,-804,,init
10,1775747342613,1775747341943,1775747342756,143,-741,-797.700,steady
11,1775747343612,1775747342848,1775747343679,67,-797,-797.630,steady
12,1775747344612,1775747343822,1775747344632,20,-800,-797.867,steady
13,1775747345612,1775747344837,1775747345665,53,-801,-798.080,steady
14,1775747346613,1775747345851,1775747346676,63,-793,-798.272,steady
15,1775747347613,1775747346815,1775747347627,14,-805,-798.945,steady
16,1775747348613,1775747347814,1775747348633,20,-809,-799.551,steady
17,1775747349613,1775747348817,1775747349629,16,-804,-800.095,steady
18,1775747350613,1775747349844,1775747350668,55,-796,-800.586,steady
19,1775747351613,1775747350871,1775747351683,70,-777,-801.027,steady
20,1775747352613,1775747351810,1775747352620,7,-806,-801.525,steady
21,1775747353612,1775747352811,1775747353625,13,-807,-801.972,steady
22,1775747354612,1775747353939,1775747354773,161,-753,-802.375,steady
23,1775747355612,1775747354886,1775747355698,86,-769,-802.737,steady
24,1775747356612,1775747355813,1775747356625,13,-805,-803.064,steady
25,1775747357613,1775747356813,1775747357629,16,-808,-803.257,steady
26,1775747358613,1775747357817,1775747358632,19,-805,-803.432,steady
27,1775747359613,1775747358854,1775747359675,62,-790,-803.588,steady
28,1775747360613,1775747359881,1775747360692,79,-771,-803.730,steady
29,1775747361613,1775747360903,1775747361717,104,-762,-804.157,steady
30,1775747362613,1775747361815,1775747362632,19,-807,-804.441,steady
31,1775747363613,1775747362850,1775747363673,60,-793,-804.697,steady
32,1775747364613,1775747363821,1775747364633,20,-802,-804.927,steady
33,1775747365613,1775747364814,1775747365626,13,-805,-804.934,steady
34,1775747366613,1775747365814,1775747366626,13,-805,-804.941,steady
35,1775747367613,1775747366844,1775747367681,68,-803,-804.947,steady
36,1775747368613,1775747367821,1775747368632,19,-801,-804.952,steady
37,1775747369613,1775747368814,1775747369633,20,-809,-804.957,steady
38,1775747370613,1775747369815,1775747370627,14,-805,-804.961,steady
39,1775747371613,1775747370822,1775747371635,22,-802,-804.965,steady
40,1775747372613,1775747371881,1775747372694,81,-772,-804.969,steady
41,1775747373613,1775747372822,1775747373634,21,-801,-804.972,steady
42,1775747374613,1775747373814,1775747374626,13,-805,-804.975,steady
43,1775747375613,1775747374834,1775747375646,33,-795,-804.977,steady
44,1775747376613,1775747375839,1775747376688,75,-811,-804.979,steady
45,1775747377613,1775747379028,1775747379879,2266,282,-804.981,steady
46,1775747378613,1775747379033,1775747379940,1327,-243,-804.983,steady
47,1775747379613,1775747379033,1775747379940,327,-743,-803.985,steady
48,1775747380613,1775747379847,1775747380671,58,-795,-803.087,steady
49,1775747381613,1775747380812,1775747381624,11,-806,-803.378,steady
50,1775747382613,1775747381816,1775747382632,19,-806,-803.640,steady
51,1775747383613,1775747382818,1775747383633,20,-805,-803.876,steady
52,1775747384613,1775747383845,1775747384679,66,-801,-804.088,steady
53,1775747385613,1775747384817,1775747385630,17,-804,-804.280,steady
54,1775747386613,1775747385889,1775747386701,88,-768,-804.252,steady
55,1775747387613,1775747386814,1775747387626,13,-805,-804.326,steady
56,1775747388613,1775747387821,1775747388632,19,-801,-804.394,steady
57,1775747389613,1775747388875,1775747389690,77,-776,-804.454,steady
58,1775747390613,1775747389819,1775747390635,22,-805,-804.509,steady
59,1775747391613,1775747390811,1775747391623,10,-807,-804.758,steady
60,1775747392616,1775747391825,1775747392637,21,-801,-804.982,steady
61,1775747393613,1775747392831,1775747393645,32,-798,-805.184,steady
62,1775747394613,1775747393819,1775747394633,20,-804,-805.366,steady
63,1775747395613,1775747394817,1775747395632,19,-805,-805.529,steady
64,1775747396615,1775747395817,1775747396631,16,-806,-805.576,steady
65,1775747397613,1775747396847,1775747397685,72,-802,-805.619,steady
66,1775747398613,1775747397821,1775747398673,60,-822,-805.657,steady
67,1775747399613,1775747398812,1775747399626,13,-807,-805.791,steady
68,1775747400613,1775747399927,1775747400741,128,-750,-805.912,steady
69,1775747401613,1775747400829,1775747401646,33,-800,-806.021,steady
70,1775747402612,1775747401822,1775747402636,24,-802,-806.119,steady
71,1775747403613,1775747402886,1775747403699,86,-770,-806.207,steady
72,1775747404613,1775747403812,1775747404627,14,-808,-806.386,steady
73,1775747405613,1775747404822,1775747405635,22,-802,-806.548,steady
74,1775747406613,1775747405871,1775747406686,73,-778,-806.693,steady
75,1775747407613,1775747406878,1775747407692,79,-774,-806.823,steady
76,1775747408613,1775747407814,1775747408627,14,-806,-806.741,steady
77,1775747409613,1775747408829,1775747409641,28,-798,-806.667,steady
78,1775747410613,1775747409820,1775747410631,18,-802,-806.600,steady
79,1775747411613,1775747410874,1775747411687,74,-776,-806.540,steady
80,1775747412613,1775747411814,1775747412629,16,-807,-806.486,steady
81,1775747413613,1775747412815,1775747413627,14,-805,-806.338,steady
82,1775747414613,1775747413821,1775747414637,24,-804,-806.204,steady
