seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775793074947,1775793075408,4320,1018421760996497,18576,1018422057057851,1
1,1775793075448,1775793075905,4320,1018421760996497,42576,1018422558021132,1
2,1775793075906,1775793076415,4320,1018421760996497,64608,1018423016341341,1
3,1775793076412,1775793076930,4320,1018421760996497,88896,1018423522432747,1
4,1775793076918,1775793077440,4320,1018421760996497,113136,1018424027861757,1
5,1775793077423,1775793077850,4320,1018421760996497,137424,1018424533663788,1
6,1775793077929,1775793078362,4320,1018421760996497,161664,1018425038866965,1
7,1775793078435,1775793078958,4320,1018421760996497,186000,1018425545197173,1
8,1775793078939,1775793079388,4320,1018421760996497,210192,1018426049710923,1
9,1775793079444,1775793079902,4320,1018421760996497,234432,1018426554583579,1
10,1775793079948,1775793080409,4320,1018421760996497,258624,1018427058272329,1
11,1775793080402,1775793080924,4320,1018421760996497,280416,1018427512732797,1
12,1775793080908,1775793081436,4320,1018421760996497,304656,1018428017847380,1
13,1775793081414,1775793081949,4320,1018421760996497,328944,1018428523824359,1
14,1775793081920,1775793082664,4320,1018421760996497,353280,1018429030719151,1
15,1775793082425,1775793082869,4320,1018421760996497,377520,1018429535734828,1
16,1775793082930,1775793083314,4320,1018421760996497,401712,1018430040030400,1
17,1775793083435,1775793083891,4320,1018421760996497,425952,1018430545030661,1
18,1775793083941,1775793084406,4320,1018421760996497,450240,1018431050975765,1
19,1775793084444,1775793084919,4320,1018421760996497,474432,1018431554728160,1
20,1775793084950,1775793085429,4320,1018421760996497,498672,1018432060026389,1
21,1775793085453,1775793085941,4320,1018421760996497,522864,1018432563490556,1
22,1775793085908,1775793086353,4320,1018421760996497,544704,1018433018236910,1
23,1775793086413,1775793086863,4320,1018421760996497,568896,1018433522989982,1
24,1775793086920,1775793087378,4320,1018421760996497,593280,1018434030133055,1
25,1775793087425,1775793087892,4320,1018421760996497,617520,1018434535176128,1
26,1775793087930,1775793088396,4320,1018421760996497,641712,1018435039835607,1
27,1775793088435,1775793088910,4320,1018421760996497,666000,1018435545691909,1
28,1775793088940,1775793089422,4320,1018421760996497,690240,1018436050482482,1
29,1775793089446,1775793089936,4320,1018421760996497,714528,1018436556539981,1
30,1775793089951,1775793090343,4320,1018421760996497,738720,1018437060838679,1
31,1775793090405,1775793090959,4320,1018421760996497,760560,1018437515747273,1
32,1775793090910,1775793091469,4320,1018421760996497,784800,1018438020154252,1
33,1775793091414,1775793091878,4320,1018421760996497,808992,1018438524287116,1
34,1775793091918,1775793092396,4320,1018421760996497,833184,1018439028651387,1
35,1775793092423,1775793092909,4320,1018421760996497,857424,1018439533361334,1
36,1775793092928,1775793093416,4320,1018421760996497,881664,1018440038759928,1
37,1775793093434,1775793093926,4320,1018421760996497,905952,1018440544320188,1
38,1775793093939,1775793094441,4320,1018421760996497,930192,1018441049641803,1
39,1775793094445,1775793094952,4320,1018421760996497,954480,1018441555221073,1
40,1775793094950,1775793095464,4320,1018421760996497,978720,1018442060399875,1
41,1775793095455,1775793095888,4320,1018421760996497,1002960,1018442565434406,1
42,1775793095909,1775793096396,4320,1018421760996497,1024752,1018443019631281,1
43,1775793096414,1775793096896,4320,1018421760996497,1048992,1018443524606437,1
44,1775793096921,1775793097332,4320,1018421760996497,1073328,1018444031138103,1
45,1775793097425,1775793097922,4320,1018421760996497,1097520,1018444535699301,1
46,1775793097930,1775793098434,4320,1018421760996497,1121760,1018445040576645,1
47,1775793098435,1775793098946,4320,1018421760996497,1146000,1018445545305967,1
48,1775793098940,1775793099460,4320,1018421760996497,1170240,1018446050426957,1
49,1775793099446,1775793099866,4320,1018421760996497,1194528,1018446556787946,1
50,1775793099951,1775793100388,4320,1018421760996497,1218768,1018447061281644,1
51,1775793100405,1775793100890,4320,1018421760996497,1240560,1018447515768206,1
52,1775793100912,1775793101403,4320,1018421760996497,1264896,1018448022387529,1
53,1775793101417,1775793101916,4320,1018421760996497,1289088,1018448526911904,1
54,1775793101518,1775793102171,4320,1018421760996497,1293984,1018448628227320,0
