seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775782380680,1775782381125,5616,1008811473516778,19632,1008811765238028,1
1,1775782381173,1775782381573,5616,1008811473516778,43296,1008812258842299,1
2,1775782381672,1775782382143,5616,1008811473516778,67248,1008812757216673,1
3,1775782382178,1775782382532,5616,1008811473516778,91536,1008813263381777,1
4,1775782382682,1775782383063,5616,1008811473516778,115728,1008813767110840,1
5,1775782383136,1775782383660,5616,1008811473516778,137520,1008814221617506,1
6,1775782383642,1775782384089,5616,1008811473516778,161760,1008814726928131,1
7,1775782384146,1775782384555,5616,1008811473516778,186000,1008815231615839,1
8,1775782384652,1775782385125,5616,1008811473516778,210288,1008815737262714,1
9,1775782385156,1775782385627,5616,1008811473516778,234480,1008816241114641,1
10,1775782385659,1775782386135,5616,1008811473516778,258624,1008816744765161,1
11,1775782386164,1775782386647,5616,1008811473516778,282864,1008817249735578,1
12,1775782386667,1775782387160,5616,1008811473516778,307008,1008817752365682,1
13,1775782387173,1775782387524,5616,1008811473516778,331296,1008818258121567,1
14,1775782387679,1775782388081,5616,1008811473516778,355584,1008818764410109,1
15,1775782388184,1775782388625,5616,1008811473516778,379824,1008819269392348,1
16,1775782388639,1775782389129,5616,1008811473516778,401664,1008819724224587,1
17,1775782389144,1775782389526,5616,1008811473516778,425904,1008820229635681,1
18,1775782389650,1775782390132,5616,1008811473516778,450192,1008820735603597,1
19,1775782390155,1775782390542,5616,1008811473516778,474432,1008821240450212,1
20,1775782390659,1775782391051,5616,1008811473516778,498624,1008821744669899,1
21,1775782391165,1775782391598,5616,1008811473516778,522912,1008822250134170,1
22,1775782391670,1775782392076,5616,1008811473516778,547152,1008822755719274,1
23,1775782392176,1775782392586,5616,1008811473516778,571440,1008823261058076,1
24,1775782392680,1775782393099,5616,1008811473516778,595632,1008823765289950,1
25,1775782393135,1775782393696,5616,1008811473516778,617472,1008824220204742,1
26,1775782393639,1775782394122,5616,1008811473516778,641664,1008824724810940,1
27,1775782394146,1775782394635,5616,1008811473516778,666000,1008825231443908,1
28,1775782394651,1775782395147,5616,1008811473516778,690240,1008825736096929,1
29,1775782395156,1775782395531,5616,1008811473516778,714480,1008826241290991,1
30,1775782395661,1775782396071,5616,1008811473516778,738720,1008826746810730,1
31,1775782396165,1775782396621,5616,1008811473516778,762912,1008827250382345,1
32,1775782396670,1775782397093,5616,1008811473516778,787152,1008827755445418,1
33,1775782397176,1775782397552,5616,1008811473516778,811440,1008828261036199,1
34,1775782397682,1775782398121,5616,1008811473516778,835728,1008828767200886,1
35,1775782398137,1775782398627,5616,1008811473516778,857568,1008829222579584,1
36,1775782398640,1775782399140,5616,1008811473516778,881712,1008829725472604,1
37,1775782399144,1775782399533,5616,1008811473516778,905904,1008830229744375,1
38,1775782399649,1775782400166,5616,1008811473516778,930144,1008830734876250,1
39,1775782400156,1775782400601,5616,1008811473516778,954480,1008831241642968,1
40,1775782400660,1775782401065,5616,1008811473516778,978672,1008831745849427,1
41,1775782401165,1775782401686,5616,1008811473516778,1002912,1008832250237760,1
