eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775783365262,0,-45.700,1755,98064,99819,pre
0,1775783365362,100,-5.137,,,,probe
0,1775783365564,302,-5.137,,,,probe
0,1775783365766,504,-7.067,,,,probe
0,1775783366323,1061,0.933,,,,probe
0,1775783367332,2070,11.295,,,,probe
1,1775783368545,0,21.606,-830,258123,257293,pre
1,1775783368646,101,4.315,,,,probe
1,1775783368849,304,4.315,,,,probe
1,1775783369052,507,8.315,,,,probe
1,1775783369556,1011,12.315,,,,probe
2,1775783370363,0,22.810,-876,343021,342145,pre
2,1775783370463,100,4.560,,,,probe
2,1775783370666,303,7.706,,,,probe
2,1775783370868,505,-37.294,,,,probe
2,1775783371423,1060,-33.294,,,,probe
3,1775783371423,0,-33.294,1278,394753,396031,pre
3,1775783371525,102,-7.669,,,,probe
3,1775783371726,303,-3.837,,,,probe
3,1775783371928,505,3.163,,,,probe
3,1775783372433,1010,6.163,,,,probe
3,1775783373443,2020,17.311,,,,probe
4,1775783373847,0,20.645,-793,511327,510534,pre
4,1775783373948,101,4.124,,,,probe
4,1775783374150,303,4.124,,,,probe
4,1775783374352,505,8.124,,,,probe
4,1775783374856,1009,11.624,,,,probe
4,1775783375867,2020,-29.726,,,,probe
5,1775783375867,0,-29.726,1141,607206,608347,pre
5,1775783376019,152,-5.955,,,,probe
5,1775783376221,354,-5.955,,,,probe
5,1775783376422,555,-3.955,,,,probe
5,1775783376928,1061,-1.170,,,,probe
5,1775783377936,2069,5.736,,,,probe
6,1775783379352,0,22.252,-854,775483,774629,pre
6,1775783379452,100,5.461,,,,probe
6,1775783379654,302,5.025,,,,probe
6,1775783379857,505,9.025,,,,probe
6,1775783380364,1012,13.025,,,,probe
7,1775783380818,0,20.633,-792,846533,845741,pre
7,1775783380969,151,4.133,,,,probe
7,1775783381121,303,3.133,,,,probe
7,1775783381323,505,4.133,,,,probe
7,1775783381827,1009,-37.120,,,,probe
8,1775783381827,0,-37.120,1425,893933,895358,pre
8,1775783381929,102,-8.432,,,,probe
8,1775783382132,305,-7.432,,,,probe
8,1775783382334,507,-1.432,,,,probe
8,1775783382840,1013,1.640,,,,probe
8,1775783383851,2024,15.805,,,,probe
9,1775783384859,0,23.054,-885,1040126,1039241,pre
9,1775783384961,102,4.616,,,,probe
9,1775783385162,303,4.616,,,,probe
9,1775783385365,506,11.616,,,,probe
9,1775783385868,1009,10.940,,,,probe
10,1775783385919,0,-37.060,1423,1091177,1092600,pre
10,1775783386020,101,-7.414,,,,probe
10,1775783386222,303,-7.414,,,,probe
10,1775783386424,505,-1.414,,,,probe
11,1775783392372,0,-43.282,1662,87750,89412,pre
11,1775783392524,152,-8.657,,,,probe
11,1775783392674,302,30.084,,,,probe
11,1775783392926,554,30.084,,,,probe
11,1775783393430,1058,-0.916,,,,probe
11,1775783394437,2065,9.950,,,,probe
12,1775783402107,0,-43.475,1669,107722,109391,pre
12,1775783402209,102,-9.704,,,,probe
12,1775783402411,304,-8.704,,,,probe
12,1775783402612,505,-3.135,,,,probe
13,1775783405556,0,-32.353,1242,89496,90738,pre
13,1775783405657,101,-6.792,,,,probe
13,1775783405910,354,-1.792,,,,probe
13,1775783406113,557,-2.792,,,,probe
14,1775783412220,0,-41.437,1591,88881,90472,pre
14,1775783412322,102,-8.291,,,,probe
14,1775783412574,354,-3.678,,,,probe
14,1775783412725,505,-4.678,,,,probe
14,1775783413280,1060,1.322,,,,probe
14,1775783414290,2070,12.973,,,,probe
15,1775783414999,0,24.559,-943,224776,223833,pre
15,1775783415100,101,4.913,,,,probe
15,1775783415302,303,4.913,,,,probe
15,1775783415504,505,9.913,,,,probe
15,1775783416009,1010,-9978.859,,,,probe
15,1775783417018,2019,-30021.101,,,,probe
16,1775783420502,0,22.623,-869,2885305,2884436,pre
