seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775783883924,1775783884370,4560,1010314696138913,19584,1010315009022975,1
1,1775783884408,1775783884879,4560,1010314696138913,42864,1010315493629329,1
2,1775783884869,1775783885395,4560,1010314696138913,64992,1010315954771673,1
3,1775783885375,1775783885801,4560,1010314696138913,89232,1010316459936568,1
4,1775783885879,1775783886314,4560,1010314696138913,113472,1010316964498860,1
5,1775783886384,1775783886909,4560,1010314696138913,137712,1010317469611828,1
6,1775783886888,1775783887456,4560,1010314696138913,161904,1010317973845839,1
7,1775783887394,1775783887820,4560,1010314696138913,186192,1010318479261203,1
8,1775783887899,1775783888361,4560,1010314696138913,210432,1010318984245630,1
9,1775783888404,1775783888875,4560,1010314696138913,234624,1010319489011776,1
10,1775783888908,1775783889289,4560,1010314696138913,258864,1010319993451359,1
11,1775783889414,1775783889812,4560,1010314696138913,283104,1010320498941150,1
12,1775783889869,1775783890312,4560,1010314696138913,304992,1010320954195108,1
13,1775783890374,1775783890819,4560,1010314696138913,329184,1010321458999952,1
14,1775783890880,1775783891350,4560,1010314696138913,353472,1010321965130785,1
15,1775783891384,1775783891864,4560,1010314696138913,377712,1010322469481045,1
16,1775783891890,1775783892358,4560,1010314696138913,401952,1010322974948076,1
17,1775783892395,1775783892856,4560,1010314696138913,426240,1010323480210472,1
18,1775783892899,1775783893379,4560,1010314696138913,450432,1010323984398024,1
19,1775783893405,1775783893809,4560,1010314696138913,474720,1010324490636097,1
20,1775783893910,1775783894302,4560,1010314696138913,498960,1010324995246774,1
21,1775783894413,1775783894757,4560,1010314696138913,523104,1010325498284325,1
22,1775783894869,1775783895326,4560,1010314696138913,544944,1010325953970367,1
23,1775783895374,1775783895922,4560,1010314696138913,569232,1010326459789221,1
24,1775783895879,1775783896359,4560,1010314696138913,593424,1010326964139742,1
25,1775783896384,1775783896861,4560,1010314696138913,617664,1010327469146096,1
26,1775783896888,1775783897374,4560,1010314696138913,641856,1010327973066356,1
27,1775783897393,1775783897816,4560,1010314696138913,666096,1010328478091981,1
28,1775783897899,1775783898399,4560,1010314696138913,690432,1010328984423595,1
29,1775783898404,1775783898808,4560,1010314696138913,714672,1010329489743595,1
30,1775783898909,1775783899318,4560,1010314696138913,738912,1010329994551928,1
31,1775783899414,1775783899918,4560,1010314696138913,763152,1010330499716511,1
32,1775783899919,1775783900347,4560,1010314696138913,787392,1010331004374740,1
33,1775783900374,1775783900862,4560,1010314696138913,809232,1010331459316406,1
34,1775783900879,1775783901366,4560,1010314696138913,833472,1010331964290052,1
35,1775783901383,1775783901816,4560,1010314696138913,857664,1010332468611354,1
36,1775783901889,1775783902393,4560,1010314696138913,881904,1010332974090312,1
37,1775783902394,1775783902821,4560,1010314696138913,906192,1010333479258489,1
38,1775783902898,1775783903419,4560,1010314696138913,930384,1010333983591978,1
39,1775783903402,1775783903771,4560,1010314696138913,954576,1010334487766718,1
40,1775783903907,1775783904350,4560,1010314696138913,978816,1010334992386249,1
41,1775783904410,1775783904861,4560,1010314696138913,1002960,1010335495628540,1
42,1775783904914,1775783905360,4560,1010314696138913,1027152,1010335999669738,1
43,1775783905369,1775783905863,4560,1010314696138913,1048992,1010336454885519,1
44,1775783905875,1775783906389,4560,1010314696138913,1073280,1010336960304946,1
45,1775783906380,1775783906811,4560,1010314696138913,1097520,1010337465644581,1
46,1775783906886,1775783907409,4560,1010314696138913,1121760,1010337970915779,1
47,1775783907390,1775783907815,4560,1010314696138913,1146000,1010338475840518,1
48,1775783907896,1775783908330,4560,1010314696138913,1170288,1010338981723227,1
49,1775783908402,1775783908872,4560,1010314696138913,1194576,1010339487160831,1
50,1775783908908,1775783909354,4560,1010314696138913,1218816,1010339993043903,1
51,1775783909412,1775783909862,4560,1010314696138913,1243056,1010340497206143,1
52,1775783909915,1775783910380,4560,1010314696138913,1267200,1010341000597653,1
53,1775783910371,1775783910812,4560,1010314696138913,1289088,1010341456261559,1
54,1775783910877,1775783911409,4560,1010314696138913,1313328,1010341962026715,1
55,1775783911383,1775783911837,4560,1010314696138913,1337616,1010342467922340,1
56,1775783911887,1775783912427,4560,1010314696138913,1361856,1010342972325465,1
57,1775783912391,1775783912857,4560,1010314696138913,1386000,1010343475954110,1
58,1775783912896,1775783913354,4560,1010314696138913,1410288,1010343981503173,1
59,1775783913402,1775783913859,4560,1010314696138913,1434576,1010344487294422,1
60,1775783913907,1775783914373,4560,1010314696138913,1458768,1010344991914422,1
61,1775783914411,1775783914814,4560,1010314696138913,1482960,1010345495965932,1
62,1775783914914,1775783915295,4560,1010314696138913,1507152,1010345999697338,1
63,1775783915369,1775783915757,4560,1010314696138913,1528992,1010346454240776,1
64,1775783915874,1775783916319,4560,1010314696138913,1553232,1010346959611505,1
65,1775783916380,1775783916915,4560,1010314696138913,1577520,1010347465213171,1
66,1775783916886,1775783917354,4560,1010314696138913,1601808,1010347971585775,1
67,1775783917390,1775783917853,4560,1010314696138913,1626000,1010348475664160,1
68,1775783917894,1775783918365,4560,1010314696138913,1650192,1010348979855619,1
69,1775783918399,1775783918810,4560,1010314696138913,1674432,1010349484313691,1
70,1775783918904,1775783919390,4560,1010314696138913,1698672,1010349989142389,1
71,1775783919408,1775783919859,4560,1010314696138913,1722864,1010350493522337,1
72,1775783919914,1775783920413,4560,1010314696138913,1747104,1010350998930149,1
73,1775783920368,1775783920825,4560,1010314696138913,1768944,1010351453424316,1
74,1775783920873,1775783921352,4560,1010314696138913,1793184,1010351958697232,1
75,1775783921379,1775783921808,4560,1010314696138913,1817472,1010352464483794,1
76,1775783921885,1775783922270,4560,1010314696138913,1841760,1010352970442388,1
77,1775783922389,1775783922761,4560,1010314696138913,1865952,1010353474702752,1
78,1775783922895,1775783923386,4560,1010314696138913,1890240,1010353980369992,1
79,1775783923400,1775783923898,4560,1010314696138913,1914480,1010354485728898,1
