seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
40,1775785233389,1775785233174,1775785233489,100,-265,-233.015,steady
41,1775785234387,1775785234205,1775785234485,98,-231,-232.814,steady
42,1775785235389,1775785235213,1775785235491,102,-227,-232.632,steady
43,1775785236388,1775785236241,1775785236487,99,-196,-232.469,steady
44,1775785237388,1775785237264,1775785237599,211,-229,-232.322,steady
45,1775785238391,1775785238300,1775785238711,320,-251,-232.190,steady
46,1775785239389,1775785239206,1775785239492,103,-234,-228.571,steady
47,1775785240390,1775785240235,1775785240494,104,-207,-225.314,steady
48,1775785241388,1775785241258,1775785241593,205,-232,-226.182,steady
49,1775785242387,1775785242279,1775785242706,319,-267,-226.964,steady
50,1775785243390,1775785243205,1775785243491,101,-235,-227.768,steady
51,1775785244391,1775785244225,1775785244491,100,-216,-226.591,steady
52,1775785245388,1775785245251,1775785245500,112,-193,-225.532,steady
53,1775785246387,1775785246277,1775785246610,223,-221,-224.579,steady
54,1775785247387,1775785247199,1775785247490,103,-239,-223.721,steady
55,1775785248389,1775785248220,1775785248494,105,-221,-222.949,steady
56,1775785249391,1775785249245,1775785249491,100,-196,-220.254,steady
57,1775785250388,1775785250265,1775785250603,215,-230,-217.829,steady
58,1775785251387,1775785251197,1775785251527,140,-260,-215.646,steady
59,1775785252387,1775785252217,1775785252486,99,-219,-215.981,steady
60,1775785253391,1775785253238,1775785253491,100,-203,-216.283,steady
61,1775785254389,1775785254262,1775785254600,211,-232,-216.555,steady
62,1775785255389,1775785255300,1775785255710,321,-249,-216.799,steady
63,1775785256387,1775785256204,1775785256485,98,-232,-218.319,steady
64,1775785257387,1775785257233,1775785257488,101,-204,-219.687,steady
65,1775785258388,1775785258173,1775785258425,37,-233,-221.019,steady
66,1775785259392,1775785259281,1775785259702,310,-266,-222.217,steady
67,1775785260389,1775785260198,1775785260492,103,-242,-223.295,steady
68,1775785261388,1775785261225,1775785261487,99,-212,-224.266,steady
69,1775785262388,1775785262249,1775785262491,103,-190,-225.139,steady
70,1775785263388,1775785263239,1775785263488,100,-199,-223.825,steady
71,1775785264388,1775785264174,1775785264437,49,-238,-225.243,steady
72,1775785265388,1775785265219,1775785265558,170,-254,-226.518,steady
73,1775785266390,1775785266244,1775785266490,100,-196,-227.667,steady
74,1775785267387,1775785267264,1775785267605,218,-232,-228.700,steady
75,1775785268387,1775785268204,1775785268525,138,-252,-229.630,steady
76,1775785269388,1775785269213,1775785269487,99,-224,-229.067,steady
77,1775785270388,1775785270238,1775785270486,98,-199,-226.060,steady
78,1775785271388,1775785271262,1775785271595,207,-229,-223.354,steady
79,1775785272390,1775785272286,1775785272707,317,-262,-220.919,steady
80,1775785273387,1775785273203,1775785273486,99,-233,-218.727,steady
81,1775785274387,1775785274234,1775785274486,99,-202,-216.754,steady
82,1775785275387,1775785275251,1775785275493,106,-189,-215.279,steady
83,1775785276389,1775785276275,1775785276541,152,-190,-213.951,steady
84,1775785277388,1775785277203,1775785277490,102,-236,-212.756,steady
85,1775785278388,1775785278293,1775785278753,365,-277,-211.680,steady
86,1775785279387,1775785279246,1775785279488,101,-191,-209.612,steady
87,1775785280387,1775785280166,1775785280484,97,-269,-215.551,steady
88,1775785281390,1775785281276,1775785282041,651,-439,-220.896,steady
89,1775785282390,1775785282207,1775785282493,103,-234,-225.706,steady
90,1775785283390,1775785283242,1775785283588,198,-247,-230.036,steady
91,1775785284388,1775785284221,1775785284499,111,-222,-233.932,steady
92,1775785285387,1775785285194,1775785285526,139,-262,-233.939,steady
93,1775785286387,1775785286206,1775785286489,102,-232,-233.745,steady
94,1775785287388,1775785287194,1775785287471,83,-235,-233.871,steady
95,1775785288388,1775785288170,1775785288417,29,-232,-233.683,steady
96,1775785289388,1775785289298,1775785289709,321,-250,-233.515,steady
97,1775785290387,1775785290203,1775785290484,97,-232,-233.364,steady
98,1775785291387,1775785291227,1775785291487,100,-210,-233.227,steady
99,1775785292387,1775785292252,1775785292589,202,-236,-233.105,steady
100,1775785293390,1775785293279,1775785293701,311,-266,-232.994,steady
101,1775785294389,1775785294195,1775785294490,101,-244,-232.895,steady
102,1775785295387,1775785295221,1775785295486,99,-215,-231.105,steady
103,1775785296387,1775785296246,1775785296503,116,-199,-229.495,steady
104,1775785297388,1775785297272,1775785297609,221,-226,-228.045,steady
105,1775785298393,1775785298298,1775785298724,331,-260,-226.741,steady
106,1775785299388,1775785299201,1775785299489,101,-237,-225.567,steady
107,1775785300387,1775785300173,1775785300421,34,-231,-226.110,steady
108,1775785301387,1775785301263,1775785301600,213,-230,-226.599,steady
109,1775785302387,1775785302299,1775785302715,328,-252,-227.039,steady
110,1775785303391,1775785303209,1775785303491,100,-232,-227.435,steady
111,1775785304387,1775785304219,1775785304489,102,-219,-227.792,steady
112,1775785305387,1775785305255,1775785305594,207,-235,-228.212,steady
113,1775785306387,1775785306279,1775785306702,315,-265,-228.591,steady
114,1775785307387,1775785307200,1775785307491,104,-239,-228.932,steady
115,1775785308387,1775785308225,1775785308492,105,-214,-227.939,steady
116,1775785309388,1775785309172,1775785309433,45,-238,-228.945,steady
117,1775785310388,1775785310277,1775785310637,249,-235,-229.851,steady
118,1775785311387,1775785311200,1775785311537,150,-262,-230.665,steady
119,1775785312387,1775785312220,1775785312489,102,-218,-231.399,steady
120,1775785313387,1775785313245,1775785313594,207,-245,-232.059,steady
121,1775785314387,1775785314268,1775785314605,218,-228,-230.653,steady
122,1775785315387,1775785315202,1775785315486,99,-234,-230.988,steady
123,1775785316387,1775785316214,1775785316487,100,-223,-231.289,steady
124,1775785317387,1775785317235,1775785317487,100,-202,-231.560,steady
125,1775785318387,1775785318261,1775785318605,218,-235,-231.804,steady
126,1775785319389,1775785319173,1775785319437,48,-240,-232.624,steady
127,1775785320387,1775785320208,1775785320485,98,-228,-233.361,steady
128,1775785321387,1775785321231,1775785321487,100,-206,-234.025,steady
129,1775785322387,1775785322255,1775785322507,120,-192,-234.623,steady
130,1775785323388,1775785323279,1775785323703,315,-266,-235.160,steady
131,1775785324389,1775785324200,1775785324451,62,-220,-233.644,steady
132,1775785325387,1775785325225,1775785325489,102,-213,-232.280,steady
133,1775785326388,1775785326250,1775785326499,111,-193,-231.052,steady
134,1775785327388,1775785327275,1775785327640,252,-239,-229.947,steady
135,1775785328394,1775785328202,1775785328532,138,-261,-228.952,steady
136,1775785329388,1775785329217,1775785329460,72,-207,-226.757,steady
137,1775785330387,1775785330246,1775785330585,198,-240,-224.781,steady
138,1775785331387,1775785331267,1775785331605,218,-229,-223.003,steady
139,1775785332387,1775785332194,1775785332486,99,-242,-221.403,steady
140,1775785333389,1775785333214,1775785333488,99,-224,-219.962,steady
141,1775785334390,1775785334236,1775785334490,100,-204,-220.366,steady
142,1775785335387,1775785335263,1775785335597,210,-229,-220.730,steady
143,1775785336387,1775785336297,1775785336707,320,-250,-221.057,steady
144,1775785337387,1775785337205,1775785337490,103,-233,-221.351,steady
145,1775785338389,1775785338231,1775785338488,99,-207,-219.916,steady
146,1775785339387,1775785339253,1775785339501,114,-191,-218.624,steady
147,1775785340387,1775785340277,1775785340701,314,-267,-217.462,steady
148,1775785341387,1775785341197,1775785341486,99,-239,-219.616,steady
149,1775785342387,1775785342222,1775785342486,99,-214,-219.054,steady
150,1775785343389,1775785343245,1775785343490,101,-194,-218.549,steady
151,1775785344388,1775785344168,1775785344413,25,-232,-219.894,steady
152,1775785345387,1775785345193,1775785345490,103,-245,-221.104,steady
153,1775785346387,1775785346214,1775785346513,126,-236,-222.194,steady
154,1775785347388,1775785347239,1775785347487,99,-198,-223.175,steady
155,1775785348388,1775785348202,1775785348482,94,-233,-224.057,steady
156,1775785349389,1775785349295,1775785349711,322,-255,-224.951,steady
157,1775785350388,1775785350209,1775785350488,100,-229,-225.756,steady
158,1775785351387,1775785351170,1775785351418,31,-232,-226.381,steady
159,1775785352387,1775785352257,1775785352600,213,-236,-226.943,steady
160,1775785353387,1775785353275,1775785353729,342,-283,-227.448,steady
161,1775785354387,1775785354197,1775785354487,100,-240,-227.903,steady
162,1775785355388,1775785355733,1775785356009,621,35,-228.313,steady
163,1775785356388,1775785356610,1775785356915,527,-41,-229.482,steady
164,1775785357387,1775785357275,1775785357644,257,-240,-230.534,steady
165,1775785358387,1775785358197,1775785358490,103,-241,-231.480,steady
166,1775785359389,1775785359220,1775785359495,106,-222,-232.432,steady
167,1775785360389,1775785360169,1775785360417,28,-234,-232.589,steady
168,1775785361388,1775785361157,1775785361401,13,-237,-233.030,steady
169,1775785362388,1775785362169,1775785362429,41,-239,-233.427,steady
170,1775785363387,1775785363199,1775785363486,99,-237,-233.784,steady
171,1775785364388,1775785364238,1775785364487,99,-199,-234.106,steady
172,1775785365387,1775785365266,1775785365602,215,-228,-234.395,steady
173,1775785366388,1775785366296,1775785366711,323,-253,-234.856,steady
174,1775785367387,1775785367208,1775785367490,103,-230,-231.270,steady
175,1775785368387,1775785368233,1775785368490,103,-205,-228.043,steady
176,1775785369387,1775785369258,1775785369596,209,-233,-225.739,steady
177,1775785370387,1775785370281,1775785370706,319,-265,-223.665,steady
178,1775785371387,1775785371200,1775785371492,105,-239,-221.799,steady
179,1775785372388,1775785372226,1775785372489,101,-212,-220.819,steady
180,1775785373387,1775785373253,1775785373588,201,-234,-219.937,steady
181,1775785374388,1775785374209,1775785374512,124,-241,-219.143,steady
182,1775785375387,1775785375173,1775785375500,113,-270,-218.429,steady
183,1775785376387,1775785376219,1775785376560,173,-254,-217.786,steady
184,1775785377395,1775785377243,1775785377588,193,-248,-223.007,steady
185,1775785378387,1775785378265,1775785378609,222,-233,-227.707,steady
186,1775785379388,1775785379295,1775785379716,328,-257,-231.936,steady
187,1775785380387,1775785380184,1775785380459,72,-239,-232.642,steady
188,1775785381388,1775785381224,1775785381486,98,-213,-233.278,steady
189,1775785382387,1775785382264,1775785382517,130,-188,-233.850,steady
190,1775785383387,1775785383297,1775785383711,324,-252,-234.365,steady
191,1775785384387,1775785384207,1775785384487,100,-230,-234.829,steady
192,1775785385387,1775785385211,1775785385498,111,-231,-232.646,steady
193,1775785386388,1775785386257,1775785386508,120,-191,-232.381,steady
194,1775785387387,1775785387290,1775785387705,318,-256,-232.143,steady
195,1775785388388,1775785388199,1775785388490,102,-240,-231.929,steady
196,1775785389387,1775785389225,1775785389489,102,-213,-230.036,steady
197,1775785390387,1775785390250,1775785390588,201,-237,-228.332,steady
198,1775785391387,1775785391272,1775785391612,225,-227,-226.799,steady
199,1775785392389,1775785392198,1775785392493,104,-243,-225.419,steady
200,1775785393388,1775785393216,1775785393486,98,-221,-224.977,steady
201,1775785394387,1775785394245,1775785394491,104,-194,-224.580,steady
202,1775785395388,1775785395271,1775785395605,217,-225,-224.222,steady
203,1775785396389,1775785396298,1775785396718,329,-255,-223.899,steady
204,1775785397389,1775785397211,1775785397489,100,-228,-223.609,steady
205,1775785398387,1775785398238,1775785398489,102,-200,-224.049,steady
206,1775785399387,1775785399261,1775785399514,127,-189,-224.444,steady
207,1775785400388,1775785400191,1775785400483,95,-244,-226.399,steady
208,1775785401387,1775785401297,1775785401577,190,-185,-228.159,steady
209,1775785402387,1775785402230,1775785402486,99,-206,-229.743,steady
210,1775785403387,1775785403174,1775785403421,34,-230,-229.769,steady
211,1775785404388,1775785404178,1775785404424,36,-228,-229.792,steady
212,1775785405387,1775785405201,1775785405491,104,-238,-229.813,steady
213,1775785406387,1775785406225,1775785406486,99,-211,-229.832,steady
214,1775785407387,1775785407301,1775785407672,285,-228,-229.849,steady
215,1775785408387,1775785408277,1775785408637,250,-235,-229.664,steady
216,1775785409387,1775785409204,1775785409533,146,-256,-227.797,steady
217,1775785410387,1775785410218,1775785410490,103,-220,-226.118,steady
218,1775785411388,1775785411244,1775785411486,98,-193,-222.806,steady
219,1775785412387,1775785412266,1775785412603,216,-229,-219.825,steady
220,1775785413389,1775785413295,1775785413713,324,-256,-217.143,steady
221,1775785414387,1775785414209,1775785414487,100,-228,-214.728,steady
222,1775785415387,1775785415238,1775785415487,100,-199,-212.556,steady
223,1775785416388,1775785416260,1775785416597,209,-232,-211.200,steady
224,1775785417387,1775785417288,1775785417708,321,-259,-209.980,steady
225,1775785418387,1775785418203,1775785418529,142,-255,-208.882,steady
226,1775785419387,1775785419229,1775785419489,102,-209,-207.894,steady
227,1775785420387,1775785420253,1775785420503,116,-192,-208.004,steady
228,1775785421387,1775785421278,1775785421700,313,-265,-208.104,steady
229,1775785422388,1775785422203,1775785422452,64,-217,-208.994,steady
230,1775785423387,1775785423222,1775785423488,101,-215,-209.794,steady
231,1775785424387,1775785424298,1775785424685,298,-238,-210.515,steady
232,1775785425387,1775785425273,1775785425533,146,-187,-211.163,steady
233,1775785426388,1775785426196,1775785426488,100,-242,-211.747,steady
234,1775785427387,1775785427216,1775785427490,103,-222,-214.772,steady
235,1775785428389,1775785428243,1775785428491,102,-197,-217.495,steady
236,1775785429387,1775785429266,1775785429603,216,-229,-219.946,steady
237,1775785430387,1775785430298,1775785430713,326,-252,-222.151,steady
238,1775785431387,1775785431208,1775785431491,104,-231,-219.636,steady
239,1775785432388,1775785432236,1775785432490,102,-203,-217.972,steady
240,1775785433389,1775785433258,1775785433503,114,-188,-216.475,steady
241,1775785434388,1775785434283,1775785434706,318,-264,-215.128,steady
242,1775785435388,1775785435207,1775785435492,104,-233,-213.915,steady
243,1775785436387,1775785436230,1775785436492,105,-209,-212.823,steady
244,1775785437388,1775785437255,1775785437497,109,-187,-214.841,steady
245,1775785438392,1775785438272,1775785438614,222,-231,-216.657,steady
246,1775785439387,1775785439195,1775785439538,151,-267,-218.291,steady
247,1775785440387,1775785440223,1775785440559,172,-250,-217.362,steady
248,1775785441387,1775785441252,1775785441499,112,-191,-214.326,steady
249,1775785442387,1775785442272,1775785442612,225,-227,-211.993,steady
250,1775785443387,1775785443198,1775785443470,83,-230,-213.794,steady
251,1775785444387,1775785444216,1775785444491,104,-223,-215.415,steady
252,1775785445387,1775785445241,1775785445486,99,-195,-216.873,steady
253,1775785446387,1775785446261,1775785446508,121,-186,-218.186,steady
254,1775785447387,1775785447297,1775785447711,324,-252,-219.367,steady
255,1775785448387,1775785448208,1775785448489,102,-230,-216.930,steady
256,1775785449387,1775785449231,1775785449488,101,-206,-214.737,steady
257,1775785450387,1775785450175,1775785450422,35,-229,-216.164,steady
258,1775785451387,1775785451279,1775785451703,316,-266,-217.447,steady
259,1775785452389,1775785452200,1775785452490,101,-239,-218.603,steady
260,1775785453389,1775785453227,1775785453490,101,-212,-219.642,steady
261,1775785454389,1775785454250,1775785454588,199,-238,-220.578,steady
262,1775785455387,1775785455173,1775785455417,30,-229,-221.420,steady
263,1775785456387,1775785456200,1775785456485,98,-236,-222.178,steady
264,1775785457389,1775785457221,1775785457489,100,-218,-222.860,steady
265,1775785458389,1775785458246,1775785458587,198,-242,-223.474,steady
266,1775785459387,1775785459266,1775785459606,219,-230,-224.027,steady
267,1775785460387,1775785460298,1775785460714,327,-252,-225.224,steady
268,1775785461389,1775785461213,1775785461489,100,-226,-225.302,steady
269,1775785462388,1775785462240,1775785462488,100,-198,-222.572,steady
270,1775785463388,1775785463262,1775785463600,212,-232,-220.114,steady
271,1775785464387,1775785464303,1775785464709,322,-245,-217.903,steady
272,1775785465387,1775785465206,1775785465486,99,-230,-219.113,steady
273,1775785466387,1775785466233,1775785466486,99,-203,-217.501,steady
274,1775785467387,1775785467254,1775785467594,207,-236,-216.051,steady
275,1775785468387,1775785468279,1775785468703,316,-266,-214.746,steady
276,1775785469388,1775785469199,1775785469489,101,-239,-213.572,steady
277,1775785470387,1775785470224,1775785470485,98,-212,-213.414,steady
278,1775785471387,1775785471251,1775785471585,198,-235,-213.273,steady
279,1775785472389,1775785472277,1775785472696,307,-265,-213.146,steady
280,1775785473387,1775785473201,1775785473485,98,-235,-215.331,steady
281,1775785474387,1775785474217,1775785474490,103,-221,-217.298,steady
282,1775785475387,1775785475244,1775785475489,102,-194,-219.068,steady
283,1775785476387,1775785476268,1775785476605,218,-228,-220.661,steady
284,1775785477387,1775785477295,1775785477660,273,-228,-222.095,steady
285,1775785478387,1775785478173,1775785478502,115,-271,-219.286,steady
286,1775785479387,1775785479238,1775785479487,100,-199,-217.257,steady
287,1775785480387,1775785480262,1775785480598,211,-230,-215.431,steady
288,1775785481389,1775785481297,1775785481707,318,-251,-213.788,steady
289,1775785482387,1775785482156,1775785482402,15,-238,-216.209,steady
290,1775785483387,1775785483227,1775785483488,101,-210,-218.389,steady
291,1775785484388,1775785484184,1775785484427,39,-223,-220.350,steady
292,1775785485387,1775785485171,1775785485413,26,-229,-222.115,steady
293,1775785486392,1775785486203,1775785486502,110,-244,-223.703,steady
