wallMs,obsHostFrame,obsHostTimeMs,guestFrame,seekAccum,filteredOffsetMs,expectedHostFrame,driftMs
1775747343727,19104,1775747342347,7587,39374,-797.630,47057.8,-2.016
1775747343827,42864,1775747342849,11618,39374,-797.630,51521.8,-11.037
1775747343927,42864,1775747342849,16613,39374,-797.630,56321.8,-6.974
1775747344026,42864,1775747342849,21697,39374,-797.630,61073.8,-0.058
1775747344127,42864,1775747342849,26690,39374,-797.630,65921.8,2.963
1775747344227,42864,1775747342849,31684,39374,-797.630,70721.8,7.005
1775747344326,64848,1775747343347,35712,39374,-797.630,73553.8,31.922
1775747344426,64848,1775747343347,40610,39374,-797.630,78353.8,33.963
1775747344535,64848,1775747343347,45698,39374,-797.630,83585.8,30.963
1775747344626,64848,1775747343347,50691,39374,-797.630,87953.8,43.984
1775747344726,64848,1775747343347,55777,39374,-797.867,92742.4,50.179
1775747344829,89088,1775747343852,59811,37447,-797.867,97686.4,-8.925
1775747344926,89088,1775747343852,64802,37447,-797.867,102342.4,-1.946
1775747345031,89088,1775747343852,69891,37447,-797.867,107382.4,-0.925
1775747345127,89088,1775747343852,74883,37447,-797.867,111990.4,7.075
1775747345227,89088,1775747343852,79010,37447,-797.867,116790.4,-6.946
1775747345326,113280,1775747344347,84000,37447,-797.867,121974.4,-10.987
1775747345427,113280,1775747344347,89092,37447,-797.867,126822.4,-5.904
1775747345527,113280,1775747344347,94176,37447,-797.867,131622.4,0.013
1775747345664,113280,1775747344347,98981,37447,-798.080,138188.1,-36.670
1775747345751,113280,1775747344347,103779,37447,-798.080,142364.1,-23.711
1775747345826,137520,1775747344860,103779,38358,-798.080,145580.1,-71.732
1775747345926,137520,1775747344860,108673,38358,-798.080,150380.1,-69.774
1775747346027,137520,1775747344860,113477,38358,-798.080,155228.1,-70.691
1775747346126,137520,1775747344860,118371,38358,-798.080,159980.1,-67.732
1775747346227,137520,1775747344860,123264,38358,-798.080,164828.1,-66.795
1775747346327,137520,1775747344860,128067,38358,-798.080,169628.1,-66.732
1775747346437,161760,1775747345347,137856,38358,-798.080,175772.1,9.205
1775747346527,161760,1775747345347,137856,38358,-798.080,180092.1,-80.795
1775747346627,161760,1775747345347,142657,38358,-798.080,184892.1,-80.774
1775747346726,161760,1775747345347,147460,38358,-798.272,189634.9,-79.519
1775747346826,185952,1775747345847,152260,38358,-798.272,194626.9,-83.519
1775747346927,185952,1775747345847,157061,41565,-798.272,199474.9,-17.686
1775747347027,185952,1775747345847,161954,41565,-798.272,204274.9,-15.749
1775747347127,185952,1775747345847,166756,41565,-798.272,209074.9,-15.707
1775747347227,185952,1775747345847,171557,41565,-798.272,213874.9,-15.686
1775747347327,185952,1775747345847,176452,41565,-798.272,218674.9,-13.707
1775747347427,210240,1775747346347,181344,41565,-798.272,223762.9,-17.790
1775747347527,210240,1775747346347,186145,41565,-798.272,228562.9,-17.769
1775747347629,210240,1775747346347,190947,41565,-798.945,233426.6,-19.055
