eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775745258806,0,37.042,-1422,36960,35538,pre
0,1775745258906,100,11.396,,,,probe
0,1775745259106,300,3.396,,,,probe
0,1775745259306,500,-6.646,,,,probe
0,1775745259822,1016,-11.646,,,,probe
1,1775745260108,0,-87.583,3363,97362,100725,pre
1,1775745260307,199,-15.625,,,,probe
1,1775745260506,398,-14.583,,,,probe
1,1775745260707,599,-13.625,,,,probe
1,1775745261207,1099,-12.583,,,,probe
2,1775745261324,0,-33.563,1289,159381,160670,pre
2,1775745261507,183,14.229,,,,probe
2,1775745261706,382,17.271,,,,probe
2,1775745261907,583,14.250,,,,probe
2,1775745262349,1025,72.292,,,,probe
3,1775745262349,0,72.292,-2776,209726,206950,pre
3,1775745262529,180,-63.563,,,,probe
3,1775745262707,358,-37.604,,,,probe
3,1775745262851,502,13.500,,,,probe
3,1775745263407,1058,-41.783,,,,probe
4,1775745263407,0,-41.783,1604,257446,259050,pre
4,1775745263607,200,-6.304,,,,probe
4,1775745263707,300,-4.346,,,,probe
4,1775745263907,500,42.675,,,,probe
4,1775745264409,1002,39.695,,,,probe
5,1775745264409,0,39.695,-1524,306954,305430,pre
5,1775745264607,198,11.966,,,,probe
5,1775745264807,398,9.903,,,,probe
5,1775745265007,598,9.987,,,,probe
5,1775745265409,1000,9.963,,,,probe
5,1775745266506,2097,14.938,,,,probe
6,1775745266843,0,-39.958,1534,422166,423700,pre
6,1775745267008,165,28.938,,,,probe
6,1775745267207,364,30.042,,,,probe
6,1775745267407,564,30.979,,,,probe
6,1775745267907,1064,29.056,,,,probe
7,1775745267907,0,29.056,-1116,474580,473464,pre
7,1775745268007,100,7.702,,,,probe
7,1775745268207,300,9.765,,,,probe
7,1775745268407,500,6.765,,,,probe
7,1775745268907,1000,-92.264,,,,probe
8,1775745268907,0,-92.264,3543,521368,524911,pre
8,1775745269007,100,-16.472,,,,probe
8,1775745269207,300,-14.410,,,,probe
8,1775745269408,501,-18.410,,,,probe
8,1775745269907,1000,30.540,,,,probe
9,1775745269907,0,30.540,-1173,572815,571642,pre
9,1775745270007,100,6.165,,,,probe
9,1775745270207,300,8.144,,,,probe
9,1775745270407,500,6.206,,,,probe
9,1775745270907,1000,3.296,,,,probe
10,1775745271336,0,75.234,-2889,640186,637297,pre
10,1775745271506,170,-55.034,,,,probe
10,1775745271715,379,-62.034,,,,probe
10,1775745271907,571,-57.055,,,,probe
10,1775745272407,1071,-57.075,,,,probe
11,1775745272407,0,-57.075,2192,688561,690753,pre
11,1775745272507,100,-9.499,,,,probe
11,1775745272707,300,-9.416,,,,probe
11,1775745272910,503,-14.395,,,,probe
11,1775745273407,1000,-9.437,,,,probe
11,1775745274407,2000,-10.733,,,,probe
12,1775745274821,0,36.038,-1384,806529,805145,pre
12,1775745275007,186,23.205,,,,probe
12,1775745275206,385,26.246,,,,probe
12,1775745275337,516,-8.754,,,,probe
12,1775745275915,1094,11.070,,,,probe
13,1775745276106,0,22.049,-847,866873,866026,pre
13,1775745276207,101,3.361,,,,probe
13,1775745276407,301,2.424,,,,probe
13,1775745276607,501,2.304,,,,probe
13,1775745277107,1001,1.284,,,,probe
13,1775745278107,2001,-0.884,,,,probe
14,1775745279336,0,-35.081,1347,1020874,1022221,pre
14,1775745279506,170,27.158,,,,probe
14,1775745279706,370,29.179,,,,probe
14,1775745279907,571,-22.863,,,,probe
14,1775745280407,1071,-24.884,,,,probe
15,1775745280407,0,-24.884,956,1073581,1074537,pre
15,1775745280507,100,-4.706,,,,probe
15,1775745280708,301,-3.727,,,,probe
15,1775745280907,500,-5.706,,,,probe
15,1775745281407,1000,-5.747,,,,probe
15,1775745282407,2000,-6.566,,,,probe
16,1775745283832,0,-23.972,921,1238697,1239618,pre
16,1775745284007,175,24.195,,,,probe
16,1775745284207,375,26.258,,,,probe
16,1775745284407,575,25.111,,,,probe
16,1775745284907,1075,77.153,,,,probe
17,1775745284907,0,77.153,-2963,1291074,1288111,pre
17,1775745285007,100,15.486,,,,probe
17,1775745285207,300,17.486,,,,probe
17,1775745285410,503,14.382,,,,probe
17,1775745285907,1000,14.387,,,,probe
17,1775745286907,2000,15.295,,,,probe
18,1775745287834,0,-27.022,1038,1428847,1429885,pre
18,1775745288007,173,23.665,,,,probe
18,1775745288207,373,25.623,,,,probe
18,1775745288407,573,21.640,,,,probe
18,1775745288906,1072,-78.318,,,,probe
19,1775745288906,0,-78.318,3007,1480957,1483964,pre
19,1775745289007,101,-16.652,,,,probe
19,1775745289206,300,-13.652,,,,probe
19,1775745289406,500,-14.672,,,,probe
19,1775745289907,1001,34.318,,,,probe
20,1775745289907,0,34.318,-1318,1531868,1530550,pre
20,1775745290107,200,6.901,,,,probe
