seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775784543647,1775784543549,1775784543837,190,-193,,init
1,1775784543752,1775784543600,1775784543917,165,-234,,init
2,1775784543863,1775784543731,1775784544006,143,-203,,init
3,1775784543965,1775784543774,1775784544039,74,-228,,init
4,1775784544072,1775784543861,1775784544137,65,-243,,init
5,1775784544174,1775784544004,1775784544271,97,-218,,init
6,1775784544275,1775784544090,1775784544363,88,-229,,init
7,1775784544394,1775784544176,1775784544492,98,-267,,init
8,1775784544512,1775784544301,1775784544548,36,-229,,init
9,1775784544614,1775784544383,1775784544642,28,-245,,init
10,1775784546222,1775784546063,1775784546313,91,-204,-240.900,steady
11,1775784547225,1775784547081,1775784547367,142,-215,-237.210,steady
12,1775784548223,1775784548112,1775784548446,223,-222,-233.889,steady
13,1775784549224,1775784549008,1775784549367,143,-287,-230.900,steady
14,1775784550226,1775784550023,1775784550268,42,-224,-230.210,steady
15,1775784551225,1775784551078,1775784551415,190,-242,-229.589,steady
16,1775784552226,1775784552234,1775784552539,313,-148,-229.030,steady
17,1775784553298,1775784553122,1775784553397,99,-225,-228.527,steady
18,1775784554222,1775784554044,1775784554332,110,-233,-228.074,steady
19,1775784555232,1775784555078,1775784555335,103,-205,-227.767,steady
20,1775784556237,1775784556069,1775784556337,100,-218,-227.490,steady
21,1775784557231,1775784557117,1775784557453,222,-225,-227.241,steady
22,1775784558226,1775784558037,1775784558328,102,-240,-226.317,steady
23,1775784559229,1775784559009,1775784559250,21,-230,-226.685,steady
24,1775784560229,1775784560010,1775784560265,36,-237,-227.017,steady
25,1775784561234,1775784561112,1775784561445,211,-227,-227.315,steady
26,1775784562227,1775784562035,1775784562329,102,-243,-227.584,steady
27,1775784563226,1775784563074,1775784563327,101,-202,-227.825,steady
28,1775784564228,1775784564064,1775784564326,98,-213,-228.743,steady
29,1775784565229,1775784565103,1775784565350,121,-186,-227.168,steady
30,1775784566229,1775784566126,1775784566462,233,-219,-225.752,steady
31,1775784567226,1775784567048,1775784567325,99,-227,-224.476,steady
32,1775784568224,1775784568072,1775784568328,104,-204,-223.329,steady
33,1775784569233,1775784569115,1775784569419,186,-211,-223.696,steady
34,1775784570223,1775784570133,1775784570461,238,-209,-224.026,steady
35,1775784571222,1775784571051,1775784571336,114,-228,-224.324,steady
36,1775784572224,1775784572068,1775784572405,181,-246,-222.291,steady
37,1775784573222,1775784573003,1775784573308,86,-262,-226.262,steady
38,1775784574221,1775784574010,1775784574252,31,-226,-226.236,steady
39,1775784575223,1775784575033,1775784575326,103,-241,-226.212,steady
40,1775784576222,1775784576008,1775784576292,70,-249,-226.191,steady
41,1775784577221,1775784577010,1775784577317,96,-259,-226.172,steady
42,1775784578223,1775784578006,1775784578325,102,-268,-226.155,steady
43,1775784579221,1775784579026,1775784579321,100,-245,-228.439,steady
44,1775784580226,1775784580058,1775784580330,104,-220,-230.495,steady
45,1775784581238,1775784581010,1775784581262,24,-240,-231.446,steady
46,1775784582222,1775784581997,1775784582262,40,-245,-232.301,steady
47,1775784583223,1775784583009,1775784583249,26,-227,-233.071,steady
48,1775784584222,1775784584006,1775784584272,50,-241,-233.764,steady
49,1775784585287,1775784585068,1775784585385,98,-268,-234.388,steady
50,1775784586223,1775784586097,1775784586344,121,-186,-233.649,steady
51,1775784587223,1775784587172,1775784587457,234,-168,-232.984,steady
52,1775784588222,1775784588177,1775784588459,237,-163,-233.786,steady
53,1775784589223,1775784589089,1775784589344,121,-194,-237.207,steady
54,1775784590223,1775784589995,1775784590266,43,-249,-238.386,steady
55,1775784591223,1775784591010,1775784591325,102,-264,-239.448,steady
56,1775784592225,1775784592174,1775784592422,197,-149,-240.403,steady
57,1775784593223,1775784593057,1775784593335,112,-222,-241.263,steady
58,1775784594222,1775784594021,1775784594266,44,-223,-242.036,steady
59,1775784595223,1775784595005,1775784595322,99,-267,-240.133,steady
60,1775784596223,1775784596012,1775784596256,33,-227,-238.819,steady
61,1775784597223,1775784597007,1775784597253,30,-231,-238.038,steady
62,1775784598222,1775784598020,1775784598262,40,-222,-237.334,steady
63,1775784599223,1775784599011,1775784599257,34,-229,-236.700,steady
64,1775784600223,1775784600011,1775784600253,30,-227,-235.730,steady
65,1775784601222,1775784601011,1775784601266,44,-233,-234.857,steady
66,1775784602223,1775784602066,1775784602325,102,-208,-234.072,steady
67,1775784603223,1775784603093,1775784603344,121,-190,-233.364,steady
68,1775784604223,1775784604014,1775784604330,107,-262,-232.728,steady
69,1775784605223,1775784605037,1775784605325,102,-237,-232.755,steady
70,1775784606221,1775784606061,1775784606325,104,-212,-233.180,steady
71,1775784607223,1775784607088,1775784607333,110,-190,-233.562,steady
72,1775784608223,1775784608012,1775784608327,104,-263,-233.906,steady
73,1775784609222,1775784609029,1775784609323,101,-243,-234.815,steady
74,1775784610223,1775784610048,1775784610326,103,-226,-235.633,steady
75,1775784611223,1775784611079,1775784611327,104,-196,-236.370,steady
76,1775784612223,1775784612102,1775784612442,219,-230,-237.033,steady
77,1775784613223,1775784613025,1775784613363,140,-268,-237.630,steady
78,1775784614221,1775784614049,1775784614330,109,-226,-236.467,steady
79,1775784615223,1775784615073,1775784615323,100,-200,-232.820,steady
80,1775784616223,1775784616096,1775784616347,124,-189,-229.538,steady
81,1775784617223,1775784617120,1775784617460,237,-221,-226.584,steady
82,1775784618222,1775784618041,1775784618395,173,-267,-223.926,steady
83,1775784619223,1775784619066,1775784619323,100,-207,-222.233,steady
84,1775784620223,1775784620092,1775784620430,207,-234,-220.710,steady
85,1775784621223,1775784621116,1775784621453,230,-222,-219.339,steady
86,1775784622223,1775784622050,1775784622325,102,-224,-218.105,steady
87,1775784623223,1775784623060,1775784623323,100,-213,-217.595,steady
88,1775784624223,1775784623992,1775784624317,94,-278,-223.635,steady
89,1775784625223,1775784625107,1775784625445,222,-227,-229.072,steady
90,1775784626223,1775784626153,1775784626470,247,-193,-233.964,steady
91,1775784627223,1775784627042,1775784627324,101,-231,-238.368,steady
92,1775784628223,1775784628080,1775784628323,100,-193,-242.331,steady
93,1775784629223,1775784629104,1775784629440,217,-227,-237.398,steady
94,1775784630223,1775784630025,1775784630322,99,-247,-238.358,steady
95,1775784631223,1775784631048,1775784631461,238,-294,-239.222,steady
96,1775784632222,1775784632078,1775784632407,185,-236,-240.000,steady
97,1775784633222,1775784633113,1775784633534,312,-265,-240.700,steady
