eventId,wallMs,msSinceSeek,driftMs,correctionFrames,oldVf,newVf,kind
0,1775783885726,0,-50.300,1932,94896,96828,pre
0,1775783885827,101,-3.050,,,,probe
0,1775783886079,353,-4.050,,,,probe
0,1775783886332,606,-2.050,,,,probe
0,1775783886785,1059,-5.020,,,,probe
0,1775783887795,2069,7.307,,,,probe
1,1775783889306,0,20.401,-783,269436,268653,pre
1,1775783889407,101,4.089,,,,probe
1,1775783889609,303,3.089,,,,probe
1,1775783889812,506,11.174,,,,probe
1,1775783890318,1012,-32.826,,,,probe
2,1775783890318,0,-32.826,1261,317421,318682,pre
2,1775783890418,100,-6.556,,,,probe
2,1775783890621,303,-7.556,,,,probe
2,1775783890822,504,-2.479,,,,probe
2,1775783891427,1109,1.521,,,,probe
2,1775783892386,2068,11.590,,,,probe
3,1775783893397,0,23.651,-908,466618,465710,pre
3,1775783893499,102,3.735,,,,probe
3,1775783893701,304,2.691,,,,probe
3,1775783893902,505,6.691,,,,probe
3,1775783894408,1011,11.691,,,,probe
4,1775783895315,0,-29.249,1123,557102,558225,pre
4,1775783895417,102,-6.854,,,,probe
4,1775783895618,303,-6.854,,,,probe
4,1775783895820,505,-6.854,,,,probe
4,1775783896325,1010,-0.699,,,,probe
4,1775783897385,2070,10.539,,,,probe
5,1775783898799,0,23.337,-896,726801,725905,pre
5,1775783898900,101,4.671,,,,probe
5,1775783899102,303,4.671,,,,probe
5,1775783899303,504,8.671,,,,probe
5,1775783899808,1009,7.671,,,,probe
5,1775783900817,2018,17.406,,,,probe
6,1775783900917,0,-29.633,1138,825937,827075,pre
6,1775783901018,101,-4.924,,,,probe
6,1775783901220,303,-4.924,,,,probe
6,1775783901423,506,-0.924,,,,probe
6,1775783901929,1012,3.241,,,,probe
6,1775783902988,2071,10.590,,,,probe
7,1775783904403,0,23.804,-914,994979,994065,pre
7,1775783904504,101,4.762,,,,probe
7,1775783904706,303,5.762,,,,probe
7,1775783904908,505,6.955,,,,probe
7,1775783905413,1010,10.955,,,,probe
8,1775783905919,0,-30.872,1185,1066161,1067346,pre
8,1775783906019,100,-5.185,,,,probe
8,1775783906222,303,-6.185,,,,probe
8,1775783906424,505,-2.185,,,,probe
8,1775783906979,1060,0.971,,,,probe
8,1775783907988,2069,13.412,,,,probe
9,1775783909401,0,26.108,-1003,1235058,1234055,pre
9,1775783909502,101,6.212,,,,probe
9,1775783909704,303,5.212,,,,probe
9,1775783909906,505,8.139,,,,probe
9,1775783910411,1010,14.139,,,,probe
10,1775783910813,0,-34.727,1334,1302311,1303645,pre
10,1775783910915,102,-7.935,,,,probe
10,1775783911116,303,-7.935,,,,probe
10,1775783911318,505,-6.935,,,,probe
10,1775783911824,1011,2.385,,,,probe
10,1775783912883,2070,13.174,,,,probe
11,1775783913894,0,25.174,-967,1451389,1450422,pre
11,1775783913995,101,6.638,,,,probe
11,1775783914196,302,6.638,,,,probe
11,1775783914398,504,11.638,,,,probe
11,1775783914904,1010,17.086,,,,probe
12,1775783915308,0,20.086,-771,1517526,1516755,pre
12,1775783915410,102,4.024,,,,probe
12,1775783915611,303,4.024,,,,probe
12,1775783915813,505,-37.072,,,,probe
12,1775783916316,1008,-34.072,,,,probe
13,1775783916316,0,-34.072,1308,1564659,1565967,pre
13,1775783916416,100,-5.822,,,,probe
13,1775783916618,302,-5.822,,,,probe
13,1775783916820,504,-5.822,,,,probe
13,1775783917325,1009,1.891,,,,probe
13,1775783918385,2069,17.433,,,,probe
14,1775783921415,0,-37.568,1443,4207980,4209423,pre
14,1775783921516,101,-7.505,,,,probe
14,1775783921716,301,-5.224,,,,probe
14,1775783921918,503,-11.224,,,,probe
14,1775783922423,1008,4.776,,,,probe
14,1775783923484,2069,13.530,,,,probe
15,1775783930810,0,-25.293,971,-2541157,-2540186,pre
15,1775783930912,102,-6.063,,,,probe
15,1775783931113,303,-6.063,,,,probe
15,1775783931314,504,-6.063,,,,probe
15,1775783931820,1010,-2.811,,,,probe
15,1775783932880,2070,15.316,,,,probe
16,1775783933788,0,24.430,-938,-2396474,-2397412,pre
16,1775783933889,101,3.888,,,,probe
16,1775783934091,303,3.888,,,,probe
16,1775783934293,505,3.888,,,,probe
16,1775783934799,1011,11.888,,,,probe
17,1775783935407,0,20.991,-806,-2320612,-2321418,pre
17,1775783935508,101,4.199,,,,probe
17,1775783935710,303,4.199,,,,probe
17,1775783935912,505,-39.708,,,,probe
17,1775783936417,1010,-36.708,,,,probe
18,1775783936417,0,-36.708,1410,-2273706,-2272296,pre
18,1775783936517,100,-6.333,,,,probe
18,1775783936720,303,-7.250,,,,probe
18,1775783936923,506,-1.250,,,,probe
18,1775783937480,1063,4.750,,,,probe
18,1775783938490,2073,0.000,,,,probe
19,1775783940406,0,58.580,-2249,-4479800,-4482049,pre
19,1775783940507,101,10.726,,,,probe
19,1775783940709,303,11.251,,,,probe
19,1775783940911,505,-29.749,,,,probe
19,1775783941416,1010,-28.749,,,,probe
20,1775783941416,0,-28.749,1104,-4434049,-4432945,pre
20,1775783941516,100,-4.749,,,,probe
20,1775783941718,302,-5.749,,,,probe
20,1775783941919,503,2.724,,,,probe
20,1775783942424,1008,7.724,,,,probe
20,1775783943487,2071,18.149,,,,probe
21,1775783943891,0,23.332,-896,-4313137,-4314033,pre
21,1775783943992,101,3.666,,,,probe
21,1775783944194,303,4.666,,,,probe
21,1775783944397,506,6.666,,,,probe
21,1775783944902,1011,11.930,,,,probe
22,1775783945305,0,-30.070,1155,-4247025,-4245870,pre
22,1775783945406,101,-6.007,,,,probe
22,1775783945608,303,-6.007,,,,probe
22,1775783945811,506,-4.169,,,,probe
22,1775783946316,1011,0.831,,,,probe
22,1775783947329,2024,4.585,,,,probe
23,1775783948286,0,20.264,-778,-4101774,-4102552,pre
23,1775783948386,100,9.056,,,,probe
23,1775783948589,303,8.056,,,,probe
23,1775783948841,555,12.667,,,,probe
23,1775783949296,1010,12.667,,,,probe
23,1775783950407,2121,0.009,,,,probe
24,1775783952425,0,21.189,-814,-3615938,-3616752,pre
24,1775783952525,100,4.231,,,,probe
24,1775783952778,353,5.308,,,,probe
24,1775783952981,556,5.308,,,,probe
24,1775783953889,1464,-0.998,,,,probe
24,1775783954898,2473,0.002,,,,probe
25,1775783955806,0,-47.998,1843,-2304165,-2302322,pre
25,1775783955907,101,-6.146,,,,probe
25,1775783956109,303,-5.146,,,,probe
25,1775783956311,505,-5.146,,,,probe
25,1775783957017,1211,-1.390,,,,probe
25,1775783957925,2119,0.005,,,,probe
26,1775783960903,0,-40.103,1540,-331347,-329807,pre
26,1775783961004,101,-8.019,,,,probe
26,1775783961205,302,-7.019,,,,probe
26,1775783961409,506,-4.019,,,,probe
26,1775783961914,1011,1.785,,,,probe
26,1775783962924,2021,11.508,,,,probe
27,1775783963887,0,22.160,-851,-185903,-186754,pre
27,1775783963989,102,4.431,,,,probe
27,1775783964190,303,4.431,,,,probe
27,1775783964392,505,9.431,,,,probe
27,1775783964896,1009,15.431,,,,probe
