seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775782934415,1775782934831,4416,1009365195725525,19056,1009365500787244,1
1,1775782934911,1775782935312,4416,1009365195725525,42816,1009365995916046,1
2,1775782935367,1775782935845,4416,1009365195725525,64752,1009366452503910,1
3,1775782935874,1775782936341,4416,1009365195725525,89040,1009366958944379,1
4,1775782936378,1775782936808,4416,1009365195725525,113280,1009367463870003,1
5,1775782936883,1775782937361,4416,1009365195725525,137520,1009367968881201,1
6,1775782937388,1775782937805,4416,1009365195725525,161760,1009368473879013,1
7,1775782937895,1775782938388,4416,1009365195725525,186048,1009368980427190,1
8,1775782938399,1775782938811,4416,1009365195725525,210240,1009369484227919,1
9,1775782938903,1775782939310,4416,1009365195725525,234432,1009369987985055,1
10,1775782939409,1775782939810,4416,1009365195725525,258720,1009370494005575,1
11,1775782939863,1775782940352,4416,1009365195725525,280560,1009370948860731,1
12,1775782940368,1775782940844,4416,1009365195725525,304800,1009371453891773,1
13,1775782940873,1775782941356,4416,1009365195725525,328992,1009371958079220,1
14,1775782941378,1775782941804,4416,1009365195725525,353232,1009372463373908,1
15,1775782941884,1775782942379,4416,1009365195725525,377520,1009372968940470,1
16,1775782942387,1775782942789,4416,1009365195725525,401712,1009373472798230,1
17,1775782942893,1775782943300,4416,1009365195725525,425952,1009373977937761,1
18,1775782943396,1775782943761,4416,1009365195725525,450144,1009374481891824,1
19,1775782943902,1775782944327,4416,1009365195725525,474384,1009374986941355,1
20,1775782944404,1775782944805,4416,1009365195725525,498528,1009375489863490,1
21,1775782944910,1775782945349,4416,1009365195725525,522816,1009375995477500,1
22,1775782945414,1775782945804,4416,1009365195725525,547008,1009376499604427,1
23,1775782945870,1775782946376,4416,1009365195725525,568896,1009376955599375,1
24,1775782946375,1775782946786,4416,1009365195725525,593088,1009377460105468,1
25,1775782946880,1775782947397,4416,1009365195725525,617376,1009377965754999,1
26,1775782947387,1775782947808,4416,1009365195725525,641664,1009378472071770,1
27,1775782947891,1775782948320,4416,1009365195725525,665904,1009378976793176,1
28,1775782948398,1775782948780,4416,1009365195725525,690192,1009379483276926,1
29,1775782948902,1775782949350,4416,1009365195725525,714384,1009379986925311,1
30,1775782949405,1775782949805,4416,1009365195725525,738528,1009380490365103,1
31,1775782949910,1775782950484,4416,1009365195725525,762816,1009380995870259,1
32,1775782949910,1775782950584,4416,1009365195725525,762816,1009380995870259,0
0,1775782950443,1775782951033,4416,1009381528622029,4416,1009381528622029,0
0,1775782950912,1775782951393,4560,1009381997735310,4560,1009381997735310,0
0,1775782951390,1775782951819,4704,1009382475737029,4704,1009382475737029,0
0,1775782952516,1775782952945,4656,1009383309865362,18672,1009383601115987,1
1,1775782953019,1775782953440,4656,1009383309865362,42816,1009384104792497,1
2,1775782953477,1775782953981,4656,1009383309865362,64800,1009384562813539,1
3,1775782953981,1775782954465,4656,1009383309865362,88944,1009385066048330,1
4,1775782954484,1775782954912,4656,1009383309865362,113136,1009385569793278,1
5,1775782954989,1775782955487,4656,1009383309865362,137376,1009386074176715,1
6,1775782955495,1775782955982,4656,1009383309865362,161664,1009386580152965,1
7,1775782956000,1775782956511,4656,1009383309865362,185904,1009387085862131,1
8,1775782956505,1775782957014,4656,1009383309865362,210144,1009387590877496,1
9,1775782957008,1775782957433,4656,1009383309865362,234288,1009388093580152,1
10,1775782957515,1775782958030,4656,1009383309865362,258576,1009388599899006,1
11,1775782958018,1775782958459,4656,1009383309865362,282720,1009389102965828,1
12,1775782958524,1775782958920,4656,1009383309865362,307056,1009389609129005,1
13,1775782959028,1775782959482,4656,1009383309865362,331248,1009390113751766,1
14,1775782959482,1775782959916,4656,1009383309865362,353040,1009390567486140,1
15,1775782959986,1775782960511,4656,1009383309865362,377232,1009391071518484,1
16,1775782960491,1775782960939,4656,1009383309865362,401472,1009391576724525,1
17,1775782960996,1775782961428,4656,1009383309865362,425664,1009392080966192,1
18,1775782961500,1775782962020,4656,1009383309865362,449904,1009392585633119,1
19,1775782962006,1775782962451,4656,1009383309865362,474192,1009393091721452,1
20,1775782962511,1775782962906,4656,1009383309865362,498432,1009393596729368,1
21,1775782963019,1775782963476,4656,1009383309865362,522816,1009394104094629,1
22,1775782963523,1775782963918,4656,1009383309865362,547008,1009394608172441,1
23,1775782963977,1775782964516,4656,1009383309865362,568800,1009395062129524,1
24,1775782964482,1775782965014,4656,1009383309865362,592992,1009395566892909,1
25,1775782964987,1775782965420,4656,1009383309865362,617280,1009396072474420,1
26,1775782965492,1775782965962,4656,1009383309865362,641520,1009396577867024,1
27,1775782965998,1775782966447,4656,1009383309865362,665808,1009397083364003,1
28,1775782966502,1775782966938,4656,1009383309865362,690000,1009397587778586,1
