seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
0,1775782377867,1775782377659,1775782377986,119,-267,,init
1,1775782377980,1775782377753,1775782378037,57,-255,,init
2,1775782378082,1775782377870,1775782378111,29,-226,,init
3,1775782378184,1775782377963,1775782378199,15,-228,,init
4,1775782378286,1775782378064,1775782378309,23,-233,,init
5,1775782378387,1775782378166,1775782378404,17,-229,,init
6,1775782378489,1775782378265,1775782378508,19,-233,,init
7,1775782378593,1775782378370,1775782378609,16,-231,,init
8,1775782378695,1775782378474,1775782378711,16,-229,,init
9,1775782378799,1775782378575,1775782378870,71,-259,,init
10,1775782380419,1775782380280,1775782380527,108,-193,-224.500,steady
11,1775782381444,1775782381229,1775782381476,32,-231,-225.150,steady
12,1775782382427,1775782382323,1775782382563,136,-172,-225.735,steady
13,1775782383418,1775782383242,1775782383575,157,-254,-226.262,steady
14,1775782384423,1775782384267,1775782384528,105,-208,-226.735,steady
15,1775782385425,1775782385309,1775782385658,233,-232,-227.162,steady
16,1775782386424,1775782386314,1775782386852,428,-324,-225.246,steady
17,1775782387429,1775782387237,1775782387492,63,-223,-225.021,steady
18,1775782388424,1775782388260,1775782388525,101,-214,-224.819,steady
19,1775782389422,1775782389285,1775782389545,123,-198,-224.637,steady
20,1775782390419,1775782390312,1775782390631,212,-213,-224.473,steady
21,1775782391415,1775782391229,1775782391517,102,-237,-224.326,steady
22,1775782392415,1775782392254,1775782392514,99,-210,-222.893,steady
23,1775782393415,1775782393296,1775782393621,206,-222,-221.604,steady
24,1775782394421,1775782394307,1775782394722,301,-264,-220.444,steady
25,1775782395422,1775782395303,1775782395555,133,-185,-219.399,steady
26,1775782396420,1775782396247,1775782396526,106,-226,-218.459,steady
27,1775782397415,1775782397272,1775782397518,103,-194,-216.013,steady
28,1775782398421,1775782398311,1775782398716,295,-257,-213.812,steady
29,1775782399420,1775782399301,1775782399554,134,-186,-211.831,steady
30,1775782400415,1775782400241,1775782400574,159,-253,-210.048,steady
31,1775782401428,1775782401264,1775782401598,170,-249,-208.443,steady
32,1775782402422,1775782402311,1775782402721,299,-260,-206.199,steady
33,1775782403419,1775782403317,1775782403621,202,-203,-204.179,steady
34,1775782404418,1775782404236,1775782404517,99,-231,-206.861,steady
35,1775782405434,1775782405261,1775782405534,100,-223,-209.275,steady
36,1775782406429,1775782406286,1775782406617,188,-237,-211.447,steady
37,1775782407428,1775782407314,1775782407725,297,-262,-213.403,steady
38,1775782408421,1775782408228,1775782408549,128,-257,-215.162,steady
39,1775782409421,1775782409251,1775782409526,105,-222,-215.946,steady
40,1775782410420,1775782410279,1775782410523,103,-192,-213.552,steady
41,1775782411416,1775782411299,1775782411664,248,-241,-211.396,steady
42,1775782412426,1775782412298,1775782412641,215,-235,-209.457,steady
43,1775782413420,1775782413247,1775782413536,116,-231,-207.711,steady
44,1775782414419,1775782414270,1775782414525,106,-202,-206.140,steady
45,1775782415416,1775782415304,1775782415717,301,-262,-205.726,steady
46,1775782416415,1775782416299,1775782416617,202,-217,-205.353,steady
47,1775782417426,1775782417239,1775782417524,98,-236,-208.418,steady
48,1775782418419,1775782418264,1775782418521,102,-206,-211.176,steady
49,1775782419419,1775782419307,1775782419555,136,-180,-213.659,steady
50,1775782420425,1775782420312,1775782420626,201,-213,-215.893,steady
51,1775782421427,1775782421235,1775782421529,102,-243,-217.903,steady
52,1775782422423,1775782422255,1775782422525,102,-219,-218.013,steady
53,1775782423420,1775782423284,1775782423566,146,-209,-218.112,steady
54,1775782424415,1775782424310,1775782424691,276,-243,-218.201,steady
55,1775782425429,1775782425227,1775782425482,53,-228,-219.181,steady
56,1775782426427,1775782426255,1775782426528,101,-222,-220.063,steady
57,1775782427424,1775782427214,1775782427457,33,-226,-220.656,steady
58,1775782428420,1775782428312,1775782428722,302,-259,-221.191,steady
59,1775782429420,1775782429317,1775782429622,202,-204,-221.672,steady
60,1775782430425,1775782430211,1775782430528,103,-265,-222.104,steady
61,1775782431426,1775782431271,1775782431525,99,-204,-222.494,steady
62,1775782432418,1775782432308,1775782432560,142,-181,-220.645,steady
63,1775782433419,1775782433313,1775782433676,257,-234,-218.980,steady
64,1775782434417,1775782434245,1775782434577,160,-252,-217.482,steady
65,1775782435427,1775782435265,1775782435526,99,-211,-216.834,steady
66,1775782436427,1775782436284,1775782436569,142,-214,-216.251,steady
67,1775782437420,1775782437206,1775782437450,30,-229,-217.525,steady
68,1775782438416,1775782438234,1775782438520,104,-234,-218.673,steady
69,1775782439415,1775782439261,1775782439529,114,-211,-219.706,steady
70,1775782440426,1775782440284,1775782440541,115,-199,-220.635,steady
71,1775782441419,1775782441218,1775782441536,117,-259,-221.472,steady
72,1775782442418,1775782442226,1775782442464,46,-215,-220.824,steady
73,1775782443415,1775782443253,1775782443515,100,-212,-220.242,steady
74,1775782444427,1775782444275,1775782444609,182,-243,-219.718,steady
75,1775782445423,1775782445198,1775782445559,136,-293,-219.246,steady
76,1775782446418,1775782446261,1775782446522,104,-209,-218.821,steady
77,1775782447418,1775782447245,1775782447582,164,-255,-218.139,steady
78,1775782448415,1775782448272,1775782448555,140,-213,-217.225,steady
