seq,hostTimeMs,rxWallMs,anchorFramePos,anchorTimeNs,framePos,timeNs,playing
0,1775785921378,1775785921745,3792,1012352157586261,18480,1012352463355844,1
1,1775785921871,1775785922267,3792,1012352157586261,42144,1012352956401677,1
2,1775785922330,1775785922871,3792,1012352157586261,64176,1012353415165219,1
3,1775785922835,1775785923369,3792,1012352157586261,88464,1012353920861260,1
4,1775785923342,1775785923791,3792,1012352157586261,112752,1012354427044124,1
5,1775785923848,1775785924251,3792,1012352157586261,137040,1012354933119697,1
6,1775785924352,1775785924814,3792,1012352157586261,161232,1012355436993655,1
7,1775785924859,1775785925346,3792,1012352157586261,185568,1012355944152770,1
8,1775785925365,1775785925854,3792,1012352157586261,209856,1012356450551676,1
9,1775785925868,1775785926245,3792,1012352157586261,234000,1012356953529123,1
10,1775785926272,1775785926862,3792,1012352157586261,253392,1012357357777717,0
0,1775785929426,1775785929939,5088,1012360227769122,18720,1012360511289070,1
1,1775785929932,1775785930348,5088,1012360227769122,43008,1012361017368028,1
2,1775785930389,1775785930855,5088,1012360227769122,64944,1012361474715007,1
3,1775785930944,1775785931350,5088,1012360227769122,91584,1012362029485684,1
4,1775785931197,1775785931780,5088,1012360227769122,103728,1012362282351726,0
0,1775785933992,1775785934442,4464,1012364782317037,18624,1012365077342141,1
1,1775785934490,1775785934968,4464,1012364782317037,42576,1012365575618235,1
2,1775785934949,1775785935464,4464,1012364782317037,64560,1012366034143443,1
3,1775785935456,1775785935873,4464,1012364782317037,88944,1012366541456568,1
4,1775785935759,1775785936249,4464,1012364782317037,103440,1012366844053807,0
0,1775785936458,1775785937005,4992,1012367343866047,14592,1012367542974276,0
0,1775785938598,1775785939049,4560,1012369389189327,18672,1012369683748806,1
1,1775785939099,1775785939567,4560,1012369389189327,42720,1012370184231983,1
2,1775785939560,1775785940072,4560,1012369389189327,64848,1012370645031045,1
3,1775785940064,1775785940584,4560,1012369389189327,89040,1012371149134587,1
4,1775785940567,1775785941076,4560,1012369389189327,113232,1012371652868232,1
5,1775785941073,1775785941509,4560,1012369389189327,137472,1012372158661253,1
6,1775785941577,1775785942020,4560,1012369389189327,161664,1012372662745784,1
7,1775785942081,1775785942532,4560,1012369389189327,185904,1012373166824898,1
8,1775785942585,1775785943043,4560,1012369389189327,210048,1012373670004013,1
9,1775785943089,1775785943558,4560,1012369389189327,234240,1012374174478075,1
10,1775785943595,1775785944065,4560,1012369389189327,258576,1012374680839429,1
11,1775785944101,1775785944581,4560,1012369389189327,282816,1012375186202762,1
12,1775785944556,1775785945087,4560,1012369389189327,304656,1012375641224273,1
13,1775785945063,1775785945503,4560,1012369389189327,328992,1012376148576720,1
14,1775785945569,1775785946014,4560,1012369389189327,353328,1012376654829428,1
15,1775785946076,1775785946526,4560,1012369389189327,377616,1012377161318282,1
16,1775785946580,1775785947037,4560,1012369389189327,401856,1012377665870261,1
17,1775785947084,1775785947556,4560,1012369389189327,426000,1012378169100834,1
18,1775785947588,1775785948062,4560,1012369389189327,450192,1012378673639584,1
19,1775785948093,1775785948573,4560,1012369389189327,474432,1012379177969011,1
20,1775785948599,1775785949064,4560,1012369389189327,498720,1012379683975469,1
21,1775785949103,1775785949598,4560,1012369389189327,522912,1012380188421042,1
22,1775785949559,1775785950079,4560,1012369389189327,544800,1012380643927239,1
23,1775785950062,1775785950518,4560,1012369389189327,568992,1012381147848802,1
24,1775785950569,1775785951034,4560,1012369389189327,593280,1012381653938385,1
25,1775785951072,1775785951558,4560,1012369389189327,617424,1012382157685885,1
26,1775785951576,1775785952059,4560,1012369389189327,641616,1012382661549270,1
27,1775785952081,1775785952565,4560,1012369389189327,665856,1012383165944530,1
28,1775785952586,1775785953075,4560,1012369389189327,690096,1012383671326874,1
29,1775785953090,1775785953490,4560,1012369389189327,714288,1012384175703123,1
30,1775785953598,1775785954065,4560,1012369389189327,738672,1012384683122707,1
31,1775785954103,1775785954617,4560,1012369389189327,762912,1012385188009529,1
32,1775785954559,1775785955027,4560,1012369389189327,784800,1012385644092862,1
33,1775785955064,1775785955536,4560,1012369389189327,809040,1012386149081456,1
34,1775785955570,1775785956056,4560,1012369389189327,833328,1012386655441508,1
35,1775785956075,1775785956559,4560,1012369389189327,857568,1012387160553279,1
36,1775785956580,1775785957072,4560,1012369389189327,881808,1012387665764216,1
37,1775785957087,1775785957585,4560,1012369389189327,906144,1012388172486716,1
38,1775785957591,1775785957996,4560,1012369389189327,930384,1012388676884111,1
39,1775785958096,1775785958508,4560,1012369389189327,954576,1012389181403642,1
40,1775785958601,1775785959020,4560,1012369389189327,978816,1012389686491871,1
41,1775785959106,1775785959475,4560,1012369389189327,1003056,1012390191767027,1
42,1775785959561,1775785960041,4560,1012369389189327,1024896,1012390646361558,1
43,1775785960065,1775785960558,4560,1012369389189327,1049088,1012391150263798,1
44,1775785960569,1775785961062,4560,1012369389189327,1073280,1012391654404266,1
45,1775785961074,1775785961578,4560,1012369389189327,1097520,1012392159313120,1
46,1775785961579,1775785961989,4560,1012369389189327,1121760,1012392664750776,1
47,1775785962084,1775785962604,4560,1012369389189327,1146000,1012393169371141,1
48,1775785962387,1775785962909,4560,1012369389189327,1160544,1012393472042234,0
0,1775785964097,1775785964531,4416,1012394886952599,18576,1012395181931088,1
1,1775785964601,1775785965056,4416,1012394886952599,42816,1012395686389161,1
2,1775785965059,1775785965573,4416,1012394886952599,64800,1012396144523744,1
3,1775785965564,1775785966063,4416,1012394886952599,89040,1012396649394056,1
4,1775785966068,1775785966629,4416,1012394886952599,113232,1012397153244525,1
5,1775785966573,1775785967004,4416,1012394886952599,137472,1012397658704629,1
6,1775785967078,1775785967624,4416,1012394886952599,161664,1012398163342858,1
7,1775785967583,1775785968031,4416,1012394886952599,185952,1012398668678691,1
8,1775785968089,1775785968538,4416,1012394886952599,210240,1012399174365149,1
9,1775785968595,1775785969142,4416,1012394886952599,234528,1012399680112961,1
10,1775785969099,1775785969693,4416,1012394886952599,258672,1012400183954367,1
11,1775785969604,1775785970062,4416,1012394886952599,282960,1012400689127232,1
12,1775785970058,1775785970590,4416,1012394886952599,304752,1012401143167596,1
13,1775785970564,1775785971002,4416,1012394886952599,329040,1012401649173898,1
14,1775785971069,1775785971525,4416,1012394886952599,353232,1012402153994106,1
15,1775785971573,1775785972037,4416,1012394886952599,377472,1012402658595252,1
16,1775785972077,1775785972535,4416,1012394886952599,401664,1012403162751554,1
17,1775785972582,1775785973045,4416,1012394886952599,425904,1012403667603793,1
18,1775785973086,1775785973559,4416,1012394886952599,450096,1012404171800876,1
19,1775785973590,1775785974070,4416,1012394886952599,474288,1012404675788793,1
20,1775785974095,1775785974584,4416,1012394886952599,498528,1012405180619313,1
21,1775785974601,1775785975064,4416,1012394886952599,522816,1012405686847855,1
22,1775785975106,1775785975606,4416,1012394886952599,547056,1012406191616448,1
23,1775785975561,1775785976017,4416,1012394886952599,568896,1012406646471396,1
24,1775785976063,1775785976526,4416,1012394886952599,592992,1012407148696917,1
25,1775785976568,1775785977039,4416,1012394886952599,617232,1012407653305354,1
26,1775785977074,1775785977555,4416,1012394886952599,641520,1012408159343791,1
27,1775785977579,1775785978061,4416,1012394886952599,665760,1012408664473010,1
28,1775785978084,1775785978577,4416,1012394886952599,690000,1012409169135406,1
29,1775785978588,1775785979064,4416,1012394886952599,714192,1012409673865718,1
30,1775785979096,1775785979500,4416,1012394886952599,738576,1012410181336291,1
31,1775785979601,1775785980030,4416,1012394886952599,762816,1012410686599884,1
32,1775785980106,1775785980527,4416,1012394886952599,787056,1012411191186603,1
33,1775785980561,1775785981034,4416,1012394886952599,808848,1012411645954936,1
34,1775785981064,1775785981546,4416,1012394886952599,833040,1012412149320509,1
35,1775785981569,1775785982060,4416,1012394886952599,857280,1012412654794102,1
36,1775785982074,1775785982572,4416,1012394886952599,881520,1012413159204779,1
37,1775785982578,1775785983060,4416,1012394886952599,905712,1012413663833581,1
38,1775785983084,1775785983493,4416,1012394886952599,930000,1012414169772175,1
39,1775785983589,1775785984004,4416,1012394886952599,954240,1012414674611862,1
40,1775785984094,1775785984531,4416,1012394886952599,978480,1012415179387487,1
41,1775785984599,1775785985063,4416,1012394886952599,1002720,1012415684118007,1
42,1775785985103,1775785985537,4416,1012394886952599,1026912,1012416188608372,1
43,1775785985608,1775785986049,4416,1012394886952599,1051152,1012416693623371,1
44,1775785986063,1775785986565,4416,1012394886952599,1072992,1012417148124257,1
45,1775785986568,1775785987063,4416,1012394886952599,1097232,1012417653279257,1
46,1775785987072,1775785987487,4416,1012394886952599,1121424,1012418157686079,1
47,1775785987578,1775785988060,4416,1012394886952599,1145664,1012418662946183,1
48,1775785988082,1775785988508,4416,1012394886952599,1169904,1012419167778058,1
49,1775785988587,1775785989030,4416,1012394886952599,1194144,1012419672307589,1
50,1775785989091,1775785989532,4416,1012394886952599,1218288,1012420175950141,1
51,1775785989596,1775785990045,4416,1012394886952599,1242576,1012420681416235,1
52,1775785990102,1775785990558,4416,1012394886952599,1266816,1012421186949411,1
53,1775785990607,1775785991067,4416,1012394886952599,1291104,1012421692307640,1
54,1775785991061,1775785991580,4416,1012394886952599,1312848,1012422146039099,1
55,1775785991566,1775785991993,4416,1012394886952599,1337088,1012422650939046,1
56,1775785992069,1775785992503,4416,1012394886952599,1361280,1012423154878681,1
57,1775785992576,1775785993033,4416,1012394886952599,1385616,1012423661168629,1
58,1775785993081,1775785993532,4416,1012394886952599,1409856,1012424166631598,1
59,1775785993585,1775785994039,4416,1012394886952599,1434048,1012424670336858,1
60,1775785994090,1775785994552,4416,1012394886952599,1458288,1012425175634410,1
61,1775785994594,1775785995062,4416,1012394886952599,1482480,1012425679572535,1
62,1775785995099,1775785995574,4416,1012394886952599,1506720,1012426184599670,1
63,1775785995604,1775785996063,4416,1012394886952599,1530960,1012426689353263,1
64,1775785996059,1775785996495,4416,1012394886952599,1552800,1012427144542065,1
65,1775785996565,1775785997024,4416,1012394886952599,1577088,1012427650234774,1
66,1775785997070,1775785997519,4416,1012394886952599,1601280,1012428154991753,1
67,1775785997574,1775785998033,4416,1012394886952599,1625520,1012428659696961,1
68,1775785998078,1775785998543,4416,1012394886952599,1649712,1012429163871388,1
69,1775785998585,1775785999057,4416,1012394886952599,1674000,1012429669907325,1
70,1775785999088,1775785999567,4416,1012394886952599,1698192,1012430173841387,1
71,1775785999593,1775786000060,4416,1012394886952599,1722384,1012430678015710,1
72,1775786000098,1775786000591,4416,1012394886952599,1746672,1012431183318106,1
73,1775786000602,1775786001002,4416,1012394886952599,1770864,1012431687279095,1
74,1775786001107,1775786001625,4416,1012394886952599,1795104,1012432192260866,1
75,1775786001562,1775786002024,4416,1012394886952599,1816896,1012432646994563,1
76,1775786002067,1775786002538,4416,1012394886952599,1841184,1012433152310605,1
77,1775786002572,1775786003049,4416,1012394886952599,1865376,1012433657043469,1
78,1775786003076,1775786003562,4416,1012394886952599,1889616,1012434161410865,1
79,1775786003580,1775786004060,4416,1012394886952599,1913808,1012434665490135,1
80,1775786004086,1775786004585,4416,1012394886952599,1938096,1012435171588781,1
81,1775786004590,1775786005064,4416,1012394886952599,1962288,1012435675328416,1
82,1775786005095,1775786005506,4416,1012394886952599,1986528,1012436180435604,1
83,1775786005600,1775786006023,4416,1012394886952599,2010768,1012436685836801,1
84,1775786006106,1775786006534,4416,1012394886952599,2035056,1012437191264301,1
85,1775786006560,1775786007042,4416,1012394886952599,2056800,1012437645002426,1
86,1775786007065,1775786007556,4416,1012394886952599,2081088,1012438150210655,1
87,1775786007569,1775786008067,4416,1012394886952599,2105280,1012438654569092,1
88,1775786008073,1775786008582,4416,1012394886952599,2129424,1012439158058727,1
89,1775786008576,1775786009063,4416,1012394886952599,2153616,1012439661599769,1
90,1775786009080,1775786009604,4416,1012394886952599,2177760,1012440165075029,1
91,1775786009585,1775786010025,4416,1012394886952599,2202048,1012440670532529,1
92,1775786010090,1775786010524,4416,1012394886952599,2226288,1012441175140758,1
93,1775786010593,1775786011037,4416,1012394886952599,2250432,1012441678720289,1
