seq,t1,t2,t3,rttMs,rawOffsetMs,filteredOffsetMs,phase
100,1775740085738,1775740085033,1775740085785,47,-728,-742.517,steady
101,1775740086738,1775740086056,1775740086807,69,-716,-742.565,steady
102,1775740087738,1775740087081,1775740087830,92,-703,-741.109,steady
103,1775740088738,1775740088021,1775740088778,40,-737,-740.698,steady
104,1775740089737,1775740089005,1775740089755,18,-741,-740.728,steady
105,1775740090738,1775740090049,1775740090803,65,-721,-740.755,steady
106,1775740091738,1775740091005,1775740091756,18,-742,-740.880,steady
107,1775740092738,1775740092095,1775740092846,108,-697,-740.992,steady
108,1775740093738,1775740093002,1775740093767,29,-750,-741.093,steady
109,1775740094738,1775740094003,1775740094755,17,-743,-741.283,steady
110,1775740095738,1775740095078,1775740095837,99,-709,-741.455,steady
111,1775740096738,1775740096092,1775740096843,105,-698,-741.609,steady
112,1775740097738,1775740097006,1775740097758,20,-742,-741.749,steady
113,1775740098738,1775740098006,1775740098757,19,-741,-741.874,steady
114,1775740099737,1775740099061,1775740099813,76,-714,-741.786,steady
115,1775740100737,1775740100004,1775740100754,17,-741,-741.708,steady
116,1775740101737,1775740101004,1775740101754,17,-741,-741.637,steady
117,1775740102738,1775740102004,1775740102756,18,-743,-741.573,steady
118,1775740103738,1775740103055,1775740103809,71,-718,-741.516,steady
119,1775740104738,1775740104010,1775740104762,24,-740,-741.464,steady
120,1775740105738,1775740105100,1775740105851,113,-694,-741.418,steady
121,1775740106738,1775740106006,1775740106759,21,-742,-741.576,steady
122,1775740107737,1775740107005,1775740107762,25,-744,-741.618,steady
123,1775740108738,1775740108000,1775740108751,13,-744,-741.857,steady
124,1775740109738,1775740109096,1775740109847,109,-696,-742.071,steady
125,1775740110737,1775740110003,1775740110753,16,-742,-742.264,steady
126,1775740111737,1775740111038,1775740111787,50,-724,-742.437,steady
127,1775740112737,1775740112062,1775740112810,73,-711,-742.594,steady
128,1775740113737,1775740113088,1775740113841,104,-701,-742.534,steady
129,1775740114737,1775740114001,1775740114749,12,-742,-742.481,steady
130,1775740115737,1775740115002,1775740115749,12,-741,-742.333,steady
131,1775740116737,1775740116002,1775740116751,14,-742,-742.200,steady
132,1775740117738,1775740117004,1775740117752,14,-741,-742.080,steady
133,1775740118737,1775740118004,1775740118756,19,-742,-741.972,steady
134,1775740119737,1775740119002,1775740119750,13,-741,-741.874,steady
135,1775740120737,1775740120061,1775740120821,84,-718,-741.787,steady
136,1775740121737,1775740121003,1775740121759,22,-745,-741.708,steady
137,1775740122738,1775740122101,1775740122850,112,-693,-741.637,steady
138,1775740123737,1775740123008,1775740123757,20,-739,-741.574,steady
139,1775740124737,1775740124001,1775740124753,16,-744,-741.816,steady
140,1775740125737,1775740125074,1775740125828,91,-708,-742.035,steady
141,1775740126737,1775740126003,1775740126752,15,-741,-741.931,steady
142,1775740127756,1775740127117,1775740127865,109,-693,-741.838,steady
143,1775740128737,1775740128008,1775740128759,22,-740,-741.754,steady
144,1775740129737,1775740129065,1775740129815,78,-711,-741.679,steady
145,1775740130737,1775740130001,1775740130749,12,-742,-741.711,steady
146,1775740131737,1775740131002,1775740131752,15,-742,-741.740,steady
147,1775740132740,1775740132034,1775740132785,45,-728,-741.766,steady
148,1775740133737,1775740133003,1775740133752,15,-741,-741.789,steady
149,1775740134737,1775740134083,1775740134830,93,-700,-741.810,steady
150,1775740135736,1775740135001,1775740135749,13,-741,-741.729,steady
151,1775740136737,1775740136028,1775740136776,39,-728,-741.656,steady
152,1775740137738,1775740137009,1775740137762,24,-741,-741.591,steady
153,1775740138737,1775740138075,1775740138825,88,-706,-741.532,steady
154,1775740139737,1775740139002,1775740139753,16,-743,-741.479,steady
155,1775740140737,1775740140001,1775740140752,15,-743,-741.631,steady
156,1775740141737,1775740141045,1775740141796,59,-721,-741.768,steady
157,1775740142738,1775740142006,1775740142758,20,-742,-741.891,steady
158,1775740143738,1775740143022,1775740143776,38,-735,-742.002,steady
159,1775740144738,1775740144012,1775740144764,26,-739,-742.102,steady
160,1775740145736,1775740145040,1775740145786,50,-721,-742.091,steady
161,1775740146737,1775740146002,1775740146751,14,-742,-742.082,steady
162,1775740147737,1775740147086,1775740147836,99,-700,-742.074,steady
163,1775740148737,1775740148000,1775740148747,10,-742,-742.067,steady
164,1775740149737,1775740149000,1775740149746,9,-741,-741.960,steady
165,1775740150737,1775740150058,1775740150809,72,-715,-741.864,steady
166,1775740151737,1775740151002,1775740151753,16,-743,-741.778,steady
167,1775740152737,1775740152105,1775740152853,116,-690,-741.700,steady
168,1775740154048,1775740153312,1775740154062,14,-743,-741.630,steady
169,1775740154737,1775740153999,1775740154746,9,-742,-741.667,steady
170,1775740155737,1775740155074,1775740155823,86,-706,-741.700,steady
171,1775740156737,1775740156001,1775740156751,14,-743,-741.730,steady
172,1775740157737,1775740157003,1775740157751,14,-741,-741.757,steady
173,1775740158737,1775740158054,1775740158805,68,-717,-741.781,steady
174,1775740159737,1775740159081,1775740159835,98,-705,-741.703,steady
175,1775740160737,1775740160066,1775740160816,79,-710,-741.633,steady
176,1775740161738,1775740161005,1775740161754,16,-741,-741.570,steady
177,1775740162737,1775740162004,1775740162754,17,-741,-741.513,steady
178,1775740163737,1775740163002,1775740163750,13,-741,-741.461,steady
179,1775740164738,1775740164001,1775740164752,14,-744,-741.415,steady
180,1775740165737,1775740165004,1775740165754,17,-741,-741.374,steady
181,1775740166737,1775740166031,1775740166781,44,-728,-741.336,steady
182,1775740167737,1775740167003,1775740167753,16,-742,-741.303,steady
183,1775740168737,1775740167999,1775740168750,13,-744,-741.572,steady
184,1775740169737,1775740169001,1775740169753,16,-744,-741.815,steady
185,1775740170737,1775740170000,1775740170752,15,-744,-742.034,steady
186,1775740171737,1775740171062,1775740171814,77,-713,-742.230,steady
187,1775740172737,1775740172072,1775740172821,84,-707,-742.407,steady
188,1775740173737,1775740173001,1775740173748,11,-741,-742.267,steady
189,1775740174737,1775740174003,1775740174751,14,-741,-742.140,steady
190,1775740175737,1775740175000,1775740175746,9,-741,-742.026,steady
191,1775740176737,1775740176003,1775740176753,16,-742,-741.923,steady
192,1775740177737,1775740177003,1775740177753,16,-742,-741.831,steady
193,1775740178737,1775740178000,1775740178751,14,-744,-741.748,steady
194,1775740179738,1775740179036,1775740179787,49,-726,-741.673,steady
195,1775740180738,1775740180062,1775740180818,80,-716,-741.906,steady
196,1775740181738,1775740181085,1775740181839,101,-703,-742.115,steady
197,1775740182737,1775740182002,1775740182755,18,-744,-742.304,steady
198,1775740183737,1775740182998,1775740183752,15,-746,-742.673,steady
