seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,event
0,1778388255874,0,host,0.00,0.00,1778388255505,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,host_play
1,1778388256532,1778388256506,192.168.0.56:43744,0.00,0.00,1778388256302,-202.2,19200,0,0,0.00,0.00,0.00,0.00,-204.0,-204.0,9,9,guest_start
2,1778388256572,1778388256734,192.168.0.56:43744,-645.97,-645.97,1778388256302,-202.2,19200,512,0,7.59,0.00,-7.59,0.00,-204.0,-204.0,9,9,fallback
3,1778388256806,1778388256979,192.168.0.56:43744,0.00,0.00,1778388256302,-202.4,19200,34710,0,0.00,0.00,0.00,0.00,-223.0,-204.0,119,9,anchor_set
4,1778388257142,1778388257305,192.168.0.56:43744,-1.77,-33.65,1778388256808,-202.4,41376,53649,0,8.01,25.33,17.33,16.28,-223.0,-204.0,119,9,drift
5,1778388257716,1778388257902,192.168.0.56:43744,1.74,-52.04,1778388257284,-202.5,63360,80017,0,8.36,22.65,14.29,16.28,-207.0,-204.0,17,9,drift
6,1778388258241,1778388258403,192.168.0.56:43744,1.49,-45.28,1778388257788,-202.5,85440,102289,0,8.90,23.79,14.89,16.28,-207.0,-204.0,17,9,drift
7,1778388258713,1778388258905,192.168.0.56:43744,2.35,-45.88,1778388258292,-202.7,107424,124049,0,7.34,19.89,12.55,16.28,-214.0,-204.0,33,9,drift
8,1778388259332,1778388259502,192.168.0.56:43744,1.41,-48.00,1778388258797,-202.7,129984,150673,0,7.81,22.63,14.82,16.28,-214.0,-204.0,33,9,drift
9,1778388259811,1778388260003,192.168.0.56:43744,1.96,-33.34,1778388259303,-202.8,151584,172689,0,8.86,23.59,14.73,16.28,-208.0,-204.0,31,9,drift
10,1778388260335,1778388260505,192.168.0.56:43744,-0.73,-28.94,1778388259807,-202.8,173664,194961,0,8.46,25.14,16.68,16.28,-208.0,-204.0,31,9,drift
11,1778388260911,1778388261102,192.168.0.56:43744,2.75,-66.04,1778388260765,-202.9,217728,221329,0,8.94,22.57,13.63,16.28,-218.0,-204.0,41,9,drift
12,1778388261430,1778388261603,192.168.0.56:43744,-0.23,-66.80,1778388261269,-202.9,239808,243345,0,7.84,23.78,15.94,16.28,-218.0,-204.0,41,9,drift
13,1778388261912,1778388262105,192.168.0.56:43744,-1.47,-66.00,1778388261775,-203.0,261888,265361,0,7.31,25.11,17.80,16.28,-211.0,-204.0,30,9,drift
14,1778388262522,1778388262702,192.168.0.56:43744,1.58,-56.67,1778388262279,-203.0,283872,291729,0,7.76,22.64,14.88,16.28,-211.0,-204.0,30,9,drift
15,1778388263012,1778388263204,192.168.0.56:43744,0.30,-48.41,1778388262786,-203.1,305952,314001,0,7.95,24.01,16.06,16.28,-324.0,-204.0,270,9,drift
16,1778388263512,1778388263705,192.168.0.56:43744,-1.31,-44.23,1778388263292,-203.1,327936,336017,0,7.18,24.79,17.62,16.28,-324.0,-204.0,270,9,drift
17,1778388264402,1778388264302,192.168.0.56:43744,1.32,-37.65,1778388263795,-203.1,350016,362385,0,8.03,22.28,14.25,16.28,-203.0,-203.0,8,8,drift
18,1778388264610,1778388264803,192.168.0.56:43744,0.49,-37.21,1778388264300,-203.1,372096,384401,0,7.71,24.06,16.35,16.28,-200.0,-203.0,11,8,drift
19,1778388265111,1778388265305,192.168.0.56:43744,-0.83,-33.25,1778388264806,-203.1,394080,406417,0,7.97,25.09,17.12,16.28,-200.0,-203.0,11,8,drift
20,1778388265714,1778388265902,192.168.0.56:43744,0.63,-78.80,1778388265259,-203.1,416160,432785,0,7.25,23.13,15.88,16.28,-201.0,-203.0,10,8,drift
21,1778388266240,1778388266404,192.168.0.56:43744,1.76,-68.12,1778388265766,-203.1,438240,455057,0,8.90,23.46,14.56,16.28,-201.0,-203.0,10,8,drift
22,1778388266709,1778388266905,192.168.0.56:43744,-1.04,-70.67,1778388266269,-203.1,460320,477073,0,7.82,25.47,17.65,16.28,-203.0,-203.0,10,8,drift
23,1778388267340,1778388267502,192.168.0.56:43744,3.83,-56.37,1778388266776,-203.1,482304,503441,0,9.49,22.25,12.76,16.28,-203.0,-203.0,10,8,drift
24,1778388267810,1778388268003,192.168.0.56:43744,1.01,-53.79,1778388267282,-203.1,504288,525457,0,8.34,24.23,15.89,16.28,-201.0,-203.0,9,8,drift
25,1778388268340,1778388268505,192.168.0.56:43744,0.02,-49.96,1778388267786,-203.1,526464,547729,0,8.13,24.37,16.24,16.28,-201.0,-203.0,9,8,drift
26,1778388268912,1778388269102,192.168.0.56:43744,2.36,-35.59,1778388268797,-203.1,570528,574097,0,7.42,22.02,14.60,16.28,-209.0,-203.0,26,8,drift
27,1778388269434,1778388269604,192.168.0.56:43744,1.72,-35.10,1778388269303,-203.1,592704,596113,0,9.22,23.69,14.47,16.28,-209.0,-203.0,26,8,drift
28,1778388269910,1778388270105,192.168.0.56:43744,-2.29,-32.31,1778388269807,-203.1,614592,618129,0,7.44,25.02,17.58,16.28,-321.0,-203.0,247,8,drift
29,1778388270440,1778388270606,192.168.0.56:43744,-1.19,-75.18,1778388270261,-203.1,636672,640401,0,7.82,25.63,17.80,16.28,-321.0,-203.0,247,8,drift
30,1778388271009,1778388271204,192.168.0.56:43744,-0.76,-69.35,1778388270766,-203.0,658752,666769,0,7.76,23.86,16.10,16.28,-202.0,-202.0,8,8,drift
31,1778388271511,1778388271705,192.168.0.56:43744,-1.99,-65.64,1778388271271,-203.0,680736,688785,0,7.77,24.89,17.11,16.28,-202.0,-202.0,8,8,drift
32,1778388272119,1778388272302,192.168.0.56:43744,-0.33,-56.85,1778388271776,-202.9,702720,715153,0,6.88,22.53,15.64,16.28,-188.0,-202.0,36,8,drift
33,1778388272610,1778388272803,192.168.0.56:43744,1.34,-55.19,1778388272282,-202.8,724896,737169,0,8.59,23.86,15.27,16.28,-199.0,-202.0,32,8,drift
34,1778388273341,1778388273305,192.168.0.56:43744,-2.15,-50.62,1778388272786,-202.8,746976,759441,0,7.79,24.84,17.05,16.28,-199.0,-202.0,32,8,drift
35,1778388273713,1778388273902,192.168.0.56:43744,2.21,-40.53,1778388273289,-202.7,768864,785809,0,7.83,22.30,14.47,16.28,-210.0,-202.0,28,8,drift
36,1778388274209,1778388274403,192.168.0.56:43744,0.21,-39.93,1778388273795,-202.7,791040,807825,0,8.96,24.20,15.24,16.28,-210.0,-202.0,28,8,drift
37,1778388274712,1778388274905,192.168.0.56:43744,-0.62,-43.47,1778388274301,-202.6,813312,829841,0,8.22,25.13,16.91,16.28,-213.0,-202.0,32,8,drift
38,1778388275339,1778388275502,192.168.0.56:43744,1.01,-28.42,1778388274807,-202.6,835104,856209,0,8.12,22.74,14.62,16.28,-213.0,-202.0,32,8,drift
39,1778388275812,1778388276003,192.168.0.56:43744,-0.67,-70.35,1778388275261,-202.6,857088,878481,0,7.66,23.68,16.02,16.28,-225.0,-202.0,59,8,drift
40,1778388276341,1778388276505,192.168.0.56:43744,-2.95,-72.61,1778388275766,-202.6,879264,900497,0,7.13,24.78,17.65,16.28,-225.0,-202.0,59,8,drift
41,1778388276910,1778388277102,192.168.0.56:43744,-0.40,-57.97,1778388276775,-202.5,923232,926865,0,7.07,22.93,15.86,16.28,-200.0,-202.0,12,8,drift
42,1778388277442,1778388277603,192.168.0.56:43744,0.36,-56.71,1778388277281,-202.5,945408,948881,0,8.06,24.03,15.97,16.28,-200.0,-202.0,12,8,drift
43,1778388277910,1778388278105,192.168.0.56:43744,-1.13,-53.82,1778388277786,-202.5,967392,970897,0,8.15,24.91,16.76,16.28,-202.0,-202.0,8,8,drift
44,1778388278531,1778388278702,192.168.0.56:43744,2.98,-49.30,1778388278289,-202.5,989568,997265,0,9.32,22.62,13.30,16.28,-202.0,-202.0,8,8,drift
45,1778388279024,1778388279203,192.168.0.56:43744,1.86,-39.81,1778388278794,-202.4,1011552,1019537,0,9.16,23.45,14.29,16.28,-190.0,-202.0,33,8,drift
46,1778388279537,1778388279705,192.168.0.56:43744,-1.64,-40.28,1778388279300,-202.4,1033632,1041553,0,7.75,25.06,17.31,16.28,-190.0,-202.0,33,8,drift
