seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,event
0,1777887304179,0,host,0.00,0.00,1777887303924,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,host_play
1,1777887316279,1777887316498,192.168.35.117:40882,0.00,0.00,1777887315625,-507.3,549600,0,0,0.00,0.00,0.00,0.00,-498.0,-497.0,12,8,guest_start
2,1777887316280,1777887316722,192.168.35.117:40882,-12020.83,-12020.83,1777887315625,-507.3,549600,512,0,8.22,0.00,-8.22,0.00,-498.0,-497.0,12,8,fallback
3,1777887316758,1777887317239,192.168.35.117:40882,-139.24,-139.24,1777887316585,-506.3,597600,598642,0,7.80,21.00,13.20,0.00,-497.0,-497.0,10,8,fallback
4,1777887317261,1777887317740,192.168.35.117:40882,-135.92,-135.92,1777887317090,-506.3,621696,622706,0,8.33,21.55,13.22,0.00,-497.0,-497.0,10,8,fallback
5,1777887317758,1777887318242,192.168.35.117:40882,-22.71,-22.71,1777887317594,-505.3,645696,652148,0,9.07,23.53,14.45,0.00,-494.0,-497.0,12,8,fallback
6,1777887318258,1777887318743,192.168.35.117:40882,-14.34,-14.34,1777887318102,-505.3,669600,676212,0,8.08,24.50,16.42,0.00,-494.0,-497.0,12,8,fallback
7,1777887318860,1777887319340,192.168.35.117:40882,-7.32,-7.32,1777887318609,-504.5,693696,704884,0,8.29,22.20,13.90,0.00,-496.0,-497.0,11,8,fallback
8,1777887319359,1777887319842,192.168.35.117:40882,-2.21,-2.21,1777887319114,-504.5,717600,728948,0,7.63,22.76,15.13,0.00,-496.0,-497.0,11,8,fallback
9,1777887319858,1777887320343,192.168.35.117:40882,-4.66,-4.66,1777887319114,-503.7,717600,753012,0,7.63,24.79,17.15,0.00,-495.0,-497.0,13,8,fallback
10,1777887320360,1777887320844,192.168.35.117:40882,5.47,5.47,1777887320124,-503.7,765600,776820,0,7.95,19.98,12.03,0.00,-495.0,-497.0,13,8,fallback
11,1777887321023,1777887321441,192.168.35.117:40882,7.80,7.80,1777887320124,-503.7,765600,805748,0,7.95,23.31,15.36,0.00,-495.0,-497.0,13,8,fallback
12,1777887321763,1777887321943,192.168.35.117:40882,5.83,5.83,1777887320124,-503.1,765600,829812,0,7.95,23.94,15.99,0.00,-673.0,-497.0,371,8,fallback
13,1777887321977,1777887322444,192.168.35.117:40882,-31.53,-31.53,1777887321589,-502.5,837600,853620,0,7.76,20.51,12.75,0.00,-467.0,-497.0,147,8,fallback
14,1777887322562,1777887323042,192.168.35.117:40882,-23.98,-23.98,1777887322094,-502.5,861600,882548,0,7.45,22.30,14.86,0.00,-467.0,-497.0,147,8,fallback
15,1777887323056,1777887323543,192.168.35.117:40882,-22.96,-22.96,1777887322599,-501.9,885696,906612,0,8.21,24.84,16.63,0.00,-512.0,-497.0,56,8,fallback
16,1777887323562,1777887324045,192.168.35.117:40882,-18.70,-18.70,1777887323103,-501.9,909696,930420,0,9.55,19.92,10.37,0.00,-512.0,-497.0,56,8,fallback
17,1777887324160,1777887324641,192.168.35.117:40882,-13.07,-13.07,1777887323607,-501.4,933696,959348,0,8.11,23.02,14.91,0.00,-494.0,-497.0,13,8,fallback
18,1777887324661,1777887325143,192.168.35.117:40882,-10.26,-10.26,1777887324111,-501.4,957696,983412,0,8.57,24.01,15.44,0.00,-494.0,-497.0,13,8,fallback
19,1777887325161,1777887325644,192.168.35.117:40882,-7.12,-7.12,1777887324616,-501.0,981696,1007220,0,7.98,19.83,11.85,0.00,-484.0,-497.0,52,10,fallback
20,1777887325756,1777887326241,192.168.35.117:40882,5.73,5.73,1777887325627,-500.6,1029696,1036148,0,8.33,23.60,15.28,0.00,-495.0,-497.0,13,10,fallback
21,1777887326260,1777887326743,192.168.35.117:40882,-41.86,-41.86,1777887326081,-500.6,1053696,1060212,0,7.95,24.15,16.20,0.00,-495.0,-497.0,13,10,fallback
22,1777887326857,1777887327340,192.168.35.117:40882,-13.41,-13.41,1777887326587,-500.1,1077696,1089860,0,7.86,21.82,13.96,0.00,-496.0,-496.0,17,11,fallback
23,1777887327360,1777887327842,192.168.35.117:40882,-11.04,-11.04,1777887327091,-500.1,1101696,1113924,0,8.04,22.95,14.91,0.00,-496.0,-496.0,17,11,fallback
24,1777887327857,1777887328343,192.168.35.117:40882,-9.16,-9.16,1777887327595,-499.7,1125696,1137988,0,7.54,24.50,16.96,0.00,-495.0,-496.0,12,11,fallback
25,1777887328360,1777887328844,192.168.35.117:40882,-3.72,-3.72,1777887328100,-499.7,1149696,1161796,0,8.63,20.15,11.52,0.00,-495.0,-496.0,12,11,fallback
26,1777887328955,1777887329441,192.168.35.117:40882,3.15,3.15,1777887328605,-499.2,1173696,1190724,0,8.32,23.17,14.85,0.00,-515.0,-495.0,70,12,fallback
27,1777887329461,1777887329943,192.168.35.117:40882,7.80,7.80,1777887329111,-499.2,1197696,1214788,0,8.30,23.84,15.53,0.00,-515.0,-495.0,70,12,fallback
28,1777887330057,1777887330540,192.168.35.117:40882,14.21,14.21,1777887329616,-498.8,1221696,1243460,0,7.97,22.00,14.03,0.00,-494.0,-495.0,15,12,fallback
29,1777887330558,1777887331042,192.168.35.117:40882,17.33,17.33,1777887330121,-498.8,1245696,1267524,0,7.78,23.02,15.23,0.00,-494.0,-495.0,15,12,fallback
30,1777887331058,1777887331543,192.168.35.117:40882,20.81,20.81,1777887330627,-498.4,1269792,1291588,0,8.78,24.49,15.71,0.00,-495.0,-495.0,13,12,fallback
31,1777887331559,1777887332044,192.168.35.117:40882,-26.96,-26.96,1777887331080,-498.4,1293792,1315652,0,8.49,25.30,16.82,0.00,-495.0,-495.0,13,12,fallback
32,1777887332158,1777887332642,192.168.35.117:40882,-18.35,-18.35,1777887331586,-498.1,1317696,1344324,0,7.71,22.90,15.19,0.00,-495.0,-495.0,14,12,fallback
33,1777887332662,1777887333143,192.168.35.117:40882,-13.46,-13.46,1777887332091,-498.1,1341696,1368388,0,8.10,23.73,15.63,0.00,-495.0,-495.0,14,12,fallback
34,1777887333161,1777887333644,192.168.35.117:40882,-10.44,-10.44,1777887332596,-497.8,1365696,1392452,0,7.49,25.14,17.64,0.00,-499.0,-495.0,64,12,fallback
35,1777887333891,1777887334242,192.168.35.117:40882,-4.33,-4.33,1777887333100,-497.8,1389696,1421124,0,8.66,23.52,14.87,0.00,-499.0,-495.0,64,12,fallback
36,1777887334257,1777887334743,192.168.35.117:40882,4.44,4.44,1777887334111,-497.5,1437696,1445188,0,8.16,25.31,17.15,0.00,-602.0,-495.0,228,12,fallback
37,1777887334857,1777887335340,192.168.35.117:40882,11.86,11.86,1777887334616,-497.2,1461696,1473860,0,8.00,22.71,14.71,0.00,-494.0,-494.0,10,10,fallback
38,1777887335357,1777887335841,192.168.35.117:40882,15.69,15.69,1777887335120,-497.2,1485696,1497924,0,8.72,23.93,15.21,0.00,-494.0,-494.0,10,10,fallback
39,1777887335857,1777887336343,192.168.35.117:40882,19.81,19.81,1777887335626,-496.8,1509696,1521988,0,9.10,25.22,16.12,0.00,-494.0,-494.0,9,9,fallback
40,1777887336460,1777887336940,192.168.35.117:40882,-22.72,-22.72,1777887336081,-496.8,1533696,1550660,0,8.57,22.54,13.97,0.00,-494.0,-494.0,9,9,fallback
41,1777887336957,1777887337441,192.168.35.117:40882,-18.89,-18.89,1777887336586,-496.6,1557696,1574724,0,8.75,23.95,15.20,0.00,-513.0,-494.0,51,9,fallback
42,1777887337455,1777887337943,192.168.35.117:40882,-15.70,-15.70,1777887337090,-496.6,1581600,1598788,0,8.03,25.37,17.34,0.00,-513.0,-494.0,51,9,fallback
43,1777887338054,1777887338540,192.168.35.117:40882,-7.70,-7.70,1777887337595,-496.3,1605600,1627460,0,7.30,21.72,14.42,0.00,-503.0,-494.0,46,9,fallback
44,1777887338560,1777887339042,192.168.35.117:40882,-4.93,-4.93,1777887338100,-496.3,1629696,1651524,0,8.29,22.27,13.98,0.00,-503.0,-494.0,46,9,fallback
45,1777887339056,1777887339543,192.168.35.117:40882,-2.67,-2.67,1777887338605,-496.1,1653696,1675588,0,7.84,24.67,16.83,0.00,-516.0,-494.0,56,9,fallback
46,1777887339559,1777887340045,192.168.35.117:40882,1.65,1.65,1777887339109,-496.1,1677696,1699652,0,9.00,24.84,15.84,0.00,-516.0,-494.0,56,9,fallback
47,1777887340158,1777887340642,192.168.35.117:40882,10.41,10.41,1777887339616,-495.9,1701696,1728324,0,8.41,22.61,14.20,0.00,-523.0,-494.0,71,9,fallback
48,1777887340660,1777887341143,192.168.35.117:40882,13.21,13.21,1777887340120,-495.9,1725696,1752388,0,8.00,23.73,15.73,0.00,-523.0,-494.0,71,9,fallback
49,1777887341258,1777887341740,192.168.35.117:40882,-25.08,-25.08,1777887341079,-495.7,1773696,1781060,0,8.21,21.39,13.18,0.00,-504.0,-494.0,68,9,fallback
50,1777887341757,1777887342242,192.168.35.117:40882,-27.93,-27.93,1777887341079,-495.5,1773696,1805124,0,8.21,23.39,15.18,0.00,-495.0,-494.0,12,9,fallback
51,1777887342258,1777887342743,192.168.35.117:40882,-16.75,-16.75,1777887342091,-495.5,1821696,1829188,0,7.55,23.89,16.34,0.00,-495.0,-494.0,12,9,fallback
52,1777887342856,1777887343340,192.168.35.117:40882,-9.71,-9.71,1777887342596,-495.4,1845696,1857860,0,7.83,22.31,14.49,0.00,-495.0,-494.0,13,9,fallback
53,1777887343357,1777887343842,192.168.35.117:40882,-6.87,-6.87,1777887343100,-495.4,1869696,1881924,0,7.70,22.68,14.98,0.00,-495.0,-494.0,13,9,fallback
54,1777887343767,1777887344241,192.168.35.117:40882,0.00,0.00,1777887343605,-495.2,1893696,1901124,0,0.00,0.00,0.00,0.00,-496.0,-494.0,11,9,anchor_set
55,1777887343863,1777887344343,192.168.35.117:40882,-1.32,-12.40,1777887343605,-495.2,1893696,1905503,0,9.05,24.65,15.60,14.54,-496.0,-494.0,11,9,drift
56,1777887344529,1777887344940,192.168.35.117:40882,2.18,-4.61,1777887344110,-495.2,1917696,1934175,0,8.36,21.51,13.14,14.54,-496.0,-494.0,11,9,drift
57,1777887344972,1777887345441,192.168.35.117:40882,-0.15,-1.77,1777887344614,-495.1,1941696,1958239,0,8.79,23.31,14.52,14.54,-496.0,-494.0,14,9,drift
58,1777887345460,1777887345943,192.168.35.117:40882,-1.69,2.32,1777887345120,-495.1,1965696,1982303,0,8.22,23.99,15.76,14.54,-496.0,-494.0,14,9,drift
59,1777887345959,1777887346444,192.168.35.117:40882,-2.45,7.81,1777887345626,-495.2,1989696,2006367,0,8.73,25.42,16.70,14.54,-450.0,-496.0,100,11,drift
