seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,event
344,1777378124143,1777378124479,192.168.35.90:58374,13.15,7.19,1777378123899,-347.1,7911360,7922605,1,7.57,22.43,14.86,15.29,drift
345,1777378124645,1777378124981,192.168.35.90:58374,11.85,16.94,1777378124405,-347.1,7933344,7944877,1,8.69,24.32,15.63,15.29,drift
346,1777378125143,1777378125482,192.168.35.90:58374,15.93,-33.60,1777378124859,-347.1,7955424,7966637,1,7.85,19.77,11.91,15.29,drift
347,1777378125749,1777378126079,192.168.35.90:58374,14.33,-23.13,1777378125365,-347.0,7977504,7993261,1,8.70,22.18,13.48,15.29,drift
348,1777378126245,1777378126581,192.168.35.90:58374,13.85,-21.55,1777378125869,-347.0,7999488,8015277,1,8.47,23.09,14.63,15.29,drift
349,1777378126744,1777378127082,192.168.35.90:58374,14.69,-15.18,1777378126374,-347.1,8021472,8037293,1,6.97,20.04,13.08,15.29,drift
350,1777378127342,1777378127679,192.168.35.90:58374,14.22,-6.08,1777378126880,-347.1,8043648,8063917,1,8.61,22.45,13.84,15.29,drift
351,1777378127843,1777378128181,192.168.35.90:58374,11.71,-5.41,1777378127384,-347.2,8065632,8085933,1,7.23,23.21,15.98,15.29,drift
352,1777378128344,1777378128682,192.168.35.90:58374,12.61,-1.12,1777378127890,-347.2,8087712,8107949,1,9.07,24.30,15.23,15.29,drift
353,1777378128942,1777378129279,192.168.35.90:58374,13.00,6.67,1777378128395,-347.3,8109696,8134317,1,7.41,22.34,14.94,15.29,drift
354,1777378129450,1777378129781,192.168.35.90:58374,11.39,18.28,1777378129406,-347.3,8153856,8156589,1,7.61,23.60,15.99,15.29,drift
355,1777378129945,1777378130282,192.168.35.90:58374,10.85,15.54,1777378129406,-347.4,8153856,8178605,1,7.61,24.65,17.04,15.29,drift
356,1777378130545,1777378130880,192.168.35.90:58374,14.51,-19.96,1777378130368,-347.4,8198016,8204973,1,9.16,22.24,13.08,15.29,drift
357,1777378131043,1777378131381,192.168.35.90:58374,14.86,-18.46,1777378130873,-347.4,8220096,8226989,1,9.56,23.76,14.20,15.29,drift
358,1777378131544,1777378131882,192.168.35.90:58374,11.54,-6.85,1777378131380,-347.4,8241984,8249261,1,7.66,24.96,17.30,15.29,drift
359,1777378132256,1777378132479,192.168.35.90:58374,14.80,0.20,1777378131886,-347.5,8264160,8275629,1,8.10,22.46,14.36,15.29,drift
360,1777378132647,1777378132981,192.168.35.90:58374,11.12,3.88,1777378132391,-347.5,8286048,8297645,1,7.37,23.95,16.58,15.29,drift
361,1777378133142,1777378133483,192.168.35.90:58374,16.17,1.45,1777378132895,-347.5,8308224,8319405,1,7.96,19.59,11.63,15.29,drift
362,1777378133748,1777378134080,192.168.35.90:58374,13.21,12.76,1777378133401,-347.6,8330208,8346029,1,7.78,22.36,14.59,15.29,drift
363,1777378134242,1777378134581,192.168.35.90:58374,14.48,-27.09,1777378133858,-347.6,8352288,8368301,1,8.62,23.40,14.79,15.29,drift
364,1777378134746,1777378135082,192.168.35.90:58374,11.95,-25.06,1777378134364,-347.6,8374368,8390317,1,8.76,25.11,16.35,15.29,drift
365,1777378135343,1777378135679,192.168.35.90:58374,14.83,-15.01,1777378134870,-347.6,8396352,8416685,1,8.02,22.72,14.71,15.29,drift
366,1777378135845,1777378136181,192.168.35.90:58374,11.99,-15.45,1777378135374,-347.7,8418432,8438701,1,7.70,23.44,15.73,15.29,drift
367,1777378136345,1777378136683,192.168.35.90:58374,16.00,-7.76,1777378135879,-347.7,8440416,8460717,1,7.71,19.48,11.77,15.29,drift
368,1777378136944,1777378137279,192.168.35.90:58374,14.63,-3.90,1777378136386,-347.5,8462592,8487085,1,8.31,22.11,13.80,15.29,drift
369,1777378137445,1777378137781,192.168.35.90:58374,12.39,3.36,1777378136891,-347.5,8484576,8509357,1,7.27,23.34,16.07,15.29,drift
370,1777378137942,1777378138282,192.168.35.90:58374,11.85,5.79,1777378137395,-347.4,8506560,8531373,1,7.88,25.09,17.21,15.29,drift
371,1777378138550,1777378138880,192.168.35.90:58374,12.78,13.64,1777378138404,-347.4,8550816,8557741,1,8.34,23.08,14.74,15.29,drift
372,1777378139041,1777378139381,192.168.35.90:58374,11.29,-34.54,1777378138858,-347.2,8572800,8579757,1,7.72,24.24,16.51,15.29,drift
373,1777378139546,1777378139883,192.168.35.90:58374,15.48,-27.31,1777378139364,-347.2,8594880,8601773,1,7.68,19.51,11.83,15.29,drift
374,1777378140144,1777378140479,192.168.35.90:58374,13.00,-18.22,1777378139869,-347.1,8616960,8628397,1,7.70,22.36,14.66,15.29,drift
375,1777378140642,1777378140981,192.168.35.90:58374,12.45,-14.95,1777378140374,-347.1,8638944,8650413,1,9.19,24.30,15.11,15.29,drift
376,1777378141142,1777378141482,192.168.35.90:58374,18.44,-8.86,1777378140878,-347.0,8661024,8672429,1,9.37,19.83,10.46,15.29,drift
377,1777378141750,1777378142079,192.168.35.90:58374,14.09,-5.98,1777378141384,-347.0,8683104,8698797,1,8.74,22.55,13.81,15.29,drift
378,1777378142244,1777378142581,192.168.35.90:58374,12.34,4.56,1777378141891,-346.9,8705088,8721069,1,8.77,23.48,14.71,15.29,drift
379,1777378142745,1777378143082,192.168.35.90:58374,12.12,7.67,1777378142398,-346.8,8727168,8743085,1,8.87,24.93,16.06,15.29,drift
380,1777378143345,1777378143679,192.168.35.90:58374,13.32,14.72,1777378142903,-346.8,8749248,8769453,1,7.98,22.23,14.24,15.29,drift
381,1777378143867,1777378144181,192.168.35.90:58374,10.79,-33.39,1777378143358,-346.7,8771232,8791469,1,7.69,23.68,16.00,15.29,drift
382,1777378144374,1777378144683,192.168.35.90:58374,16.00,-31.12,1777378143863,-346.7,8793504,8813485,1,8.77,19.70,10.92,15.29,drift
