seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,decode_load_ms,decode_total_frames,decode_throughput_fpms,seek_msg_seq,guest_decode_under_frames,guest_decode_under_events,guest_st_under_frames,guest_st_under_events,host_decode_under_frames,host_decode_under_events,host_st_under_frames,host_st_under_events,event
1615,1781080714808,1781080714667,192.168.35.209:50762,-4.40,-40.66,1781080714493,1127661950.2,37287860,37307008,0,273.19,74.27,-198.92,-201.65,1127661952.0,1127661950.0,16,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1616,1781080714988,1781080714879,192.168.35.239:42808,-7.45,-16.45,1781080714493,1134508111.1,37287860,37332569,0,273.19,274.83,1.64,-3.40,1134508112.0,1134508111.0,15,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1617,1781080715321,1781080715167,192.168.35.209:50762,0.37,-39.40,1781080714999,1127661950.2,37336508,37355008,0,275.95,74.27,-201.68,-201.65,1127661952.0,1127661950.0,16,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1618,1781080715568,1781080715384,192.168.35.239:42808,-2.55,-15.31,1781080714999,1134508111.1,37336508,37381036,0,275.95,274.69,-1.26,-3.40,1134508112.0,1134508111.0,15,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1619,1781080715865,1781080715667,192.168.35.209:50762,0.91,-36.96,1781080715505,1127661950.2,37385041,37403008,0,275.49,74.27,-201.22,-201.65,1127661952.0,1127661950.0,16,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1620,1781080716014,1781080715890,192.168.35.239:42808,-1.61,-13.25,1781080715505,1134508111.1,37385041,37429575,0,275.49,274.29,-1.20,-3.40,1134508112.0,1134508111.0,15,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1621,1781080716321,1781080716172,192.168.35.209:50762,0.81,-46.83,1781080716007,1127661950.2,37433222,37451008,0,275.39,74.27,-201.12,-201.65,1127661952.0,1127661950.0,16,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1622,1781080716594,1781080716447,192.168.35.239:42808,-1.68,-12.14,1781080716007,1134508111.1,37433222,37483140,0,275.39,273.27,-2.12,-3.40,1134508105.0,1134508111.0,18,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1623,1781080716982,1781080716767,192.168.35.209:50762,1.21,-37.13,1781080716513,1127661950.2,37481833,37508608,0,275.77,74.27,-201.50,-201.65,1127661952.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1624,1781080717082,1781080716952,192.168.35.239:42808,-2.58,-15.23,1781080716513,1134508111.1,37481833,37531550,0,275.77,274.55,-1.21,-3.40,1134508105.0,1134508111.0,18,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1625,1781080717486,1781080717267,192.168.35.209:50762,1.03,-36.98,1781080717017,1127661950.2,37530201,37556608,0,275.59,74.27,-201.32,-201.65,1127661952.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1626,1781080717597,1781080717456,192.168.35.239:42808,-1.65,-16.17,1781080717017,1134508111.1,37530201,37579828,0,275.59,273.44,-2.15,-3.40,1134508105.0,1134508111.0,18,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1627,1781080717934,1781080717767,192.168.35.209:50762,0.57,-36.44,1781080717523,1127661950.2,37578730,37604608,0,275.10,74.27,-200.83,-201.65,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1628,1781080718099,1781080717959,192.168.35.239:42808,-3.53,-14.27,1781080717523,1134508111.1,37578730,37628251,0,275.10,274.84,-0.26,-3.40,1134508105.0,1134508111.0,18,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1629,1781080718432,1781080718267,192.168.35.209:50762,0.76,-36.67,1781080718027,1127661950.2,37627134,37652608,0,275.29,74.27,-201.02,-201.65,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1630,1781080718615,1781080718466,192.168.35.239:42808,-2.13,-14.49,1781080718027,1134508110.7,37627134,37676749,0,275.29,274.03,-1.26,-3.40,1134508107.0,1134508107.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1631,1781080718924,1781080718767,192.168.35.209:50762,160.48,160.48,1781080718535,1127661950.2,37675954,37710097,0,275.84,74.27,-201.57,0.00,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1632,1781080719083,1781080718970,192.168.35.239:42808,-1.31,-15.27,1781080718535,1134508110.7,37675954,37725204,0,275.84,273.76,-2.08,-3.40,1134508107.0,1134508107.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1633,1781080719475,1781080719267,192.168.35.209:50762,159.02,159.02,1781080719037,1127661950.2,37724094,37758097,0,273.29,74.27,-199.02,0.00,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1634,1781080719589,1781080719476,192.168.35.239:42808,-6.46,-15.03,1781080719037,1134508110.3,37724094,37773873,0,273.29,274.73,1.44,-3.40,1134508106.0,1134508107.0,15,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1635,1781080719951,1781080719767,192.168.35.209:50762,150.88,150.88,1781080719547,1127661950.2,37773039,37805602,0,275.16,74.27,-200.89,0.00,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1636,1781080720102,1781080719981,192.168.35.239:42808,-0.55,-11.90,1781080719547,1134508110.3,37773039,37822253,0,275.16,273.69,-1.46,-3.40,1134508106.0,1134508107.0,15,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1637,1781080720420,1781080720267,192.168.35.209:50762,150.79,150.79,1781080720051,1127661950.2,37821430,37853602,0,275.21,74.27,-200.94,0.00,1127661954.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1638,1781080720584,1781080720486,192.168.35.239:42808,-1.31,-13.22,1781080720051,1134508110.0,37821430,37870745,0,275.21,273.83,-1.38,-3.40,1134508114.0,1134508107.0,23,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1639,1781080720815,1781080720667,192.168.35.209:50762,1.35,0.00,1781080720555,1127661950.2,37869875,37892002,0,0.00,0.00,0.00,0.00,1127661951.0,1127661950.0,11,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,anchor_realign_vfdiff
1640,1781080721039,1781080720847,192.168.35.209:50762,0.01,-50.02,1781080720555,1127661950.2,37869875,37899671,0,275.87,74.27,-201.59,-201.59,1127661951.0,1127661950.0,11,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1641,1781080721213,1781080721042,192.168.35.239:42808,-4.40,-13.66,1781080720957,1134508110.2,37908478,37924186,0,273.98,274.50,0.52,-3.40,1134508112.0,1134508112.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1642,1781080721512,1781080721367,192.168.35.209:50762,-3.88,-42.13,1781080720957,1127661950.2,37908478,37950071,0,273.98,74.27,-199.71,-201.59,1127661951.0,1127661950.0,11,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1643,1781080721712,1781080721549,192.168.35.239:42808,-1.61,-13.47,1781080721463,1134508110.2,37956995,37972818,0,275.36,274.08,-1.28,-3.40,1134508112.0,1134508112.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1644,1781080722040,1781080721867,192.168.35.209:50762,-0.48,-39.49,1781080721463,1127661950.2,37956995,37998071,0,275.36,74.27,-201.08,-201.59,1127661959.0,1127661950.0,26,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1645,1781080722222,1781080722055,192.168.35.239:42808,-1.84,-13.78,1781080721971,1134508110.4,38005819,38021359,0,275.94,274.72,-1.23,-3.40,1134508112.0,1134508112.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1646,1781080722511,1781080722367,192.168.35.209:50762,0.10,-50.07,1781080721971,1127661950.2,38005819,38045591,0,275.94,74.27,-201.67,-201.59,1127661959.0,1127661950.0,26,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1647,1781080722695,1781080722559,192.168.35.239:42808,-1.62,-14.01,1781080722475,1134508110.4,38054233,38069847,0,276.25,274.80,-1.45,-3.40,1134508112.0,1134508112.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1648,1781080723019,1781080722872,192.168.35.209:50762,0.42,-50.36,1781080722475,1127661950.1,38054233,38094071,0,276.25,74.27,-201.98,-201.59,1127661953.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1649,1781080723219,1781080723065,192.168.35.239:42808,-2.96,-13.60,1781080722981,1134508110.5,38102687,38118393,0,274.75,274.48,-0.27,-3.40,1134508116.0,1134508112.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1650,1781080723616,1781080723467,192.168.35.209:50762,-0.54,-39.41,1781080723487,1127661950.1,38151293,38151671,0,275.28,74.27,-201.01,-201.59,1127661953.0,1127661950.0,21,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1651,1781080723696,1781080723569,192.168.35.239:42808,-0.69,-12.43,1781080723487,1134508110.5,38151293,38166706,0,275.28,273.74,-1.54,-3.40,1134508116.0,1134508112.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1652,1781080724116,1781080723967,192.168.35.209:50762,-0.53,-49.38,1781080723487,1127661950.1,38151293,38199191,0,275.28,74.27,-201.01,-201.59,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1653,1781080724202,1781080724073,192.168.35.239:42808,-1.00,-12.54,1781080723993,1134508110.7,38199918,38215156,0,275.81,274.44,-1.37,-3.40,1134508108.0,1134508112.0,22,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1654,1781080724624,1781080724467,192.168.35.209:50762,0.00,-49.87,1781080723993,1127661950.1,38199918,38247191,0,275.81,74.27,-201.54,-201.59,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1655,1781080724685,1781080724579,192.168.35.239:42808,-1.74,-14.78,1781080724499,1134508110.7,38248504,38263718,0,275.92,274.29,-1.63,-3.40,1134508108.0,1134508112.0,22,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1656,1781080725145,1781080724972,192.168.35.209:50762,0.11,-59.97,1781080724499,1127661950.1,38248504,38295191,0,275.92,74.27,-201.65,-201.59,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1657,1781080725185,1781080725085,192.168.35.239:42808,-1.75,-15.21,1781080725005,1134508110.8,38297125,38312325,0,276.37,274.61,-1.76,-3.40,1134508113.0,1134508112.0,18,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1658,1781080725723,1781080725590,192.168.35.239:42808,-2.50,-15.21,1781080725005,1134508110.8,38297125,38360841,0,276.37,275.37,-1.01,-3.40,1134508113.0,1134508112.0,18,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1659,1781080725724,1781080725567,192.168.35.209:50762,151.18,151.18,1781080725511,1127661950.1,38345613,38362426,0,275.44,74.27,-201.17,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1660,1781080726235,1781080726067,192.168.35.209:50762,149.33,149.33,1781080726013,1127661950.1,38393792,38410426,0,273.32,74.27,-199.05,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1661,1781080726290,1781080726146,192.168.35.239:42808,-5.95,-13.97,1781080726013,1134508110.8,38393792,38414197,0,273.32,274.77,1.45,-3.40,1134508113.0,1134508112.0,18,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1662,1781080726708,1781080726567,192.168.35.209:50762,150.82,150.82,1781080726521,1127661950.1,38442584,38458413,0,275.58,74.27,-201.31,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1663,1781080726786,1781080726651,192.168.35.239:42808,-2.27,-14.64,1781080726521,1134508110.8,38442584,38462636,0,275.58,274.34,-1.24,-3.40,1134508113.0,1134508112.0,18,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1664,1781080727229,1781080727067,192.168.35.209:50762,150.82,150.82,1781080726521,1127661950.1,38442584,38506413,0,275.58,74.27,-201.31,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1665,1781080727337,1781080727155,192.168.35.239:42808,-2.35,-14.97,1781080727027,1134508110.9,38491125,38510979,0,275.19,273.92,-1.28,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1666,1781080727726,1781080727572,192.168.35.209:50762,151.12,151.12,1781080727533,1127661950.1,38539719,38554900,0,275.38,74.27,-201.11,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1667,1781080727786,1781080727659,192.168.35.239:42808,-2.22,-15.09,1781080727533,1134508110.9,38539719,38559369,0,275.38,273.98,-1.41,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1668,1781080728315,1781080728163,192.168.35.239:42808,-3.00,-14.26,1781080728035,1134508110.9,38587937,38607856,0,275.68,275.06,-0.63,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1669,1781080728322,1781080728167,192.168.35.209:50762,150.88,150.88,1781080728035,1127661950.1,38587937,38612020,0,275.68,74.27,-201.41,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1670,1781080728830,1781080728670,192.168.35.239:42808,-3.30,-14.01,1781080728541,1134508110.9,38636477,38656519,0,275.30,274.98,-0.32,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1671,1781080728830,1781080728672,192.168.35.209:50762,141.78,141.78,1781080728541,1127661950.1,38636477,38660046,0,275.30,74.27,-201.02,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1672,1781080729297,1781080729174,192.168.35.239:42808,-2.90,-14.42,1781080729045,1134508110.9,38684837,38704840,0,275.04,274.31,-0.72,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1673,1781080729467,1781080729267,192.168.35.209:50762,152.02,152.02,1781080729045,1127661950.1,38684837,38717646,0,275.04,74.27,-200.77,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1674,1781080729782,1781080729679,192.168.35.239:42808,-3.38,-13.92,1781080729550,1134508110.9,38733273,38753419,0,275.58,275.34,-0.24,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1675,1781080729914,1781080729767,192.168.35.209:50762,150.23,150.23,1781080729550,1127661950.1,38733273,38765586,0,275.58,74.27,-201.31,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1676,1781080730299,1781080730185,192.168.35.239:42808,-2.00,-15.31,1781080730055,1134508110.9,38781969,38801886,0,276.82,275.20,-1.62,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1677,1781080730465,1781080730267,192.168.35.209:50762,148.98,148.98,1781080730055,1127661950.1,38781969,38813586,0,276.82,74.27,-202.55,0.00,1127661956.0,1127661950.0,23,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1678,1781080730816,1781080730688,192.168.35.239:42808,-2.78,-14.47,1781080730459,1134508110.9,38820691,38850286,0,276.20,275.36,-0.84,-3.40,1134508114.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1679,1781080730925,1781080730772,192.168.35.209:50762,161.92,161.92,1781080730459,1127661950.1,38820691,38862654,0,276.20,74.27,-201.93,0.00,1127661940.0,1127661950.0,22,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1680,1781080731521,1781080731367,192.168.35.209:50762,161.43,161.43,1781080730967,1127661950.1,38869504,38919774,0,276.65,74.27,-202.38,0.00,1127661940.0,1127661950.0,22,10,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1681,1781080731522,1781080731244,192.168.35.239:42808,-1.71,-15.96,1781080730967,1134508111.0,38869504,38903589,0,276.65,274.62,-2.02,-3.40,1134508117.0,1134508112.0,24,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1682,1781080731935,1781080731749,192.168.35.239:42808,-1.55,-16.03,1781080731470,1134508111.0,38917660,38952022,0,276.30,274.12,-2.18,-3.40,1134508117.0,1134508112.0,24,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1683,1781080732052,1781080731872,192.168.35.209:50762,162.04,162.04,1781080731470,1127661950.2,38917660,38968272,0,276.30,74.27,-202.03,0.00,1127661950.0,1127661951.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1684,1781080732444,1781080732254,192.168.35.239:42808,-14.60,-14.60,1781080731975,1134508111.0,38966130,39000534,0,275.18,274.45,-0.73,0.00,1134508117.0,1134508112.0,24,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1685,1781080732609,1781080732467,192.168.35.209:50762,163.13,163.13,1781080731975,1127661950.2,38966130,39025392,0,275.18,74.27,-200.91,0.00,1127661950.0,1127661951.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1686,1781080732893,1781080732759,192.168.35.239:42808,-14.39,-14.39,1781080732481,1134508111.0,39014700,39049029,0,275.11,274.61,-0.50,0.00,1134508117.0,1134508112.0,24,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1687,1781080733114,1781080732967,192.168.35.209:50762,160.85,160.85,1781080732481,1127661950.2,39014700,39073280,0,275.11,74.27,-200.84,0.00,1127661950.0,1127661951.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1688,1781080733423,1781080733264,192.168.35.239:42808,-1.60,-16.32,1781080732983,1134508111.1,39062906,39097357,0,275.26,273.04,-2.22,-3.40,1134508111.0,1134508112.0,17,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1689,1781080733648,1781080733472,192.168.35.209:50762,150.70,150.70,1781080732983,1127661950.2,39062906,39121280,0,275.26,74.27,-200.99,0.00,1127661950.0,1127661951.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1690,1781080733934,1781080733769,192.168.35.239:42808,0.75,-15.67,1781080733488,1134508111.1,39111483,39145900,0,277.26,273.68,-3.58,-3.40,1134508111.0,1134508112.0,17,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1691,1781080734219,1781080734072,192.168.35.209:50762,143.43,143.43,1781080733995,1127661950.2,39160018,39178511,0,274.85,74.27,-200.58,0.00,1127661950.0,1127661951.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,fallback
1692,1781080734448,1781080734273,192.168.35.239:42808,-2.84,-15.33,1781080733995,1134508111.2,39160018,39194292,0,274.85,273.77,-1.07,-3.40,1134508109.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1693,1781080734811,1781080734667,192.168.35.209:50762,-0.57,162.69,1781080734500,1127661950.3,39208456,39236591,0,275.39,74.27,-201.12,-201.59,1127661953.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1694,1781080734812,1781080734667,192.168.35.209:50762,-0.57,0.00,1781080734500,1127661950.3,39208456,39236591,0,0.00,0.00,0.00,0.00,1127661953.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,anchor_realign_vfdiff
1695,1781080734920,1781080734779,192.168.35.239:42808,-1.59,-16.64,1781080734500,1134508111.2,39208456,39242799,0,275.39,273.06,-2.32,-3.40,1134508109.0,1134508112.0,20,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1696,1781080735363,1781080735167,192.168.35.209:50762,0.80,-50.76,1781080735001,1127661950.3,39256722,39274381,0,276.19,74.27,-201.92,-201.12,1127661953.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1697,1781080735437,1781080735284,192.168.35.239:42808,-1.93,-16.44,1781080735001,1134508111.3,39256722,39291383,0,276.19,274.13,-2.06,-3.40,1134508116.0,1134508112.0,26,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1698,1781080735815,1781080735667,192.168.35.209:50762,-0.40,-49.79,1781080735507,1127661950.4,39305190,39322381,0,275.05,74.27,-200.78,-201.12,1127661954.0,1127661951.0,15,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1699,1781080735936,1781080735790,192.168.35.239:42808,-4.34,-14.89,1781080735507,1134508111.3,39305190,39340041,0,275.05,275.40,0.35,-3.40,1134508116.0,1134508112.0,26,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1700,1781080736333,1781080736172,192.168.35.209:50762,0.08,-50.27,1781080736013,1127661950.4,39353812,39370861,0,275.53,74.27,-201.26,-201.12,1127661954.0,1127661951.0,15,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1701,1781080736546,1781080736346,192.168.35.239:42808,-3.98,-14.31,1781080736013,1134508111.3,39353812,39393376,0,275.53,275.56,0.02,-3.40,1134508118.0,1134508111.0,23,17,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1702,1781080736924,1781080736767,192.168.35.209:50762,1.11,-41.51,1781080736520,1127661950.4,39402494,39428461,0,276.63,74.27,-202.36,-201.12,1127661954.0,1127661951.0,26,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1703,1781080736988,1781080736850,192.168.35.239:42808,-2.18,-16.16,1781080736520,1134508111.3,39402494,39441787,0,276.63,274.85,-1.78,-3.40,1134508118.0,1134508111.0,23,17,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1704,1781080737426,1781080737267,192.168.35.209:50762,-3.57,-52.79,1781080737021,1127661950.4,39450619,39475981,0,273.95,74.27,-199.68,-201.12,1127661954.0,1127661951.0,26,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1705,1781080737515,1781080737355,192.168.35.239:42808,-7.10,-17.10,1781080737021,1134508111.2,39450619,39490198,0,273.95,275.12,1.17,-3.40,1134508106.0,1134508111.0,18,17,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1706,1781080737969,1781080737767,192.168.35.209:50762,-0.05,-50.51,1781080737527,1127661950.5,39499156,39523981,0,275.53,74.27,-201.26,-201.12,1127661952.0,1127661951.0,12,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1707,1781080738003,1781080737859,192.168.35.239:42808,-2.29,-15.95,1781080737527,1134508111.2,39499156,39538559,0,275.53,273.89,-1.64,-3.40,1134508106.0,1134508111.0,18,17,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1708,1781080738435,1781080738267,192.168.35.209:50762,-0.16,-50.40,1781080738030,1127661950.5,39547337,39571981,0,275.42,74.27,-201.15,-201.12,1127661952.0,1127661951.0,12,11,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1709,1781080738485,1781080738364,192.168.35.239:42808,-3.53,-15.22,1781080738030,1134508111.4,39547337,39587131,0,275.42,274.84,-0.57,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1710,1781080738923,1781080738767,192.168.35.209:50762,0.40,-51.38,1781080738535,1127661950.6,39595980,39619981,0,276.13,74.27,-201.86,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1711,1781080739036,1781080738869,192.168.35.239:42808,-3.53,-15.20,1781080738535,1134508111.4,39595980,39635679,0,276.13,275.56,-0.57,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1712,1781080739463,1781080739267,192.168.35.209:50762,1.15,-52.18,1781080739041,1127661950.6,39644630,39667981,0,276.88,74.27,-202.61,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1713,1781080739489,1781080739373,192.168.35.239:42808,-1.60,-17.17,1781080739041,1134508111.4,39644630,39683950,0,276.88,274.37,-2.50,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1714,1781080739939,1781080739767,192.168.35.209:50762,1.71,-49.74,1781080739546,1127661950.6,39692972,39715981,0,276.44,74.27,-202.17,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1715,1781080739984,1781080739879,192.168.35.239:42808,-1.03,-14.72,1781080739546,1134508111.4,39692972,39732526,0,276.44,274.37,-2.07,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1716,1781080740525,1781080740267,192.168.35.209:50762,0.55,-51.53,1781080740050,1127661950.6,39741338,39763981,0,276.28,74.27,-202.01,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1717,1781080740526,1781080740385,192.168.35.239:42808,0.20,-15.91,1781080740050,1134508111.4,39741338,39780968,0,276.28,272.97,-3.31,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1718,1781080740946,1781080740767,192.168.35.209:50762,-0.50,-50.51,1781080740553,1127661950.6,39789623,39811981,0,275.23,74.27,-200.96,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1719,1781080740987,1781080740890,192.168.35.239:42808,-3.27,-15.50,1781080740553,1134508111.4,39789623,39829583,0,275.23,274.39,-0.84,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1720,1781080741469,1781080741267,192.168.35.209:50762,0.27,-51.24,1781080740957,1127661950.6,39828479,39859981,0,276.00,74.27,-201.73,-201.12,1127661953.0,1127661952.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1721,1781080741593,1781080741445,192.168.35.239:42808,-2.87,-15.85,1781080740957,1134508111.4,39828479,39882899,0,276.00,274.76,-1.24,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1722,1781080741921,1781080741767,192.168.35.209:50762,1.16,-51.11,1781080741463,1127661950.3,39877109,39907981,0,276.53,74.27,-202.26,-201.12,1127661947.0,1127661947.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1723,1781080742102,1781080741951,192.168.35.239:42808,-1.99,-16.77,1781080741463,1134508111.4,39877109,39931443,0,276.53,274.42,-2.12,-3.40,1134508113.0,1134508113.0,13,13,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
1724,1781080742438,1781080742267,192.168.35.209:50762,0.78,-50.68,1781080741967,1127661950.3,39925454,39955981,0,276.15,74.27,-201.88,-201.12,1127661947.0,1127661947.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7392,77,drift
