seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,decode_load_ms,decode_total_frames,decode_throughput_fpms,seek_msg_seq,guest_decode_under_frames,guest_decode_under_events,guest_st_under_frames,guest_st_under_events,host_decode_under_frames,host_decode_under_events,host_st_under_frames,host_st_under_events,event
0,1781079677524,0,host,0.00,0.00,1781079677524,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,104,34561152,332318.77,0,0,0,0,0,0,0,0,0,decode_load
1,1781080195454,0,host,0.00,0.00,1781080195454,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,172,86401152,502332.28,0,0,0,0,0,0,0,0,0,decode_load
2,1781080198289,0,host,0.00,0.00,1781080197957,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,host_play
3,1781080206664,0,host,0.00,0.00,1781080206547,0.0,396786,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,host_pause
4,1781080207711,0,host,0.00,0.00,1781080207662,0.0,161952,3374,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,1,0,0,0,0,0,0,0,0,host_seek
5,1781080207862,0,host,0.00,0.00,1781080207860,0.0,161952,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,2,0,0,0,0,0,0,0,0,host_seek
6,1781080208010,0,host,0.00,0.00,1781080207960,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,3,0,0,0,0,0,0,0,0,host_seek
7,1781080318010,0,192.168.35.209:50762,0.00,0.00,1781080318010,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,4,86400000,21600000.00,0,0,0,0,0,0,0,0,0,decode_load
8,1781080320871,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,1,0,0,0,0,0,0,0,0,host_tempo
9,1781080320896,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,2,0,0,0,0,0,0,0,0,host_tempo
10,1781080320915,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,3,0,0,0,0,0,0,0,0,host_tempo
11,1781080320927,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,4,0,0,0,0,0,0,0,0,host_tempo
12,1781080320941,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,5,0,0,0,0,0,0,0,0,host_tempo
13,1781080320945,0,host,0.00,0.00,1781080320856,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,6,0,0,0,0,0,0,0,0,host_tempo
14,1781080320958,1781080320833,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,1,0,0,0,0,0,0,0,0,guest_tempo_recv
15,1781080320960,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,7,0,0,0,0,0,0,0,0,host_tempo
16,1781080320960,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,8,0,0,0,0,0,0,0,0,host_tempo
17,1781080320974,1781080320869,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,2,0,0,0,0,0,0,0,0,guest_tempo_recv
18,1781080320974,1781080320870,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,3,0,0,0,0,0,0,0,0,guest_tempo_recv
19,1781080320974,1781080320870,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,4,0,0,0,0,0,0,0,0,guest_tempo_recv
20,1781080320974,1781080320870,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,5,0,0,0,0,0,0,0,0,guest_tempo_recv
21,1781080320974,1781080320870,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,6,0,0,0,0,0,0,0,0,guest_tempo_recv
22,1781080320975,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,9,0,0,0,0,0,0,0,0,host_tempo
23,1781080320997,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,10,0,0,0,0,0,0,0,0,host_tempo
24,1781080320999,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,11,0,0,0,0,0,0,0,0,host_tempo
25,1781080321002,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,12,0,0,0,0,0,0,0,0,host_tempo
26,1781080321015,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,13,0,0,0,0,0,0,0,0,host_tempo
27,1781080321022,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,14,0,0,0,0,0,0,0,0,host_tempo
28,1781080321035,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,15,0,0,0,0,0,0,0,0,host_tempo
29,1781080321047,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,1,0,0,0,0,0,0,0,0,guest_tempo_recv
30,1781080321048,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,2,0,0,0,0,0,0,0,0,guest_tempo_recv
31,1781080321048,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,3,0,0,0,0,0,0,0,0,guest_tempo_recv
32,1781080321048,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,4,0,0,0,0,0,0,0,0,guest_tempo_recv
33,1781080321048,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,5,0,0,0,0,0,0,0,0,guest_tempo_recv
34,1781080321048,1781080320861,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,6,0,0,0,0,0,0,0,0,guest_tempo_recv
35,1781080321048,0,host,0.00,0.00,1781080320959,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,16,0,0,0,0,0,0,0,0,host_tempo
36,1781080321065,0,host,0.00,0.00,1781080321055,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,17,0,0,0,0,0,0,0,0,host_tempo
37,1781080321082,0,host,0.00,0.00,1781080321055,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,18,0,0,0,0,0,0,0,0,host_tempo
38,1781080321103,0,host,0.00,0.00,1781080321055,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,19,0,0,0,0,0,0,0,0,host_tempo
39,1781080321113,1781080320985,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,7,0,0,0,0,0,0,0,0,guest_tempo_recv
40,1781080321113,1781080320986,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,8,0,0,0,0,0,0,0,0,guest_tempo_recv
41,1781080321217,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,7,0,0,0,0,0,0,0,0,guest_tempo_recv
42,1781080321217,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,8,0,0,0,0,0,0,0,0,guest_tempo_recv
43,1781080321226,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,9,0,0,0,0,0,0,0,0,guest_tempo_recv
44,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,10,0,0,0,0,0,0,0,0,guest_tempo_recv
45,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,11,0,0,0,0,0,0,0,0,guest_tempo_recv
46,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,12,0,0,0,0,0,0,0,0,guest_tempo_recv
47,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,13,0,0,0,0,0,0,0,0,guest_tempo_recv
48,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,14,0,0,0,0,0,0,0,0,guest_tempo_recv
49,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,15,0,0,0,0,0,0,0,0,guest_tempo_recv
50,1781080321227,1781080320961,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,16,0,0,0,0,0,0,0,0,guest_tempo_recv
51,1781080321236,1781080321120,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,9,0,0,0,0,0,0,0,0,guest_tempo_recv
52,1781080321238,1781080321060,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,17,0,0,0,0,0,0,0,0,guest_tempo_recv
53,1781080321238,1781080321060,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,18,0,0,0,0,0,0,0,0,guest_tempo_recv
54,1781080321243,1781080321060,192.168.35.209:50762,0.00,0.00,0,1127661953.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,19,0,0,0,0,0,0,0,0,guest_tempo_recv
55,1781080321276,1781080321174,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,10,0,0,0,0,0,0,0,0,guest_tempo_recv
56,1781080321277,1781080321175,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,11,0,0,0,0,0,0,0,0,guest_tempo_recv
57,1781080321277,1781080321175,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,12,0,0,0,0,0,0,0,0,guest_tempo_recv
58,1781080321312,1781080321219,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,13,0,0,0,0,0,0,0,0,guest_tempo_recv
59,1781080321312,1781080321219,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,14,0,0,0,0,0,0,0,0,guest_tempo_recv
60,1781080321312,1781080321220,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,15,0,0,0,0,0,0,0,0,guest_tempo_recv
61,1781080321312,1781080321220,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,16,0,0,0,0,0,0,0,0,guest_tempo_recv
62,1781080321312,1781080321220,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,17,0,0,0,0,0,0,0,0,guest_tempo_recv
63,1781080321314,1781080321220,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,18,0,0,0,0,0,0,0,0,guest_tempo_recv
64,1781080321315,1781080321221,192.168.35.239:42808,0.00,0.00,0,1134508112.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,19,0,0,0,0,0,0,0,0,guest_tempo_recv
65,1781080324073,0,192.168.35.239:42808,0.00,0.00,1781080324073,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,410,86401152,210734.52,0,0,0,0,0,0,0,0,0,decode_load
66,1781080326080,0,host,0.00,0.00,1781080325961,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,host_play
67,1781080326732,1781080326461,192.168.35.209:50762,0.00,0.00,1781080326551,1127661953.0,45498,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,6336,66,guest_start
68,1781080326736,1781080326590,192.168.35.209:50762,-1144.21,-1144.21,1781080326551,1127661953.0,45498,-960,0,275.94,74.27,-201.67,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,6336,66,fallback
69,1781080327112,1781080326491,192.168.35.239:42808,0.00,0.00,1781080326551,1134508112.0,45498,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,6816,71,guest_start
70,1781080327203,1781080327088,192.168.35.239:42808,-2031.18,-2031.18,1781080327037,1134508112.0,92071,7960,0,273.06,273.92,0.86,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
71,1781080327315,1781080327169,192.168.35.209:50762,160.52,160.52,1781080327037,1127661953.0,92071,116922,0,273.06,74.27,-198.79,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
72,1781080327795,1781080327686,192.168.35.239:42808,-11.77,-11.77,1781080327550,1134508112.0,141247,162288,0,273.30,273.42,0.12,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
73,1781080327820,1781080327669,192.168.35.209:50762,160.26,160.26,1781080327550,1127661953.0,141247,164922,0,273.30,74.27,-199.03,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
74,1781080328316,1781080328169,192.168.35.209:50762,150.56,150.56,1781080328053,1127661953.0,189679,212383,0,275.83,74.27,-201.56,0.00,0.0,0.0,0,0,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
75,1781080328390,1781080328266,192.168.35.239:42808,-9.16,-9.16,1781080328053,1134508112.0,189679,217975,0,275.83,274.49,-1.34,0.00,1134508109.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
76,1781080328811,1781080328669,192.168.35.209:50762,151.13,151.13,1781080328501,1127661953.0,232630,260383,0,275.21,74.27,-200.94,0.00,1127661951.0,1127661953.0,22,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
77,1781080328891,1781080328771,192.168.35.239:42808,-9.87,-9.87,1781080328501,1134508112.0,232630,266429,0,275.21,273.23,-1.98,0.00,1134508109.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
78,1781080329322,1781080329169,192.168.35.209:50762,149.37,149.37,1781080329007,1127661953.0,281356,308374,0,276.77,74.27,-202.50,0.00,1127661951.0,1127661953.0,22,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
79,1781080329403,1781080329275,192.168.35.239:42808,-10.56,-10.56,1781080329007,1134508112.0,281356,314896,0,276.77,274.08,-2.69,0.00,1134508109.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
80,1781080329811,1781080329669,192.168.35.209:50762,150.49,150.49,1781080329513,1127661953.0,329828,356374,0,275.72,74.27,-201.45,0.00,1127661951.0,1127661953.0,22,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
81,1781080329912,1781080329780,192.168.35.239:42808,-9.91,-9.91,1781080329513,1134508112.0,329828,363332,0,275.72,273.62,-2.09,0.00,1134508109.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
82,1781080330320,1781080330169,192.168.35.209:50762,151.00,151.00,1781080330015,1127661953.0,378060,404420,0,276.11,74.27,-201.84,0.00,1127661951.0,1127661953.0,22,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
83,1781080330403,1781080330284,192.168.35.239:42808,-9.61,-9.61,1781080330015,1134508112.0,378060,411788,0,276.11,274.38,-1.73,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
84,1781080330613,1781080330469,192.168.35.209:50762,0.00,0.00,1781080330523,1127661953.0,426854,433220,0,0.00,0.00,0.00,0.00,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,anchor_set
85,1781080330821,1781080330669,192.168.35.209:50762,0.00,-40.00,1781080330523,1127661953.0,426854,443279,0,276.09,74.27,-201.82,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
86,1781080330916,1781080330789,192.168.35.239:42808,-9.75,-9.75,1781080330523,1134508112.0,426854,460307,0,276.09,274.78,-1.31,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
87,1781080331447,1781080331169,192.168.35.209:50762,-0.99,-38.43,1781080331027,1127661953.0,475115,491279,0,275.10,74.27,-200.82,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
88,1781080331500,1781080331345,192.168.35.239:42808,-7.72,-7.72,1781080331027,1134508112.0,475115,513727,0,275.10,275.23,0.13,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
89,1781080331811,1781080331669,192.168.35.209:50762,-0.91,-38.49,1781080331535,1127661953.0,523890,539279,0,275.18,74.27,-200.91,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
90,1781080331984,1781080331850,192.168.35.239:42808,-9.13,-9.13,1781080331535,1134508112.0,523890,562079,0,275.18,273.92,-1.26,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
91,1781080332365,1781080332169,192.168.35.209:50762,0.06,-39.43,1781080332039,1127661953.0,572366,587279,0,276.15,74.27,-201.88,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
92,1781080332482,1781080332359,192.168.35.239:42808,-10.82,-10.82,1781080332039,1134508112.0,572366,610872,0,276.15,273.17,-2.98,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
93,1781080332876,1781080332669,192.168.35.209:50762,-4.97,-40.43,1781080332541,1127661953.0,620460,635279,0,273.12,74.27,-198.84,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
94,1781080333026,1781080332864,192.168.35.239:42808,-10.42,-10.42,1781080332541,1134508112.0,620460,659485,0,273.12,274.56,1.44,0.00,1134508111.0,1134508112.0,22,15,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
95,1781080333213,1781080333065,192.168.35.239:42808,0.00,0.00,1781080333046,1134508111.7,668998,678665,0,0.00,0.00,0.00,0.00,1134508109.0,1134508109.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,anchor_set
96,1781080333367,1781080333169,192.168.35.209:50762,1.65,-38.02,1781080333046,1127661953.0,668998,683279,0,276.73,74.27,-202.46,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
97,1781080333629,1781080333368,192.168.35.239:42808,-0.66,-60.63,1781080333046,1134508111.7,668998,705288,0,276.73,274.01,-2.73,-3.40,1134508109.0,1134508109.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
98,1781080333832,1781080333669,192.168.35.209:50762,-0.73,-38.68,1781080333550,1127661953.0,717252,731279,0,275.36,74.27,-201.09,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
99,1781080334040,1781080333874,192.168.35.239:42808,-2.03,-59.30,1781080333550,1134508111.7,717252,753864,0,275.36,274.00,-1.35,-3.40,1134508109.0,1134508109.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
100,1781080334315,1781080334169,192.168.35.209:50762,0.12,-39.09,1781080334057,1127661953.0,766080,779279,0,276.20,74.27,-201.93,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
101,1781080334600,1781080334378,192.168.35.239:42808,-2.94,-60.16,1781080334057,1134508111.4,766080,802345,0,276.20,275.02,-1.18,-3.40,1134508111.0,1134508109.0,13,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
102,1781080334824,1781080334669,192.168.35.209:50762,-3.37,-42.03,1781080334461,1127661953.0,804934,827279,0,274.71,74.27,-200.44,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
103,1781080335008,1781080334883,192.168.35.239:42808,-4.87,-61.66,1781080334461,1134508111.4,804934,850772,0,274.71,274.47,-0.25,-3.40,1134508111.0,1134508109.0,13,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
104,1781080335406,1781080335169,192.168.35.209:50762,0.06,-39.46,1781080334967,1127661953.0,853455,875279,0,276.14,74.27,-201.87,-201.82,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
105,1781080335517,1781080335388,192.168.35.239:42808,-1.44,-61.36,1781080334967,1134508111.2,853455,899179,0,276.14,273.71,-2.43,-3.40,1134508111.0,1134508109.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
106,1781080335829,1781080335669,192.168.35.209:50762,150.76,150.76,1781080335471,1127661953.0,901731,932355,0,275.03,74.27,-200.76,0.00,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
107,1781080336113,1781080335943,192.168.35.239:42808,-3.36,-59.40,1781080335471,1134508111.2,901731,952537,0,275.03,274.52,-0.51,-3.40,1134508111.0,1134508109.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
108,1781080336335,1781080336169,192.168.35.209:50762,150.70,150.70,1781080335973,1127661953.0,949927,980355,0,275.05,74.27,-200.78,0.00,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
109,1781080336600,1781080336447,192.168.35.239:42808,-3.40,-59.40,1781080335973,1134508111.2,949927,1000927,0,275.05,274.58,-0.47,-3.40,1134508111.0,1134508109.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
110,1781080336815,1781080336669,192.168.35.209:50762,149.57,149.57,1781080336480,1127661953.0,998622,1028359,0,276.32,74.27,-202.05,0.00,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
111,1781080337097,1781080336955,192.168.35.239:42808,-2.64,-60.10,1781080336480,1134508111.2,998622,1049648,0,276.32,275.09,-1.24,-3.40,1134508111.0,1134508109.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
112,1781080337327,1781080337169,192.168.35.209:50762,150.77,150.77,1781080336987,1127661953.0,1047273,1076359,0,275.08,74.27,-200.81,0.00,1127661951.0,1127661953.0,20,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,fallback
113,1781080337583,1781080337461,192.168.35.239:42808,-2.60,-59.24,1781080336987,1134508110.9,1047273,1098227,0,275.08,274.13,-0.95,-3.40,1134508108.0,1134508108.0,8,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
114,1781080337839,1781080337669,192.168.35.209:50762,0.75,149.00,1781080337493,1127661953.0,1096018,1124359,0,276.83,74.27,-202.56,-201.82,1127661953.0,1127661953.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
115,1781080337839,1781080337669,192.168.35.209:50762,0.75,0.00,1781080337493,1127661953.0,1096018,1124359,0,0.00,0.00,0.00,0.00,1127661953.0,1127661953.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,anchor_realign_vfdiff
116,1781080338087,1781080337966,192.168.35.239:42808,-0.30,-61.53,1781080337493,1134508110.9,1096018,1146656,0,276.83,273.58,-3.25,-3.40,1134508108.0,1134508108.0,8,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
117,1781080338323,1781080338169,192.168.35.209:50762,-0.15,-49.82,1781080337997,1127661953.0,1144386,1162807,0,276.68,74.27,-202.41,-202.56,1127661953.0,1127661953.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
118,1781080338595,1781080338470,192.168.35.239:42808,-1.14,-59.84,1781080337997,1134508110.6,1144386,1195131,0,276.68,274.55,-2.13,-3.40,1134508107.0,1134508108.0,11,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
119,1781080338870,1781080338669,192.168.35.209:50762,-1.60,-48.41,1781080338503,1127661953.0,1192825,1210807,0,275.24,74.27,-200.97,-202.56,1127661954.0,1127661953.0,13,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
120,1781080339096,1781080338976,192.168.35.239:42808,-2.81,-58.08,1781080338503,1134508110.6,1192825,1243735,0,275.24,274.78,-0.46,-3.40,1134508107.0,1134508108.0,11,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
121,1781080339358,1781080339169,192.168.35.209:50762,-5.29,-50.67,1781080339005,1127661953.0,1241044,1258807,0,273.54,74.27,-199.27,-202.56,1127661954.0,1127661953.0,13,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
