wall_ms,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,event
1777347582927,192.168.35.90:57842,-0.28,-24.11,1777347580772,-1830.1,6283776,6297693,0,drift
1777347583429,192.168.35.90:57842,1.32,-21.62,1777347581275,-1830.1,6305856,6319709,0,drift
1777347584026,192.168.35.90:57842,-1.32,-17.91,1777347581275,-1830.1,6305856,6346333,0,drift
1777347584527,192.168.35.90:57842,-2.86,-11.81,1777347582286,-1830.1,6350016,6368349,0,drift
1777347585125,192.168.35.90:57842,-1.05,-1.64,1777347582790,-1830.1,6371904,6394717,0,drift
1777347585626,192.168.35.90:57842,0.21,0.44,1777347583294,-1830.1,6393984,6416733,0,drift
1777347586127,192.168.35.90:57842,-0.84,-41.25,1777347583751,-1830.1,6416064,6439005,0,drift
1777347586628,192.168.35.90:57842,-0.85,-39.06,1777347584258,-1830.1,6438240,6461021,0,drift
1777347587226,192.168.35.90:57842,-2.20,-25.85,1777347585268,-1830.1,6482208,6487389,0,drift
1777347587727,192.168.35.90:57842,-0.90,-26.63,1777347585770,-1830.1,6504288,6509405,0,drift
1777347588325,192.168.35.90:57842,-1.01,-18.51,1777347586275,-1830.1,6526272,6535773,0,drift
1777347588826,192.168.35.90:57842,0.40,-14.38,1777347586781,-1830.2,6548352,6557789,0,drift
1777347589327,192.168.35.90:57842,0.16,-6.93,1777347587286,-1830.2,6570432,6580061,0,drift
1777347589925,192.168.35.90:57842,0.99,-0.62,1777347587791,-1830.2,6592512,6606429,0,drift
1777347590426,192.168.35.90:57842,0.50,3.81,1777347588297,-1830.2,6614496,6628445,0,drift
1777347590927,192.168.35.90:57842,-2.50,-46.01,1777347588752,-1830.3,6636576,6650461,0,drift
1777347591525,192.168.35.90:57842,-0.10,-38.29,1777347589258,-1830.3,6658656,6676829,0,drift
1777347592026,192.168.35.90:57842,-1.75,-25.94,1777347589764,-1830.4,6680544,6699101,0,drift
1777347592527,192.168.35.90:57842,-2.70,-25.75,1777347590268,-1830.4,6702624,6721117,0,drift
1777347593125,192.168.35.90:57842,-0.70,-18.02,1777347590774,-1830.5,6724704,6747485,0,drift
1777347593626,192.168.35.90:57842,-1.89,-16.74,1777347591279,-1830.4,6746784,6769501,0,drift
1777347594127,192.168.35.90:57842,-2.24,-8.36,1777347591783,-1830.4,6768768,6791773,0,drift
1777347594628,192.168.35.90:57842,-0.94,-7.65,1777347592287,-1830.4,6790944,6813789,0,drift
1777347595227,192.168.35.90:57842,1.16,5.04,1777347593298,-1830.4,6835008,6840157,0,drift
1777347595728,192.168.35.90:57842,-2.09,0.02,1777347593298,-1830.3,6835008,6862173,0,drift
1777347596325,192.168.35.90:57842,1.19,-33.27,1777347594259,-1830.3,6879072,6888541,0,drift
1777347596826,192.168.35.90:57842,-1.75,-26.48,1777347594763,-1830.3,6901056,6910813,0,drift
1777347597327,192.168.35.90:57842,-1.69,-28.64,1777347595269,-1830.3,6923328,6932829,0,drift
1777347597925,192.168.35.90:57842,1.24,-18.35,1777347595774,-1830.3,6945312,6959197,0,drift
1777347598426,192.168.35.90:57842,-2.86,-18.30,1777347596278,-1830.3,6967296,6981213,0,drift
1777347598927,192.168.35.90:57842,-2.74,-11.54,1777347596782,-1830.2,6989376,7003485,0,drift
1777347599428,192.168.35.90:57842,-2.22,-9.47,1777347597287,-1830.2,7011456,7025501,0,drift
1777347600026,192.168.35.90:57842,0.57,0.40,1777347597792,-1830.2,7033440,7051869,0,drift
1777347600527,192.168.35.90:57842,-2.91,-48.13,1777347598247,-1830.2,7055424,7073885,0,drift
1777347601029,192.168.35.90:57842,1.13,-46.39,1777347598247,-1830.2,7055424,7095901,0,drift
1777347601626,192.168.35.90:57842,0.52,-36.49,1777347599257,-1830.2,7099488,7122269,0,drift
1777347602128,192.168.35.90:57842,-1.41,-33.51,1777347599761,-1830.2,7121664,7144541,0,drift
1777347602629,192.168.35.90:57842,1.31,-28.46,1777347600265,-1830.2,7143744,7166557,0,drift
1777347603226,192.168.35.90:57842,-0.21,-20.75,1777347601275,-1830.2,7187904,7192925,0,drift
1777347603727,192.168.35.90:57842,-2.40,-17.23,1777347601781,-1830.2,7209888,7214941,0,drift
1777347604325,192.168.35.90:57842,-0.11,-8.11,1777347602286,-1830.2,7231872,7241309,0,drift
1777347604826,192.168.35.90:57842,-1.15,-2.07,1777347602790,-1830.3,7253952,7263581,0,drift
1777347605328,192.168.35.90:57842,-3.00,0.04,1777347603295,-1830.3,7275936,7285597,0,drift
1777347605828,192.168.35.90:57842,1.48,-51.65,1777347603749,-1830.4,7298112,7307357,0,drift
1777347606426,192.168.35.90:57842,-1.30,-41.43,1777347604254,-1830.4,7320096,7333981,0,drift
1777347606927,192.168.35.90:57842,-3.44,-32.49,1777347604760,-1830.2,7342080,7356253,0,drift
1777347607525,192.168.35.90:57842,-0.02,-27.57,1777347605264,-1830.2,7364256,7382621,0,drift
1777347608026,192.168.35.90:57842,-0.91,-30.91,1777347605264,-1830.1,7364256,7404637,0,drift
1777347608527,192.168.35.90:57842,-1.37,-23.28,1777347606275,-1830.1,7408416,7426653,0,drift
1777347609029,192.168.35.90:57842,-2.84,-13.45,1777347606780,-1830.0,7430304,7448925,0,drift
1777347609626,192.168.35.90:57842,-2.37,-3.70,1777347607286,-1829.9,7452288,7475293,0,drift
1777347610128,192.168.35.90:57842,-2.50,-5.40,1777347607790,-1829.9,7474464,7497309,0,drift
1777347610629,192.168.35.90:57842,0.10,-7.42,1777347608296,-1829.8,7496640,7519069,0,drift
1777347611226,192.168.35.90:57842,-0.39,-39.07,1777347609255,-1829.8,7540608,7545693,0,drift
1777347611727,192.168.35.90:57842,-2.71,-32.48,1777347609761,-1829.7,7562688,7567965,0,drift
1777347612229,192.168.35.90:57842,-2.34,-29.17,1777347610265,-1829.7,7584672,7589981,0,drift
1777347612826,192.168.35.90:57842,-1.40,-24.05,1777347610769,-1829.7,7606752,7616349,0,drift
1777347613327,192.168.35.90:57842,-4.05,-22.15,1777347611274,-1829.7,7628736,7638365,0,drift
1777347613829,192.168.35.90:57842,1.22,-18.33,1777347611778,-1829.6,7650912,7660381,0,drift
1777347614427,192.168.35.90:57842,-1.64,-17.51,1777347612282,-1829.6,7672992,7686749,0,drift
1777347614927,192.168.35.90:57842,-1.70,-13.40,1777347612282,-1829.5,7672992,7709021,0,drift
1777347615525,192.168.35.90:57842,-1.28,0.72,1777347613292,-1829.5,7716960,7735389,0,drift
1777347616026,192.168.35.90:57842,-3.37,3.21,1777347613797,-1829.5,7738944,7757405,0,drift
1777347616527,192.168.35.90:57842,-2.09,-45.64,1777347614251,-1829.5,7761024,7779421,0,drift
1777347617071,192.168.35.90:57842,-1.77,-39.07,1777347614755,-1829.5,7783104,7803485,0,drift
1777347617626,192.168.35.90:57842,-1.48,-29.67,1777347615260,-1829.7,7805088,7828061,0,drift
1777347618128,192.168.35.90:57842,-2.24,-33.19,1777347615765,-1829.7,7827360,7850077,0,drift
1777347618628,192.168.35.90:57842,0.46,-31.31,1777347616270,-1829.8,7849344,7871837,0,drift
1777347619226,192.168.35.90:57842,-1.94,-16.93,1777347617280,-1829.8,7893408,7898461,0,drift
1777347619728,192.168.35.90:57842,-3.86,-10.86,1777347617785,-1829.9,7915488,7920733,0,drift
1777347620324,192.168.35.90:57842,1.36,2.02,1777347618290,-1829.9,7937472,7947101,0,drift
1777347620826,192.168.35.90:57842,-0.73,-2.18,1777347618290,-1829.9,7937472,7969117,0,drift
1777347621327,192.168.35.90:57842,-2.86,-45.66,1777347619250,-1830.0,7981536,7991133,0,drift
1777347621829,192.168.35.90:57842,2.30,-41.12,1777347619755,-1830.1,8003712,8013149,0,drift
1777347622426,192.168.35.90:57842,0.04,-31.77,1777347620259,-1830.1,8025696,8039773,0,drift
1777347622927,192.168.35.90:57842,-2.85,-32.78,1777347620763,-1830.2,8047776,8061789,0,drift
1777347623525,192.168.35.90:57842,-1.11,-27.07,1777347621267,-1830.2,8069856,8088157,0,drift
1777347624026,192.168.35.90:57842,-0.63,-22.89,1777347621771,-1830.3,8091840,8110173,0,drift
1777347624527,192.168.35.90:57842,-2.54,-16.96,1777347622274,-1830.3,8113824,8132445,0,drift
1777347625029,192.168.35.90:57842,1.00,-15.16,1777347622781,-1830.4,8135904,8154205,0,drift
1777347625626,192.168.35.90:57842,-1.29,-5.08,1777347623285,-1830.4,8157888,8180829,0,drift
1777347626128,192.168.35.90:57842,-1.54,-6.86,1777347623790,-1830.4,8180064,8202845,0,drift
1777347626628,192.168.35.90:57842,-1.52,-5.17,1777347624293,-1830.5,8202144,8224861,0,drift
1777347627226,192.168.35.90:57842,-1.47,-45.98,1777347625251,-1830.5,8246208,8251229,0,drift
1777347627728,192.168.35.90:57842,-2.68,-38.71,1777347625757,-1830.3,8268288,8273501,0,drift
1777347628228,192.168.35.90:57842,-4.17,-35.96,1777347626261,-1830.3,8290272,8295517,0,drift
1777347628826,192.168.35.90:57842,-0.40,-28.22,1777347626766,-1830.2,8312352,8321885,0,drift
1777347629327,192.168.35.90:57842,-3.13,-29.77,1777347627269,-1830.2,8334432,8343901,0,drift
1777347629925,192.168.35.90:57842,0.25,-22.18,1777347627774,-1830.1,8356512,8370269,0,drift
1777347630427,192.168.35.90:57842,-2.24,-16.79,1777347628279,-1830.1,8378592,8392541,0,drift
1777347630927,192.168.35.90:57842,-3.26,-10.49,1777347628784,-1830.1,8400480,8414557,0,drift
1777347631525,192.168.35.90:57842,-0.69,-3.27,1777347629289,-1830.1,8422560,8440925,0,drift
1777347632026,192.168.35.90:57842,-2.51,-0.33,1777347629794,-1830.1,8444544,8462941,0,drift
1777347632528,192.168.35.90:57842,-3.56,-44.97,1777347630248,-1830.1,8466624,8485213,0,drift
1777347633125,192.168.35.90:57842,0.97,-36.46,1777347630753,-1830.2,8488704,8511581,0,drift
1777347633626,192.168.35.90:57842,-2.35,-35.66,1777347631259,-1830.2,8510784,8533597,0,drift
1777347634127,192.168.35.90:57842,-2.91,-32.50,1777347631765,-1830.2,8532864,8555613,0,drift
1777347634629,192.168.35.90:57842,0.59,-26.84,1777347632268,-1830.3,8554848,8577629,0,drift
1777347635226,192.168.35.90:57842,-2.10,-11.60,1777347633279,-1830.3,8598912,8604253,0,drift
1777347635728,192.168.35.90:57842,-1.36,-11.81,1777347633784,-1830.4,8621088,8626269,0,drift
1777347636229,192.168.35.90:57842,1.28,-9.54,1777347634289,-1830.4,8643072,8648029,0,drift
1777347636826,192.168.35.90:57842,0.45,0.90,1777347634795,-1830.5,8665152,8674653,0,drift
1777347637328,192.168.35.90:57842,-3.60,3.96,1777347635301,-1830.5,8687328,8696925,0,drift
1777347637925,192.168.35.90:57842,0.86,-40.79,1777347635755,-1830.5,8709312,8723037,0,drift
1777347638427,192.168.35.90:57842,-0.45,-32.63,1777347636260,-1830.5,8731296,8745309,0,drift
1777347638927,192.168.35.90:57842,-2.94,-29.94,1777347636765,-1830.6,8753280,8767325,0,drift
1777347639524,192.168.35.90:57842,0.26,-23.80,1777347637270,-1830.6,8775456,8793693,0,drift
1777347640026,192.168.35.90:57842,-1.30,-18.89,1777347637775,-1830.6,8797344,8815709,0,drift
1777347640527,192.168.35.90:57842,-1.27,-16.41,1777347638281,-1830.6,8819712,8837981,0,drift
1777347641125,192.168.35.90:57842,-0.11,-4.99,1777347638785,-1830.6,8841504,8864349,0,drift
1777347641626,192.168.35.90:57842,0.02,-3.47,1777347639290,-1830.7,8863584,8886365,0,drift
1777347642127,192.168.35.90:57842,-0.31,-3.61,1777347639793,-1830.7,8885664,8908381,0,drift
1777347642725,192.168.35.90:57842,-0.27,-39.11,1777347640753,-1830.7,8929632,8934749,0,drift
1777347643226,192.168.35.90:57842,-0.93,-33.74,1777347641258,-1830.7,8951808,8957021,0,drift
1777347643727,192.168.35.90:57842,-1.19,-36.47,1777347641258,-1830.7,8951808,8979037,0,drift
1777347644229,192.168.35.90:57842,3.01,-27.17,1777347642271,-1830.7,8995872,9000797,0,drift
1777347644826,192.168.35.90:57842,0.12,-17.83,1777347642777,-1830.8,9017952,9027421,0,drift
1777347645327,192.168.35.90:57842,-2.52,-10.96,1777347643281,-1830.8,9039936,9049693,0,drift
1777347645828,192.168.35.90:57842,2.21,-12.71,1777347643785,-1830.8,9062112,9071453,0,drift
1777347646426,192.168.35.90:57842,0.56,-3.31,1777347644291,-1830.8,9084192,9098077,0,drift
1777347646927,192.168.35.90:57842,-1.04,-1.24,1777347644795,-1830.8,9106176,9120093,0,drift
1777347647429,192.168.35.90:57842,2.14,-44.54,1777347645251,-1830.8,9128256,9142109,0,drift
1777347648027,192.168.35.90:57842,-0.82,-35.17,1777347645754,-1830.8,9150144,9168733,0,drift
1777347648527,192.168.35.90:57842,1.02,-32.52,1777347646260,-1830.8,9172320,9190749,0,drift
1777347649125,192.168.35.90:57842,1.69,-25.38,1777347646765,-1830.8,9194304,9217117,0,drift
1777347649626,192.168.35.90:57842,-1.07,-24.83,1777347647270,-1830.9,9216384,9239133,0,drift
1777347650127,192.168.35.90:57842,-2.18,-18.46,1777347647774,-1830.9,9238464,9261405,0,drift
1777347650629,192.168.35.90:57842,-4.13,-16.10,1777347648279,-1830.9,9260448,9283421,0,drift
1777347651226,192.168.35.90:57842,-1.42,-4.50,1777347649289,-1830.9,9304608,9309789,0,drift
1777347651728,192.168.35.90:57842,-3.05,-3.14,1777347649795,-1830.9,9326688,9331805,0,drift
1777347652228,192.168.35.90:57842,-1.26,-46.27,1777347650250,-1830.9,9348672,9353821,0,drift
1777347652826,192.168.35.90:57842,-0.89,-45.33,1777347650250,-1830.9,9348672,9380189,0,drift
1777347653327,192.168.35.90:57842,-3.20,-35.08,1777347651260,-1830.9,9392832,9402461,0,drift
1777347653924,192.168.35.90:57842,1.73,-25.39,1777347651765,-1830.9,9414912,9428829,0,drift
1777347654426,192.168.35.90:57842,-2.39,-25.06,1777347652270,-1830.9,9436896,9450845,0,drift
1777347654927,192.168.35.90:57842,-0.83,-21.66,1777347652775,-1830.9,9458976,9472861,0,drift
1777347655525,192.168.35.90:57842,0.24,-15.36,1777347653281,-1830.9,9481056,9499229,0,drift
1777347656026,192.168.35.90:57842,-0.48,-3.42,1777347653786,-1830.9,9502944,9521501,0,drift
1777347656528,192.168.35.90:57842,-1.11,-3.92,1777347654291,-1830.9,9525120,9543517,0,drift
1777347657029,192.168.35.90:57842,1.72,-4.35,1777347654794,-1830.9,9547104,9565277,0,drift
1777347657626,192.168.35.90:57842,0.97,5.37,1777347655299,-1830.9,9569184,9591901,0,drift
1777347658128,192.168.35.90:57842,-2.69,-40.32,1777347655754,-1830.9,9591264,9614173,0,drift
1777347658629,192.168.35.90:57842,3.80,-37.54,1777347656259,-1830.8,9613344,9635933,0,drift
1777347659226,192.168.35.90:57842,-0.42,-23.68,1777347657270,-1830.8,9657408,9662557,0,drift
1777347659727,192.168.35.90:57842,-2.17,-24.34,1777347657773,-1830.8,9679488,9684573,0,drift
1777347660324,192.168.35.90:57842,0.90,-15.09,1777347658277,-1830.8,9701472,9710941,0,drift
1777347660826,192.168.35.90:57842,-1.58,-8.49,1777347658783,-1830.7,9723552,9733213,0,drift
1777347661328,192.168.35.90:57842,-2.96,-6.27,1777347659288,-1830.7,9745536,9755229,0,drift
1777347661829,192.168.35.90:57842,2.77,-5.77,1777347659794,-1830.6,9767712,9776989,0,drift
1777347662426,192.168.35.90:57842,-1.64,-45.40,1777347660248,-1830.6,9789600,9803613,0,drift
1777347662927,192.168.35.90:57842,-1.14,-38.65,1777347660753,-1830.6,9811776,9825885,0,drift
1777347663429,192.168.35.90:57842,-2.87,-39.42,1777347661259,-1830.6,9833952,9847901,0,drift
1777347664026,192.168.35.90:57842,-1.21,-29.30,1777347661763,-1830.5,9855840,9874269,0,drift
1777347664527,192.168.35.90:57842,-2.03,-25.88,1777347662268,-1830.5,9877824,9896285,0,drift
1777347665029,192.168.35.90:57842,1.94,-20.21,1777347662773,-1830.6,9899904,9918301,0,drift
1777347665626,192.168.35.90:57842,0.77,-15.04,1777347663278,-1830.8,9921888,9944669,0,drift
1777347666128,192.168.35.90:57842,-2.95,-11.18,1777347663784,-1830.8,9944064,9966941,0,drift
1777347666629,192.168.35.90:57842,2.64,-8.26,1777347664290,-1830.9,9966144,9988701,0,drift
1777347667226,192.168.35.90:57842,-1.09,-43.54,1777347665249,-1830.9,10010112,10015325,0,drift
1777347667727,192.168.35.90:57842,-1.95,-46.07,1777347665249,-1831.0,10010112,10037341,0,drift
1777347668324,192.168.35.90:57842,1.24,-33.45,1777347666259,-1831.0,10054272,10063709,0,drift
1777347668826,192.168.35.90:57842,1.61,-25.17,1777347666765,-1830.9,10076352,10085981,0,drift
1777347669328,192.168.35.90:57842,-1.47,-25.73,1777347667270,-1830.9,10098432,10107997,0,drift
1777347669924,192.168.35.90:57842,2.23,-16.34,1777347667775,-1830.8,10120512,10134365,0,drift
1777347670426,192.168.35.90:57842,0.49,-14.67,1777347668280,-1830.8,10142496,10156381,0,drift
1777347670927,192.168.35.90:57842,-1.72,-8.18,1777347668785,-1830.7,10164576,10178653,0,drift
1777347671429,192.168.35.90:57842,2.18,-5.80,1777347669290,-1830.7,10186560,10200413,0,drift
1777347672026,192.168.35.90:57842,-0.74,3.53,1777347669794,-1830.8,10208544,10227037,0,drift
1777347672528,192.168.35.90:57842,-1.49,-46.70,1777347670249,-1830.8,10230624,10249053,0,drift
1777347673028,192.168.35.90:57842,1.22,-39.12,1777347670755,-1830.8,10252704,10271069,0,drift
1777347673626,192.168.35.90:57842,-1.64,-30.01,1777347671259,-1830.8,10274688,10297693,0,drift
1777347674170,192.168.35.90:57842,1.51,-23.46,1777347672270,-1830.8,10318944,10321501,0,drift
1777347674725,192.168.35.90:57842,0.28,-14.85,1777347672776,-1830.8,10340928,10346077,0,drift
1777347675226,192.168.35.90:57842,1.60,-11.57,1777347673282,-1830.8,10363008,10368093,0,drift
1777347675727,192.168.35.90:57842,-2.31,-6.10,1777347673787,-1830.8,10385088,10390365,0,drift
1777347676324,192.168.35.90:57842,1.53,-3.84,1777347674290,-1830.8,10407072,10416477,0,drift
1777347676826,192.168.35.90:57842,-0.16,5.01,1777347674797,-1830.9,10429152,10438749,0,drift
1777347677327,192.168.35.90:57842,-1.46,-41.53,1777347675252,-1830.9,10451136,10460765,0,drift
1777347677829,192.168.35.90:57842,-2.25,-41.43,1777347675758,-1830.9,10473312,10482781,0,drift
1777347678426,192.168.35.90:57842,-1.47,-34.51,1777347676264,-1830.9,10495392,10509149,0,drift
1777347678927,192.168.35.90:57842,-0.73,-23.06,1777347676770,-1830.9,10517376,10531421,0,drift
1777347679428,192.168.35.90:57842,1.99,-21.57,1777347677277,-1830.9,10539456,10553181,0,drift
1777347680026,192.168.35.90:57842,0.98,-8.77,1777347677782,-1830.9,10561344,10579805,0,drift
1777347680527,192.168.35.90:57842,-1.73,-9.25,1777347678286,-1830.9,10583424,10601821,0,drift
1777347681125,192.168.35.90:57842,1.07,-0.81,1777347678792,-1830.9,10605504,10628189,0,drift
1777347681626,192.168.35.90:57842,-0.67,8.22,1777347679297,-1830.9,10627488,10650461,0,drift
1777347682127,192.168.35.90:57842,-1.25,-42.61,1777347679752,-1830.9,10649664,10672477,0,drift
1777347682629,192.168.35.90:57842,2.48,-35.52,1777347680258,-1830.9,10671744,10694493,0,drift
1777347683226,192.168.35.90:57842,0.62,-26.84,1777347681267,-1830.9,10715808,10720861,0,drift
1777347683727,192.168.35.90:57842,-1.32,-19.64,1777347681772,-1831.0,10737792,10743133,0,drift
1777347684324,192.168.35.90:57842,1.29,-10.98,1777347682277,-1831.0,10759872,10769501,0,drift
1777347684826,192.168.35.90:57842,0.51,-8.48,1777347682782,-1831.1,10781856,10791517,0,drift
1777347685327,192.168.35.90:57842,0.05,-7.07,1777347683287,-1831.1,10803936,10813533,0,drift
