seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,event
0,1777886957158,0,host,0.00,0.00,1777886956824,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0,0,host_play
1,1777886968531,1777886968873,192.168.35.117:40866,0.00,0.00,1777886968101,-515.0,527040,0,0,0.00,0.00,0.00,0.00,-496.0,-496.0,10,10,guest_start
2,1777886968568,1777886969029,192.168.35.117:40866,-11373.67,-11373.67,1777886968101,-515.0,527040,512,0,8.67,0.00,-8.67,0.00,-496.0,-496.0,10,10,fallback
3,1777886969135,1777886969619,192.168.35.117:40866,-84.77,-84.77,1777886968608,-515.0,550944,571440,0,7.39,23.15,15.76,0.00,-496.0,-496.0,10,10,fallback
4,1777886969637,1777886970121,192.168.35.117:40866,-82.08,-82.08,1777886969115,-513.1,575040,595248,0,8.72,18.89,10.17,0.00,-522.0,-496.0,62,10,fallback
5,1777886970238,1777886970717,192.168.35.117:40866,-8.59,-8.59,1777886970124,-513.1,623040,627116,0,7.75,21.35,13.61,0.00,-522.0,-496.0,62,10,fallback
6,1777886970768,1777886971219,192.168.35.117:40866,-57.97,-57.97,1777886970579,-511.4,647040,651180,0,7.66,23.27,15.61,0.00,-321.0,-496.0,358,10,fallback
7,1777886971240,1777886971720,192.168.35.117:40866,-16.02,-16.02,1777886971085,-511.4,671040,677022,0,7.31,24.34,17.03,0.00,-321.0,-496.0,358,10,fallback
8,1777886971871,1777886972317,192.168.35.117:40866,-13.87,-13.87,1777886971588,-509.8,695136,705694,0,7.35,22.02,14.68,0.00,-522.0,-496.0,68,10,fallback
9,1777886972378,1777886972819,192.168.35.117:40866,-7.42,-7.42,1777886972093,-508.5,719040,729758,0,7.68,20.85,13.18,0.00,-494.0,-496.0,11,10,fallback
10,1777886972843,1777886973320,192.168.35.117:40866,-5.39,-5.39,1777886972599,-508.5,743136,753822,0,8.65,24.13,15.47,0.00,-494.0,-496.0,11,10,fallback
11,1777886973394,1777886973875,192.168.35.117:40866,-0.03,-0.03,1777886973104,-507.2,767040,780446,0,9.14,24.67,15.54,0.00,-520.0,-496.0,65,10,fallback
12,1777886973939,1777886974419,192.168.35.117:40866,5.81,5.81,1777886973610,-507.2,791136,806558,0,9.08,22.78,13.70,0.00,-520.0,-496.0,65,10,fallback
13,1777886974434,1777886974920,192.168.35.117:40866,9.61,9.61,1777886974117,-506.1,815136,830622,0,8.42,24.53,16.11,0.00,-518.0,-496.0,60,10,fallback
14,1777886974938,1777886975422,192.168.35.117:40866,12.82,12.82,1777886974621,-506.1,839136,854430,0,9.29,20.19,10.90,0.00,-518.0,-496.0,60,10,fallback
15,1777886975536,1777886976019,192.168.35.117:40866,18.43,18.43,1777886975126,-505.1,863136,883358,0,8.58,23.52,14.95,0.00,-520.0,-496.0,60,10,fallback
16,1777886976037,1777886976520,192.168.35.117:40866,-25.07,-25.07,1777886975581,-505.1,887040,907422,0,8.42,24.19,15.77,0.00,-520.0,-496.0,60,10,fallback
17,1777886976643,1777886977117,192.168.35.117:40866,-21.17,-21.17,1777886976085,-504.1,911136,936094,0,8.88,22.08,13.20,0.00,-495.0,-495.0,10,10,fallback
18,1777886977139,1777886977619,192.168.35.117:40866,-16.19,-16.19,1777886976591,-504.1,935040,960158,0,7.40,22.95,15.55,0.00,-495.0,-495.0,10,10,fallback
19,1777886977632,1777886978120,192.168.35.117:40866,-13.57,-13.57,1777886977095,-503.2,959040,984222,0,8.61,24.97,16.36,0.00,-495.0,-495.0,12,10,fallback
20,1777886978141,1777886978621,192.168.35.117:40866,-11.76,-11.76,1777886977599,-503.2,983136,1008286,0,8.60,25.49,16.88,0.00,-495.0,-495.0,12,10,fallback
21,1777886978734,1777886979219,192.168.35.117:40866,1.88,1.88,1777886978611,-502.4,1031040,1036958,0,7.56,23.32,15.76,0.00,-495.0,-495.0,12,10,fallback
22,1777886979242,1777886979720,192.168.35.117:40866,5.57,5.57,1777886979116,-502.4,1055040,1061022,0,7.05,24.46,17.41,0.00,-495.0,-495.0,12,10,fallback
23,1777886979865,1777886980317,192.168.35.117:40866,7.72,7.72,1777886979116,-501.6,1055040,1089694,0,7.05,21.91,14.86,0.00,-495.0,-495.0,12,10,fallback
24,1777886980340,1777886980819,192.168.35.117:40866,13.24,13.24,1777886980124,-501.0,1103136,1113758,0,7.84,21.85,14.01,0.00,-495.0,-495.0,19,10,fallback
25,1777886980866,1777886981320,192.168.35.117:40866,-20.33,-20.33,1777886980578,-501.0,1127136,1138466,0,8.77,24.10,15.33,0.00,-495.0,-495.0,19,10,fallback
26,1777886981335,1777886981822,192.168.35.117:40866,-16.88,-16.88,1777886981083,-500.3,1151040,1162274,0,8.08,20.26,12.18,0.00,-494.0,-494.0,9,9,fallback
27,1777886981936,1777886982419,192.168.35.117:40866,-9.80,-9.80,1777886981587,-500.3,1175040,1191202,0,8.32,23.09,14.76,0.00,-494.0,-494.0,9,9,fallback
28,1777886982431,1777886982920,192.168.35.117:40866,-3.71,-3.71,1777886982095,-499.6,1199040,1215266,0,8.51,24.90,16.39,0.00,-494.0,-494.0,12,9,fallback
29,1777886983035,1777886983517,192.168.35.117:40866,5.59,5.59,1777886982600,-499.6,1222944,1243938,0,7.03,21.45,14.41,0.00,-494.0,-494.0,12,9,fallback
30,1777886983533,1777886984019,192.168.35.117:40866,5.04,5.04,1777886983104,-499.1,1247040,1268002,0,7.72,23.46,15.74,0.00,-497.0,-494.0,16,9,fallback
31,1777886984036,1777886984520,192.168.35.117:40866,10.24,10.24,1777886983610,-499.1,1271136,1292066,0,9.31,24.18,14.87,0.00,-497.0,-494.0,16,9,fallback
32,1777886984633,1777886985117,192.168.35.117:40866,14.99,14.99,1777886984113,-498.6,1295136,1320738,0,9.12,22.06,12.95,0.00,-501.0,-494.0,66,9,fallback
33,1777886985138,1777886985619,192.168.35.117:40866,19.49,19.49,1777886984619,-498.6,1319136,1344802,0,8.50,22.28,13.78,0.00,-501.0,-494.0,66,9,fallback
34,1777886985633,1777886986120,192.168.35.117:40866,21.78,21.78,1777886985122,-498.1,1343040,1368866,0,8.07,24.44,16.37,0.00,-496.0,-494.0,17,9,fallback
