seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,event
0,1777349508718,0,host,0.00,0.00,1777349508473,0.0,0,0,0,host_play
1,1777349511435,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
2,1777349511440,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
3,1777349512612,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
4,1777349512613,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
5,1777349512614,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
6,1777349512614,1777349513040,192.168.35.90:57872,0.00,0.00,1777349511126,-1824.7,108576,0,0,guest_start
7,1777349512614,1777349513354,192.168.35.90:57872,-2818.99,-2818.99,1777349511126,-1824.7,108576,2816,0,fallback
8,1777349512615,1777349513935,192.168.35.90:57872,-194.91,-194.91,1777349511126,-1824.7,108576,144024,0,fallback
9,1777349512616,1777349514436,192.168.35.90:57872,-197.84,-197.84,1777349511126,-1824.7,108576,166040,0,fallback
10,1777349512929,1777349514735,192.168.35.90:57872,0.00,0.00,1777349512641,-1826.9,174720,187132,0,anchor_set
11,1777349513112,1777349514938,192.168.35.90:57872,-2.93,-20.35,1777349512641,-1826.9,174720,195230,0,drift
12,1777349513611,1777349515439,192.168.35.90:57872,1.57,-12.34,1777349513145,-1826.9,196704,217246,0,drift
13,1777349514210,1777349516036,192.168.35.90:57872,-1.26,-5.08,1777349513649,-1827.8,218784,243870,0,drift
14,1777349514713,1777349516538,192.168.35.90:57872,-2.28,-6.73,1777349514154,-1827.8,240960,265886,0,drift
15,1777349515313,1777349517135,192.168.35.90:57872,0.03,9.57,1777349515164,-1828.5,284928,292254,0,drift
16,1777349515811,1777349517636,192.168.35.90:57872,-0.64,10.15,1777349515670,-1828.5,307104,314270,0,drift
17,1777349516311,1777349518138,192.168.35.90:57872,-2.00,17.04,1777349516173,-1829.1,329088,336542,0,drift
18,1777349516766,0,host,0.00,0.00,1777349516630,0.0,351072,0,0,host_pause
19,1777349516790,1777349518538,192.168.35.90:57872,-1.14,0.00,1777349516630,-1829.1,351072,354206,0,guest_stop
20,1777349516868,0,host,0.00,0.00,1777349516792,0.0,354624,0,0,host_play
21,1777349516971,0,host,0.00,0.00,1777349516888,0.0,355680,0,0,host_pause
22,1777349516992,1777349518739,192.168.35.90:57872,0.00,0.00,1777349516792,-1829.7,354624,357278,0,guest_start
23,1777349517095,1777349518739,192.168.35.90:57872,0.00,0.00,1777349516888,-1829.7,355680,357278,0,guest_stop
24,1777349517096,0,host,0.00,0.00,1777349516994,0.0,358848,0,0,host_play
25,1777349517203,0,host,0.00,0.00,1777349517168,0.0,362304,0,0,host_pause
26,1777349517227,1777349518926,192.168.35.90:57872,0.00,0.00,1777349516994,-1829.7,358848,363166,0,guest_start
27,1777349517346,0,host,0.00,0.00,1777349517269,0.0,363360,0,0,host_play
28,1777349517395,1777349519141,192.168.35.90:57872,0.00,0.00,1777349517269,-1829.7,363360,367518,0,guest_stop
29,1777349517414,1777349519228,192.168.35.90:57872,0.00,0.00,1777349517269,-1829.7,363360,371102,0,guest_start
30,1777349517451,0,host,0.00,0.00,1777349517396,0.0,365664,0,0,host_pause
31,1777349517595,1777349519327,192.168.35.90:57872,0.00,0.00,1777349517396,-1829.7,365664,375710,0,guest_stop
32,1777349517596,0,host,0.00,0.00,1777349517471,0.0,367584,0,0,host_play
33,1777349517672,0,host,0.00,0.00,1777349517598,0.0,367584,0,0,host_pause
34,1777349517685,1777349519357,192.168.35.90:57872,0.00,0.00,1777349517471,-1829.7,367584,376734,0,guest_start
35,1777349517814,1777349519508,192.168.35.90:57872,0.00,0.00,1777349517598,-1829.7,367584,377502,0,guest_stop
36,1777349517815,0,host,0.00,0.00,1777349517770,0.0,370656,0,0,host_play
37,1777349517899,1777349519654,192.168.35.90:57872,0.00,0.00,1777349517770,-1830.2,370656,380318,0,guest_start
38,1777349517931,0,host,0.00,0.00,1777349517870,0.0,373248,0,0,host_pause
39,1777349518050,0,host,0.00,0.00,1777349517971,0.0,375456,0,0,host_play
40,1777349518161,0,host,0.00,0.00,1777349518079,0.0,376704,0,0,host_pause
41,1777349518215,1777349519935,192.168.35.90:57872,0.00,0.00,1777349517870,-1830.2,373248,390046,0,guest_stop
42,1777349518335,1777349520053,192.168.35.90:57872,0.00,0.00,1777349518079,-1830.2,376704,394654,0,guest_start
43,1777349518336,0,host,0.00,0.00,1777349518284,0.0,379488,0,0,host_play
44,1777349518415,0,host,0.00,0.00,1777349518387,0.0,382656,0,0,host_pause
45,1777349518440,1777349520266,192.168.35.90:57872,0.00,0.00,1777349518387,-1830.2,382656,400030,0,guest_stop
46,1777349518540,0,host,0.00,0.00,1777349518473,0.0,383328,0,0,host_play
47,1777349518648,0,host,0.00,0.00,1777349518573,0.0,384960,0,0,host_pause
48,1777349518684,1777349520353,192.168.35.90:57872,0.00,0.00,1777349518473,-1830.2,383328,400030,0,guest_start
49,1777349518750,0,host,0.00,0.00,1777349518673,0.0,387360,0,0,host_play
50,1777349518805,1777349520516,192.168.35.90:57872,0.00,0.00,1777349518573,-1830.2,384960,403102,0,guest_stop
51,1777349518883,0,host,0.00,0.00,1777349518779,0.0,388800,0,0,host_pause
