seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,event
206,1777711576658,1777711577392,192.168.35.43:51516,-0.30,2.44,1777711576265,-739.4,4651584,4669342,0,9.55,22.19,12.63,13.54,drift
207,1777711577156,1777711577893,192.168.35.43:51516,-2.61,7.57,1777711576771,-740.2,4673472,4691358,0,8.19,24.36,16.17,13.54,drift
208,1777711577654,1777711578394,192.168.35.43:51516,-5.26,-37.75,1777711577224,-740.2,4695552,4713630,0,7.54,25.38,17.84,13.54,drift
209,1777711578257,1777711578992,192.168.35.43:51516,-0.59,-27.12,1777711577731,-740.8,4717632,4739998,0,8.53,22.65,14.12,13.54,drift
210,1777711578758,1777711579493,192.168.35.43:51516,-3.64,-25.71,1777711578135,-740.8,4735200,4762014,0,7.20,23.78,16.57,13.54,drift
211,1777711579254,1777711579994,192.168.35.43:51516,3.14,-26.75,1777711578639,-741.7,4757376,4783774,0,8.15,20.15,12.00,13.54,drift
212,1777711579854,1777711580592,192.168.35.43:51516,0.31,-11.55,1777711579750,-742.4,4805856,4810398,0,7.78,22.71,14.93,13.54,drift
213,1777711580358,1777711581094,192.168.35.43:51516,-0.74,-3.19,1777711580255,-742.4,4827840,4832670,0,7.73,23.83,16.10,13.54,drift
214,1777711580855,1777711581595,192.168.35.43:51516,4.12,-0.80,1777711580761,-743.0,4849920,4854430,0,7.65,19.68,12.02,13.54,drift
215,1777711581467,1777711582192,192.168.35.43:51516,0.89,8.69,1777711581265,-743.0,4871904,4881054,0,7.70,22.45,14.74,13.54,drift
216,1777711581967,1777711582699,192.168.35.43:51516,5.67,6.38,1777711581769,-743.5,4894080,4903070,0,8.36,19.30,10.93,13.54,drift
217,1777711582557,1777711583291,192.168.35.43:51516,2.48,-33.10,1777711582225,-743.5,4916064,4929438,0,7.52,21.34,13.82,13.54,drift
218,1777711583068,1777711583792,192.168.35.43:51516,2.76,-29.69,1777711582731,-743.9,4938144,4951454,0,8.18,22.59,14.42,13.54,drift
219,1777711583555,1777711584293,192.168.35.43:51516,1.38,-22.89,1777711583236,-743.9,4960224,4973726,0,7.88,23.85,15.96,13.54,drift
220,1777711584069,1777711584795,192.168.35.43:51516,5.96,-22.07,1777711583741,-744.3,4982304,4995486,0,8.72,20.01,11.30,13.54,drift
221,1777711584656,1777711585392,192.168.35.43:51516,0.40,-14.20,1777711584245,-744.3,5004288,5022110,0,7.15,22.80,15.65,13.54,drift
222,1777711585169,1777711585894,192.168.35.43:51516,1.21,-9.54,1777711584751,-744.7,5026272,5044126,0,7.80,23.88,16.08,13.54,drift
223,1777711585656,1777711586395,192.168.35.43:51516,1.53,-0.15,1777711585257,-744.7,5048352,5066398,0,8.25,24.29,16.04,13.54,drift
224,1777711586260,1777711586992,192.168.35.43:51516,3.05,7.75,1777711585763,-745.0,5070432,5092766,0,8.12,22.83,14.71,13.54,drift
225,1777711586762,1777711587494,192.168.35.43:51516,2.22,-11.91,1777711586267,-745.0,5093376,5114782,0,9.24,24.56,15.32,13.54,drift
226,1777711586856,1777711587594,192.168.35.43:51516,2.22,0.00,1777711586772,-745.3,5115456,5119134,0,0.00,0.00,0.00,0.00,anchor_reset_offset_drift
227,1777711586956,1777711587691,192.168.35.43:51516,2.22,0.00,1777711586772,-745.3,5115456,5123486,0,0.00,0.00,0.00,0.00,anchor_set
228,1777711587257,1777711587994,192.168.35.43:51516,-2.77,-10.05,1777711586772,-745.3,5115456,5136749,0,8.84,25.05,16.20,13.11,drift
229,1777711587856,1777711588592,192.168.35.43:51516,-1.62,-27.95,1777711587730,-745.6,5158560,5163117,0,7.50,22.37,14.87,13.11,drift
230,1777711588358,1777711589093,192.168.35.43:51516,-1.99,-22.29,1777711588235,-745.6,5180736,5185389,0,8.51,23.89,15.39,13.11,drift
231,1777711588857,1777711589595,192.168.35.43:51516,2.19,-16.36,1777711588740,-745.8,5202816,5207405,0,8.20,19.44,11.25,13.11,drift
232,1777711589458,1777711590192,192.168.35.43:51516,-0.82,-12.07,1777711589245,-745.8,5224800,5233773,0,8.10,22.46,14.36,13.11,drift
233,1777711589954,1777711590694,192.168.35.43:51516,-3.09,-12.44,1777711589750,-746.0,5246880,5255789,0,8.15,24.65,16.50,13.11,drift
234,1777711590456,1777711591195,192.168.35.43:51516,2.43,-5.65,1777711590254,-746.0,5268960,5277805,0,8.64,19.90,11.26,13.11,drift
235,1777711591099,1777711591792,192.168.35.43:51516,-0.83,5.59,1777711590760,-746.0,5290944,5304429,0,8.64,22.89,14.24,13.11,drift
236,1777711591553,1777711592293,192.168.35.43:51516,-2.58,5.98,1777711591265,-746.2,5313024,5326445,0,7.70,24.29,16.59,13.11,drift
237,1777711592170,1777711592891,192.168.35.43:51516,0.81,15.12,1777711591769,-746.3,5335008,5352813,0,8.31,21.25,12.94,13.11,drift
238,1777711592657,1777711593392,192.168.35.43:51516,0.23,-35.62,1777711592224,-746.3,5357184,5374829,0,8.77,22.82,14.05,13.11,drift
239,1777711593190,1777711593930,192.168.35.43:51516,-1.29,-28.93,1777711592729,-746.4,5379168,5398637,0,9.10,24.89,15.79,13.11,drift
240,1777711593758,1777711594490,192.168.35.43:51516,2.33,-24.73,1777711593233,-746.4,5401248,5423213,0,8.90,21.09,12.19,13.11,drift
241,1777711594269,1777711594992,192.168.35.43:51516,-1.66,-22.05,1777711593636,-746.4,5418912,5445485,0,7.81,22.86,15.05,13.11,drift
242,1777711594755,1777711595494,192.168.35.43:51516,-2.74,-19.26,1777711594243,-746.4,5445408,5467501,0,8.27,23.94,15.68,13.11,drift
243,1777711595268,1777711595995,192.168.35.43:51516,0.41,-22.32,1777711594748,-746.6,5467872,5489517,0,6.95,19.69,12.73,13.11,drift
244,1777711595860,1777711596597,192.168.35.43:51516,-0.15,2.00,1777711595760,-746.7,5511456,5516141,0,8.08,22.06,13.98,13.11,drift
245,1777711596457,1777711597194,192.168.35.43:51516,2.53,6.08,1777711596268,-746.7,5533536,5542253,0,7.89,20.22,12.32,13.11,drift
246,1777711597054,1777711597792,192.168.35.43:51516,-1.79,-35.83,1777711596722,-746.9,5555520,5568877,0,6.97,22.55,15.58,13.11,drift
247,1777711597557,1777711598294,192.168.35.43:51516,0.02,-27.05,1777711597227,-746.9,5577600,5591149,0,9.65,23.81,14.15,13.11,drift
248,1777711598056,1777711598795,192.168.35.43:51516,3.12,-25.39,1777711597734,-747.0,5599680,5612909,0,8.25,19.60,11.35,13.11,drift
249,1777711598656,1777711599392,192.168.35.43:51516,0.85,-19.24,1777711598237,-747.0,5621760,5639533,0,8.54,22.78,14.24,13.11,drift
250,1777711599168,1777711599893,192.168.35.43:51516,-1.96,-17.09,1777711598742,-747.1,5643744,5661549,0,7.20,24.11,16.91,13.11,drift
251,1777711599658,1777711600395,192.168.35.43:51516,3.42,-9.73,1777711599247,-747.1,5665824,5683565,0,8.78,19.89,11.10,13.11,drift
252,1777711600270,1777711600992,192.168.35.43:51516,1.28,-7.66,1777711599751,-747.2,5687904,5709933,0,8.91,22.27,13.36,13.11,drift
253,1777711600755,1777711601494,192.168.35.43:51516,-1.23,-2.71,1777711600256,-747.2,5709984,5732205,0,8.43,24.19,15.76,13.11,drift
254,1777711601272,1777711601995,192.168.35.43:51516,-3.31,-15.58,1777711600762,-747.3,5732736,5754221,0,7.87,24.89,17.02,13.11,drift
255,1777711601857,1777711602592,192.168.35.43:51516,1.34,12.34,1777711601770,-747.3,5776128,5780589,0,8.52,22.66,14.15,13.11,drift
256,1777711602371,1777711603093,192.168.35.43:51516,-0.22,9.39,1777711601770,-747.3,5776128,5802605,0,8.52,23.84,15.32,13.11,drift
257,1777711602958,1777711603690,192.168.35.43:51516,2.20,-25.85,1777711602731,-747.4,5820192,5828973,0,8.69,22.06,13.37,13.11,drift
258,1777711603456,1777711604192,192.168.35.43:51516,0.51,-19.97,1777711603236,-747.4,5842272,5851245,0,8.15,22.99,14.84,13.11,drift
259,1777711603958,1777711604693,192.168.35.43:51516,-1.84,-16.65,1777711603741,-747.5,5864256,5873261,0,7.78,24.09,16.31,13.11,drift
260,1777711604555,1777711605290,192.168.35.43:51516,2.42,-7.26,1777711604247,-747.5,5886336,5899629,0,8.43,21.57,13.15,13.11,drift
261,1777711605056,1777711605792,192.168.35.43:51516,-0.61,-4.83,1777711604753,-747.5,5908320,5921645,0,7.56,23.05,15.50,13.11,drift
262,1777711605554,1777711606293,192.168.35.43:51516,-1.84,4.98,1777711605258,-747.5,5930304,5943917,0,7.84,24.06,16.22,13.11,drift
263,1777711606154,1777711606891,192.168.35.43:51516,2.06,11.04,1777711605764,-747.6,5952480,5970285,0,8.47,21.73,13.26,13.11,drift
264,1777711606658,1777711607392,192.168.35.43:51516,0.78,15.84,1777711606270,-747.6,5974464,5992301,0,8.53,22.72,14.19,13.11,drift
265,1777711607155,1777711607894,192.168.35.43:51516,-0.78,-34.42,1777711606725,-747.6,5996544,6014317,0,8.14,24.18,16.04,13.11,drift
266,1777711607758,1777711608490,192.168.35.43:51516,1.63,-25.07,1777711607228,-747.6,6018528,6040685,0,7.67,20.77,13.10,13.11,drift
267,1777711608272,1777711608992,192.168.35.43:51516,0.08,11.30,1777711607784,-747.6,6041472,6062957,0,7.67,23.20,15.54,13.11,drift
268,1777711608754,1777711609493,192.168.35.43:51516,-2.46,-20.18,1777711608239,-747.6,6062784,6084973,0,7.06,24.03,16.97,13.11,drift
269,1777711609268,1777711609995,192.168.35.43:51516,-2.29,-28.71,1777711608745,-747.8,6085344,6106989,0,7.67,24.98,17.31,13.11,drift
270,1777711609858,1777711610592,192.168.35.43:51516,1.85,-0.39,1777711609755,-747.9,6128832,6133357,0,8.04,21.94,13.90,13.11,drift
271,1777711610367,1777711611093,192.168.35.43:51516,-0.06,9.12,1777711610261,-747.9,6150816,6155629,0,7.80,23.72,15.92,13.11,drift
272,1777711610858,1777711611595,192.168.35.43:51516,-0.97,8.98,1777711610767,-747.9,6172992,6177645,0,8.30,24.73,16.44,13.11,drift
273,1777711611456,1777711612192,192.168.35.43:51516,1.22,15.34,1777711611271,-748.0,6195072,6204013,0,8.16,22.57,14.41,13.11,drift
274,1777711611954,1777711612694,192.168.35.43:51516,0.26,-32.83,1777711611725,-748.1,6217056,6226029,0,8.77,24.17,15.40,13.11,drift
275,1777711612468,1777711613195,192.168.35.43:51516,3.39,-24.66,1777711612230,-748.1,6239040,6248045,0,8.04,20.00,11.97,13.11,drift
276,1777711613056,1777711613792,192.168.35.43:51516,0.82,-23.31,1777711612734,-748.2,6261120,6274413,0,7.90,22.84,14.94,13.11,drift
277,1777711613557,1777711614293,192.168.35.43:51516,-0.10,-15.00,1777711613238,-748.2,6283104,6296685,0,8.12,24.29,16.16,13.11,drift
278,1777711614152,1777711614891,192.168.35.43:51516,2.07,-9.27,1777711613744,-748.3,6305280,6323053,0,8.13,21.69,13.57,13.11,drift
279,1777711614656,1777711615392,192.168.35.43:51516,1.35,-7.47,1777711614247,-748.3,6327264,6345069,0,8.21,22.71,14.49,13.11,drift
280,1777711615153,1777711615893,192.168.35.43:51516,-0.69,-6.16,1777711614753,-748.4,6349344,6367085,0,7.58,24.38,16.80,13.11,drift
281,1777711615655,1777711616395,192.168.35.43:51516,4.78,4.25,1777711615259,-748.4,6371328,6389101,0,8.58,19.70,11.12,13.11,drift
282,1777711616265,1777711616992,192.168.35.43:51516,1.49,9.81,1777711615762,-748.4,6393408,6415725,0,8.19,22.85,14.66,13.11,drift
283,1777711616754,1777711617493,192.168.35.43:51516,-1.01,10.64,1777711616267,-748.4,6415488,6437741,0,7.82,24.20,16.38,13.11,drift
284,1777711617370,1777711618091,192.168.35.43:51516,4.20,-26.32,1777711617227,-748.5,6459648,6464109,0,9.28,21.23,11.96,13.11,drift
285,1777711617860,1777711618592,192.168.35.43:51516,2.03,-25.68,1777711617732,-748.5,6481728,6486125,0,8.62,22.53,13.91,13.11,drift
286,1777711618370,1777711619093,192.168.35.43:51516,1.02,-16.69,1777711618237,-748.5,6503712,6508397,0,8.59,24.05,15.46,13.11,drift
287,1777711618859,1777711619595,192.168.35.43:51516,4.49,-17.78,1777711618741,-748.6,6525792,6530157,0,8.73,20.06,11.34,13.11,drift
288,1777711619472,1777711620192,192.168.35.43:51516,1.71,-10.63,1777711619245,-748.6,6547872,6556781,0,8.68,22.90,14.22,13.11,drift
289,1777711619954,1777711620694,192.168.35.43:51516,-1.20,-8.86,1777711619750,-748.5,6569856,6578797,0,8.44,24.57,16.13,13.11,drift
290,1777711620471,1777711621195,192.168.35.43:51516,-0.41,1.45,1777711620257,-748.5,6591936,6601069,0,8.66,24.82,16.17,13.11,drift
291,1777711621055,1777711621792,192.168.35.43:51516,-1.19,8.95,1777711620762,-748.5,6613920,6627437,0,7.20,23.23,16.03,13.11,drift
292,1777711621570,1777711622293,192.168.35.43:51516,-0.90,10.25,1777711621266,-748.5,6636000,6649453,0,7.93,24.20,16.27,13.11,drift
293,1777711622056,1777711622795,192.168.35.43:51516,5.70,12.84,1777711621772,-748.4,6658080,6671213,0,9.51,19.89,10.38,13.11,drift
294,1777711622655,1777711623392,192.168.35.43:51516,2.45,-30.07,1777711622226,-748.4,6680160,6697837,0,8.74,22.07,13.33,13.11,drift
295,1777711623154,1777711623893,192.168.35.43:51516,0.39,-23.24,1777711622730,-748.4,6702144,6720109,0,8.28,24.27,15.99,13.11,drift
296,1777711623655,1777711624395,192.168.35.43:51516,5.03,-19.48,1777711623236,-748.4,6724128,6741869,0,8.25,19.41,11.15,13.11,drift
297,1777711624256,1777711624992,192.168.35.43:51516,0.26,-12.78,1777711623741,-748.3,6746208,6768493,0,7.18,22.63,15.45,13.11,drift
298,1777711624757,1777711625493,192.168.35.43:51516,0.88,-27.42,1777711624246,-748.3,6769056,6790509,0,8.88,24.10,15.22,13.11,drift
299,1777711625356,1777711626091,192.168.35.43:51516,2.70,-0.43,1777711625255,-748.3,6812448,6816877,0,8.27,21.44,13.17,13.11,drift
300,1777711625855,1777711626592,192.168.35.43:51516,0.97,0.08,1777711625759,-748.3,6834528,6838893,0,7.94,22.11,14.17,13.11,drift
301,1777711626360,1777711627093,192.168.35.43:51516,0.38,9.00,1777711626264,-748.3,6856512,6861165,0,8.27,24.06,15.79,13.11,drift
302,1777711626856,1777711627595,192.168.35.43:51516,4.12,11.99,1777711626770,-748.2,6878496,6882925,0,7.88,19.57,11.69,13.11,drift
303,1777711627471,1777711628192,192.168.35.43:51516,2.31,-31.37,1777711627225,-748.2,6900672,6909549,0,8.84,22.75,13.91,13.11,drift
304,1777711627956,1777711628694,192.168.35.43:51516,-0.01,-30.60,1777711627729,-748.2,6922656,6931565,0,8.39,24.23,15.84,13.11,drift
305,1777711628572,1777711629291,192.168.35.43:51516,3.08,-23.10,1777711628233,-748.2,6944736,6957933,0,8.14,20.71,12.57,13.11,drift
306,1777711629056,1777711629792,192.168.35.43:51516,1.67,-16.18,1777711628738,-748.2,6966816,6980205,0,8.64,22.62,13.98,13.11,drift
307,1777711629568,1777711630293,192.168.35.43:51516,1.15,-13.53,1777711629242,-748.2,6988800,7002221,0,8.58,23.64,15.06,13.11,drift
308,1777711630056,1777711630795,192.168.35.43:51516,4.00,-11.49,1777711629748,-748.2,7010784,7023981,0,8.03,19.96,11.92,13.11,drift
309,1777711630657,1777711631392,192.168.35.43:51516,1.03,-5.52,1777711630253,-748.2,7032960,7050605,0,8.07,22.89,14.82,13.11,drift
310,1777711631154,1777711631894,192.168.35.43:51516,0.16,4.14,1777711630759,-748.2,7054944,7072877,0,8.31,23.98,15.66,13.11,drift
311,1777711631758,1777711632490,192.168.35.43:51516,2.41,12.38,1777711631262,-748.2,7076928,7099245,0,8.00,21.84,13.83,13.11,drift
312,1777711632253,1777711632992,192.168.35.43:51516,1.04,10.24,1777711631666,-748.2,7094688,7121261,0,8.41,22.98,14.57,13.11,drift
313,1777711632757,1777711633493,192.168.35.43:51516,0.10,0.98,1777711632272,-748.2,7121664,7143277,0,7.72,24.08,16.36,13.11,drift
314,1777711633257,1777711633995,192.168.35.43:51516,3.80,2.29,1777711632777,-748.1,7143936,7165293,0,7.67,19.78,12.11,13.11,drift
315,1777711633854,1777711634592,192.168.35.43:51516,1.54,-19.10,1777711633735,-748.0,7187328,7191917,0,8.64,22.81,14.17,13.11,drift
316,1777711634355,1777711635093,192.168.35.43:51516,0.75,-14.62,1777711634241,-748.0,7209312,7213933,0,8.39,23.81,15.42,13.11,drift
317,1777711634953,1777711635691,192.168.35.43:51516,2.47,-7.15,1777711634745,-747.9,7231296,7240301,0,8.54,21.79,13.25,13.11,drift
318,1777711635457,1777711636192,192.168.35.43:51516,1.08,-4.55,1777711635251,-747.9,7253376,7262317,0,8.24,22.44,14.20,13.11,drift
319,1777711635957,1777711636693,192.168.35.43:51516,2.09,4.98,1777711635757,-747.8,7275456,7284589,0,8.39,22.32,13.93,13.11,drift
320,1777711636454,1777711637195,192.168.35.43:51516,3.40,3.87,1777711636261,-747.8,7297440,7306349,0,8.06,20.02,11.96,13.11,drift
321,1777711637055,1777711637792,192.168.35.43:51516,-0.18,11.41,1777711636766,-747.7,7319520,7332973,0,7.97,23.35,15.39,13.11,drift
322,1777711637568,1777711638293,192.168.35.43:51516,0.76,13.30,1777711637270,-747.7,7341600,7354989,0,8.89,23.93,15.04,13.11,drift
323,1777711638068,1777711638795,192.168.35.43:51516,2.49,-32.00,1777711637725,-747.8,7363680,7377005,0,7.97,19.89,11.92,13.11,drift
324,1777711638670,1777711639392,192.168.35.43:51516,1.45,-29.14,1777711638230,-747.8,7385760,7403373,0,8.55,22.84,14.29,13.11,drift
325,1777711639159,1777711639893,192.168.35.43:51516,0.50,-20.73,1777711638734,-747.8,7407744,7425645,0,8.27,23.70,15.43,13.11,drift
326,1777711639757,1777711640491,192.168.35.43:51516,2.09,-10.91,1777711639240,-747.8,7429728,7452013,0,8.61,21.64,13.02,13.11,drift
327,1777711640257,1777711640992,192.168.35.43:51516,0.35,-29.77,1777711639745,-747.8,7452672,7474029,0,8.08,22.94,14.86,13.11,drift
328,1777711640771,1777711641493,192.168.35.43:51516,0.81,-9.67,1777711640150,-747.8,7469568,7496045,0,9.11,23.97,14.86,13.11,drift
329,1777711641356,1777711642091,192.168.35.43:51516,1.90,4.21,1777711641262,-747.8,7518048,7522413,0,8.18,21.78,13.60,13.11,drift
330,1777711641854,1777711642592,192.168.35.43:51516,-1.31,12.79,1777711641767,-747.8,7540032,7544685,0,7.41,22.98,15.57,13.11,drift
331,1777711642358,1777711643093,192.168.35.43:51516,-0.38,-34.15,1777711642221,-747.8,7562016,7566701,0,7.57,23.80,16.23,13.11,drift
332,1777711642953,1777711643691,192.168.35.43:51516,1.63,-27.17,1777711642726,-747.9,7584096,7593069,0,7.94,21.44,13.50,13.11,drift
333,1777711643454,1777711644192,192.168.35.43:51516,0.91,-25.74,1777711643231,-747.9,7606176,7615085,0,8.00,22.62,14.62,13.11,drift
334,1777711643955,1777711644694,192.168.35.43:51516,3.64,-19.97,1777711643735,-747.9,7628160,7637101,0,8.38,19.98,11.59,13.11,drift
335,1777711644557,1777711645290,192.168.35.43:51516,3.22,-11.25,1777711644240,-747.9,7650336,7663725,0,8.53,21.25,12.73,13.11,drift
336,1777711645053,1777711645792,192.168.35.43:51516,1.63,-11.57,1777711644744,-747.9,7672416,7685741,0,9.28,22.89,13.61,13.11,drift
337,1777711645554,1777711646293,192.168.35.43:51516,-0.36,-7.47,1777711645249,-747.9,7694304,7707757,0,8.01,24.42,16.41,13.11,drift
338,1777711646155,1777711646891,192.168.35.43:51516,2.65,-1.64,1777711645754,-747.9,7716480,7734125,0,8.33,20.98,12.65,13.11,drift
339,1777711646667,1777711647392,192.168.35.43:51516,0.99,5.93,1777711646258,-747.9,7738464,7756397,0,8.44,23.06,14.62,13.11,drift
340,1777711647154,1777711647893,192.168.35.43:51516,0.61,7.68,1777711646763,-747.9,7760544,7778413,0,8.45,23.87,15.42,13.11,drift
341,1777711647670,1777711648395,192.168.35.43:51516,3.83,9.40,1777711647268,-747.9,7782528,7800173,0,8.29,19.91,11.62,13.11,drift
342,1777711648253,1777711648992,192.168.35.43:51516,2.96,-30.56,1777711647724,-747.9,7804608,7826797,0,9.12,22.74,13.63,13.11,drift
343,1777711648770,1777711649493,192.168.35.43:51516,0.43,5.34,1777711648278,-747.9,7827552,7849069,0,7.54,23.03,15.49,13.11,drift
344,1777711649258,1777711649995,192.168.35.43:51516,4.39,-27.11,1777711648733,-747.9,7848864,7870829,0,8.82,19.93,11.11,13.11,drift
345,1777711649873,1777711650592,192.168.35.43:51516,0.26,-12.42,1777711649742,-747.9,7892832,7897453,0,7.56,22.70,15.13,13.11,drift
346,1777711650353,1777711651094,192.168.35.43:51516,-1.38,-16.82,1777711649742,-747.9,7892832,7919469,0,7.56,24.34,16.77,13.11,drift
347,1777711650874,1777711651595,192.168.35.43:51516,3.53,-2.67,1777711650752,-747.9,7936896,7941485,0,8.30,19.96,11.66,13.11,drift
348,1777711651457,1777711652192,192.168.35.43:51516,0.86,-4.63,1777711650752,-747.9,7936896,7967853,0,8.30,22.85,14.55,13.11,drift
349,1777711651971,1777711652694,192.168.35.43:51516,0.29,4.62,1777711651760,-747.9,7981056,7990125,0,8.79,23.77,14.98,13.11,drift
350,1777711652468,1777711653195,192.168.35.43:51516,4.22,8.35,1777711652266,-747.9,8003040,8011885,0,8.83,20.00,11.17,13.11,drift
351,1777711653054,1777711653792,192.168.35.43:51516,0.86,13.62,1777711652771,-748.0,8025216,8038509,0,8.16,22.92,14.76,13.11,drift
352,1777711653567,1777711654294,192.168.35.43:51516,4.95,-28.50,1777711653226,-748.0,8047200,8060525,0,8.36,18.97,10.61,13.11,drift
353,1777711654057,1777711654795,192.168.35.43:51516,4.10,-26.91,1777711653731,-748.0,8069280,8082541,0,8.36,19.92,11.57,13.11,drift
354,1777711654657,1777711655392,192.168.35.43:51516,0.05,-20.86,1777711654234,-748.0,8091360,8109165,0,8.05,22.61,14.56,13.11,drift
355,1777711655160,1777711655894,192.168.35.43:51516,-1.07,-17.85,1777711654740,-748.0,8113344,8131181,0,8.22,24.50,16.28,13.11,drift
356,1777711655770,1777711656491,192.168.35.43:51516,2.13,-7.42,1777711655245,-748.0,8135328,8157549,0,8.34,21.59,13.25,13.11,drift
357,1777711656256,1777711656992,192.168.35.43:51516,1.65,-8.69,1777711655751,-747.8,8157600,8179565,0,9.19,22.72,13.53,13.11,drift
358,1777711656770,1777711657494,192.168.35.43:51516,-0.79,-1.27,1777711656154,-747.8,8175072,8201837,0,7.97,23.92,15.95,13.11,drift
359,1777711657255,1777711657995,192.168.35.43:51516,-1.73,-1.03,1777711656760,-747.2,8201664,8223853,0,8.53,24.89,16.37,13.11,drift
360,1777711657856,1777711658592,192.168.35.43:51516,-0.80,9.72,1777711657767,-747.4,8245728,8250221,0,8.01,22.54,14.53,13.11,drift
361,1777711658355,1777711659093,192.168.35.43:51516,0.10,13.74,1777711658272,-747.4,8267712,8272237,0,8.59,23.82,15.23,13.11,drift
362,1777711658855,1777711659595,192.168.35.43:51516,2.14,-31.95,1777711658726,-747.4,8289792,8294253,0,8.65,20.19,11.54,13.11,drift
363,1777711659457,1777711660192,192.168.35.43:51516,-0.40,-23.17,1777711659232,-747.4,8311872,8320877,0,7.92,22.72,14.79,13.11,drift
364,1777711659953,1777711660693,192.168.35.43:51516,-0.98,-17.65,1777711659737,-747.5,8333760,8342893,0,7.81,24.05,16.24,13.11,drift
365,1777711660455,1777711661195,192.168.35.43:51516,2.73,-18.68,1777711660241,-747.5,8355840,8364653,0,8.15,20.16,12.01,13.11,drift
366,1777711661057,1777711661792,192.168.35.43:51516,1.78,-12.17,1777711660745,-747.5,8378016,8391277,0,9.26,22.67,13.41,13.11,drift
367,1777711661558,1777711662294,192.168.35.43:51516,0.20,-1.98,1777711661252,-747.5,8400000,8413549,0,8.90,23.65,14.76,13.11,drift
368,1777711662157,1777711662890,192.168.35.43:51516,2.81,0.40,1777711661757,-747.6,8422080,8439661,0,8.55,21.40,12.84,13.11,drift
369,1777711662657,1777711663392,192.168.35.43:51516,0.92,7.44,1777711662261,-747.6,8444064,8461933,0,8.48,22.81,14.33,13.11,drift
370,1777711663155,1777711663893,192.168.35.43:51516,-0.66,8.26,1777711662766,-747.6,8466144,8483949,0,7.91,24.02,16.10,13.11,drift
371,1777711663756,1777711664490,192.168.35.43:51516,2.18,18.25,1777711663271,-747.6,8488128,8510317,0,8.15,21.68,13.53,13.11,drift
372,1777711664252,1777711664992,192.168.35.43:51516,0.90,-0.51,1777711663776,-747.7,8511072,8532333,0,8.90,23.19,14.29,13.11,drift
373,1777711664754,1777711665493,192.168.35.43:51516,-0.01,-26.11,1777711664229,-747.7,8532288,8554605,0,7.85,23.68,15.83,13.11,drift
